Casos Confirmados;Data;DRS;Negativo;Negativo Acc;Número de registros;Obitos Confirmados;Pop Drs;Positivo;Positivo Acc;Positivo Por 1M;Positivo Por Casos;Positivo Por Testes;Teste Por 1M;Teste Por Casos;Total;Total Acc
2;2020-03-27;Piracicaba;1;69;1;0;1586546;0;28;17,6484;14;0,2887;61,1391;48,5;1;97
2;2020-03-28;Piracicaba;1;70;1;0;1586546;0;28;17,6484;14;0,2857;61,7694;49;1;98
2;2020-03-29;Piracicaba;4;74;1;0;1586546;0;28;17,6484;14;0,2745;64,2906;51;4;102
6;2020-03-30;Piracicaba;4;78;1;0;1586546;0;28;17,6484;4,6667;0,2642;66,8118;17,6667;4;106
8;2020-03-31;Piracicaba;3;81;1;0;1586546;0;28;17,6484;3,5;0,2569;68,7027;13,625;3;109
10;2020-04-01;Piracicaba;3;84;1;0;1586546;0;28;17,6484;2,8;0,25;70,5936;11,2;3;112
9;2020-04-02;Piracicaba;11;95;1;0;1586546;0;28;17,6484;3,1111;0,2276;77,5269;13,6667;11;123
9;2020-04-03;Piracicaba;6;101;1;0;1586546;0;28;17,6484;3,1111;0,2171;81,3087;14,3333;6;129
11;2020-04-04;Piracicaba;6;107;1;0;1586546;1;29;18,2787;2,6364;0,2132;85,7208;12,3636;7;136
11;2020-04-05;Piracicaba;7;114;1;0;1586546;0;29;18,2787;2,6364;0,2028;90,1329;13;7;143
14;2020-04-06;Piracicaba;16;130;1;0;1586546;2;31;19,5393;2,2143;0,1925;101,4783;11,5;18;161
19;2020-04-07;Piracicaba;20;150;1;0;1586546;1;32;20,1696;1,6842;0,1758;114,7146;9,5789;21;182
21;2020-04-08;Piracicaba;9;159;1;0;1586546;1;33;20,7999;1,5714;0,1719;121,0176;9,1429;10;192
21;2020-04-09;Piracicaba;18;177;1;1;1586546;2;35;22,0605;1,6667;0,1651;133,6236;10,0952;20;212
25;2020-04-10;Piracicaba;20;197;1;1;1586546;0;35;22,0605;1,4;0,1509;146,2296;9,28;20;232
26;2020-04-11;Piracicaba;3;200;1;1;1586546;1;36;22,6908;1,3846;0,1525;148,7508;9,0769;4;236
28;2020-04-12;Piracicaba;8;208;1;2;1586546;1;37;23,3211;1,3214;0,151;154,4235;8,75;9;245
29;2020-04-13;Piracicaba;8;216;1;2;1586546;0;37;23,3211;1,2759;0,1462;159,4659;8,7241;8;253
35;2020-04-14;Piracicaba;3;219;1;4;1586546;9;46;28,9938;1,3143;0,1736;167,0295;7,5714;12;265
44;2020-04-15;Piracicaba;16;235;1;6;1586546;0;46;28,9938;1,0455;0,1637;177,1143;6,3864;16;281
50;2020-04-16;Piracicaba;44;279;1;7;1586546;3;49;30,8847;0,98;0,1494;206,7384;6,56;47;328
52;2020-04-17;Piracicaba;15;294;1;8;1586546;0;49;30,8847;0,9423;0,1429;216,1929;6,5962;15;343
56;2020-04-18;Piracicaba;12;306;1;8;1586546;1;50;31,515;0,8929;0,1404;224,3868;6,3571;13;356
56;2020-04-19;Piracicaba;51;357;1;8;1586546;7;57;35,9271;1,0179;0,1377;260,9442;7,3929;58;414
59;2020-04-20;Piracicaba;46;403;1;8;1586546;1;58;36,5574;0,9831;0,1258;290,5683;7,8136;47;461
64;2020-04-21;Piracicaba;15;418;1;9;1586546;0;58;36,5574;0,9062;0,1218;300,0228;7,4375;15;476
64;2020-04-22;Piracicaba;44;462;1;9;1586546;5;63;39,7089;0,9844;0,12;330,9075;8,2031;49;525
76;2020-04-23;Piracicaba;43;505;1;9;1586546;8;71;44,7513;0,9342;0,1233;363,0528;7,5789;51;576
87;2020-04-24;Piracicaba;19;524;1;11;1586546;2;73;46,0119;0,8391;0,1223;376,2891;6,8621;21;597
105;2020-04-25;Piracicaba;14;538;1;15;1586546;1;74;46,6422;0,7048;0,1209;385,7436;5,8286;15;612
107;2020-04-26;Piracicaba;4;542;1;16;1586546;1;75;47,2725;0,7009;0,1216;388,8951;5,7664;5;617
114;2020-04-27;Piracicaba;11;553;1;16;1586546;2;77;48,5331;0,6754;0,1222;397,089;5,5263;13;630
145;2020-04-28;Piracicaba;11;564;1;20;1586546;2;79;49,7937;0,5448;0,1229;405,2829;4,4345;13;643
159;2020-04-29;Piracicaba;12;576;1;20;1586546;3;82;51,6846;0,5157;0,1246;414,7374;4,1384;15;658
207;2020-04-30;Piracicaba;23;599;1;23;1586546;7;89;56,0967;0,43;0,1294;433,6464;3,3237;30;688
228;2020-05-01;Piracicaba;40;639;1;24;1586546;2;91;57,3573;0,3991;0,1247;460,119;3,2018;42;730
242;2020-05-02;Piracicaba;8;647;1;25;1586546;1;92;57,9876;0,3802;0,1245;465,7917;3,0537;9;739
244;2020-05-03;Piracicaba;8;655;1;25;1586546;1;93;58,6179;0,3811;0,1243;471,4644;3,0656;9;748
246;2020-05-04;Piracicaba;19;674;1;26;1586546;3;96;60,5088;0,3902;0,1247;485,331;3,1301;22;770
289;2020-05-05;Piracicaba;5;679;1;27;1586546;0;96;60,5088;0,3322;0,1239;488,4825;2,6817;5;775
333;2020-05-06;Piracicaba;20;699;1;28;1586546;3;99;62,3997;0,2973;0,1241;502,9794;2,3964;23;798
373;2020-05-07;Piracicaba;20;719;1;28;1586546;1;100;63,03;0,2681;0,1221;516,2157;2,1957;21;819
387;2020-05-08;Piracicaba;19;738;1;28;1586546;9;109;68,7027;0,2817;0,1287;533,8641;2,1886;28;847
419;2020-05-09;Piracicaba;1;739;1;29;1586546;0;109;68,7027;0,2601;0,1285;534,4944;2,0239;1;848
421;2020-05-10;Piracicaba;2;741;1;29;1586546;1;110;69,333;0,2613;0,1293;536,3853;2,0214;3;851
423;2020-05-11;Piracicaba;1;742;1;29;1586546;0;110;69,333;0,26;0,1291;537,0156;2,0142;1;852
431;2020-05-12;Piracicaba;18;760;1;30;1586546;2;112;70,5936;0,2599;0,1284;549,6216;2,0232;20;872
498;2020-05-13;Piracicaba;21;781;1;32;1586546;1;113;71,2239;0,2269;0,1264;563,4882;1,7952;22;894
571;2020-05-14;Piracicaba;21;802;1;33;1586546;6;119;75,0057;0,2084;0,1292;580,5063;1,613;27;921
595;2020-05-15;Piracicaba;32;834;1;35;1586546;6;125;78,7875;0,2101;0,1303;604,4577;1,6118;38;959
618;2020-05-16;Piracicaba;32;866;1;35;1586546;6;131;82,5693;0,212;0,1314;628,4091;1,6133;38;997
631;2020-05-17;Piracicaba;6;872;1;35;1586546;3;134;84,4602;0,2124;0,1332;634,0818;1,5943;9;1006
635;2020-05-18;Piracicaba;6;878;1;35;1586546;3;137;86,3511;0,2157;0,135;639,7545;1,5984;9;1015
681;2020-05-19;Piracicaba;24;902;1;37;1586546;3;140;88,242;0,2056;0,1344;656,7726;1,5301;27;1042
703;2020-05-20;Piracicaba;15;917;1;41;1586546;3;143;90,1329;0,2034;0,1349;668,118;1,5078;18;1060
734;2020-05-21;Piracicaba;37;954;1;41;1586546;16;159;100,2177;0,2166;0,1429;701,5239;1,5163;53;1113
763;2020-05-22;Piracicaba;47;1001;1;43;1586546;11;170;107,151;0,2228;0,1452;738,0813;1,5347;58;1171
871;2020-05-23;Piracicaba;7;1008;1;44;1586546;3;173;109,0419;0,1986;0,1465;744,3843;1,3559;10;1181
942;2020-05-24;Piracicaba;7;1015;1;44;1586546;3;176;110,9328;0,1868;0,1478;750,6873;1,2643;10;1191
971;2020-05-25;Piracicaba;32;1047;1;47;1586546;31;207;130,4721;0,2132;0,1651;790,3962;1,2915;63;1254
997;2020-05-26;Piracicaba;42;1089;1;48;1586546;11;218;137,4054;0,2187;0,1668;823,8021;1,3109;53;1307
1039;2020-05-27;Piracicaba;21;1110;1;50;1586546;6;224;141,1872;0,2156;0,1679;840,8202;1,2839;27;1334
1095;2020-05-28;Piracicaba;28;1138;1;49;1586546;8;232;146,2296;0,2119;0,1693;863,511;1,2511;36;1370
1206;2020-05-29;Piracicaba;53;1191;1;51;1586546;27;259;163,2477;0,2148;0,1786;913,9351;1,2023;80;1450
1260;2020-05-30;Piracicaba;33;1224;1;54;1586546;8;267;168,2901;0,2119;0,1791;939,7774;1,1833;41;1491
1295;2020-05-31;Piracicaba;33;1257;1;57;1586546;8;275;173,3325;0,2124;0,1795;965,6197;1,183;41;1532
1328;2020-06-01;Piracicaba;39;1296;1;61;1586546;17;292;184,0476;0,2199;0,1839;1000,9165;1,1958;56;1588
1368;2020-06-02;Piracicaba;70;1366;1;66;1586546;22;314;197,9142;0,2295;0,1869;1058,9041;1,2281;92;1680
1460;2020-06-03;Piracicaba;68;1434;1;71;1586546;31;345;217,4535;0,2363;0,1939;1121,3038;1,2185;99;1779
1583;2020-06-04;Piracicaba;57;1491;1;76;1586546;36;381;240,1443;0,2407;0,2035;1179,9217;1,1826;93;1872
1695;2020-06-05;Piracicaba;31;1522;1;80;1586546;15;396;249,5988;0,2336;0,2065;1208,9155;1,1316;46;1918
1820;2020-06-06;Piracicaba;48;1570;1;81;1586546;19;415;261,5745;0,228;0,2091;1251,1456;1,0907;67;1985
1908;2020-06-07;Piracicaba;48;1618;1;85;1586546;19;434;273,5502;0,2275;0,2115;1293,3757;1,0755;67;2052
1931;2020-06-08;Piracicaba;45;1663;1;85;1586546;30;464;292,4592;0,2403;0,2181;1340,6482;1,1015;75;2127
2079;2020-06-09;Piracicaba;73;1736;1;87;1586546;54;518;326,4954;0,2492;0,2298;1420,6963;1,0842;127;2254
2190;2020-06-10;Piracicaba;82;1818;1;91;1586546;56;574;361,7922;0,2621;0,24;1507,6777;1,0922;138;2392
2303;2020-06-11;Piracicaba;1;1819;1;92;1586546;0;574;361,7922;0,2492;0,2399;1508,308;1,0391;1;2393
2454;2020-06-12;Piracicaba;53;1872;1;92;1586546;27;601;378,8103;0,2449;0,243;1558,732;1,0077;80;2473
2608;2020-06-13;Piracicaba;62;1934;1;97;1586546;51;652;410,9556;0,25;0,2521;1629,9559;0,9916;113;2586
2650;2020-06-14;Piracicaba;0;1934;1;106;1586546;0;652;410,9556;0,246;0,2521;1629,9559;0,9758;0;2586
0;2020-03-04;Presidente Prudente;1;1;1;0;775627;0;0;0;;0;1,2893;;1;1
0;2020-03-05;Presidente Prudente;1;2;1;0;775627;0;0;0;;0;2,5786;;1;2
0;2020-03-06;Presidente Prudente;1;3;1;0;775627;0;0;0;;0;3,8678;;1;3
0;2020-03-07;Presidente Prudente;1;4;1;0;775627;0;0;0;;0;5,1571;;1;4
0;2020-03-08;Presidente Prudente;1;5;1;0;775627;0;0;0;;0;6,4464;;1;5
0;2020-03-09;Presidente Prudente;2;7;1;0;775627;0;0;0;;0;9,025;;2;7
0;2020-03-10;Presidente Prudente;2;9;1;0;775627;0;0;0;;0;11,6035;;2;9
0;2020-03-11;Presidente Prudente;2;11;1;0;775627;0;0;0;;0;14,1821;;2;11
0;2020-03-12;Presidente Prudente;2;13;1;0;775627;0;0;0;;0;16,7606;;2;13
0;2020-03-13;Presidente Prudente;2;15;1;0;775627;0;0;0;;0;19,3392;;2;15
0;2020-03-14;Presidente Prudente;2;17;1;0;775627;0;0;0;;0;21,9178;;2;17
0;2020-03-15;Presidente Prudente;2;19;1;0;775627;0;0;0;;0;24,4963;;2;19
0;2020-03-16;Presidente Prudente;2;21;1;0;775627;0;0;0;;0;27,0749;;2;21
0;2020-03-17;Presidente Prudente;2;23;1;0;775627;0;0;0;;0;29,6534;;2;23
0;2020-03-18;Presidente Prudente;2;25;1;0;775627;0;0;0;;0;32,232;;2;25
0;2020-03-19;Presidente Prudente;2;27;1;0;775627;1;1;1,2893;;0,0357;36,0998;;3;28
0;2020-03-20;Presidente Prudente;2;29;1;0;775627;1;2;2,5786;;0,0645;39,9677;;3;31
0;2020-03-21;Presidente Prudente;0;29;1;0;775627;2;4;5,1571;;0,1212;42,5462;;2;33
0;2020-03-22;Presidente Prudente;1;30;1;0;775627;0;4;5,1571;;0,1176;43,8355;;1;34
0;2020-03-23;Presidente Prudente;3;33;1;0;775627;0;4;5,1571;;0,1081;47,7033;;3;37
0;2020-03-24;Presidente Prudente;3;36;1;0;775627;0;4;5,1571;;0,1;51,5712;;3;40
0;2020-03-25;Presidente Prudente;1;37;1;0;775627;0;4;5,1571;;0,0976;52,8605;;1;41
0;2020-03-26;Presidente Prudente;2;39;1;0;775627;0;4;5,1571;;0,093;55,439;;2;43
0;2020-03-27;Presidente Prudente;2;41;1;0;775627;0;4;5,1571;;0,0889;58,0176;;2;45
0;2020-03-28;Presidente Prudente;1;42;1;0;775627;0;4;5,1571;;0,087;59,3069;;1;46
0;2020-03-29;Presidente Prudente;1;43;1;0;775627;0;4;5,1571;;0,0851;60,5961;;1;47
0;2020-03-30;Presidente Prudente;3;46;1;0;775627;0;4;5,1571;;0,08;64,464;;3;50
0;2020-03-31;Presidente Prudente;1;47;1;0;775627;0;4;5,1571;;0,0784;65,7533;;1;51
0;2020-04-01;Presidente Prudente;1;48;1;0;775627;0;4;5,1571;;0,0769;67,0425;;1;52
1;2020-04-02;Presidente Prudente;12;60;1;0;775627;0;4;5,1571;4;0,0625;82,5139;64;12;64
1;2020-04-03;Presidente Prudente;11;71;1;0;775627;1;5;6,4464;5;0,0658;97,9852;76;12;76
1;2020-04-04;Presidente Prudente;1;72;1;1;775627;0;5;6,4464;5;0,0649;99,2745;77;1;77
1;2020-04-05;Presidente Prudente;1;73;1;1;775627;2;7;9,025;7;0,0875;103,1424;80;3;80
3;2020-04-06;Presidente Prudente;14;87;1;2;775627;0;7;9,025;2,3333;0,0745;121,1923;31,3333;14;94
3;2020-04-07;Presidente Prudente;1;88;1;2;775627;0;7;9,025;2,3333;0,0737;122,4816;31,6667;1;95
4;2020-04-08;Presidente Prudente;21;109;1;2;775627;3;10;12,8928;2,5;0,084;153,4243;29,75;24;119
7;2020-04-09;Presidente Prudente;4;113;1;5;775627;1;11;14,1821;1,5714;0,0887;159,8707;17,7143;5;124
8;2020-04-10;Presidente Prudente;38;151;1;5;775627;0;11;14,1821;1,375;0,0679;208,8633;20,25;38;162
10;2020-04-11;Presidente Prudente;3;154;1;6;775627;0;11;14,1821;1,1;0,0667;212,7311;16,5;3;165
10;2020-04-12;Presidente Prudente;1;155;1;6;775627;0;11;14,1821;1,1;0,0663;214,0204;16,6;1;166
10;2020-04-13;Presidente Prudente;4;159;1;6;775627;0;11;14,1821;1,1;0,0647;219,1775;17;4;170
10;2020-04-14;Presidente Prudente;2;161;1;6;775627;0;11;14,1821;1,1;0,064;221,7561;17,2;2;172
11;2020-04-15;Presidente Prudente;26;187;1;6;775627;6;17;21,9178;1,5455;0,0833;263,013;18,5455;32;204
14;2020-04-16;Presidente Prudente;25;212;1;7;775627;2;19;24,4963;1,3571;0,0823;297,8236;16,5;27;231
17;2020-04-17;Presidente Prudente;70;282;1;7;775627;1;20;25,7856;1,1765;0,0662;389,3624;17,7647;71;302
22;2020-04-18;Presidente Prudente;15;297;1;8;775627;1;21;27,0749;0,9545;0,066;409,9909;14,4545;16;318
23;2020-04-19;Presidente Prudente;15;312;1;9;775627;1;22;28,3641;0,9565;0,0659;430,6194;14,5217;16;334
23;2020-04-20;Presidente Prudente;5;317;1;9;775627;0;22;28,3641;0,9565;0,0649;437,0658;14,7391;5;339
27;2020-04-21;Presidente Prudente;103;420;1;9;775627;3;25;32,232;0,9259;0,0562;573,7294;16,4815;106;445
27;2020-04-22;Presidente Prudente;49;469;1;9;775627;5;30;38,6784;1,1111;0,0601;643,3505;18,4815;54;499
28;2020-04-23;Presidente Prudente;6;475;1;10;775627;1;31;39,9677;1,1071;0,0613;652,3754;18,0714;7;506
38;2020-04-24;Presidente Prudente;4;479;1;12;775627;1;32;41,2569;0,8421;0,0626;658,8218;13,4474;5;511
39;2020-04-25;Presidente Prudente;1;480;1;12;775627;0;32;41,2569;0,8205;0,0625;660,1111;13,1282;1;512
39;2020-04-26;Presidente Prudente;1;481;1;12;775627;2;34;43,8355;0,8718;0,066;663,9789;13,2051;3;515
41;2020-04-27;Presidente Prudente;8;489;1;12;775627;3;37;47,7033;0,9024;0,0703;678,161;12,8293;11;526
53;2020-04-28;Presidente Prudente;14;503;1;13;775627;7;44;56,7283;0,8302;0,0804;705,2359;10,3208;21;547
57;2020-04-29;Presidente Prudente;4;507;1;13;775627;0;44;56,7283;0,7719;0,0799;710,393;9,6667;4;551
61;2020-04-30;Presidente Prudente;22;529;1;13;775627;3;47;60,5961;0,7705;0,0816;742,625;9,4426;25;576
68;2020-05-01;Presidente Prudente;9;538;1;13;775627;2;49;63,1747;0,7206;0,0835;756,8071;8,6324;11;587
68;2020-05-02;Presidente Prudente;1;539;1;13;775627;2;51;65,7533;0,75;0,0864;760,6749;8,6765;3;590
68;2020-05-03;Presidente Prudente;12;551;1;14;775627;2;53;68,3318;0,7794;0,0877;778,7248;8,8824;14;604
69;2020-05-04;Presidente Prudente;23;574;1;14;775627;3;56;72,1997;0,8116;0,0889;812,2461;9,1304;26;630
80;2020-05-05;Presidente Prudente;16;590;1;15;775627;5;61;78,6461;0,7625;0,0937;839,321;8,1375;21;651
111;2020-05-06;Presidente Prudente;5;595;1;15;775627;0;61;78,6461;0,5495;0,093;845,7674;5,9099;5;656
129;2020-05-07;Presidente Prudente;19;614;1;18;775627;10;71;91,5388;0,5504;0,1036;883,1565;5,3101;29;685
140;2020-05-08;Presidente Prudente;27;641;1;19;775627;11;82;105,7209;0,5857;0,1134;932,1491;5,1643;38;723
160;2020-05-09;Presidente Prudente;1;642;1;20;775627;0;82;105,7209;0,5125;0,1133;933,4384;4,525;1;724
176;2020-05-10;Presidente Prudente;19;661;1;20;775627;7;89;114,7459;0,5057;0,1187;966,9596;4,2614;26;750
177;2020-05-11;Presidente Prudente;23;684;1;20;775627;0;89;114,7459;0,5028;0,1151;996,6131;4,3672;23;773
187;2020-05-12;Presidente Prudente;2;686;1;20;775627;1;90;116,0352;0,4813;0,116;1000,4809;4,1497;3;776
212;2020-05-13;Presidente Prudente;16;702;1;20;775627;1;91;117,3244;0,4292;0,1148;1022,3987;3,7406;17;793
223;2020-05-14;Presidente Prudente;7;709;1;20;775627;1;92;118,6137;0,4126;0,1149;1032,7129;3,5919;8;801
258;2020-05-15;Presidente Prudente;12;721;1;23;775627;5;97;125,0601;0,376;0,1186;1054,6306;3,1705;17;818
276;2020-05-16;Presidente Prudente;1;722;1;24;775627;1;98;126,3494;0,3551;0,1195;1057,2092;2,971;2;820
279;2020-05-17;Presidente Prudente;7;729;1;24;775627;1;99;127,6387;0,3548;0,1196;1067,5234;2,9677;8;828
279;2020-05-18;Presidente Prudente;7;736;1;24;775627;1;100;128,928;0,3584;0,1196;1077,8377;2,9964;8;836
302;2020-05-19;Presidente Prudente;9;745;1;26;775627;1;101;130,2172;0,3344;0,1194;1090,7305;2,8013;10;846
316;2020-05-20;Presidente Prudente;9;754;1;26;775627;3;104;134,0851;0,3291;0,1212;1106,2018;2,7152;12;858
322;2020-05-21;Presidente Prudente;16;770;1;26;775627;7;111;143,11;0,3447;0,126;1135,8553;2,736;23;881
340;2020-05-22;Presidente Prudente;16;786;1;28;775627;7;118;152,135;0,3471;0,1305;1165,5087;2,6588;23;904
356;2020-05-23;Presidente Prudente;2;788;1;29;775627;1;119;153,4243;0,3343;0,1312;1169,3765;2,5478;3;907
359;2020-05-24;Presidente Prudente;5;793;1;29;775627;1;120;154,7135;0,3343;0,1314;1177,1122;2,5432;6;913
359;2020-05-25;Presidente Prudente;24;817;1;29;775627;8;128;165,0278;0,3565;0,1354;1218,3691;2,6323;32;945
361;2020-05-26;Presidente Prudente;15;832;1;29;775627;4;132;170,1849;0,3657;0,1369;1242,8654;2,6704;19;964
371;2020-05-27;Presidente Prudente;1;833;1;29;775627;0;132;170,1849;0,3558;0,1368;1244,1547;2,6011;1;965
401;2020-05-28;Presidente Prudente;2;835;1;29;775627;0;132;170,1849;0,3292;0,1365;1246,7333;2,4115;2;967
401;2020-05-29;Presidente Prudente;20;855;1;29;775627;6;138;177,9206;0,3441;0,139;1280,2546;2,4763;26;993
415;2020-05-30;Presidente Prudente;10;865;1;30;775627;3;141;181,7884;0,3398;0,1402;1297,0152;2,4241;13;1006
416;2020-05-31;Presidente Prudente;10;875;1;30;775627;3;144;185,6562;0,3462;0,1413;1313,7758;2,4495;13;1019
416;2020-06-01;Presidente Prudente;11;886;1;30;775627;1;145;186,9455;0,3486;0,1406;1329,2472;2,4784;12;1031
439;2020-06-02;Presidente Prudente;9;895;1;34;775627;3;148;190,8134;0,3371;0,1419;1344,7185;2,3759;12;1043
464;2020-06-03;Presidente Prudente;1;896;1;35;775627;1;149;192,1026;0,3211;0,1426;1347,2971;2,2522;2;1045
489;2020-06-04;Presidente Prudente;21;917;1;36;775627;13;162;208,8633;0,3313;0,1501;1391,1326;2,2065;34;1079
516;2020-06-05;Presidente Prudente;4;921;1;37;775627;1;163;210,1526;0,3159;0,1504;1397,579;2,1008;5;1084
538;2020-06-06;Presidente Prudente;5;926;1;38;775627;1;164;211,4418;0,3048;0,1505;1405,3147;2,026;6;1090
544;2020-06-07;Presidente Prudente;1;927;1;38;775627;0;164;211,4418;0,3015;0,1503;1406,6039;2,0055;1;1091
544;2020-06-08;Presidente Prudente;12;939;1;38;775627;6;170;219,1775;0,3125;0,1533;1429,811;2,0386;18;1109
578;2020-06-09;Presidente Prudente;4;943;1;39;775627;0;170;219,1775;0,2941;0,1527;1434,9681;1,9256;4;1113
602;2020-06-10;Presidente Prudente;16;959;1;39;775627;4;174;224,3346;0,289;0,1536;1460,7537;1,8821;20;1133
631;2020-06-11;Presidente Prudente;17;976;1;40;775627;5;179;230,781;0,2837;0,155;1489,1178;1,8304;22;1155
638;2020-06-12;Presidente Prudente;14;990;1;40;775627;5;184;237,2274;0,2884;0,1567;1513,6141;1,8401;19;1174
655;2020-06-13;Presidente Prudente;15;1005;1;40;775627;5;189;243,6738;0,2885;0,1583;1539,3997;1,8229;20;1194
664;2020-06-14;Presidente Prudente;13;1018;1;41;775627;0;189;243,6738;0,2846;0,1566;1556,1604;1,8178;13;1207
0;2020-03-26;Registro;3;3;1;0;284509;0;0;0;;0;10,5445;;3;3
0;2020-03-27;Registro;1;4;1;0;284509;0;0;0;;0;14,0593;;1;4
0;2020-03-28;Registro;1;5;1;0;284509;0;0;0;;0;17,5741;;1;5
0;2020-03-29;Registro;1;6;1;0;284509;0;0;0;;0;21,089;;1;6
0;2020-03-30;Registro;1;7;1;0;284509;0;0;0;;0;24,6038;;1;7
0;2020-03-31;Registro;1;8;1;0;284509;0;0;0;;0;28,1186;;1;8
0;2020-04-01;Registro;1;9;1;0;284509;0;0;0;;0;31,6334;;1;9
0;2020-04-02;Registro;4;13;1;0;284509;0;0;0;;0;45,6928;;4;13
0;2020-04-03;Registro;4;17;1;0;284509;0;0;0;;0;59,7521;;4;17
1;2020-04-04;Registro;3;20;1;0;284509;0;0;0;0;0;70,2965;20;3;20
1;2020-04-05;Registro;2;22;1;0;284509;0;0;0;0;0;77,3262;22;2;22
2;2020-04-06;Registro;7;29;1;0;284509;0;0;0;0;0;101,93;14,5;7;29
6;2020-04-07;Registro;9;38;1;0;284509;1;1;3,5148;0,1667;0,0256;137,0783;6,5;10;39
8;2020-04-08;Registro;4;42;1;0;284509;0;1;3,5148;0,125;0,0233;151,1376;5,375;4;43
12;2020-04-09;Registro;6;48;1;0;284509;0;1;3,5148;0,0833;0,0204;172,2265;4,0833;6;49
13;2020-04-10;Registro;3;51;1;0;284509;0;1;3,5148;0,0769;0,0192;182,771;4;3;52
13;2020-04-11;Registro;3;54;1;0;284509;0;1;3,5148;0,0769;0,0182;193,3155;4,2308;3;55
13;2020-04-12;Registro;4;58;1;1;284509;0;1;3,5148;0,0769;0,0169;207,3748;4,5385;4;59
13;2020-04-13;Registro;5;63;1;1;284509;0;1;3,5148;0,0769;0,0156;224,9489;4,9231;5;64
13;2020-04-14;Registro;5;68;1;1;284509;0;1;3,5148;0,0769;0,0145;242,5231;5,3077;5;69
13;2020-04-15;Registro;1;69;1;1;284509;0;1;3,5148;0,0769;0,0143;246,0379;5,3846;1;70
14;2020-04-16;Registro;12;81;1;1;284509;2;3;10,5445;0,2143;0,0357;295,2455;6;14;84
18;2020-04-17;Registro;2;83;1;2;284509;0;3;10,5445;0,1667;0,0349;302,2751;4,7778;2;86
28;2020-04-18;Registro;8;91;1;2;284509;0;3;10,5445;0,1071;0,0319;330,3938;3,3571;8;94
28;2020-04-19;Registro;2;93;1;2;284509;4;7;24,6038;0,25;0,07;351,4827;3,5714;6;100
28;2020-04-20;Registro;4;97;1;2;284509;4;11;38,6631;0,3929;0,1019;379,6013;3,8571;8;108
29;2020-04-21;Registro;8;105;1;2;284509;0;11;38,6631;0,3793;0,0948;407,72;4;8;116
30;2020-04-22;Registro;19;124;1;3;284509;6;17;59,7521;0,5667;0,1206;495,5906;4,7;25;141
36;2020-04-23;Registro;15;139;1;5;284509;0;17;59,7521;0,4722;0,109;548,3131;4,3333;15;156
37;2020-04-24;Registro;8;147;1;5;284509;3;20;70,2965;0,5405;0,1198;586,9762;4,5135;11;167
52;2020-04-25;Registro;2;149;1;7;284509;2;22;77,3262;0,4231;0,1287;601,0355;3,2885;4;171
53;2020-04-26;Registro;2;151;1;7;284509;1;23;80,841;0,434;0,1322;611,58;3,283;3;174
61;2020-04-27;Registro;9;160;1;8;284509;2;25;87,8707;0,4098;0,1351;650,2431;3,0328;11;185
65;2020-04-28;Registro;4;164;1;8;284509;1;26;91,3855;0,4;0,1368;667,8172;2,9231;5;190
73;2020-04-29;Registro;1;165;1;8;284509;0;26;91,3855;0,3562;0,1361;671,332;2,6164;1;191
84;2020-04-30;Registro;9;174;1;9;284509;3;29;101,93;0,3452;0,1429;713,5099;2,4167;12;203
88;2020-05-01;Registro;1;175;1;9;284509;1;30;105,4448;0,3409;0,1463;720,5396;2,3295;2;205
89;2020-05-02;Registro;0;175;1;9;284509;1;31;108,9596;0,3483;0,1505;724,0544;2,3146;1;206
89;2020-05-03;Registro;0;175;1;9;284509;1;32;112,4745;0,3596;0,1546;727,5693;2,3258;1;207
109;2020-05-04;Registro;10;185;1;10;284509;4;36;126,5338;0,3303;0,1629;776,7768;2,0275;14;221
122;2020-05-05;Registro;7;192;1;10;284509;3;39;137,0783;0,3197;0,1688;811,9251;1,8934;10;231
141;2020-05-06;Registro;7;199;1;11;284509;3;42;147,6227;0,2979;0,1743;847,0734;1,7092;10;241
160;2020-05-07;Registro;2;201;1;11;284509;0;42;147,6227;0,2625;0,1728;854,103;1,5188;2;243
173;2020-05-08;Registro;2;203;1;11;284509;0;42;147,6227;0,2428;0,1714;861,1327;1,4162;2;245
176;2020-05-09;Registro;2;205;1;11;284509;0;42;147,6227;0,2386;0,17;868,1623;1,4034;2;247
187;2020-05-10;Registro;5;210;1;11;284509;0;42;147,6227;0,2246;0,1667;885,7365;1,3476;5;252
192;2020-05-11;Registro;5;215;1;11;284509;0;42;147,6227;0,2188;0,1634;903,3106;1,3385;5;257
195;2020-05-12;Registro;4;219;1;11;284509;2;44;154,6524;0,2256;0,1673;924,3996;1,3487;6;263
206;2020-05-13;Registro;7;226;1;11;284509;1;45;158,1672;0,2184;0,1661;952,5182;1,3155;8;271
225;2020-05-14;Registro;7;233;1;11;284509;1;46;161,6821;0,2044;0,1649;980,6368;1,24;8;279
236;2020-05-15;Registro;3;236;1;11;284509;1;47;165,1969;0,1992;0,1661;994,6961;1,1992;4;283
239;2020-05-16;Registro;3;239;1;11;284509;1;48;168,7117;0,2008;0,1672;1008,7554;1,2008;4;287
239;2020-05-17;Registro;3;242;1;11;284509;1;49;172,2265;0,205;0,1684;1022,8147;1,2176;4;291
239;2020-05-18;Registro;3;245;1;12;284509;1;50;175,7414;0,2092;0,1695;1036,8741;1,2343;4;295
