br,cities,cities_id
10,"['Castanhal', 'Santa Izabel do Pará', 'Aparecida do Rio Negro', 'Palmas', 'Paranã', 'Brasília', ""São João d'Aliança"", 'Santa Izabel do Pará', 'Rio Sono', 'Paranã', 'Cavalcante', 'Teresina de Goiás', 'Paranã', 'Barra do Ouro', 'Goiatins', 'Brasília', 'Campestre do Maranhão', 'Ribamar Fiquene', 'Monte do Carmo', 'Porto Nacional', 'Palmas', 'Dom Eliseu', 'Açailândia', 'Itinga do Maranhão', 'Planaltina', 'Carolina', 'Estreito', 'Palmas', 'Cidelândia', 'Imperatriz', 'São Francisco do Brejão', 'Irituia', 'São Miguel do Guamá', 'Paragominas', 'Ulianópolis', 'Irituia', 'Mãe do Rio', 'Goiatins', 'Brasília', 'Dom Eliseu', 'Ulianópolis', 'Dom Eliseu', 'Santa Maria do Pará', 'Alto Paraíso de Goiás', ""São João d'Aliança"", 'Benevides', 'Marituba', 'Ananindeua', 'Belém', 'Marituba', 'Santa Maria do Pará', 'São Miguel do Guamá', 'Rio Sono', 'Benevides', 'Planaltina', 'Paragominas', 'Campestre do Maranhão', 'Porto Franco', 'Monte do Carmo', 'Silvanópolis', 'Paranã', 'Chapada da Natividade', 'Santa Rosa do Tocantins', 'Governador Edison Lobão', 'Ribamar Fiquene', 'Estreito', 'Porto Franco', 'Formosa', 'Planaltina', 'Brasília', 'Castanhal', 'São Francisco do Pará', 'Alto Paraíso de Goiás', 'Açailândia', 'Cidelândia', 'São Francisco do Brejão', 'Planaltina', 'Brasília', 'Natividade', 'Paranã', 'Chapada da Natividade', 'Natividade', 'Benevides', 'São Francisco do Pará', 'Benevides', 'Benevides', 'Santa Izabel do Pará', 'Bom Jesus do Tocantins', 'Pedro Afonso', 'Palmas', 'São Francisco do Pará', 'Igarapé-Açu', 'Santa Maria do Pará', 'São Francisco do Pará', 'Aurora do Pará', 'Ipixuna do Pará', 'Mãe do Rio', 'Paragominas', 'Rio Sono', 'Água Fria de Goiás', ""São João d'Aliança"", 'Brasília', 'Aparecida do Rio Negro', 'Rio Sono', 'Alto Paraíso de Goiás', 'Cavalcante', 'Teresina de Goiás', 'Santa Rosa do Tocantins', 'Silvanópolis', 'Paranã', 'Planaltina', 'Pedro Afonso', 'Rio Sono', 'Itacajá', 'Santa Maria do Tocantins', 'Goiatins', 'Itacajá', 'Paranã', 'Natividade', 'Água Fria de Goiás', 'Planaltina', 'Carolina', 'Bom Jesus do Tocantins', 'Santa Maria do Tocantins', 'Barra do Ouro', 'Monte do Carmo', 'Natividade', 'Davinópolis', 'Governador Edison Lobão', 'Imperatriz', 'Brasília', 'Santa Rosa do Tocantins', ""São João d'Aliança"", 'Brasília', 'Barra do Ouro', 'Goiatins', 'Carolina', 'Natividade', 'Santa Izabel do Pará', 'Irituia', 'Irituia', 'Castanhal', 'Silvanópolis', 'Brasília', 'Brasília', 'Paranã', 'Chapada da Natividade']","[1502400, 1506500, 1701101, 1721000, 1716208, 5300108, 5220009, 1506500, 1718758, 1716208, 5205307, 5221080, 1716208, 1703073, 1709005, 5300108, 2102556, 2109551, 1713601, 1718204, 1721000, 1502939, 2100055, 2105427, 5217609, 2102804, 2104057, 1721000, 2103257, 2105302, 2110856, 1503507, 1507607, 1505502, 1508126, 1503507, 1504059, 1709005, 5300108, 1502939, 1508126, 1502939, 1506609, 5200605, 5220009, 1501501, 1504422, 1500800, 1501402, 1504422, 1506609, 1507607, 1718758, 1501501, 5217609, 1505502, 2102556, 2109007, 1713601, 1720655, 1716208, 1705102, 1718907, 2104552, 2109551, 2104057, 2109007, 5208004, 5217609, 5300108, 1502400, 1507409, 5200605, 2100055, 2103257, 2110856, 5217609, 5300108, 1714203, 1716208, 1705102, 1714203, 1501501, 1507409, 1501501, 1501501, 1506500, 1703305, 1716505, 1721000, 1507409, 1503200, 1506609, 1507409, 1500958, 1503457, 1504059, 1505502, 1718758, 5200175, 5220009, 5300108, 1701101, 1718758, 5200605, 5205307, 5221080, 1718907, 1720655, 1716208, 5217609, 1716505, 1718758, 1710508, 1718881, 1709005, 1710508, 1716208, 1714203, 5200175, 5217609, 2102804, 1703305, 1718881, 1703073, 1713601, 1714203, 2103752, 2104552, 2105302, 5300108, 1718907, 5220009, 5300108, 1703073, 1709005, 2102804, 1714203, 1506500, 1503507, 1503507, 1502400, 1720655, 5300108, 5300108, 1716208, 1705102]"
101,"['Itaguaí', 'Mangaratiba', 'Capela', 'Japaratuba', 'Muribeca', 'Palmares do Sul', 'Fundão', 'Serra', 'Fundão', 'Campos dos Goytacazes', 'Itabela', 'Itamaraju', 'Porto Seguro', 'Touros', 'Rio de Janeiro', 'Água Preta', 'Palmares', 'Xexéu', 'Novo Lino', 'Içara', 'Sangão', 'Pedro Canário', 'Bayeux', 'João Pessoa', 'Mamanguape', 'Mataraca', 'Rio Tinto', 'Maquiné', 'Terra de Areia', 'Osório', 'Osório', 'Casimiro de Abreu', 'Rio Bonito', 'Silva Jardim', 'Ibiraçu', 'João Neiva', 'Mimoso do Sul', 'Goiana', 'Natal', 'Santa Rita', 'Alhandra', 'Caaporã', 'Pedras de Fogo', 'Campo Alegre', 'Junqueiro', 'São Sebastião', 'Teotônio Vilela', 'Araranguá', 'Sombrio', 'Campo Alegre', 'Jequiá da Praia', 'São Miguel dos Campos', 'Cruz das Almas', 'Sapeaçu', 'Ubatuba', 'Guaratuba', 'Morretes', 'Estância', 'Nossa Senhora do Socorro', 'Bayeux', 'Santa Rita', 'Cubatão', 'Praia Grande', 'São Vicente', 'Palhoça', 'Bertioga', 'Santos', 'Arês', 'Nísia Floresta', 'São José de Mipibu', 'Jaguaré', 'Linhares', 'Sooretama', 'Eunápolis', 'Mascote', 'Linhares', 'Cariacica', 'Viana', 'Garuva', 'Joinville', 'Eunápolis', 'Itabela', 'Alcobaça', 'Itamaraju', 'Prado', 'Teixeira de Freitas', 'Vereda', 'Conceição do Jacuípe', 'Coração de Maria', 'Teodoro Sampaio', 'Mostardas', 'Palmares do Sul', 'Guarapari', 'Viana', 'Vila Velha', 'Estância', 'Santa Luzia do Itanhy', 'Cananéia', 'Camamu', 'Ibirapitanga', 'Maraú', 'Ubaitaba', 'Itamaraju', 'Laje', 'Valença', 'Anchieta', 'Campos dos Goytacazes', 'Pilar', 'Gandu', 'Wenceslau Guimarães', 'Biguaçu', 'Governador Celso Ramos', 'Tijucas', 'Nossa Senhora do Socorro', 'São Cristóvão', 'Pilar', 'Rio Largo', 'Escada', 'Ribeirão', 'Cristinápolis', 'Rio Real', 'Itanhaém', 'Peruíbe', 'Buerarema', 'Itabuna', 'Mimoso do Sul', 'Campos dos Goytacazes', 'Itaguaí', 'Alagoinhas', 'Aramari', 'Pedrão', 'Teodoro Sampaio', 'Santa Rita', 'Itapemirim', 'Rio Novo do Sul', 'Antonina', 'Guaraqueçaba', 'Conceição da Barra', 'Pedro Canário', 'Pinheiros', 'Jaguaré', 'São Mateus', 'Passo de Torres', 'Santa Rosa do Sul', 'São João do Sul', 'Sombrio', 'Parnamirim', 'São José de Mipibu', 'São Sebastião', 'Ibirapitanga', 'Linhares', 'Sooretama', 'Conceição da Barra', 'São Mateus', 'Serra', 'Caravelas', 'Ibirapuã', 'Nova Viçosa', 'Teixeira de Freitas', 'Flexeiras', 'Messias', 'Murici', 'Arataca', 'São José da Vitória', 'Ilhéus', 'Itajuípe', 'Uruçuca', 'São Miguel dos Campos', 'Canguaretama', 'Goianinha', 'Rio Grande', 'São José do Norte', 'Três Cachoeiras', 'Três Forquilhas', 'Paulista', 'Recife', 'São José do Norte', 'Antonina', 'Morretes', ""Itaporanga d'Ajuda"", 'São Cristóvão', 'Novo Lino', 'Goiana', 'Igarassu', 'Itapissuma', 'São José do Norte', 'Tavares', 'Dom Pedro de Alcântara', 'Torres', 'Rio Largo', 'Angra dos Reis', 'Itaboraí', 'Extremoz', 'Itaboraí', 'Tanguá', 'Fundão', 'Ibiraçu', 'Buerarema', 'São José da Vitória', 'São Sebastião', 'Caraguatatuba', 'Itagimirim', 'Itapebi', 'Laje', 'Santo Antônio de Jesus', 'São Miguel das Matas', 'Conceição do Almeida', 'Dom Macedo Costa', 'Capim', 'Mamanguape', 'Rio Tinto', 'Santa Rita', 'Casimiro de Abreu', 'Silva Jardim', 'Arataca', 'Camacan', 'Alhandra', 'Conde', 'Rio do Fogo', 'Touros', 'Biguaçu', 'São José', 'Rio de Janeiro', 'Araranguá', 'Criciúma', 'Içara', 'Maracajá', 'Linhares', 'Mostardas', 'Tavares', 'Caaporã', 'Goiana', 'Conceição de Macabu', 'Macaé', 'Itaboraí', 'Dom Pedro de Alcântara', 'Campos dos Goytacazes', 'Capivari de Baixo', 'Tubarão', 'Tubarão', 'Macaé', 'Mucuri', 'Nova Viçosa', 'Feira de Santana', 'São Gonçalo dos Campos', 'Angra dos Reis', 'Rio de Janeiro', 'Paraty', 'Ubatuba', 'Mucuri', 'Pedro Canário', 'Abreu e Lima', 'Igarassu', 'Paulista', 'Itapebi', 'Gandu', 'Ibirapitanga', 'Nova Ibiá', 'Ubatã', 'Caraguatatuba', 'Rio de Janeiro', 'Cabo de Santo Agostinho', 'Ipojuca', 'Aurelino Leal', 'Jaboatão dos Guararapes', 'Recife', 'Campos dos Goytacazes', 'Rio Bonito', 'Tanguá', 'Imbituba', 'Laguna', 'Igreja Nova', 'Porto Real do Colégio', 'São Sebastião', 'Laranjeiras', 'Maruim', 'Campos dos Goytacazes', 'Cachoeira', 'Conceição da Feira', 'Governador Mangabeira', 'Muritiba', 'São Félix', 'Biguaçu', 'Cristinápolis', 'Umbaúba', 'Itajaí', 'Navegantes', 'Maquiné', 'Osório', 'Osório', 'Maquiné', 'São Miguel dos Campos', 'Capela', 'Japaratuba', 'Rosário do Catete', 'Bertioga', 'São Sebastião', 'Porto Real do Colégio', 'Campos dos Goytacazes', 'Conceição de Macabu', 'Natal', 'São Gonçalo do Amarante', 'Marechal Deodoro', 'Pilar', 'São Miguel dos Campos', 'Mangaratiba', 'Itaguaí', 'São Miguel dos Campos', 'Capivari do Sul', 'Osório', 'Capivari de Baixo', 'Laguna', 'Pescaria Brava', 'São Sebastião', 'Uruçuca', 'Guarapari', 'Nossa Senhora do Socorro', 'Conceição da Barra', 'Água Preta', 'Gameleira', 'Joaquim Nabuco', 'Palmares', 'Jaguaripe', 'Laje', 'Araquari', 'Barra Velha', 'Aurelino Leal', 'Ubaitaba', 'Osório', 'Balneário Camboriú', 'Camboriú', 'Itajaí', 'Itaboraí', 'Niterói', 'São Gonçalo', 'Maquiné', 'Presidente Tancredo Neves', 'Teolândia', 'Wenceslau Guimarães', 'Barra Velha', 'Balneário Piçarras', 'Campos dos Goytacazes', 'Camacan', 'Mascote', 'Cruz das Almas', 'Governador Mangabeira', 'Muritiba', 'Alagoinhas', 'Entre Rios', 'Rio de Janeiro', 'Ceará-Mirim', 'Extremoz', 'Rio de Janeiro', 'Gandu', 'Baía Formosa', 'Touros', 'Santo Antônio de Jesus', 'São José de Mipibu', 'Palhoça', 'Gameleira', 'Ribeirão', 'Bertioga', 'Joinville', 'Jandaíra', 'Rio Real', 'Conceição do Almeida', 'Santo Antônio de Jesus', 'Rio de Janeiro', 'Cabo de Santo Agostinho', 'Arataca', 'Santa Luzia do Itanhy', 'Umbaúba', 'Eunápolis', 'Itagimirim', 'Alagoinhas', 'Imbituba', 'Campos dos Goytacazes', 'Cabo de Santo Agostinho', 'Laranjeiras', 'Nossa Senhora do Socorro', 'Mongaguá', 'Praia Grande', 'São Mateus', 'Conceição da Barra', 'Atílio Vivacqua', 'Cariacica', 'Atílio Vivacqua', 'Itapemirim', 'Campos dos Goytacazes', 'São Sebastião', 'Terra de Areia', 'Três Forquilhas', 'Angra dos Reis', 'Paraty', 'Aracruz', 'João Neiva', 'Guarapari', 'Belmonte', 'Itapebi', 'Mascote', 'Estância', ""Itaporanga d'Ajuda"", 'Jaguaruna', 'Sangão', 'Treze de Maio', 'Tubarão', 'Araquari', 'Joinville', 'Cubatão', 'Capivari do Sul', 'Palmares do Sul', 'Anchieta', 'Guarapari', 'Navegantes', 'Penha', 'Balneário Piçarras', 'Balneário Camboriú', 'Itapema', 'Porto Belo', 'Malhada dos Bois', 'Muribeca', 'Natal', 'Rio de Janeiro', 'Presidente Tancredo Neves', 'Valença', 'Rosário do Catete', 'Arês', 'Goianinha', ""Olho d'Água Grande"", 'Porto Real do Colégio', 'São Brás', 'Iconha', 'Rio Novo do Sul', 'Itaguaí', 'Entre Rios', 'Esplanada', 'São José do Norte', 'Cariacica', 'Serra', 'Cabo de Santo Agostinho', 'Propriá', 'Igarassu', 'Itapissuma', 'João Pessoa', 'Estância', 'São José', 'Maxaranguape', 'Maruim', 'São José', 'Baía Formosa', 'Mataraca', 'Itaguaí', 'Rio de Janeiro', 'Palhoça', 'São José', 'Joaquim Gomes', 'Matriz de Camaragibe', 'Novo Lino', 'Palhoça', 'Cedro de São João', 'São Francisco', 'Baía Formosa', 'Canguaretama', 'Cachoeiro de Itapemirim', 'Itapemirim', 'Cananéia', 'Guaraqueçaba', 'Caraguatatuba', 'Ubatuba', 'Escada', 'Ipojuca', 'São Sebastião', 'Caaporã', 'Itaboraí', 'Ubatuba', 'Miracatu', 'Rio de Janeiro', 'Carapebus', 'Conceição de Macabu', 'Quissamã', 'Atílio Vivacqua', 'Mimoso do Sul', 'Presidente Kennedy', 'Guaratuba', 'Garuva', 'Natal', 'Cubatão', 'Santos', 'São José de Mipibu', 'Osório', 'Rio de Janeiro', 'Garopaba', 'Imbituba', 'Palhoça', 'Paulo Lopes', 'Conceição da Feira', 'São Gonçalo dos Campos', 'Cabo de Santo Agostinho', 'Barra Velha', 'Cedro de São João', 'Propriá', 'Maxaranguape', 'Recife', 'Itariri', 'Miracatu', 'Pedro de Toledo', 'Peruíbe', 'Recife', 'Porto Real do Colégio', 'Propriá', 'Caraguatatuba', 'São Sebastião', 'Flexeiras', 'Joaquim Gomes', 'Casimiro de Abreu', 'Macaé', 'Rio das Ostras', 'Araranguá', 'Iguape', 'Miracatu', 'Itanhaém', 'Mongaguá', 'Rio de Janeiro', 'Mamanguape', 'Rio Tinto', ""Itaporanga d'Ajuda"", 'Natal', 'Angra dos Reis', 'Mangaratiba', 'Itajaí', 'Conde', 'João Pessoa', 'Novo Lino', 'Pilar', 'Novo Lino', 'São Miguel dos Campos', 'Cananéia', 'Messias', 'Rio Largo', 'Maruim', 'Rosário do Catete', 'Laguna', 'Escada', 'Ipojuca', 'Itajaí', 'Itamaraju', 'Ubaitaba', 'Barro Preto', 'Itabuna', 'Itajuípe', 'Camacan', 'Alagoinhas', 'Uruçuca', ""Itaporanga d'Ajuda"", 'Aurelino Leal', 'Itacaré', 'Uruçuca', 'Conceição do Jacuípe', 'Feira de Santana', 'Palmares', 'Campos dos Goytacazes', 'Palhoça', 'Cabo de Santo Agostinho', 'Jaboatão dos Guararapes', 'Itaboraí', 'Escada', 'Porto Belo', 'Tijucas', 'Aracruz', 'Linhares', 'Natal', 'Extremoz', 'Natal', 'São Gonçalo do Amarante', 'Maxaranguape', 'Rio do Fogo', 'Conceição do Almeida', 'Sapeaçu', 'Novo Lino', 'Estância', 'Conceição do Jacuípe', 'Capela', 'Japaratuba', 'Ceará-Mirim', 'Maxaranguape', 'Biguaçu', 'Governador Celso Ramos', 'Miracatu', 'Passo de Torres', 'Torres', 'Parnamirim', 'Laranjeiras', 'Três Cachoeiras', 'Mimoso do Sul', 'Guarapari', 'Serra', 'Anchieta', 'Linhares', 'Malhada dos Bois', 'São Francisco', 'Niterói', 'Rio de Janeiro', 'Itabuna', 'Parnamirim', 'Natal', 'Dom Pedro de Alcântara', 'Três Cachoeiras', 'Estância', 'Osório', 'Cananéia', 'Iguape', 'Natal', 'São Gonçalo do Amarante', 'Iguape', 'Entre Rios', 'Esplanada', 'Rio Real', 'Campos dos Goytacazes', 'Extremoz', 'Mangaratiba', 'Touros', 'Japaratuba', 'Campos dos Goytacazes', 'Carapebus', 'Macaé', 'São Francisco', 'Escada', 'Anchieta', 'Iconha', 'Laguna', 'Nísia Floresta', 'São José de Mipibu', 'Palhoça']","[3302007, 3302601, 2801306, 2803302, 2804300, 4313656, 3202207, 3205002, 3202207, 3301009, 2914653, 2915601, 2925303, 2414407, 3304557, 2600401, 2610004, 2616506, 2705606, 4207007, 4215455, 3204054, 2501807, 2507507, 2508901, 2509305, 2512903, 4311775, 4321436, 4313508, 4313508, 3301306, 3304300, 3305604, 3202504, 3203130, 3203403, 2606200, 2408102, 2513703, 2500601, 2503001, 2511202, 2701407, 2704005, 2708808, 2709152, 4201406, 4217709, 2701407, 2703759, 2708600, 2909802, 2929602, 3555406, 4109609, 4116208, 2802106, 2804805, 2501807, 2513703, 3513504, 3541000, 3551009, 4211900, 3506359, 3548500, 2401206, 2408201, 2412203, 3203056, 3203205, 3205010, 2910727, 2920908, 3203205, 3201308, 3205101, 4205803, 4209102, 2910727, 2914653, 2900801, 2915601, 2925501, 2931350, 2933257, 2908507, 2908903, 2931400, 4312500, 4313656, 3202405, 3205101, 3205200, 2802106, 2806305, 3509908, 2905800, 2912707, 2920700, 2932200, 2915601, 2918803, 2932903, 3200409, 3301009, 2706901, 2911204, 2933505, 4202305, 4206009, 4218004, 2804805, 2806701, 2706901, 2707701, 2605202, 2611804, 2801702, 2927002, 3522109, 3537602, 2904704, 2914802, 3203403, 3301009, 3302007, 2900702, 2902203, 2924108, 2931400, 2513703, 3202801, 3204401, 4101200, 4109500, 3201605, 3204054, 3204104, 3203056, 3204906, 4212254, 4215653, 4216404, 4217709, 2403251, 2412203, 3550704, 2912707, 3203205, 3205010, 3201605, 3204906, 3205002, 2906907, 2912806, 2923001, 2931350, 2702801, 2705200, 2705507, 2902252, 2929354, 2913606, 2915502, 2932705, 2708600, 2402204, 2404200, 4315602, 4318507, 4321667, 4321832, 2610707, 2611606, 4318507, 4101200, 4116208, 2803203, 2806701, 2705606, 2606200, 2606804, 2607752, 4318507, 4321352, 4306551, 4321501, 2707701, 3300100, 3301900, 2403608, 3301900, 3305752, 3202207, 3202504, 2904704, 2929354, 3550704, 3510500, 2915304, 2916302, 2918803, 2928703, 2929404, 2908309, 2910206, 2504033, 2508901, 2512903, 2513703, 3301306, 3305604, 2902252, 2905602, 2500601, 2504603, 2408953, 2414407, 4202305, 4216602, 3304557, 4201406, 4204608, 4207007, 4210407, 3203205, 4312500, 4321352, 2503001, 2606200, 3301405, 3302403, 3301900, 4306551, 3301009, 4203956, 4218707, 4218707, 3302403, 2922003, 2923001, 2910800, 2929305, 3300100, 3304557, 3303807, 3555406, 2922003, 3204054, 2600054, 2606804, 2610707, 2916302, 2911204, 2912707, 2922755, 2932309, 3510500, 3304557, 2602902, 2607208, 2902401, 2607901, 2611606, 3301009, 3304300, 3305752, 4207304, 4209409, 2703205, 2707503, 2708808, 2803609, 2804003, 3301009, 2904902, 2908200, 2911600, 2922300, 2929008, 4202305, 2801702, 2807600, 4208203, 4211306, 4311775, 4313508, 4313508, 4311775, 2708600, 2801306, 2803302, 2806107, 3506359, 3550704, 2707503, 3301009, 3301405, 2408102, 2412005, 2704708, 2706901, 2708600, 3302601, 3302007, 2708600, 4304671, 4313508, 4203956, 4209409, 4212650, 3550704, 2932705, 3202405, 2804805, 3201605, 2600401, 2605905, 2608206, 2610004, 2917805, 2918803, 4201307, 4202107, 2902401, 2932200, 4313508, 4202008, 4203204, 4208203, 3301900, 3303302, 3304904, 4311775, 2925758, 2931608, 2933505, 4202107, 4212809, 3301009, 2905602, 2920908, 2909802, 2911600, 2922300, 2900702, 2910503, 3304557, 2402600, 2403608, 3304557, 2911204, 2401404, 2414407, 2928703, 2412203, 4211900, 2605905, 2611804, 3506359, 4209102, 2917904, 2927002, 2908309, 2928703, 3304557, 2602902, 2902252, 2806305, 2807600, 2910727, 2915304, 2900702, 4207304, 3301009, 2602902, 2803609, 2804805, 3531100, 3541000, 3204906, 3201605, 3200706, 3201308, 3200706, 3202801, 3301009, 3550704, 4321436, 4321832, 3300100, 3303807, 3200607, 3203130, 3202405, 2903409, 2916302, 2920908, 2802106, 2803203, 4208807, 4215455, 4218400, 4218707, 4201307, 4209102, 3513504, 4304671, 4313656, 3200409, 3202405, 4211306, 4212502, 4212809, 4202008, 4208302, 4213500, 2803807, 2804300, 2408102, 3304557, 2925758, 2932903, 2806107, 2401206, 2404200, 2705903, 2707503, 2708204, 3202603, 3204401, 3302007, 2910503, 2910602, 4318507, 3201308, 3205002, 2602902, 2805703, 2606804, 2607752, 2507507, 2802106, 4216602, 2407500, 2804003, 4216602, 2401404, 2509305, 3302007, 3304557, 4211900, 4216602, 2703809, 2705101, 2705606, 4211900, 2801603, 2806909, 2401404, 2402204, 3201209, 3202801, 3509908, 4109500, 3510500, 3555406, 2605202, 2607208, 3550704, 2503001, 3301900, 3555406, 3529906, 3304557, 3300936, 3301405, 3304151, 3200706, 3203403, 3204302, 4109609, 4205803, 2408102, 3513504, 3548500, 2412203, 4313508, 3304557, 4205704, 4207304, 4211900, 4212304, 2908200, 2929305, 2602902, 4202107, 2801603, 2805703, 2407500, 2611606, 3523305, 3529906, 3537206, 3537602, 2611606, 2707503, 2805703, 3510500, 3550704, 2702801, 2703809, 3301306, 3302403, 3304524, 4201406, 3520301, 3529906, 3522109, 3531100, 3304557, 2508901, 2512903, 2803203, 2408102, 3300100, 3302601, 4208203, 2504603, 2507507, 2705606, 2706901, 2705606, 2708600, 3509908, 2705200, 2707701, 2804003, 2806107, 4209409, 2605202, 2607208, 4208203, 2915601, 2932200, 2903300, 2914802, 2915502, 2905602, 2900702, 2932705, 2803203, 2902401, 2914901, 2932705, 2908507, 2910800, 2610004, 3301009, 4211900, 2602902, 2607901, 3301900, 2605202, 4213500, 4218004, 3200607, 3203205, 2408102, 2403608, 2408102, 2412005, 2407500, 2408953, 2908309, 2929602, 2705606, 2802106, 2908507, 2801306, 2803302, 2402600, 2407500, 4202305, 4206009, 3529906, 4212254, 4321501, 2403251, 2803609, 4321667, 3203403, 3202405, 3205002, 3200409, 3203205, 2803807, 2806909, 3303302, 3304557, 2914802, 2403251, 2408102, 4306551, 4321667, 2802106, 4313508, 3509908, 3520301, 2408102, 2412005, 3520301, 2910503, 2910602, 2927002, 3301009, 2403608, 3302601, 2414407, 2803302, 3301009, 3300936, 3302403, 2806909, 2605202, 3200409, 3202603, 4209409, 2408201, 2412203, 4211900]"
104,"['Alcantil', 'Barra de Santana', 'Esperança', 'Remígio', 'Campo Redondo', 'Cuité', 'Afonso Bezerra', 'Macau', 'Pedro Avelino', 'Pendências', 'Angicos', 'Pedro Avelino', 'Jaçanã', 'Nova Floresta', 'Panelas', 'Quipapá', 'Quipapá', 'São José da Laje', 'São José da Laje', 'União dos Palmares', 'Caruaru', 'Taquaritinga do Norte', 'Campina Grande', 'Queimadas', 'Algodão de Jandaíra', 'Barra de Santa Rosa', 'Remígio', 'Branquinha', 'Murici', 'Campo Redondo', 'Coronel Ezequiel', 'Cerro Corá', 'Rio Largo', 'Caruaru', 'Campina Grande', 'Cerro Corá', 'Fernando Pedroza', 'Lajes', 'Santana do Matos', 'Cerro Corá', 'Maceió', 'Messias', 'Murici', 'São José da Laje', 'Messias', 'Rio Largo', 'Coronel Ezequiel', 'Jaçanã', 'Barra de Santa Rosa', 'Cuité', 'Sossêgo', 'Campo Redondo', 'Currais Novos', 'Taquaritinga do Norte', 'Nova Floresta', 'Caruaru', 'Toritama', 'Cerro Corá', 'Currais Novos', 'Queimadas', 'Barra de Santana', 'Queimadas', 'Macau', 'Caruaru', 'Campina Grande', 'Lagoa Seca', 'Campina Grande', 'Branquinha', 'União dos Palmares', 'Alagoa Nova', 'Esperança', 'Lagoa Seca', 'São Sebastião de Lagoa de Roça', 'Cuité', 'Nova Floresta', 'Toritama', 'Maceió', 'Rio Largo', 'Agrestina', 'Caruaru', 'Cupira', 'Panelas', 'Agrestina', 'Agrestina', 'Cupira', 'Alcantil', 'Taquaritinga do Norte', 'Taquaritinga do Norte', 'Toritama', 'São José da Laje', 'Campina Grande', 'Angicos', 'Lajes', 'Quipapá', 'Rio Largo', 'Cerro Corá']","[2500536, 2501575, 2506004, 2512705, 2402105, 2505105, 2400307, 2407203, 2409704, 2409902, 2400802, 2409704, 2405009, 2510105, 2610202, 2611507, 2611507, 2708303, 2708303, 2709301, 2604106, 2615003, 2504009, 2512507, 2500577, 2501609, 2512705, 2701100, 2705507, 2402105, 2402808, 2402709, 2707701, 2604106, 2504009, 2402709, 2403756, 2406700, 2411403, 2402709, 2704302, 2705200, 2705507, 2708303, 2705200, 2707701, 2402808, 2405009, 2501609, 2505105, 2516151, 2402105, 2403103, 2615003, 2510105, 2604106, 2615409, 2402709, 2403103, 2512507, 2501575, 2512507, 2407203, 2604106, 2504009, 2508307, 2504009, 2701100, 2709301, 2500403, 2506004, 2508307, 2515104, 2505105, 2510105, 2615409, 2704302, 2707701, 2600302, 2604106, 2605004, 2610202, 2600302, 2600302, 2605004, 2500536, 2615003, 2615003, 2615409, 2708303, 2504009, 2400802, 2406700, 2611507, 2707701, 2402709]"
