id,pop,domain
#IBGEID_3523107,370821,BRA
#IBGEID_3523206,50503,BRA
#IBGEID_3523305,17436,BRA
#IBGEID_3523404,120858,BRA
#IBGEID_3523503,20697,BRA
#IBGEID_3523602,18157,BRA
#IBGEID_3523701,6499,BRA
#IBGEID_3523800,7841,BRA
#IBGEID_3523909,173939,BRA
#IBGEID_3524006,61252,BRA
#IBGEID_3524105,41824,BRA
#IBGEID_3524204,6929,BRA
#IBGEID_3524303,77263,BRA
#IBGEID_3524402,233662,BRA
#IBGEID_3524501,7067,BRA
#IBGEID_3524600,17866,BRA
#IBGEID_3524709,57488,BRA
#IBGEID_3524808,49107,BRA
#IBGEID_3524907,6602,BRA
#IBGEID_3525003,124937,BRA
#IBGEID_3525102,44380,BRA
#IBGEID_3525201,30044,BRA
#IBGEID_3525300,150252,BRA
#IBGEID_3525409,3159,BRA
#IBGEID_3525508,13220,BRA
#IBGEID_3525607,4523,BRA
#IBGEID_3525706,37015,BRA
#IBGEID_3525805,4776,BRA
#IBGEID_3525854,3367,BRA
#IBGEID_3525904,418962,BRA
#IBGEID_3526001,20679,BRA
#IBGEID_3526100,18812,BRA
#IBGEID_3526209,31444,BRA
#IBGEID_3526308,4896,BRA
#IBGEID_3526407,28516,BRA
#IBGEID_3526506,11980,BRA
#IBGEID_3526605,7260,BRA
#IBGEID_3526704,103391,BRA
#IBGEID_3526803,68432,BRA
#IBGEID_3526902,306114,BRA
#IBGEID_3527009,7980,BRA
#IBGEID_3527108,78013,BRA
#IBGEID_3527207,88706,BRA
#IBGEID_3527256,2289,BRA
#IBGEID_3527306,48885,BRA
#IBGEID_3527405,21747,BRA
#IBGEID_3527504,2394,BRA
#IBGEID_3527603,14947,BRA
#IBGEID_3527702,5790,BRA
#IBGEID_3527801,4584,BRA
#IBGEID_3527900,2649,BRA
#IBGEID_3528007,17163,BRA
#IBGEID_3528106,8120,BRA
#IBGEID_3528205,3698,BRA
#IBGEID_3528304,3119,BRA
#IBGEID_3528403,47150,BRA
#IBGEID_3528502,100179,BRA
#IBGEID_3528601,9846,BRA
#IBGEID_3528700,5853,BRA
#IBGEID_3528809,14002,BRA
#IBGEID_3528858,3031,BRA
#IBGEID_3528908,4084,BRA
#IBGEID_3529005,238882,BRA
#IBGEID_3529104,2112,BRA
#IBGEID_3529203,26461,BRA
#IBGEID_3529302,83170,BRA
#IBGEID_3529401,472912,BRA
#IBGEID_3529500,5490,BRA
#IBGEID_3529609,3836,BRA
#IBGEID_3529658,1908,BRA
#IBGEID_3529708,22226,BRA
#IBGEID_3529807,12908,BRA
#IBGEID_3529906,19779,BRA
#IBGEID_3530003,3086,BRA
#IBGEID_3530102,29564,BRA
#IBGEID_3530201,18259,BRA
#IBGEID_3530300,59824,BRA
#IBGEID_3530409,4871,BRA
#IBGEID_3530508,68885,BRA
#IBGEID_3530607,445842,BRA
#IBGEID_3530706,151888,BRA
#IBGEID_3530805,93189,BRA
#IBGEID_3530904,3493,BRA
#IBGEID_3531001,2259,BRA
#IBGEID_3531100,56702,BRA
#IBGEID_3531209,8038,BRA
#IBGEID_3531308,50498,BRA
#IBGEID_3531407,25087,BRA
#IBGEID_3531506,19008,BRA
#IBGEID_3531605,4166,BRA
#IBGEID_3531704,4653,BRA
#IBGEID_3531803,59772,BRA
#IBGEID_3531902,32968,BRA
#IBGEID_3532009,13622,BRA
#IBGEID_3532058,4758,BRA
#IBGEID_3532108,4486,BRA
#IBGEID_3532157,3141,BRA
#IBGEID_3532207,4857,BRA
#IBGEID_3532306,6661,BRA
#IBGEID_3532405,18524,BRA
#IBGEID_3532504,8930,BRA
#IBGEID_3532603,11478,BRA
#IBGEID_3532702,5213,BRA
#IBGEID_3532801,6973,BRA
#IBGEID_3532827,9755,BRA
#IBGEID_3532843,1881,BRA
#IBGEID_3532868,1267,BRA
#IBGEID_3532900,11186,BRA
#IBGEID_3533007,21500,BRA
#IBGEID_3533106,2316,BRA
#IBGEID_3533205,3969,BRA
#IBGEID_3533254,5830,BRA
#IBGEID_3533304,4101,BRA
#IBGEID_3533403,60174,BRA
#IBGEID_3533502,41052,BRA
#IBGEID_3533601,7432,BRA
#IBGEID_3533700,4289,BRA
#IBGEID_3533809,2496,BRA
#IBGEID_3533908,54772,BRA
#IBGEID_3534005,4381,BRA
#IBGEID_3534104,6515,BRA
#IBGEID_3534203,7066,BRA
#IBGEID_3534302,44028,BRA
#IBGEID_3534401,698418,BRA
#IBGEID_3534500,2603,BRA
#IBGEID_3534609,32879,BRA
#IBGEID_3534708,113542,BRA
#IBGEID_3534757,10361,BRA
#IBGEID_3534807,8562,BRA
#IBGEID_3534906,14197,BRA
#IBGEID_3535002,12957,BRA
#IBGEID_3535101,13275,BRA
#IBGEID_3535200,9283,BRA
#IBGEID_3535309,22221,BRA
#IBGEID_3535408,15777,BRA
#IBGEID_3535507,45703,BRA
#IBGEID_3535606,18222,BRA
#IBGEID_3535705,6454,BRA
#IBGEID_3535804,20197,BRA
#IBGEID_3535903,4078,BRA
#IBGEID_3536000,10964,BRA
#IBGEID_3536109,6435,BRA
#IBGEID_3536208,19648,BRA
#IBGEID_3536257,2161,BRA
#IBGEID_3536307,14670,BRA
#IBGEID_3536406,7366,BRA
#IBGEID_3536505,109424,BRA
#IBGEID_3536570,1833,BRA
#IBGEID_3536604,8945,BRA
#IBGEID_3536703,46687,BRA
#IBGEID_3536802,6093,BRA
#IBGEID_3536901,2494,BRA
#IBGEID_3537008,16744,BRA
#IBGEID_3537107,47919,BRA
#IBGEID_3537156,3093,BRA
#IBGEID_3537206,11331,BRA
#IBGEID_3537305,63407,BRA
#IBGEID_3537404,25669,BRA
#IBGEID_3537503,8668,BRA
#IBGEID_3537602,68284,BRA
#IBGEID_3537701,5980,BRA
#IBGEID_3537800,55348,BRA
#IBGEID_3537909,29185,BRA
#IBGEID_3538006,168328,BRA
#IBGEID_3538105,17049,BRA
#IBGEID_3538204,15207,BRA
#IBGEID_3538303,3692,BRA
#IBGEID_3538501,13657,BRA
#IBGEID_3538600,27303,BRA
#IBGEID_3538709,404142,BRA
#IBGEID_3538808,29806,BRA
#IBGEID_3538907,25492,BRA
#IBGEID_3539004,11417,BRA
#IBGEID_3539103,18895,BRA
#IBGEID_3539202,27527,BRA
#IBGEID_3539301,76409,BRA
#IBGEID_3539400,13636,BRA
#IBGEID_3539509,39719,BRA
#IBGEID_3539608,5237,BRA
#IBGEID_3539707,3550,BRA
#IBGEID_3539806,117452,BRA
#IBGEID_3539905,6059,BRA
#IBGEID_3540002,22014,BRA
#IBGEID_3540101,3416,BRA
#IBGEID_3540200,49961,BRA
#IBGEID_3540259,4628,BRA
#IBGEID_3540309,2577,BRA
#IBGEID_3540408,4169,BRA
#IBGEID_3540507,9925,BRA
#IBGEID_3540606,53098,BRA
#IBGEID_3540705,56150,BRA
#IBGEID_3540754,24643,BRA
#IBGEID_3540804,17361,BRA
#IBGEID_3540853,4093,BRA
#IBGEID_3540903,21496,BRA
#IBGEID_3541000,325073,BRA
#IBGEID_3541059,5261,BRA
#IBGEID_3541109,4094,BRA
#IBGEID_3541208,13106,BRA
#IBGEID_3541307,44200,BRA
#IBGEID_3541406,228743,BRA
#IBGEID_3541505,39516,BRA
#IBGEID_3541604,40432,BRA
#IBGEID_3541653,3804,BRA
#IBGEID_3541703,14109,BRA
#IBGEID_3541802,3406,BRA
#IBGEID_3541901,13420,BRA
#IBGEID_3542008,6638,BRA
#IBGEID_3542107,9076,BRA
#IBGEID_3542206,29707,BRA
#IBGEID_3542305,3851,BRA
#IBGEID_3542404,20261,BRA
#IBGEID_3542503,9621,BRA
#IBGEID_3542602,56322,BRA
#IBGEID_3542701,7593,BRA
#IBGEID_3542800,3340,BRA
#IBGEID_3542909,13219,BRA
#IBGEID_3543006,16444,BRA
#IBGEID_3543105,4718,BRA
#IBGEID_3543204,4541,BRA
#IBGEID_3543238,2225,BRA
#IBGEID_3543253,7673,BRA
#IBGEID_3543303,123393,BRA
#IBGEID_3543402,703293,BRA
#IBGEID_3543501,5524,BRA
#IBGEID_3543600,3629,BRA
#IBGEID_3543709,10799,BRA
#IBGEID_3543808,9981,BRA
#IBGEID_3543907,206424,BRA
#IBGEID_3544004,35228,BRA
#IBGEID_3544103,50846,BRA
#IBGEID_3544202,12518,BRA
#IBGEID_3544251,16643,BRA
#IBGEID_3544301,10712,BRA
#IBGEID_3544400,3128,BRA
#IBGEID_3544509,3148,BRA
#IBGEID_3544608,5590,BRA
#IBGEID_3544707,2432,BRA
#IBGEID_3544806,6331,BRA
#IBGEID_3544905,11890,BRA
#IBGEID_3545001,17139,BRA
#IBGEID_3545100,5300,BRA
#IBGEID_3545159,8286,BRA
#IBGEID_3545209,118663,BRA
#IBGEID_3545308,45422,BRA
#IBGEID_3545407,9331,BRA
#IBGEID_3545506,4302,BRA
#IBGEID_3545605,15480,BRA
#IBGEID_3545704,6008,BRA
#IBGEID_3545803,193475,BRA
#IBGEID_3546009,14788,BRA
#IBGEID_3546108,2115,BRA
#IBGEID_3546207,4503,BRA
#IBGEID_3546256,2139,BRA
#IBGEID_3546306,34361,BRA
#IBGEID_3546405,47673,BRA
#IBGEID_3546504,5599,BRA
#IBGEID_3546603,32322,BRA
#IBGEID_3546702,26898,BRA
#IBGEID_3546801,57386,BRA
#IBGEID_3546900,8817,BRA
#IBGEID_3547007,6173,BRA
#IBGEID_3547106,2939,BRA
#IBGEID_3547205,1487,BRA
#IBGEID_3547304,139447,BRA
#IBGEID_3547403,2498,BRA
#IBGEID_3547502,27557,BRA
#IBGEID_3547601,26540,BRA
#IBGEID_3547650,1545,BRA
#IBGEID_3547700,20878,BRA
#IBGEID_3547809,718773,BRA
#IBGEID_3547908,6929,BRA
#IBGEID_3548005,23310,BRA
#IBGEID_3548054,8420,BRA
#IBGEID_3548104,5954,BRA
#IBGEID_3548203,6811,BRA
#IBGEID_3548302,3111,BRA
#IBGEID_3548401,4777,BRA
#IBGEID_3548500,433311,BRA
#IBGEID_3548609,10878,BRA
#IBGEID_3548708,838936,BRA
#IBGEID_3548807,161127,BRA
#IBGEID_3548906,251983,BRA
#IBGEID_3549003,2821,BRA
#IBGEID_3549102,91211,BRA
#IBGEID_3549201,2568,BRA
#IBGEID_3549250,1922,BRA
#IBGEID_3549300,2105,BRA
#IBGEID_3549409,51888,BRA
#IBGEID_3549508,8928,BRA
#IBGEID_3549607,4147,BRA
#IBGEID_3549706,54946,BRA
#IBGEID_3549805,460671,BRA
#IBGEID_3549904,721944,BRA
#IBGEID_3549953,15825,BRA
#IBGEID_3550001,10687,BRA
#IBGEID_3550100,40954,BRA
#IBGEID_3550209,32931,BRA
#IBGEID_3550407,35653,BRA
#IBGEID_3550506,7666,BRA
#IBGEID_3550605,91016,BRA
#IBGEID_3550704,88980,BRA
#IBGEID_3550803,12182,BRA
#IBGEID_3550902,15322,BRA
#IBGEID_3551009,365798,BRA
#IBGEID_3551108,10285,BRA
#IBGEID_3551207,3638,BRA
#IBGEID_3551306,3513,BRA
#IBGEID_3551405,14662,BRA
#IBGEID_3551504,45107,BRA
#IBGEID_3551603,29229,BRA
#IBGEID_3551702,125815,BRA
#IBGEID_3551801,12832,BRA
#IBGEID_3551900,17496,BRA
#IBGEID_3552007,6302,BRA
#IBGEID_3552106,41005,BRA
#IBGEID_3552205,679378,BRA
#IBGEID_3552304,7718,BRA
#IBGEID_3552403,282441,BRA
#IBGEID_3552502,297637,BRA
#IBGEID_3552551,3963,BRA
#IBGEID_3552601,12407,BRA
#IBGEID_3552700,16496,BRA
#IBGEID_3552809,289664,BRA
#IBGEID_3552908,6285,BRA
#IBGEID_3553005,13859,BRA
#IBGEID_3553104,6295,BRA
#IBGEID_3553203,5566,BRA
#IBGEID_3553302,23207,BRA
#IBGEID_3553401,25967,BRA
#IBGEID_3553500,7807,BRA
#IBGEID_3553609,12960,BRA
#IBGEID_3553658,2811,BRA
#IBGEID_3553708,57177,BRA
#IBGEID_3553807,23218,BRA
#IBGEID_3553856,5852,BRA
#IBGEID_3553906,7468,BRA
#IBGEID_3553955,15000,BRA
#IBGEID_3554003,121766,BRA
#IBGEID_3554102,314924,BRA
#IBGEID_3554201,4532,BRA
#IBGEID_3554300,23148,BRA
#IBGEID_3554409,9370,BRA
#IBGEID_3554508,42076,BRA
#IBGEID_3554607,2658,BRA
#IBGEID_3554656,2412,BRA
#IBGEID_3554706,10010,BRA
#IBGEID_3554755,1724,BRA
#IBGEID_3554805,47185,BRA
#IBGEID_3554904,5807,BRA
#IBGEID_3554953,6894,BRA
#IBGEID_3555000,65524,BRA
#IBGEID_3555109,15495,BRA
#IBGEID_3555208,2016,BRA
#IBGEID_3555307,1727,BRA
#IBGEID_3555356,6309,BRA
#IBGEID_3555406,90799,BRA
#IBGEID_3555505,4780,BRA
#IBGEID_3555604,10110,BRA
#IBGEID_3555703,1844,BRA
#IBGEID_3555802,9114,BRA
#IBGEID_3555901,1165,BRA
#IBGEID_3556008,13809,BRA
#IBGEID_3556107,13326,BRA
#IBGEID_3556206,129193,BRA
#IBGEID_3556305,26480,BRA
#IBGEID_3556354,10537,BRA
#IBGEID_3556404,42845,BRA
#IBGEID_3556453,52597,BRA
#IBGEID_3556503,121838,BRA
#IBGEID_3556602,10843,BRA
#IBGEID_3556701,78728,BRA
#IBGEID_3556800,18898,BRA
#IBGEID_3556909,8810,BRA
#IBGEID_3556958,1840,BRA
#IBGEID_3557006,122480,BRA
#IBGEID_3557105,94547,BRA
#IBGEID_3557154,2718,BRA
#IBGEID_3557204,12418,BRA
#IBGEID_3557303,11304,BRA
#UF_RONDÔNIA,1777225,BRA
#UF_ACRE,881935,BRA
#UF_AMAZONAS,4144597,BRA
#UF_RORAIMA,605761,BRA
#UF_PARÁ,8602865,BRA
#UF_AMAPÁ,845731,BRA
#UF_TOCANTINS,1572866,BRA
#UF_MARANHÃO,7075181,BRA
#UF_PIAUÍ,3273227,BRA
#UF_CEARÁ,9132078,BRA
#UF_RIO GRANDE DO NORTE,3506853,BRA
#UF_PARAÍBA,4018127,BRA
#UF_PERNAMBUCO,9557071,BRA
#UF_ALAGOAS,3337357,BRA
#UF_SERGIPE,2298696,BRA
#UF_BAHIA,14873064,BRA
#UF_MINAS GERAIS,21168791,BRA
#UF_ESPIRITO SANTO,4018650,BRA
#UF_RIO DE JANEIRO,17264943,BRA
#UF_PARANÁ,11433957,BRA
#UF_SANTA CATARINA,7164788,BRA
#UF_RIO GRANDE DO SUL,11377239,BRA
#UF_MATO GROSSO DO SUL,2778986,BRA
#UF_MATO GROSSO,3484466,BRA
#UF_GOIÁS,7018354,BRA
#UF_DISTRITO FEDERAL,3015268,BRA
Brazil,209346619,BRA
