"Municipio","DRS","Minimo","Mediana","Máximo"
"PRESIDENTE EPITÁCIO","Presidente Prudente",2.28057627793095,2.85269402182781,3.8503642620512
"MOGI MIRIM","São João da Boa Vista",2.12752787665498,2.48316079829996,3.1216129670209
"JACI","São José do Rio Preto",2.10473444379135,2.42607087137106,2.98413743754078
"BURI","Sorocaba",2.01767590014859,2.42438760296846,3.20763639550595
"NOVA GRANADA","São José do Rio Preto",2.01209480288918,2.26403931399491,2.69359251082819
"CONCHAL","Piracicaba",1.80393166064486,2.05244836626505,2.53422301557315
"ITARIRI","Registro",1.828386085602,2.02730998817688,2.43671671515528
"NOVO HORIZONTE","São José do Rio Preto",1.68738006958161,1.82183582891254,2.11946179760582
"ARAÇOIABA DA SERRA","Sorocaba",1.55931525314063,1.79138205639148,2.24267659681363
"CAJATI","Registro",1.56760205348584,1.76480721010702,2.09584340713111
"PEREIRA BARRETO","Araçatuba",1.57585228291321,1.73989621583215,2.06983285854707
"PIRACICABA","Piracicaba",1.46473790383852,1.71279477320914,2.08613507285277
"UCHOA","São José do Rio Preto",1.51464722537812,1.65667862787608,1.9052161894735
"MOCOCA","São João da Boa Vista",1.47026200103635,1.62881907041354,1.9004143242235
"DUMONT","Ribeirão Preto",1.45385757540321,1.60394395595198,1.81079687987681
"ARTUR NOGUEIRA","Campinas",1.43804346050385,1.60381327760235,1.87191470958664
"ARAÇATUBA","Araçatuba",1.4061215308549,1.59484358860179,1.88403348606281
"CHARQUEADA","Piracicaba",1.4294044286182,1.57225603753357,1.81073448101135
"CONCHAS","Bauru",1.44833049039483,1.57205597387934,1.79831747446289
"RIO CLARO","Piracicaba",1.35973052737975,1.56508025871416,1.89554666521031
"LUÍS ANTÔNIO","Ribeirão Preto",1.42900790136262,1.54904317320449,1.77593271082753
"GASTÃO VIDIGAL","São José do Rio Preto",1.41999726270203,1.54864572773201,1.79772374958053
"PRESIDENTE PRUDENTE","Presidente Prudente",1.30627214292792,1.54512660477822,1.95684836937859
"IPAUSSU","Marília",1.34821634351063,1.52980463598879,1.7636220208466
"PRAIA GRANDE","Baixada Santista",1.34254520827423,1.51993800795696,1.81135528497389
"ANGATUBA","Sorocaba",1.31113633507655,1.50694644264477,1.85133574308489
"ESTIVA GERBI","São João da Boa Vista",1.35308668494238,1.50679550181875,1.72966203054045
"PERUÍBE","Baixada Santista",1.33974364178664,1.50448119932495,1.78064343485876
"SANTA GERTRUDES","Piracicaba",1.3236807991303,1.49604379734208,1.73828643606183
"SERTÃOZINHO","Ribeirão Preto",1.30269589181719,1.4929160686474,1.68280391597385
"TATUÍ","Sorocaba",1.31483377574516,1.49006183293915,1.82187842373871
"CAPELA DO ALTO","Sorocaba",1.29972557552633,1.47880934489117,1.81350329229251
"VARGEM GRANDE DO SUL","São João da Boa Vista",1.31415042046201,1.47580940675735,1.68452982576439
"ILHABELA","Taubaté",1.3506496337923,1.47509466085575,1.68334623873497
"CAÇAPAVA","Taubaté",1.35122460363016,1.4730321435141,1.6586787783709
"GUAPIAÇU","São José do Rio Preto",1.36707634240975,1.47107939389035,1.66150357243351
"LEME","Piracicaba",1.29899934395936,1.46741648816702,1.73233409070247
"MATÃO","Araraquara",1.35662093185907,1.46698151607852,1.65040143538088
"SANTA CRUZ DAS PALMEIRAS","São João da Boa Vista",1.32064686443266,1.46065707817022,1.67450247227055
"NOVA ODESSA","Campinas",1.33926660387729,1.46028422616675,1.67385853098063
"PRESIDENTE BERNARDES","Presidente Prudente",1.26045638012789,1.45595028805259,1.68965632799386
"SALTO","Sorocaba",1.27511052526769,1.45262653083622,1.77498647546088
"PENÁPOLIS","Araçatuba",1.30291719792264,1.4393814242086,1.61367300081389
"GUAREÍ","Sorocaba",1.24921247147366,1.43417763908974,1.75793060907963
"ITATIBA","Campinas",1.27205118622604,1.43119471944223,1.60879886128232
"SALTO DE PIRAPORA","Sorocaba",1.25491101528638,1.43064707477055,1.73437870152625
"JUQUITIBA","Grande São Paulo",1.27166259096753,1.42886841564872,1.62845152150918
"IGARAPAVA","Franca",1.28782003864201,1.42053698591386,1.58470066027266
"FRANCA","Franca",1.2678401240163,1.40576833019534,1.54705596045414
"AMERICANA","Campinas",1.27051366510871,1.40529769894448,1.57581176879116
"ITAPETININGA","Sorocaba",1.2283878975569,1.4033004765478,1.68656371421402
"TANABI","São José do Rio Preto",1.28353058854772,1.40225936021382,1.56580171190412
"ARAÇARIGUAMA","Sorocaba",1.21481194128949,1.39532732982045,1.69948016102792
"ITU","Sorocaba",1.22067207765512,1.37800812607613,1.59416010559244
"PIEDADE","Sorocaba",1.20178118996644,1.3764963954475,1.64275490321158
"TIETÊ","Sorocaba",1.20259356299663,1.37426852061067,1.62756899093153
"PIRAPOZINHO","Presidente Prudente",1.18249553169014,1.37038248700881,1.66985972806902
"VISTA ALEGRE DO ALTO","Barretos",1.17540916857628,1.36895580965991,1.49053292140906
"DESCALVADO","Araraquara",1.22723386512721,1.3664856693541,1.48593495851638
"ITATINGA","Bauru",1.20978626299802,1.36521879433316,1.54262917379714
"SANTOS","Baixada Santista",-0.133538628922232,1.35703564160651,1.63414813335931
"BURITAMA","Araçatuba",1.2357499707514,1.35137727051742,1.49153198708115
"SANTA BRANCA","Taubaté",1.18492185096226,1.35132116680674,1.54564461972161
"ANDRADINA","Araçatuba",1.19701382253075,1.34926961497538,1.53992039644514
"SANTA BÁRBARA DOESTE","Campinas",1.22230781848662,1.34658227704346,1.49144681437321
"SOCORRO","Campinas",1.2110561276925,1.34608479011852,1.50241692802166
"TUPÃ","Marília",1.16100625515221,1.34302783081458,1.48350943720056
"ITANHAÉM","Baixada Santista",1.17732870470827,1.33244394906787,1.55235678168476
"IBIRÁ","São José do Rio Preto",1.23717976994119,1.33044546088461,1.47538488757262
"PONTAL","Ribeirão Preto",1.18656134852938,1.32349153912938,1.48265428211488
"RIO DAS PEDRAS","Piracicaba",1.21569945647819,1.31928224364165,1.45114714226898
"CAPÃO BONITO","Sorocaba",1.14284227209413,1.30797449924788,1.54195518182674
"DRACENA","Presidente Prudente",1.12576279837203,1.30653337012489,1.57501888842632
"SANTA FÉ DO SUL","São José do Rio Preto",1.18586054217109,1.30219848959513,1.42490075712054
"NAZARÉ PAULISTA","Campinas",1.12303651519655,1.29758423790102,1.50146433740245
"BARRINHA","Ribeirão Preto",1.17004837993266,1.296845547663,1.41966375667541
"JANDIRA","Grande São Paulo",1.11422205061545,1.28893266466595,1.57581461587715
"SÃO ROQUE","Sorocaba",1.11561001449611,1.28547371520015,1.52805192414237
"LARANJAL PAULISTA","Bauru",1.12153286231387,1.28164607503193,1.38541022982042
"BRODOWSKI","Ribeirão Preto",1.1568490394444,1.26889455497889,1.39839243331534
"ATIBAIA","Campinas",1.12045789839165,1.2622419617124,1.40209309524593
"GENERAL SALGADO","São José do Rio Preto",1.15899994437877,1.25470905370499,1.36597737983603
"ARIRANHA","São José do Rio Preto",1.14541963683,1.25069883277024,1.45396886265351
"SUMARÉ","Campinas",1.11134981090631,1.25023488170226,1.39576160196756
"ITAPEVA","Sorocaba",1.0668024007815,1.24154072326413,1.43058156414089
"ITAPEVI","Grande São Paulo",1.05625580072452,1.23767081007633,1.47633536523221
"BIRIGUI","Araçatuba",1.08758428236058,1.23395780441351,1.37132585577938
"PRESIDENTE VENCESLAU","Presidente Prudente",1.1103395350255,1.23309171279973,1.35759805875245
"ITAQUAQUECETUBA","Grande São Paulo",1.07196501538048,1.23078229891076,1.43881848359618
"MONTE APRAZÍVEL","São José do Rio Preto",1.12005315906542,1.23067485829607,1.34357279749964
"PROMISSÃO","Bauru",1.05155351610194,1.22839668200946,1.30817735397296
"SÃO SEBASTIÃO","Taubaté",1.0448280869252,1.22078132365425,1.41372681505608
"SERRANA","Ribeirão Preto",1.09931613618047,1.21990265960321,1.32258894527859
"REGISTRO","Registro",1.08080001138313,1.2117830823501,1.31359122697795
"AMPARO","Campinas",1.07797849817664,1.20982484073373,1.32619059002733
"AURIFLAMA","Araçatuba",1.0610651305766,1.20967413062028,1.36522002868133
"GUARULHOS","Grande São Paulo",1.05728403061097,1.20948464559036,1.39519851295885
"HORTOLÂNDIA","Campinas",1.05935179964922,1.20271769140275,1.35128287273774
"TAQUARITINGA","Araraquara",1.07325804310851,1.19740612335651,1.30170390331149
"COTIA","Grande São Paulo",0.981407912790426,1.19694059022518,1.42664960343471
"PAULÍNIA","Campinas",1.04676986833491,1.19111485849597,1.33201354136792
"UBATUBA","Taubaté",1.04442528020935,1.190498723845,1.33505212267255
"ELIAS FAUSTO","Piracicaba",1.07141696778286,1.18699692235302,1.27267510494198
"PILAR DO SUL","Sorocaba",1.03288591897325,1.18665008452125,1.35002869049665
"SÃO PEDRO","Piracicaba",1.02001545009819,1.18638223664372,1.30963704230173
"SOROCABA","Sorocaba",0.979590665304135,1.18624065638601,1.40946733316144
"LORENA","Taubaté",1.07533437261744,1.18496923457528,1.27892455714423
"BADY BASSITT","São José do Rio Preto",1.07759033230122,1.17667283516407,1.25321332149623
"SÃO MIGUEL ARCANJO","Sorocaba",1.03227213171703,1.17651862501787,1.33195482813197
"RIBEIRÃO PRETO","Ribeirão Preto",1.07252434555407,1.17617389641411,1.26135244087021
"POTIRENDABA","São José do Rio Preto",1.08336177541567,1.17379003529054,1.26277312768223
"SÃO JOSÉ DO RIO PRETO","São José do Rio Preto",1.08098697166563,1.17285510863185,1.2455470815285
"CATANDUVA","São José do Rio Preto",1.04265867211534,1.16827412144753,1.28244221733914
"PIRASSUNUNGA","Piracicaba",0.986739911742703,1.15713840051105,1.29745436696719
"MONTE ALTO","Ribeirão Preto",0.997691825844164,1.14979281519347,1.25126895089547
"VINHEDO","Campinas",1.02486024560685,1.14970479271716,1.24692024301714
"JACUPIRANGA","Registro",1.02867087177209,1.14749406440889,1.22886753632033
"IPUÃ","Franca",1.01541266719847,1.14369284059148,1.23322610881918
"PINDORAMA","São José do Rio Preto",1.01712105823946,1.142665489556,1.20399330364832
"VÁRZEA PAULISTA","Campinas",0.995589288982056,1.14029080933914,1.27387622834787
"COSMÓPOLIS","Campinas",0.998113551238799,1.13802994911712,1.22906298167219
"OLÍMPIA","Barretos",1.02260801755897,1.13294012288639,1.19959361045938
"VALINHOS","Campinas",1.00318626191595,1.13071341318028,1.20833858882314
"LIMEIRA","Piracicaba",0.992134173290796,1.12872528394595,1.22874373160974
"BOCAINA","Bauru",0.835263356902897,1.12843373520885,1.24070323346377
"BEBEDOURO","Barretos",0.970928127458732,1.12544087782118,1.19747594861234
"BARUERI","Grande São Paulo",1.0006145658463,1.12399022843326,1.23144685869625
"ITARARÉ","Sorocaba",0.949661860306905,1.12302785538179,1.29610900433621
"SUZANO","Grande São Paulo",0.993106269634517,1.1179312682966,1.21583912566417
"CRAVINHOS","Ribeirão Preto",1.01155339899004,1.1173742014315,1.17882175526603
"MONGAGUÁ","Baixada Santista",0.955348138620637,1.11628800512386,1.24211467735692
"JOSÉ BONIFÁCIO","São José do Rio Preto",1.00523930146722,1.11618504845435,1.17625323376212
"GUARARAPES","Araçatuba",0.957836462367384,1.11377575757441,1.2008514927596
"JARINU","Campinas",0.963677691287477,1.11153964131213,1.21713688422059
"CAMPINAS","Campinas",0.965478304812676,1.11153085648283,1.24603823498801
"MOGI GUAÇU","São João da Boa Vista",0.936726562271513,1.11096377847264,1.27113440574687
"MOGI DAS CRUZES","Grande São Paulo",0.95631653118735,1.11057632909752,1.25424126810169
"PORTO FERREIRA","Araraquara",0.9887880381945,1.10917508421413,1.18069965713484
"PIRACAIA","Campinas",0.956549207262289,1.10559043549776,1.22642755661037
"VALPARAÍSO","Araçatuba",0.96028811766801,1.10532473947326,1.21525996797673
"JARDINÓPOLIS","Ribeirão Preto",0.967596344084213,1.10031047076383,1.19568291136039
"LOUVEIRA","Campinas",0.950701979360061,1.09962921441566,1.2027957607404
"PORTO FELIZ","Sorocaba",0.931064284474256,1.09696870238496,1.24043670250887
"ESPÍRITO SANTO DO PINHAL","São João da Boa Vista",0.963805058159771,1.09617966733297,1.1634251722464
"IGARATÁ","Taubaté",0.984368747898862,1.09552299565842,1.13572374915065
"RIBEIRÃO PIRES","Grande São Paulo",0.961957879835534,1.09163045289108,1.1753052686068
"CERQUILHO","Sorocaba",0.951076486675282,1.09106772705346,1.20676173191693
"JABOTICABAL","Ribeirão Preto",0.973722197485995,1.08239485685371,1.13090331309903
"POÁ","Grande São Paulo",0.942563307802993,1.07115134183442,1.15723134640154
"ITUPEVA","Campinas",0.935754761819734,1.06897792331576,1.1374699501573
"BOTUCATU","Bauru",0.923459379722993,1.06363236511452,1.14767470060058
"PLANALTO","São José do Rio Preto",0.955263197536948,1.06206523749127,1.09965001528729
"ARUJÁ","Grande São Paulo",0.921852486358694,1.05952486146965,1.15594433276402
"SÃO JOSÉ DOS CAMPOS","Taubaté",0.910823734427784,1.05231526864447,1.135826682126
"IGUAPE","Registro",0.908853648814038,1.04826349752985,1.11025636488854
"JACAREÍ","Taubaté",0.92401625842937,1.04500137779461,1.08766391024327
"SÃO BERNARDO DO CAMPO","Grande São Paulo",0.918676733113389,1.04354180258268,1.13602305655837
"BARRA BONITA","Bauru",0.866546459353058,1.03926800112811,1.11774197748821
"MAUÁ","Grande São Paulo",0.890824613525881,1.03305758460531,1.13271596858196
"CARAGUATATUBA","Taubaté",0.918296398611245,1.03269417241042,1.0697129314209
"CAJURU","Ribeirão Preto",0.888821862043454,1.00291180761078,1.04295089513716
"JAGUARIÚNA","Campinas",0.877250823781743,0.99726222660778,1.04568563663155
"BARIRI","Bauru",0.876140901332685,0.993841669568815,1.04473119731157
"LENÇÓIS PAULISTA","Bauru",0.796285028826727,0.988985296963888,1.11540953360122
"PARIQUERA-AÇU","Registro",0.876307014578021,0.988288144588895,1.018274850472
"ÁGUAS DE LINDÓIA","Campinas",0.811645725150348,0.987833462125178,1.14073490781312
"FERRAZ DE VASCONCELOS","Grande São Paulo",0.828001037421481,0.985081152255608,1.0786023090002
"SANTO ANDRÉ","Grande São Paulo",0.838582891600094,0.98507095064295,1.06756727153064
"GUARIBA","Ribeirão Preto",0.886873417393081,0.982465146694497,1.01964587023509
"ENGENHEIRO COELHO","Piracicaba",0.810507580780986,0.981117283030053,1.09626579014658
"NOVA EUROPA","Araraquara",0.658248143161412,0.975915724624981,1.13246257164279
"CANANÉIA","Registro",0.867976140564285,0.975800899847849,1.02128102320128
"ÁLVARES MACHADO","Presidente Prudente",0.740676174703145,0.970588552682573,1.1182744894308
"ORLÂNDIA","Franca",0.856173783448361,0.970371622926807,1.00400557245917
"ADAMANTINA","Marília",0.766572779099472,0.969376099423489,1.07534816932586
"IBATÉ","Araraquara",0.840816614487078,0.969100037762643,1.04154945853567
"PIRANGI","São José do Rio Preto",0.8490630245524,0.967994161189744,1.04494463933557
"VOTORANTIM","Sorocaba",0.864013211621679,0.963287525014726,1.0119329372102
"SANTA CRUZ DO RIO PARDO","Marília",0.751755088397488,0.957653496209943,1.06576446041007
"IPERÓ","Sorocaba",0.797422853740628,0.956940292336314,1.04980726958453
"CAMPO LIMPO PAULISTA","Campinas",0.852453967012882,0.956642227636903,1.01789712323892
"BRAGANÇA PAULISTA","Campinas",0.852841814188695,0.951024886148749,1.01589120615894
"MIRASSOL","São José do Rio Preto",0.847803947534307,0.947618633749656,1.03009812308001
"SÃO CARLOS","Araraquara",0.823204213355467,0.942300572999588,1.01161813657176
"PIRAPORA DO BOM JESUS","Grande São Paulo",0.830272349576618,0.940879916928168,0.981003945688431
"SANTO ANTÔNIO DO ARACANGUÁ","Araçatuba",0.824155410986413,0.939781979859458,0.989568797068125
"VOTUPORANGA","São José do Rio Preto",0.847366327014915,0.936753120381183,0.999321094463173
"CORDEIRÓPOLIS","Piracicaba",0.777286589435118,0.934428544963606,0.99455728480986
"TABOÃO DA SERRA","Grande São Paulo",0.851798982109921,0.933125269958881,0.994685973403069
"JAÚ","Bauru",0.78463401700074,0.927631294295563,1.01541706752747
"AVARÉ","Bauru",0.822833433460426,0.924759097863376,0.98143396976846
"PITANGUEIRAS","Ribeirão Preto",0.811481898886049,0.917790380449911,0.973040001214353
"BOITUVA","Sorocaba",0.730705134516503,0.914919469108075,1.02681294906078
"CRUZEIRO","Taubaté",0.817411421938336,0.914686645241584,0.984070425359316
"CABREÚVA","Campinas",0.790066940231502,0.913748203190355,0.994102830434314
"ARARAQUARA","Araraquara",0.781761458509543,0.895582470128496,0.970097361342037
"TREMEMBÉ","Taubaté",0.804135404554153,0.891708048662707,0.983682952526918
"GUAIÇARA","Bauru",0.723120074334214,0.88829750876724,0.981225202957946
"TAUBATÉ","Taubaté",0.732806710015155,0.885636807479046,0.976779839727571
"BAURU","Bauru",0.770154235635588,0.885203357495245,0.968135856687438
"SALESÓPOLIS","Grande São Paulo",0.639345861941328,0.884580185737285,1.02936000214961
"MONTE MOR","Campinas",0.774828875668518,0.880860012548497,0.955789560951694
"GUARATINGUETÁ","Taubaté",0.743968835672322,0.877864588037765,0.986100376978439
"ITAJOBI","São José do Rio Preto",0.772814268821004,0.877731540282567,0.970130616801446
"VALENTIM GENTIL","São José do Rio Preto",0.788537993130642,0.868145313536707,0.937668273552724
"PIRAJUÍ","Bauru",0.702422131742656,0.865152730959946,0.967426006150337
"JALES","São José do Rio Preto",0.765015443928505,0.861647368209514,0.932222009099679
"TORRINHA","Bauru",0.730073680895896,0.85626893939527,0.963724495861257
"MIRANDÓPOLIS","Araçatuba",0.767786158711726,0.853247137741183,0.933361990399564
"FERNANDÓPOLIS","São José do Rio Preto",0.696360968056208,0.849910532975547,0.954235159424035
"IBITINGA","Araraquara",0.742764932764426,0.846899545019895,0.929716868787431
"CAMPOS DO JORDÃO","Taubaté",0.715533098686126,0.843825594940438,0.949945854358224
"SÃO JOAQUIM DA BARRA","Franca",0.740811648491016,0.835922397414094,0.912771526444786
"ASSIS","Marília",0.646559548735198,0.835881347703257,0.967211070835514
"MAIRINQUE","Sorocaba",0.684854639250006,0.835158860430505,0.956363924299501
"PRADÓPOLIS","Ribeirão Preto",0.748665416033942,0.832099400393925,0.905351828318377
"CAIEIRAS","Grande São Paulo",0.740815362598696,0.829153456776253,0.917858961828442
"SANTANA DE PARNAÍBA","Grande São Paulo",0.678790132032623,0.824085775608047,0.930005360065508
"GUAÍRA","Barretos",0.660731310427167,0.822187866405677,0.933531384354378
"IRACEMÁPOLIS","Piracicaba",0.707010797596821,0.822142753726968,0.902434661967322
"PEDERNEIRAS","Bauru",0.671580095113006,0.819230620981373,0.926009358298891
"BOFETE","Bauru",0.712379609440419,0.814769744019241,0.884575222167292
"PINDAMONHANGABA","Taubaté",0.715252583033536,0.814120506781795,0.914035842155315
"MORRO AGUDO","Franca",0.727037137575074,0.813495134799731,0.893640585882309
"ITAPIRA","São João da Boa Vista",0.701461553023891,0.811659793779516,0.913658943652292
"RIO GRANDE DA SERRA","Grande São Paulo",0.572860017075618,0.808114758081297,0.947608890081634
"VARGEM GRANDE PAULISTA","Grande São Paulo",0.646031281864064,0.801660450508186,0.918148205766083
"AMÉRICO BRASILIENSE","Araraquara",0.695714002977026,0.793568098574289,0.894102758393093
"SÃO LOURENÇO DA SERRA","Grande São Paulo",0.664401540491835,0.792417107013006,0.912527934749775
"BIRITIBA-MIRIM","Grande São Paulo",0.671264860191995,0.786317088825062,0.889630968364902
"CAJAMAR","Grande São Paulo",0.671860496700273,0.779709061399453,0.885200796397465
"FRANCISCO MORATO","Grande São Paulo",0.679853460228763,0.771941559671314,0.871532393005854
"MARÍLIA","Marília",0.57666860682169,0.768816806273814,0.911497486645255
"SANTO ANTÔNIO DE POSSE","Campinas",0.666274631902293,0.768778567479118,0.876027428681822
"IGARAÇU DO TIETÊ","Bauru",0.580814950384897,0.766901486980631,0.896439064721972
"EMBU-GUAÇU","Grande São Paulo",0.591208200549555,0.7622295748249,0.903987418501794
"CACHOEIRA PAULISTA","Taubaté",0.640335372518566,0.754997372167295,0.855489606975044
"ARARAS","Piracicaba",0.54225003812474,0.749979770913128,0.896404603633425
"LINS","Bauru",0.565988607122035,0.747953928358339,0.877002962934388
"ITAPECERICA DA SERRA","Grande São Paulo",0.593625962089718,0.745411117194252,0.861801987799188
"INDAIATUBA","Campinas",0.587273901725369,0.740541277566309,0.868084324435703
"DIADEMA","Grande São Paulo",0.613608762281158,0.727213306688788,0.841747578050809
"BATATAIS","Ribeirão Preto",0.615160726884037,0.725705898306636,0.844176918161309
"SÃO JOÃO DA BOA VISTA","São João da Boa Vista",0.59813529238006,0.720402211806822,0.837148448804625
"SÃO JOSÉ DO RIO PARDO","São João da Boa Vista",0.567106013675416,0.718169762092743,0.914726967040553
"AGUDOS","Bauru",0.540263318697525,0.717903486294234,0.85440177467008
"URÂNIA","São José do Rio Preto",0.58789053410245,0.715424633884959,0.833733020032986
"MAIRIPORÃ","Grande São Paulo",0.548945248087547,0.706365867417917,0.828865095315358
"IBIÚNA","Sorocaba",0.517000746054191,0.704132861308209,0.876652208516914
"RAFARD","Piracicaba",0.543996244975997,0.696035641465676,0.845629865155619
"BARRETOS","Barretos",0.473712603860625,0.689675486893274,0.836737516183939
"GUARAREMA","Grande São Paulo",0.471470707503435,0.68553934871822,0.831719192571855
"AGUAÍ","São João da Boa Vista",0.551693577139578,0.680927675974498,0.811242614995829
"JUQUIÁ","Registro",0.534179995789914,0.669953747346065,0.836011714351777
"SANTA ISABEL","Grande São Paulo",0.496832944528369,0.662389521610031,0.806669774446071
"CÂNDIDO MOTA","Marília",0.453094463850167,0.662049918458492,0.82052448376909
"JUNDIAÍ","Campinas",0.374777798919077,0.647569584277724,0.827162513553934
"BERTIOGA","Baixada Santista",0.43804580136872,0.64467032177117,0.793969289454828
"EMBU DAS ARTES","Grande São Paulo",0.390158370045453,0.642914441976842,0.809666898099171
"PIRAJU","Bauru",0.440539723655546,0.627429563901987,0.779263784150577
"SÃO PAULO","Grande São Paulo",0.419353180080156,0.622873516901069,0.775167061264736
"SÃO CAETANO DO SUL","Grande São Paulo",0.394615427254117,0.619976830013571,0.784726245913318
"CARAPICUÍBA","Grande São Paulo",0.421485633853937,0.603965277725784,0.762218757920037
"COLINA","Barretos",0.452007108165774,0.603418425789244,0.756964793698629
"SÃO MANUEL","Bauru",0.442005107115093,0.603391669930255,0.750501187985138
"TAPIRAÍ","Sorocaba",0.413603060058101,0.595334687567452,0.78685334422377
"OSASCO","Grande São Paulo",0.332500147327961,0.594646009204975,0.760753860873198
"TABAPUÃ","São José do Rio Preto",0.438229923203352,0.580145093516271,0.725148764053933
"OURINHOS","Marília",0.372208976535505,0.574822250669603,0.767128734263642
"PARAGUAÇU PAULISTA","Marília",0.385231325188878,0.563074406463357,0.73299069645061
"ALUMÍNIO","Sorocaba",0.328397989332914,0.553140430073509,0.761917225950065
"MIRACATU","Registro",0.371951000025616,0.538703760721586,0.734097348139135
"MENDONÇA","São José do Rio Preto",0.418828511339318,0.530231639060711,0.700075056960552
"TERRA ROXA","Barretos",0.338607193884887,0.524255613138602,0.694521662106714
"SÃO VICENTE","Baixada Santista",0.349694159692193,0.513663384882175,0.703277194698548
"SANTA RITA DO PASSA QUATRO","Ribeirão Preto",0.342200755250555,0.509723272632661,0.728246520307441
"CUBATÃO","Baixada Santista",0.259843938996416,0.50423361983189,0.725760758911084
"FRANCO DA ROCHA","Grande São Paulo",0.267580328013589,0.490351725635681,0.68081192052085
