Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,7,10,24,12,7.06,2,0.286743751975162,1.24564813818389,0.98,0.92613109458868,1.04791519276093,0.654539352773502,1.03878898045993
2,5,10,10,15,13,10,2.5,0.201862329370267,1.40216063238568,0.975,0.92741151007968,1.04767168761286,0.668810184127088,1.03879728144737
3,5,7,10,7,12,7.15,1.5,0.222678273012411,1.34298527170098,0.95,0.926903385496464,1.04847620974736,0.663192185123751,1.03810442557641
4,5,10,10,21,13,10,0.5,0.190374735100371,1.43644444856732,0.966666666666667,0.927560251337593,1.04778166109546,0.670098682562409,1.03893111715923
5,4,9,10,16,13,9.025,3,0.212031449799927,1.32818444010515,0.975,0.924831681372169,1.04605986257681,0.680716491242991,1.0387685031496
6,5,10,10,6,13,10,2.5,0.220540414389087,1.35780967724119,0.98,0.927339558335144,1.0476067669185,0.656067594667439,1.03888787616787
7,6,8,10,6,11,8.05,3,0.250984584260981,1.36621528027157,0.975,0.940794085733778,1.05808000736445,0.661655958539336,1.03872518431292
8,6,8,10,17,11,8.06666666666667,1,0.232878945676812,1.40325628073477,0.966666666666667,0.940999190103287,1.05821412261808,0.671891390263123,1.03854983208415
9,5,5,10,21,11,5.125,1,0.37416119570714,1.24860705747061,0.975,0.922564587304791,1.04764245827125,0.661534080740172,1.0385202668781
10,5,9,10,7,13,9.025,3,0.21876781387979,1.36525444576219,0.975,0.924815017547412,1.04605857364353,0.66965276726162,1.0387657949333
11,5,7,10,16,12,7.1,2,0.247726396302846,1.32993029837323,0.966666666666667,0.926448800852886,1.04816187804554,0.672586508932044,1.03848628244918
12,6,5,10,15,11,5.16666666666667,1,0.349790186445192,1.30365423334641,0.966666666666667,0.922954446151954,1.04782793488332,0.667181252411527,1.03828492243891
13,6,7,10,16,12,7.075,1,0.288439037579522,1.33881872116879,0.975,0.926234739268158,1.04800576464316,0.661721216664668,1.03867551703096
