Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
21,4,5,15,26,14,7,2.5,0.134360912250664,0.915411495113185,0.8,0.936572767009033,1.03204838378112,0.856329125787292,1.02262119976047
22,5,5,16,13,15,6.375,0.25,0.168126832109234,0.958622006630508,0.875,0.928699226148825,1.02746635216784,0.854370155080508,1.01884933501194
23,5,5,14,5,13,6,2.5,0.170133131914155,0.933780156625241,0.888888888888889,0.940592946842835,1.03492738445916,0.861266289565147,1.0312840179288
24,4,6,14,14,16,7,0.25,0.139755304000556,0.888797200506491,0.875,0.930311827515295,1.02605647122112,0.861982051979513,1.03170157601834
25,4,5,14,19,14,6.28571428571429,2.5,0.155163083198165,0.928919991264703,0.857142857142857,0.935785290087989,1.03160204081397,0.861030771305055,1.03030664211203
26,5,5,14,16,13,6.28571428571429,2.5,0.15577517383117,0.919406563644125,0.857142857142857,0.941577966526322,1.03539693014902,0.860491429490659,1.03025729333913
27,4,5,15,16,14,6.66666666666667,1.5,0.148167386754007,0.933885361509859,0.833333333333333,0.935571620670929,1.03158159489511,0.857012986083085,1.02367533392848
28,4,6,16,17,14,6.66666666666667,1.5,0.166385757120621,0.935554862930962,0.933333333333333,0.936990044092143,1.03212321795835,0.856677397513639,1.02001681561395
29,4,5,13,16,14,6.14285714285714,2,0.157621011927309,0.908479530921014,0.857142857142857,0.936840636189552,1.03200637258206,0.86499635078839,1.03902463729393
30,4,6,14,18,13,6.53333333333333,1,0.168127084954915,0.918875896982788,0.933333333333333,0.944790031786492,1.03668165834193,0.863459158958318,1.03364069764501
31,4,5,15,6,15,6.66666666666667,0.25,0.150553761016444,0.932615522485957,0.833333333333333,0.930573796526381,1.02829110120943,0.856971392036385,1.02367699007338
32,4,6,13,11,15,7.16666666666667,2,0.123985416052672,0.852162112930397,0.833333333333333,0.937008237986808,1.02970601271356,0.865078622772665,1.03924747271101
33,5,5,14,13,15,6.28571428571429,0.5,0.161382760120253,0.918420415987156,0.857142857142857,0.930786857024948,1.02830877114585,0.860407957857644,1.03026425146211
34,4,5,15,23,12,5.66666666666667,2,0.201213370817081,0.957032891751289,0.933333333333333,0.944703787718409,1.0382073719762,0.859422283733544,1.02510728252258
35,4,6,14,13,13,6.8,1.5,0.148095770499389,0.903234512076991,0.9,0.945696501910611,1.03710497022732,0.862623269577231,1.03250294141889
36,4,6,14,8,13,6.88888888888889,2,0.142323484303985,0.899097815928347,0.888888888888889,0.946002615072243,1.03724707248453,0.862372480023199,1.03213593732279
37,5,5,14,19,14,6.5,1.5,0.149847323892707,0.907950697385324,0.833333333333333,0.936500313192098,1.03193097052447,0.85988807489116,1.02964836276453
38,4,5,14,19,13,6.28571428571429,2.5,0.155163083198165,0.928919991264703,0.857142857142857,0.941562071489585,1.03539851919898,0.861030772405495,1.0303066432451
39,4,5,14,8,13,6,2,0.171326925850994,0.93951633982116,0.888888888888889,0.940577034638383,1.03492905208952,0.861807323073589,1.03136452456786
40,5,5,13,7,15,6,0.5,0.169358938560295,0.910996592228049,0.875,0.931290564826735,1.02845623947771,0.864818308404105,1.0396716141834
41,5,5,15,25,13,6.66666666666667,3,0.144326388066201,0.928139876261928,0.833333333333333,0.941346216907726,1.03537502333944,0.856565560435733,1.02373035558067
42,5,5,15,6,14,6.66666666666667,3,0.144326388066201,0.928139876261928,0.833333333333333,0.935585114265328,1.03158026645973,0.856565559647467,1.02373035501291
43,5,5,15,23,15,6.66666666666667,1,0.149782687376272,0.926664888798491,0.833333333333333,0.930586421601538,1.02828986094872,0.856491820330597,1.02374395542095
44,5,5,14,9,15,5.6,3,0.200394000205513,0.94844030169823,0.933333333333333,0.928766040797137,1.02733964231909,0.862450376966176,1.03306281968412
45,4,5,14,27,15,6,0.5,0.174299027757874,0.935347460586313,0.888888888888889,0.929918032586065,1.0279030734353,0.861750340205048,1.03137606127071
46,5,5,14,10,13,6,3,0.169532571490849,0.934100820187503,0.888888888888889,0.940592879898281,1.03492738532684,0.861281162320715,1.03128098154915
47,4,5,13,14,13,6.6,2.5,0.135971035502543,0.873737908745505,0.8,0.94452566682178,1.03669364250213,0.86355404406726,1.03746113644093
48,4,6,14,5,14,7,0.25,0.139755304000556,0.888797200506491,0.875,0.94027035972465,1.03314012022494,0.861982053728243,1.03170158012368
49,4,6,16,26,13,7,0.25,0.149551878106064,0.923318966710864,0.9,0.943767683602853,1.03638215752229,0.855895505113348,1.01969956411209
50,5,5,16,14,12,5.73333333333333,2.5,0.200689187098474,0.967148982041414,0.933333333333333,0.943782781355319,1.0378489004095,0.855763268530653,1.01991505346505
