DRS,Date,Infimo,Mediana,Sup,Regiao
I,2020-07-31,299699,299699,299699,Grande São Paulo
I,2020-08-01,304578.229728614,305022.982589138,306201.532081687,Grande São Paulo
I,2020-08-02,309510.124879176,310412.465083935,312661.272337608,Grande São Paulo
I,2020-08-03,314500.916257482,315876.055458585,319112.60520191,Grande São Paulo
I,2020-08-04,319556.760009046,321415.923614955,325572.972416355,Grande São Paulo
I,2020-08-05,324678.808944508,327033.530299942,332050.35856942,Grande São Paulo
I,2020-08-06,250905.688392984,332730.675883384,358075.171548634,Grande São Paulo
I,2020-08-07,254905.535423821,338508.548249014,364975.769203364,Grande São Paulo
I,2020-08-08,258957.569707191,344368.187057618,371903.38907367,Grande São Paulo
I,2020-08-09,263061.025378676,350310.041836373,378857.551418075,Grande São Paulo
I,2020-08-10,267214.799165127,356334.345115977,385837.18422814,Grande São Paulo
I,2020-08-11,271416.483714769,362440.277575936,392839.629684815,Grande São Paulo
I,2020-08-12,275532.805287051,368626.317658667,399861.345720637,Grande São Paulo
I,2020-08-13,279483.86902799,374685.10662651,406901.045871454,Grande São Paulo
I,2020-08-14,283433.21956714,380749.47885458,414325.680235041,Grande São Paulo
I,2020-08-15,287380.920325994,387070.83756878,421945.593294513,Grande São Paulo
I,2020-08-16,291326.484920758,393483.874244969,429747.074652789,Grande São Paulo
I,2020-08-17,295269.381834044,399766.797718775,437623.762235486,Grande São Paulo
I,2020-08-18,299207.804138205,406065.288314044,445568.791358537,Grande São Paulo
I,2020-08-19,303139.276939137,412406.363038529,453574.415348907,Grande São Paulo
I,2020-08-20,307063.711032529,418789.058246451,461634.479391251,Grande São Paulo
I,2020-08-21,310980.745580022,425212.273625385,469742.528354742,Grande São Paulo
I,2020-08-22,314890.316872782,431674.930050112,477892.243481233,Grande São Paulo
I,2020-08-23,318791.833718676,438303.63079523,486076.801082855,Grande São Paulo
I,2020-08-24,322684.668271185,445046.408893058,494289.241159307,Grande São Paulo
I,2020-08-25,326566.958301415,451834.423889034,502521.550151344,Grande São Paulo
I,2020-08-26,330436.218217549,458664.500090121,510765.064426032,Grande São Paulo
I,2020-08-27,334018.82595219,465292.325011483,519012.802976763,Grande São Paulo
I,2020-08-28,337259.849224701,471909.445805942,527257.68453571,Grande São Paulo
I,2020-08-29,340403.123011591,478541.684777802,535492.94610798,Grande São Paulo
I,2020-08-30,343447.459509145,485186.510978757,543711.531767092,Grande São Paulo
I,2020-08-31,346392.101425048,491841.321291666,551906.438701526,Grande São Paulo
I,2020-09-01,349236.169562098,498480.969312619,560069.883095999,Grande São Paulo
I,2020-09-02,351978.911363886,504481.400780277,568193.676337574,Grande São Paulo
I,2020-09-03,354620.935990646,510418.34978665,576271.330102772,Grande São Paulo
I,2020-09-04,357163.120200115,516718.371940483,584296.441310246,Grande São Paulo
I,2020-09-05,359606.780768623,523177.330281131,592263.068491749,Grande São Paulo
I,2020-09-06,361953.323138028,529242.568119793,600165.172176896,Grande São Paulo
I,2020-09-07,364204.387482749,534541.233964411,607996.920911658,Grande São Paulo
I,2020-09-08,366361.456606156,539683.652958663,615751.958318609,Grande São Paulo
I,2020-09-09,368426.019369055,545718.816377391,623423.732149768,Grande São Paulo
I,2020-09-10,370400.411941864,551730.014346804,631007.320462608,Grande São Paulo
I,2020-09-11,372287.062123437,557612.511399342,638498.018509752,Grande São Paulo
I,2020-09-12,374088.60427172,562989.385165249,645891.655689701,Grande São Paulo
I,2020-09-13,375807.631634632,568960.742101891,653184.099430442,Grande São Paulo
I,2020-09-14,377446.795114032,574903.933540979,660371.508115145,Grande São Paulo
I,2020-09-15,379008.538916992,580506.905642185,667449.701466107,Grande São Paulo
I,2020-09-16,380495.212445511,585519.104833229,674789.001559108,Grande São Paulo
I,2020-09-17,381909.637474781,590256.534600257,682643.532083349,Grande São Paulo
I,2020-09-18,383254.604037625,594883.808209094,690438.127042292,Grande São Paulo
I,2020-09-19,384532.951949736,599401.099779368,698169.913747752,Grande São Paulo
I,2020-09-20,385747.405341448,603808.492382024,705835.646363561,Grande São Paulo
I,2020-09-21,386900.643336308,608106.251232598,713938.095557639,Grande São Paulo
I,2020-09-22,387995.128705714,612294.21267954,722894.746779649,Grande São Paulo
I,2020-09-23,389033.187510861,616383.256227287,731843.608888415,Grande São Paulo
I,2020-09-24,390017.390063191,621004.736657571,740781.527414905,Grande São Paulo
