DRS,Date,Infimo,Mediana,Sup,Regiao
I,2020-07-17,13836.1428571429,13836.1428571429,13836.1428571429,Grande São Paulo
I,2020-07-18,14022.1019604789,14035.3847535743,14089.7234526011,Grande São Paulo
I,2020-07-19,14184.9205419947,14212.3684908715,14312.218021224,Grande São Paulo
I,2020-07-20,14328.7648685621,14370.5678955976,14509.1082375384,Grande São Paulo
I,2020-07-21,14457.098887559,14512.9827051149,14684.9845420042,Grande São Paulo
I,2020-07-22,14572.7566803465,14642.1559850207,14843.6324943952,Grande São Paulo
I,2020-07-23,13259.4056357993,14760.2180557457,15803.0931782702,Grande São Paulo
I,2020-07-24,13346.7921853873,14868.9436323504,15943.1966111272,Grande São Paulo
I,2020-07-25,13427.7976506495,14969.8037974868,16073.1717829699,Grande São Paulo
I,2020-07-26,13502.8100922724,15064.0142060144,16194.7362421437,Grande São Paulo
I,2020-07-27,13573.2176886047,15152.5767387568,16309.2666553533,Grande São Paulo
I,2020-07-28,13639.7644120433,15236.316025252,16417.8633651355,Grande São Paulo
I,2020-07-29,13703.0316107949,15315.9086410202,16521.4018308389,Grande São Paulo
I,2020-07-30,13763.4852978813,15391.9084365937,16620.575632447,Grande São Paulo
I,2020-07-31,13821.5018878428,15464.7717335386,16715.9357108482,Grande São Paulo
I,2020-08-01,13877.3851009056,15534.8746621613,16807.9185823109,Grande São Paulo
I,2020-08-02,13931.3800644772,15602.5277436141,16896.8694702642,Grande São Paulo
I,2020-08-03,13983.6839387266,15667.9871586697,16983.0602735833,Grande São Paulo
I,2020-08-04,14034.4552315169,15731.4645919802,17066.7046678891,Grande São Paulo
I,2020-08-05,14083.8196856582,15793.1338520371,17147.96885496,Grande São Paulo
I,2020-08-06,14131.8759142645,15853.1370355817,17226.9809660332,Grande São Paulo
I,2020-08-07,14178.3890238735,15911.5931229296,17303.842073688,Grande São Paulo
I,2020-08-08,14221.6781070321,15968.6020515181,17378.6321228574,Grande São Paulo
I,2020-08-09,14263.3612132839,16023.1304624818,17451.4149176175,Grande São Paulo
I,2020-08-10,14303.4723974299,16076.0507188197,17522.2415313294,Grande São Paulo
I,2020-08-11,14342.0430683753,16127.6400456284,17591.1535056277,Grande São Paulo
I,2020-08-12,14379.1025010029,16177.9387445898,17658.1842677438,Grande São Paulo
I,2020-08-13,14414.6785990008,16226.9791087875,17723.3608319857,Grande São Paulo
I,2020-08-14,14448.8003235872,16274.7902555473,17786.7078507562,Grande São Paulo
I,2020-08-15,14481.4979332465,16321.398760753,17848.2485444707,Grande São Paulo
I,2020-08-16,14512.8032005208,16366.8294220551,17908.0055897634,Grande São Paulo
I,2020-08-17,14542.7491995288,16411.1052104034,17966.001342007,Grande São Paulo
I,2020-08-18,14571.370310689,16454.2477588465,18022.2583497945,Grande São Paulo
I,2020-08-19,14598.7016094444,16496.2764755255,18076.7988614547,Grande São Paulo
I,2020-08-20,14624.7786183091,16537.2084824781,18129.6448488384,Grande São Paulo
I,2020-08-21,14649.6383337844,16577.0615993894,18180.8200689282,Grande São Paulo
I,2020-08-22,14673.3189106879,16615.85418343,18230.3499311897,Grande São Paulo
I,2020-08-23,14695.8594348382,16653.6051899064,18278.2614879575,Grande São Paulo
I,2020-08-24,14717.2994916444,16690.3336950572,18324.5830443255,Grande São Paulo
I,2020-08-25,14737.6789523106,16726.0589205163,18369.3440950351,Grande São Paulo
I,2020-08-26,14757.0374107311,16760.7992537372,18412.5745872022,Grande São Paulo
I,2020-08-27,14775.413912648,16794.5719680108,18454.3046460819,Grande São Paulo
I,2020-08-28,14792.8475599279,16827.3953426889,18494.5658840101,Grande São Paulo
I,2020-08-29,14809.3772647326,16859.2883894505,18533.3911139963,Grande São Paulo
I,2020-08-30,14825.0415862825,16890.2707783304,18570.8141934947,Grande São Paulo
I,2020-08-31,14839.8784494655,16918.8268545604,18606.8696137958,Grande São Paulo
I,2020-09-01,14853.9250223672,16941.4930671009,18641.592360733,Grande São Paulo
I,2020-09-02,14867.217377303,16966.1098774834,18675.0172983024,Grande São Paulo
I,2020-09-03,14879.7903542137,16989.2427572738,18707.1789167734,Grande São Paulo
I,2020-09-04,14891.677995926,17008.4720614006,18738.1122612919,Grande São Paulo
I,2020-09-05,14902.9134368535,17026.8345644939,18767.8526982629,Grande São Paulo
I,2020-09-06,14913.5288479302,17049.7385295242,18796.4357879999,Grande São Paulo
I,2020-09-07,14923.5553027487,17074.1760427242,18823.8969759636,Grande São Paulo
I,2020-09-08,14933.022747769,17097.8770220695,18850.2714912572,Grande São Paulo
I,2020-09-09,14941.9598313096,17120.8603359562,18876.5379564815,Grande São Paulo
I,2020-09-10,14950.393864546,17143.1440535728,18910.7669978656,Grande São Paulo
I,2020-09-11,14958.3511474504,17162.7903921477,18944.1765350924,Grande São Paulo
I,2020-09-12,14965.8569409949,17179.5197730786,18976.7820175776,Grande São Paulo
I,2020-09-13,14972.935473656,17198.2533375491,19008.5993406438,Grande São Paulo
I,2020-09-14,14979.6098921781,17221.6985352969,19039.644374896,Grande São Paulo
I,2020-09-15,14985.9022777249,17244.5483422662,19069.9329340294,Grande São Paulo
I,2020-09-16,14991.8335680606,17266.8146350679,19099.4798867149,Grande São Paulo
I,2020-09-17,14997.4235641842,17288.5087924627,19128.2988769047,Grande São Paulo
I,2020-09-18,15002.6911677017,17309.6423841285,19156.4041179724,Grande São Paulo
I,2020-09-19,15007.6543889509,17330.2270781356,19183.8101681367,Grande São Paulo
I,2020-09-20,15012.3303753767,17350.2746222674,19210.5318967028,Grande São Paulo
I,2020-09-21,15016.735400217,17369.7966878606,19236.5840933637,Grande São Paulo
I,2020-09-22,15020.8848919544,17388.8048546857,19261.9814414341,Grande São Paulo
I,2020-09-23,15024.7934010872,17407.3103267733,19286.7377852321,Grande São Paulo
I,2020-09-24,15028.474620995,17425.3238412652,19310.8659020791,Grande São Paulo
I,2020-09-25,15031.941554488,17442.8562298008,19334.3789774949,Grande São Paulo
I,2020-09-26,15035.2065319166,17459.9183445249,19357.2904216971,Grande São Paulo
I,2020-09-27,15038.2812413439,17476.5210450147,19379.6138450161,Grande São Paulo
I,2020-09-28,15041.1767307849,17492.6750719057,19401.3627361935,Grande São Paulo
I,2020-09-29,15043.9034360814,17508.3910360124,19422.5504416133,Grande São Paulo
I,2020-09-30,15046.4711671238,17523.6791887716,19443.1895644814,Grande São Paulo
I,2020-10-01,15048.8891290845,17538.5493503277,19463.2917805779,Grande São Paulo
I,2020-10-02,15051.166035835,17553.0113661524,19482.8690481281,Grande São Paulo
I,2020-10-03,15053.3101273519,17567.0750488117,19501.9334591406,Grande São Paulo
I,2020-10-04,15055.3291945231,17580.7501696808,19520.4972225405,Grande São Paulo
I,2020-10-05,15057.2305845485,17594.0463575906,19538.5724006263,Grande São Paulo
I,2020-10-06,15059.0212226973,17606.9730916103,19556.170893561,Grande São Paulo
I,2020-10-07,15060.7076064986,17619.5395166315,19573.3039485556,Grande São Paulo
I,2020-10-08,15062.2958228851,17629.6978852007,19589.982011794,Grande São Paulo
I,2020-10-09,15063.7916238636,17638.3690744458,19606.215718375,Grande São Paulo
I,2020-10-10,15065.2004401099,17649.812763391,19622.0157725343,Grande São Paulo
