date,median_cases,min_cases,max_cases,median_deaths,min_deaths,max_deaths
2020-07-08,341721.285714286,341721.285714286,341721.285714286,16816.7142857143,16816.7142857143,16816.7142857143
2020-07-09,349386.422588454,349382.868803347,349394.545525839,17133.0434626107,17114.4358639697,17154.1320744038
2020-07-10,356976.795589524,356920.549288642,357009.017614301,17436.3402068623,17405.7196262265,17469.4914696535
2020-07-11,364526.719455326,364367.370541044,364634.930701463,17727.6483071498,17690.8715670461,17765.4861511467
2020-07-12,372072.851939856,371768.344353015,372282.792296393,18005.9139979119,17970.3083392684,18044.6220285384
2020-07-13,379634.395409256,379146.915828832,379966.106433217,18270.8327104937,18244.5084643439,18309.1765086635
2020-07-14,387225.402383925,323387.209993444,396939.637680819,18529.6336725351,16515.6417361483,19273.4234603664
2020-07-15,394852.022102956,329546.523253398,404896.279694301,18792.6930076533,16708.2260596909,19546.8840772788
2020-07-16,402520.793587206,335704.678609663,412899.617877162,19041.8471181149,16891.2741817354,19814.4991684434
2020-07-17,410236.932178523,341870.728991684,420948.32005539,19299.1108742064,17066.3502938267,20077.0478837625
2020-07-18,418008.542974902,348048.844464744,429053.209311115,19554.6729745625,17234.7640316695,20337.0176578659
2020-07-19,425836.3509996,354242.708839795,437280.71074097,19796.7219211183,17397.6112299602,20605.4328253318
2020-07-20,433767.87302199,360455.799538617,445578.594727456,20033.5378390747,17555.8068168167,20871.8196610395
2020-07-21,441772.830405484,366691.360113626,453945.26510857,20267.6216725523,17710.1126428625,21136.5309277658
2020-07-22,449757.824669281,372952.453410448,462378.193575408,20499.3828415971,17861.1538141116,21399.9023197365
2020-07-23,457839.298632671,379242.107214267,470874.155137389,20729.1629315588,18009.4347119749,21662.2514363353
2020-07-24,465796.797030967,385563.237401521,479429.331998722,20957.2447007242,18155.3641497966,21923.8797420411
2020-07-25,473882.605668281,391918.338833395,488039.25909469,21183.861558414,18299.2774234164,22185.0750374922
2020-07-26,482127.422760175,398244.641963085,496698.856651887,21409.2020438027,18441.4456812174,22446.1117666708
2020-07-27,490391.732163635,404577.437520516,505402.566639539,21633.41276198,18582.0817910485,22707.2505205142
2020-07-28,498569.399557349,410920.254481465,514144.338295611,21856.6029903087,18721.3496858423,22968.7382227573
2020-07-29,506681.547081313,417269.987004958,522917.767412474,22078.8456379192,18859.365874488,23230.8063606454
2020-07-30,514649.525955762,423623.352689588,531716.396935277,22300.1789086455,18996.2031708784,23493.6693925879
2020-07-31,522758.159675725,429977.0714037,540533.889177099,22520.6131127635,19131.9047007475,23757.5258034102
2020-08-01,530886.791521703,436327.665723599,549418.021744697,22740.1378472585,19266.4967938951,24022.559595783
2020-08-02,538955.52909096,442671.479251638,558486.636879661,22958.7246345239,19399.9914142087,24288.9396580095
2020-08-03,547332.254174914,448981.773812196,567593.071083699,23176.3281536289,19532.3862061811,24556.8186358729
2020-08-04,555735.469946066,454747.85699018,576752.415885848,23392.8889189167,19663.6681934629,24826.3330100869
2020-08-05,564030.231678669,460197.760597641,586310.288612321,23608.3328437583,19793.8108768413,25097.6017174626
2020-08-06,572502.299940736,465541.099675818,595944.383314448,23822.5714720403,19922.7736482853,25370.7255168256
2020-08-07,580957.03862409,470775.712806503,605652.284944082,24035.5066625008,20050.5104903631,25645.7895410425
2020-08-08,589248.047654065,475899.785150704,615431.633006149,24247.0356990366,20176.9781426817,25922.8666286092
2020-08-09,597524.148152723,480911.715643598,625279.798926199,24457.0525720329,20302.1353495772,26202.0185034765
2020-08-10,605773.691163212,485810.289067833,635194.305519755,24665.4481338929,20425.940405833,26483.2963018332
2020-08-11,614193.868745467,490594.368958593,645171.994932417,24872.1115478774,20548.3522756464,26766.7420413781
2020-08-12,623015.541545018,495262.978561006,655209.163932796,25076.929218577,20669.3263803019,27052.388170871
2020-08-13,631861.644069057,499815.691679994,665302.742155636,25279.7843455535,20788.8127205812,27340.2574371975
2020-08-14,640553.424742576,504252.684408955,675450.617019499,25480.5601855673,20906.762176483,27630.3655873724
2020-08-15,648812.412263963,508574.366899492,685650.663264456,25679.1437413425,21023.1326437628,27922.7245456959
2020-08-16,656650.649631317,512781.269657104,695900.388710699,25880.8484554126,21137.8876212352,28217.3430689667
2020-08-17,664700.920681369,516874.170874959,706197.336923081,26086.9501365707,21250.9934730557,28514.2265406424
2020-08-18,672769.397848088,520853.850578495,716538.258983588,26282.3668799162,21362.419845376,28813.3776216015
2020-08-19,680894.404774318,524721.14944313,726919.258464974,26491.1410188695,21472.1356776206,29114.794893399
2020-08-20,688975.38790254,528477.262935992,737336.967363956,26698.8984317115,21580.1072753242,29418.4718240804
2020-08-21,696668.241481753,532123.782807817,747788.890428992,26905.5678114881,21686.3032912848,29724.3986546086
2020-08-22,704285.802775873,535662.409936901,758272.452168107,27127.9560201653,21790.6996779732,30032.5648512561
2020-08-23,711828.030859204,539094.865691178,768784.661155625,27352.6144055066,21893.2782808666,30342.9590240636
2020-08-24,719292.662098805,542422.991451047,779322.521011493,27577.5110466124,21994.0243432564,30655.5680435056
2020-08-25,726677.037961299,545648.561736359,789882.231928832,27802.5947057816,22092.9266704434,30970.3771117118
2020-08-26,733978.286266369,548773.33251492,800459.35001204,28027.8109992666,22189.9741572081,31287.3678864837
2020-08-27,741194.154294876,551799.264840642,811049.950251145,28253.1007382968,22285.1540544989,31606.5170189307
2020-08-28,748323.192321184,554728.562500487,821650.980465326,28459.4100719694,22378.4559433588,31927.7977432983
2020-08-29,755471.854604377,557563.455056377,832259.332979894,28663.2064807838,22469.8757446023,32251.1821429024
2020-08-30,762709.708608667,560306.132422668,842871.523703653,28865.6535223543,22559.4144484126,32576.6408986309
