DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-08-14,2020-08-14,2020-08-14,150.239287438038,162.759228057868,177.55552151769,Grande São Paulo
II,2020-08-14,2020-08-14,2020-08-14,5.0060950559344,5.42326964392893,5.91629415701334,Araçatuba
III,2020-08-14,2020-08-14,2020-08-14,3.18021674917503,3.44523481160624,3.75843797629776,Araraquara
IV,2020-08-14,2020-08-14,2020-08-14,20.2779409753841,21.9677693899998,23.9648393345453,Baixada Santista
IX,2020-08-14,2020-08-14,2020-08-14,3.19888477769862,3.46545850917357,3.7805001918257,Marília
V,2020-08-14,2020-08-14,2020-08-14,3.49150294430038,3.78246152299207,4.12632166144584,Barretos
VI,2020-08-14,2020-08-14,2020-08-14,7.70571771730477,8.34786086041356,9.10675730226916,Bauru
VII,2020-08-14,2020-08-14,2020-08-14,42.7910530311733,46.356974117105,50.571244491387,Campinas
VIII,2020-08-14,2020-08-14,2020-08-14,3.85417768840672,4.17535916244063,4.55493726811702,Franca
X,2020-08-14,2020-08-14,2020-08-14,15.0037959745731,16.2541123057871,17.7317588790407,Piracicaba
XI,2020-08-14,2020-08-14,2020-08-14,4.00061227738681,4.33399663383571,4.72799632782079,Presidente Prudente
XII,2020-08-14,2020-08-14,2020-08-14,2.26636587139981,2.4552296940165,2.67843239347251,Registro
XIII,2020-08-14,2020-08-14,2020-08-14,16.2210649231405,17.5728203334021,19.1703494546207,Ribeirão Preto
XIV,2020-08-14,2020-08-14,2020-08-14,4.05307485175626,4.3908310894027,4.78999755207559,São João da Boa Vista
XV,2020-08-14,2020-08-14,2020-08-14,18.9991776636595,20.5824424689649,22.4535736025068,São José do Rio Preto
XVI,2020-08-14,2020-08-14,2020-08-14,11.6196158554889,12.5879171767793,13.7322732837592,Sorocaba
XVII,2020-08-14,2020-08-14,2020-08-14,16.8473152182077,18.251258153059,19.9104634397006,Taubaté
