DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-07-23,2020-07-23,2020-07-25,176.951374133596,189.590758000286,204.222188962107,Grande São Paulo
II,2020-07-23,2020-07-23,2020-07-31,4.87594704613588,5.22422897800277,5.66252596896672,Araçatuba
III,2020-07-23,2020-07-23,2020-07-23,1.75954325287718,1.88522491379698,2.0302422148583,Araraquara
IV,2020-07-23,2020-07-23,2020-07-23,14.787966999555,15.8442503566657,17.0630388456402,Baixada Santista
IX,2020-07-23,2020-09-16,2020-09-29,2.91152753503172,3.46287080746271,5.12558617922775,Marília
V,2020-07-23,2020-07-23,2020-07-23,2.75368742021756,2.95037937880456,3.17733163871257,Barretos
VI,2020-07-23,2020-07-23,2020-07-23,5.6134727491845,6.01443508841192,6.4770839413668,Bauru
VII,2020-07-23,2020-07-23,2020-07-23,32.3048762946946,34.6123674586017,37.2748572631094,Campinas
VIII,2020-07-23,2020-07-23,2020-07-23,1.89112211331644,2.02620226426762,2.18206397690359,Franca
X,2020-07-23,2020-07-23,2020-07-23,12.2514981789947,13.1266051917801,14.1363440526862,Piracicaba
XI,2020-07-23,2020-10-06,2020-10-31,2.75840663750914,4.08935587733933,6.81444612139438,Presidente Prudente
XII,2020-07-23,2020-07-23,2020-07-28,1.15912906051244,1.24192399340619,1.34189238318758,Registro
XIII,2020-07-23,2020-07-23,2020-07-23,12.8582017975927,13.7766447831348,14.8363866895299,Ribeirão Preto
XIV,2020-07-23,2020-07-23,2020-07-23,3.03989536852077,3.25703075198656,3.50757157906241,São João da Boa Vista
XV,2020-07-23,2020-07-23,2020-07-23,13.7653991444959,14.7486419405311,15.8831528590335,São José do Rio Preto
XVI,2020-07-23,2020-07-23,2020-07-23,11.6462419815133,12.4781164087642,13.4379715171307,Sorocaba
XVII,2020-07-23,2020-07-23,2020-07-28,9.24553977928861,9.90593547780929,10.7543027816297,Taubaté
