Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,10,12,12,14,10.2222222222222,2,0.0678201669786647,0.675138513753431,0.888888888888889,0.928930534172925,1.04920079753685,0.865175168039949,1.05395460820148
2,5,8,12,27,14,8.5,3,0.0748042127259089,0.627738433894556,0.875,0.923250097615911,1.04486566971777,0.863739663037621,1.05323500043003
3,6,10,12,22,15,10.25,2.5,0.0442103257459105,0.450286639197482,0.875,0.921071344942502,1.04313949385849,0.863285444686655,1.05373797063099
4,5,9,13,6,13,9.08,1.5,0.100781893256843,0.626132945036751,0.98,0.930900029886382,1.05078994539367,0.860242785596811,1.04464132829534
5,5,9,12,8,13,9.375,3,0.0632816507814399,0.586442361174007,0.875,0.935832199537057,1.05451147154594,0.863771318905118,1.05353097069911
6,4,7,13,7,14,7.12,1,0.163285232799715,0.811001323347581,0.98,0.914195137027183,1.03961471945899,0.861807994548407,1.04449631332539
7,6,8,12,10,14,8.66666666666667,0.25,0.0624963076997178,0.52738047195285,0.833333333333333,0.924538608569048,1.04579688661277,0.86061262897619,1.05261102554129
8,6,10,12,19,15,10.4,1,0.0393373378826526,0.399462001826633,0.8,0.922915081441438,1.04446160596909,0.858959877103727,1.05302137566589
9,5,9,12,22,15,9.6,2,0.0553548819350451,0.530229469896971,0.8,0.920498761373026,1.04263962598757,0.859206172712393,1.05271973114398
10,4,9,12,8,13,9.42857142857143,0.25,0.0744164859292645,0.681663110606112,0.857142857142857,0.93639927985475,1.05490041240973,0.863148726254322,1.05337838760383
11,5,9,12,8,15,9.33333333333333,0.25,0.0684253777009286,0.59805404812533,0.888888888888889,0.918136847439477,1.04093854779378,0.864522891141971,1.05368842883161
12,6,10,12,5,15,10.2857142857143,0.5,0.0440267321046579,0.439596793504344,0.857142857142857,0.921505974535873,1.04345140764112,0.862210382276901,1.05356851610654
13,5,10,12,19,15,10.25,1,0.0560748229365889,0.550939646146643,0.875,0.921048282298815,1.04313875359761,0.863677297948139,1.05377126272055
14,6,9,12,10,15,9.6,0.5,0.0477051716094069,0.437547253670217,0.8,0.920512811836504,1.04264047771757,0.858805915443076,1.05269090091218
15,5,7,13,14,12,7.12,1.5,0.151896565543397,0.70877741588692,0.98,0.932194902332792,1.05181138366953,0.861017700298307,1.04458899485454
16,5,9,12,5,15,9.375,1,0.0653902481386638,0.58451041316658,0.875,0.918501148737502,1.04120067717501,0.863697689441903,1.05353123600127
17,6,9,12,21,15,9.42857142857143,2,0.0523705446456335,0.483465584127141,0.857142857142857,0.918985795585567,1.04154053164362,0.862227556135603,1.0533010245499
18,6,10,12,13,14,10.3333333333333,0.25,0.0421996425104595,0.423135555551052,0.833333333333333,0.930394681509305,1.04998974301781,0.860840289533441,1.05314948602811
19,5,8,13,10,12,8.1,1,0.123458156241002,0.668809500734741,0.98,0.937227555978055,1.05744237513141,0.860605544726085,1.04464750188608
20,5,10,12,24,15,10.25,0.25,0.0567150248184867,0.550173760250434,0.875,0.921048047407241,1.04313874013081,0.863651339430307,1.05377134750236
21,4,9,12,10,14,9.5,1,0.0704227416547021,0.658002240616179,0.833333333333333,0.92775407136745,1.04823453863349,0.861716121640232,1.05293249775496
22,4,9,12,12,14,9.42857142857143,3,0.0714131275896421,0.68318286460984,0.857142857142857,0.92707958375365,1.04774700563356,0.863290195394155,1.05337790986992
23,4,9,12,28,13,9.375,2,0.075491104532731,0.701822420736741,0.875,0.935859014272049,1.05451005647521,0.864356994513607,1.05357797098423
24,5,9,12,23,13,9.375,3,0.0632816507814399,0.586442361174007,0.875,0.935832199537057,1.05451147154594,0.863771318905118,1.05353097069911
25,6,9,12,8,15,9.6,2.5,0.0459848070065799,0.441972135491594,0.8,0.920513507184697,1.04264051848377,0.858854384551853,1.0526907134571
26,6,9,12,27,14,9.375,2.5,0.0539243539529284,0.498277145055056,0.875,0.926566308545532,1.04738629339458,0.86331285380127,1.05349904371087
27,4,10,12,12,13,10.2222222222222,0.5,0.0689863178956542,0.675333757850811,0.888888888888889,0.938391830611309,1.05646473342661,0.865101129946675,1.05395483916531
28,6,9,12,25,15,9.375,1,0.0553994145713321,0.49449007677114,0.875,0.91851456736509,1.04120149585702,0.86327333692612,1.05349919820137
29,5,9,12,24,14,9.5,3,0.0583115244067045,0.554820729105833,0.833333333333333,0.927733264578287,1.04823594762642,0.861237475243519,1.05289037908351
30,5,10,13,18,13,10.06,2.5,0.0844101241376912,0.593019339514149,0.98,0.934031563280347,1.05354025782309,0.859894819795355,1.04463186200368
31,5,8,12,25,14,8.66666666666667,2.5,0.0691846727060833,0.594764655399901,0.833333333333333,0.924532496028842,1.04579586291636,0.861076422163454,1.05264025697202
32,4,10,12,15,14,10.3333333333333,0.5,0.0623894906221323,0.629191794743649,0.833333333333333,0.930378421014272,1.04998974301781,0.861771226965326,1.05315723077866
33,5,7,13,20,14,7.12,0.5,0.154218474497096,0.708605919002195,0.98,0.914148939954785,1.03961471945899,0.860963519728186,1.04459018770078
34,4,10,12,20,15,10.3333333333333,2.5,0.0608638644963298,0.629342809449459,0.833333333333333,0.922075256021229,1.04386826590711,0.861863969649305,1.05315152330183
35,6,6,13,11,12,6.175,2,0.155895148267413,0.70498705692672,0.975,0.926018792974384,1.04808544047696,0.860088904956363,1.04432734638103
36,6,9,12,21,14,9.6,0.5,0.0477051716094069,0.437547253670217,0.8,0.928705660938725,1.04892671967773,0.858805917325472,1.05269090104546
37,6,9,12,6,15,9.375,0.5,0.0559091994350513,0.4940820490552,0.875,0.918514417648348,1.04120148785682,0.863259655580267,1.05349925023737
38,4,9,12,10,13,9.375,3,0.074171239732065,0.7015855743865,0.875,0.935859282115715,1.0545100767186,0.86440763860579,1.0535777952241
39,5,10,12,15,14,10.25,1,0.0560748229365889,0.550939646146643,0.875,0.929279150354226,1.04946029505458,0.863677300737571,1.05377126288709
40,6,10,12,17,14,10.25,1.5,0.0448492482811175,0.451251779173275,0.875,0.929303475281445,1.04946107204019,0.863263101580679,1.0537380555842
41,5,9,13,19,13,9.08,1.5,0.100781893256843,0.626132945036751,0.98,0.930900029886382,1.05078994539367,0.860242785596811,1.04464132829534
42,4,9,12,26,13,9.33333333333333,2.5,0.0767419745072449,0.713686140362853,0.888888888888889,0.93544100321203,1.05420821111389,0.86525929903445,1.05373582198139
43,6,9,12,22,14,9.5,1,0.0507809513820894,0.463205215080744,0.833333333333333,0.927747452449807,1.04823682885502,0.86078395348229,1.05286065206558
44,6,9,12,5,14,9.42857142857143,0.25,0.0540606785316669,0.479074496182542,0.857142857142857,0.927069876649984,1.04774917947578,0.862181360778761,1.0533012021884
