Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-15,2020-07-15,2020-07-15,0.0941129049828964,0.112935485979476,0.121002306406581
AURIFLAMA,2020-07-15,2020-07-15,2020-10-16,0.0859196788625063,0.104331038618758,0.148470330998157
IPAUSSU,2020-07-15,2020-07-28,2020-09-30,0.109059412667225,0.121483842504697,0.320399405943675
HORTOLÂNDIA,2020-07-15,2020-07-15,2020-07-15,1.02019982623806,1.22423979148567,1.3116854908775
BARRA DO TURVO,2020-08-17,2020-09-10,2020-09-27,0.0234278208349188,0.0756459960950338,0.331072741158113
APARECIDA,2020-07-15,2020-07-15,2020-07-16,0.045542557538448,0.0546510690461376,0.0585547168351474
OSASCO,2020-07-15,2020-07-15,2020-07-18,6.87627414322151,8.25152897186592,8.84092389842772
BARUERI,2020-07-15,2020-07-15,2020-07-16,2.91143011499577,3.49371613799491,3.74326729070881
ÁLVARO DE CARVALHO,2020-07-15,2020-07-15,2020-07-21,0.0017157161603607,0.00200238268734765,0.00214541002215807
SABINO,2020-08-14,2020-09-05,2020-09-20,0.0198316617987644,0.0647928658058208,0.262493168754154
TARABAI,2020-07-15,2020-07-15,2020-12-02,0.0205071780480761,0.0234367749120872,0.0400553693101084
BARÃO DE ANTONINA,2020-07-15,2020-07-15,2020-07-16,0.00115475957034229,0.00138571148441075,0.00148469087615437
ESTRELA DO NORTE,2020-08-14,2020-08-30,2020-09-08,0.0174800458990171,0.0701029883239213,0.245472048185736
PARANAPUÃ,2020-07-15,2020-07-15,2020-11-10,0.0107252988566356,0.0122574844075835,0.0235393299198887
RUBIÁCEA,2020-07-15,2020-07-15,2020-07-16,0.0161252388748365,0.0193502866498038,0.0207324499819326
MORRO AGUDO,2020-07-15,2020-07-15,2020-07-15,0.186230585424134,0.223476702508961,0.239439324116743
RIO GRANDE DA SERRA,2020-07-15,2020-07-15,2020-07-15,0.184454355693713,0.221345226832455,0.23715560017763
LAGOINHA,2020-08-09,2020-08-15,2020-12-29,1.51146402978638e-07,1.71277865709619e-06,6.95222638452588e-06
PRESIDENTE BERNARDES,2020-07-15,2020-07-15,2020-07-15,0.0610261916792993,0.0732314300151592,0.0784622464448134
SALTO,2020-07-15,2020-07-15,2020-11-18,0.40197403032187,0.459398891796424,1.36056866601817
MAUÁ,2020-07-15,2020-07-15,2020-07-16,2.03318910599069,2.43982692718882,2.61410027913087
LINDÓIA,2020-08-20,2020-09-10,2020-09-26,0.0431476234827266,0.151786442760737,0.606981545629264
VÁRZEA PAULISTA,2020-07-15,2020-07-15,2020-07-16,0.808180282002269,0.96981633840273,1.03908893400292
CABRÁLIA PAULISTA,2020-07-15,2020-07-15,2020-07-17,0.0204007524093804,0.0244809028912565,0.0262295388120605
