Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-10,2020-07-10,2020-07-10,0.100616333489918,0.114031844621907,0.131575205332969
AURIFLAMA,2020-07-10,2020-07-10,2020-07-10,0.0765347609403584,0.0867393957324065,0.100083918152777
IPAUSSU,2020-07-10,2020-08-10,2020-09-06,0.0735664634096299,0.0867370442572911,0.185439437770412
HORTOLÂNDIA,2020-07-10,2020-07-10,2020-09-10,1.01623857432929,1.15173705090653,1.32892736643061
BARRA DO TURVO,2020-08-25,2020-09-30,2020-11-13,0.0114763694008961,0.0246912138106465,0.0845460264680868
APARECIDA,2020-08-27,2020-10-01,2020-11-08,0.0646093335126579,0.152069566391858,0.486241991264475
OSASCO,2020-07-10,2020-07-10,2020-07-10,7.33933247302639,8.31791013609666,9.59758861857301
BARUERI,2020-07-10,2020-07-10,2020-09-18,3.12083353234578,3.53694466999187,4.6501936505623
ÁLVARO DE CARVALHO,2020-07-10,2020-07-10,2020-07-13,0.00240413279116458,0.00272468382998614,0.00314386595767635
SABINO,2020-08-12,2020-08-29,2020-09-21,0.0232355465088099,0.0650552410093603,0.160602765180861
TARABAI,2020-08-13,2020-09-04,2020-09-25,0.0268632684917194,0.067148913369312,0.175730097488015
BARÃO DE ANTONINA,2020-07-10,2020-07-10,2020-07-10,0.00495850514118691,0.00561963916001183,0.00648419903078288
ESTRELA DO NORTE,2020-07-10,2020-07-10,2020-07-10,0.00235461946907088,0.00266856873161367,0.00307911776724654
PARANAPUÃ,2020-07-10,2020-07-10,2020-07-10,0.00888438142236679,0.0100689656120157,0.0116180372446335
RUBIÁCEA,2020-07-10,2020-07-10,2020-07-10,0.0299101364594505,0.0338981546540439,0.0391132553700506
MORRO AGUDO,2020-07-10,2020-07-10,2020-07-10,0.193605162804341,0.219419184511587,0.253175982128754
RIO GRANDE DA SERRA,2020-07-10,2020-07-10,2020-07-10,0.224434389140271,0.254358974358974,0.293491124260354
LAGOINHA,2020-08-29,2020-09-22,2020-10-07,5.17012871370242e-07,6.36277158758298e-06,2.13349240912849e-05
PRESIDENTE BERNARDES,2020-07-10,2020-08-21,2020-09-09,0.0818440499383299,0.129769009723862,0.350622995486384
SALTO,2020-07-10,2020-07-10,2020-10-09,0.302696002479083,0.345938288547524,0.532852023080793
MAUÁ,2020-07-10,2020-07-10,2020-07-10,2.40585964115377,2.72664092664093,3.14612414612415
LINDÓIA,2020-07-10,2020-07-10,2020-07-10,0.005173499950725,0.005863299944155,0.00676534608940962
VÁRZEA PAULISTA,2020-07-10,2020-07-10,2020-07-10,0.922441040602969,1.04543317935003,1.20626905309619
CABRÁLIA PAULISTA,2020-07-10,2020-07-10,2020-07-10,0.0223132731353411,0.0252883762200532,0.029178895638523
MIGUELÓPOLIS,2020-07-10,2020-07-10,2020-07-10,0.0424603835094386,0.0481217679773636,0.0555251168969579
TUPI PAULISTA,2020-09-04,2020-10-04,2020-11-17,0.0464696183051399,0.136300530097068,0.441772928191432
IACRI,2020-07-10,2020-07-10,2020-07-10,0.00288495934939725,0.00326962059598356,0.00377263914921179
ARTUR NOGUEIRA,2020-07-10,2020-09-18,2020-10-22,0.138206355826511,0.269015291977302,0.812638206146723
ARUJÁ,2020-07-10,2020-07-10,2020-07-10,0.749364883369495,0.849280201152091,0.979938693637024
GUARAREMA,2020-07-10,2020-07-10,2020-07-10,0.259854381119759,0.294501631935727,0.339809575310454
TUIUTI,2020-08-21,2020-09-18,2020-10-21,0.0224036468453611,0.056678183958367,0.1899614189262
BROTAS,2020-07-10,2020-07-10,2020-07-10,0.00557831828383527,0.0063220940550133,0.00729472390963073
ARARAS,2020-07-10,2020-07-10,2020-07-10,0.550265786552952,0.623634558093347,0.719578336261556
SÃO JOÃO DAS DUAS PONTES,2020-07-10,2020-07-10,2020-07-10,0.0245627015794847,0.0278377284567493,0.0321204559116337
ALVINLÂNDIA,2020-08-18,2020-09-17,2020-12-20,0.00743458995485791,0.0272166848136955,0.0797121306412656
INÚBIA PAULISTA,2020-08-27,2020-09-24,2020-10-29,1.32328154237964e-06,1.42426393836855e-05,6.68848858104512e-05
PIRANGI,2020-07-10,2020-07-10,2020-07-10,0.129607446632174,0.146888439516464,0.169486660980536
GABRIEL MONTEIRO,2020-07-10,2020-07-10,2020-07-10,0.00586473263910792,0.00664669699098908,0.00766926575883353
TEJUPÁ,2020-07-10,2020-07-10,2020-07-10,0.00557831828383528,0.00632209405501331,0.00729472390963074
ÁGUAS DE SÃO PEDRO,2020-07-10,2020-07-10,2020-10-07,0.00692359167260293,0.00753464729295545,0.00869382379956398
SERRANA,2020-07-10,2020-07-10,2020-09-16,0.43493765849535,0.497071609708973,0.86593343212445
VALINHOS,2020-07-10,2020-07-10,2020-07-10,0.533972454766406,0.605168782068592,0.698271671617608
ROSANA,2020-07-10,2020-07-10,2020-07-10,0.014716371681693,0.0166785545725854,0.0192444860452909
GUATAPARÁ,2020-07-10,2020-07-10,2020-07-10,0.013313229487221,0.0150883267521837,0.0174096077909812
PORANGABA,2020-07-10,2020-07-10,2020-07-10,0.00495850514118691,0.00561963916001183,0.00648419903078288
SÃO FRANCISCO,2020-08-12,2020-09-06,2020-10-05,0.00998585121572052,0.0198167565194577,0.0606052760393101
SANDOVALINA,2020-07-10,2020-07-10,2020-11-06,0.00209195795475059,0.00233499764016196,0.00269422804634072
RANCHARIA,2020-08-19,2020-09-18,2020-10-20,0.0741413897150158,0.159528731148602,0.482145234786348
CESÁRIO LANGE,2020-07-10,2020-07-10,2020-07-10,0.0213566804770395,0.024204237873978,0.0279279667776668
LARANJAL PAULISTA,2020-07-10,2020-07-10,2020-09-22,0.0893434819580006,0.102106836523429,0.181482180901121
RIBEIRÃO DO SUL,2020-08-02,2020-08-08,2020-08-16,2.42340938925909e-07,2.56348062978065e-06,6.64581348832393e-06
