DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-08-30,2020-08-30,2020-08-30,78.6391631372426,88.4690585293938,108.884995113105,Grande São Paulo
II,2020-08-30,2020-08-30,2020-08-30,2.66837565714133,3.00192261428407,3.69467398681115,Araçatuba
III,2020-08-30,2020-08-30,2020-08-30,2.14070783283964,2.40829631194458,2.96405699931634,Araraquara
IV,2020-08-30,2020-08-30,2020-08-30,8.19944734694877,9.22437826531745,11.353080941929,Baixada Santista
IX,2020-08-30,2020-08-30,2020-08-30,1.9172153911363,2.15686731502831,2.65460592618859,Marília
V,2020-08-30,2020-08-30,2020-08-30,2.34797997147956,2.64147746791446,3.25104919127938,Barretos
VI,2020-08-30,2020-08-30,2020-08-30,4.93725373512581,5.55441045201656,6.83619747940492,Bauru
VII,2020-08-30,2020-08-30,2020-08-30,20.6104318551779,23.1867358370755,28.5375210302459,Campinas
VIII,2020-08-30,2020-08-30,2020-08-30,2.54551286568406,2.86370197389459,3.52455627556253,Franca
X,2020-08-30,2020-08-30,2020-08-30,7.75242323642624,8.72147614097935,10.7341244812053,Piracicaba
XI,2020-08-30,2020-08-30,2020-08-30,2.63232908238541,2.96137021768368,3.64476334484127,Presidente Prudente
XII,2020-08-30,2020-08-30,2020-08-30,1.32193978677141,1.48718226011782,1.83037816629886,Registro
XIII,2020-08-30,2020-08-30,2020-08-30,9.84855255984746,11.0796216298284,13.6364573905579,Ribeirão Preto
XIV,2020-08-30,2020-08-30,2020-08-30,2.67921663071891,3.01411870955877,3.70968456561084,São João da Boa Vista
XV,2020-08-30,2020-08-30,2020-08-30,11.7015363053663,13.1642283435365,16.2021271920451,São José do Rio Preto
XVI,2020-08-30,2020-08-30,2020-08-30,6.29079401233923,7.07714326388134,8.71033017093134,Sorocaba
XVII,2020-08-30,2020-08-30,2020-08-30,9.69992766344774,10.9124186213789,13.430669072466,Taubaté
