DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
0,2020-07-02,2020-07-15,2020-08-01,107.213946901793,133.223835171169,213.222243074573,Cidade de São Paulo
I,2020-07-02,2020-09-16,2020-11-18,82.423804468458,308.909025136631,1034.41252155986,Grande São Paulo
II,2020-08-08,2020-09-11,2020-10-25,3.46666869885578,18.9663094508779,64.5913497592733,Araçatuba
III,2020-08-23,2020-10-01,2020-10-31,1.48098968015066,8.52023838895153,20.8159470422604,Araraquara
IV,2020-07-02,2020-08-24,2020-12-24,18.5209193043246,23.5422681271104,64.9689495384992,Baixada Santista
IX,2020-08-16,2020-09-14,2020-10-19,3.87389669128251,21.0205648119414,65.3350500292072,Marília
V,2020-07-02,2020-09-22,2020-11-16,2.42560671581249,10.623070392374,43.5366841082177,Barretos
VI,2020-08-09,2020-09-21,2020-11-09,5.11802901401114,30.7022825939288,109.21477177218,Bauru
VII,2020-07-02,2020-09-17,2020-11-06,25.9630345183721,136.55069068478,452.718627130493,Campinas
VIII,2020-08-31,2020-10-20,2020-12-10,1.89409350903125,15.7386571619495,61.7609868858172,Franca
X,2020-07-02,2020-09-18,2020-11-11,7.56571909988139,38.656296753621,124.11364537921,Piracicaba
XI,2020-08-11,2020-09-02,2020-10-01,5.38093903123982,31.7169554614891,112.382473402156,Presidente Prudente
XII,2020-08-05,2020-09-02,2020-09-24,1.25985502613806,6.13957823717912,20.1961175081437,Registro
XIII,2020-07-02,2020-09-12,2020-11-03,8.46567432841749,46.1554261392935,157.53857281198,Ribeirão Preto
XIV,2020-08-19,2020-10-02,2020-11-11,2.71543312013898,17.6525053640322,64.5096133482239,São João da Boa Vista
XV,2020-07-02,2020-09-08,2020-10-30,7.23699318061665,35.7664418097764,124.096490673041,São José do Rio Preto
XVI,2020-08-02,2020-09-12,2020-10-25,13.5120075193325,81.0882731109584,294.831935896491,Sorocaba
XVII,2020-08-18,2020-10-08,2020-11-18,8.45718494349683,64.6316748680272,217.173373447793,Taubaté
