Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,6,13,6,14,6.23333333333333,1,0.21474774528016,1.12589086842204,0.966666666666667,0.933490444165009,1.0433673079859,0.886629462939812,1.04579210579832
2,4,5,13,11,14,6.14285714285714,1,0.182612138201598,1.0909432086962,0.857142857142857,0.929940887619373,1.0405417583106,0.873046697896145,1.03972829866488
3,6,10,13,20,17,10.3333333333333,2.5,0.112694233454733,1.13162089606984,0.888888888888889,0.928932090421144,1.03766532019501,0.881101822241805,1.04484455024088
4,4,5,13,17,14,6.33333333333333,0.5,0.175093945972126,1.07371433845993,0.833333333333333,0.931125747776395,1.04171354888224,0.870738252067201,1.0391153024124
5,4,10,14,25,16,10.2,0.5,0.12918462494276,1.17708069441622,0.95,0.933465813064131,1.04061088423608,0.870122697072039,1.03530101840348
6,6,10,13,12,17,10.15,2,0.130249994044331,1.2083026160803,0.95,0.927402034748119,1.03725741542228,0.886066983637711,1.04596821852854
7,4,6,14,9,15,6.26666666666667,2,0.211480485527742,1.13057860261055,0.966666666666667,0.923199114974021,1.03489204942181,0.870512600207951,1.0350786369214
8,5,6,14,9,15,6.26666666666667,0.25,0.223700240100048,1.15315980836233,0.966666666666667,0.923187547551318,1.03489257321307,0.87022591342863,1.03534027886855
9,4,10,13,17,17,10.5,2,0.0988520599876224,1.04073510018752,0.833333333333333,0.930348487431441,1.03793975996893,0.876981181412044,1.04296350180456
10,4,10,13,8,17,10.2,3,0.119100800179779,1.15258219841501,0.933333333333333,0.927816982698522,1.03744668074986,0.884572757920365,1.04595181935486
11,5,6,14,21,15,6.53333333333333,1,0.190231801880878,1.14681348013784,0.933333333333333,0.924501674441679,1.03565821948546,0.866437457113282,1.03457435892429
12,5,6,14,14,14,6.4,1,0.200524352226476,1.15225993342246,0.95,0.932421476535032,1.04266639301081,0.868223909061437,1.03492665735602
13,4,6,14,24,14,6.53333333333333,2,0.184529223772102,1.1311415893735,0.933333333333333,0.933129298752043,1.04336308696495,0.866472507690074,1.03438396250515
14,4,6,13,27,15,6.46666666666667,2,0.184889778003364,1.1217351813044,0.933333333333333,0.926139119704202,1.03644791512605,0.882182153101921,1.04422094422068
15,5,6,14,9,14,6.53333333333333,1.5,0.187640031190647,1.14668754186345,0.933333333333333,0.933129284127814,1.04336404456048,0.866430091432122,1.03457150754988
16,4,5,13,18,14,5.26666666666667,1,0.253765165178503,1.11538825687029,0.966666666666667,0.924763448156599,1.03648696102926,0.886043019863597,1.04488888132453
17,6,10,14,23,16,10.1333333333333,1,0.14251430418584,1.23196425178313,0.966666666666667,0.933025190458028,1.04031654235683,0.871892915821935,1.03679475827723
18,6,5,13,19,14,6.6,0.25,0.169001394390723,1.0813018482885,0.8,0.932820791670479,1.04328930491512,0.86770374247371,1.03865570907906
19,4,5,14,19,13,5.3,2,0.24955188205426,1.12078644821527,0.966666666666667,0.932257693555499,1.04330820254839,0.870029130595342,1.03477716394273
20,4,6,14,18,14,6.26666666666667,0.25,0.218253558474823,1.13109447621091,0.966666666666667,0.931734789033659,1.04197233540732,0.870507776295791,1.03509079832904
21,4,10,14,5,16,10.1333333333333,2,0.135781579946752,1.19700496563109,0.966666666666667,0.933024651231236,1.04031654235683,0.871676374353423,1.035836438355
22,4,5,14,11,14,5.3,2.5,0.248061893134334,1.120844416055,0.966666666666667,0.923077453915082,1.03565542134429,0.87001935242186,1.03477468471274
23,4,6,14,10,15,6.4,1,0.197794897010597,1.13722098869274,0.95,0.923840658025357,1.03530900911689,0.868278798769006,1.03474315844539
24,4,5,13,13,14,5.4,0.25,0.235840506114016,1.12348377453128,0.95,0.925499965383625,1.03702411224177,0.883306400061233,1.04470766687809
25,5,6,14,23,15,6.53333333333333,2,0.186808062621228,1.14656037334696,0.933333333333333,0.924501459156119,1.03565797005416,0.866422729839623,1.03456870640287
26,5,10,14,22,16,10.1333333333333,0.5,0.142619996246858,1.20939625535038,0.966666666666667,0.933025127836052,1.04031654235683,0.871889802473235,1.03641064616208
27,6,10,13,22,17,10.6,2,0.0961468874370659,1.01789265738148,0.8,0.931211294887969,1.03810503208262,0.874712058387351,1.04266340264778
28,5,10,13,11,16,10.1,1.5,0.14099561235991,1.20715905568376,0.966666666666667,0.934695359255727,1.04149191299748,0.888010389242951,1.04616312924714
29,6,5,13,10,14,6.14285714285714,2,0.186157679526507,1.11806695711298,0.857142857142857,0.92994199180041,1.0405437614709,0.87304051742472,1.04084846833694
30,6,10,13,16,17,10.3333333333333,0.25,0.11591851720779,1.13194961716285,0.888888888888889,0.928932359635812,1.03766532019501,0.881125978512283,1.04485686941511
31,4,10,14,9,17,10.4,2,0.110791980836337,1.12244782101374,0.9,0.927081450806668,1.03699729626915,0.86624394181062,1.03471930154658
32,5,10,14,20,17,10.5,2.5,0.107135745867141,1.11580609045441,0.875,0.927714154200846,1.03742428097635,0.8645262587319,1.0346004651457
33,4,6,14,17,14,6.4,0.5,0.19885379945519,1.13756548950142,0.95,0.932421599115799,1.04266541497331,0.868287791833698,1.03474662937312
34,5,6,14,28,14,6.26666666666667,1,0.220112161133811,1.1529664226706,0.966666666666667,0.931721829849916,1.0419734352411,0.870215888347084,1.03533455051286
35,6,10,13,17,16,10.1,3,0.137390653352605,1.2296596791665,0.966666666666667,0.934695316806116,1.04149217459743,0.88800343635012,1.04602515502696
36,6,10,13,19,17,10.4285714285714,2.5,0.106167269597849,1.09354451202033,0.857142857142857,0.929738458308115,1.03782198775732,0.878770842584514,1.04363595166914
37,6,5,13,10,15,6.6,2.5,0.163154153067121,1.08134987408508,0.8,0.924213025237911,1.03560683280513,0.867677229834627,1.03864439100964
38,4,6,13,22,15,6.875,1,0.162770154022833,1.07838461782675,0.875,0.928496833296312,1.03820421445216,0.87642962466731,1.0418631068258
39,5,10,13,20,17,10.3333333333333,0.5,0.114693123526594,1.12751031628404,0.888888888888889,0.928932431718838,1.03766532019501,0.881109086774001,1.04447242495866
40,4,5,13,7,14,5.26666666666667,1,0.253765165178503,1.11538825687029,0.966666666666667,0.924763448156599,1.03648696102926,0.886043019863597,1.04488888132453
41,4,5,14,27,14,5.6,1,0.218759765224278,1.13216153634892,0.933333333333333,0.924595318710765,1.03666786495932,0.865527095670762,1.03404859599355
42,4,6,13,20,15,6.875,1.5,0.161427031113776,1.07860240448304,0.875,0.928496702934056,1.03820419660425,0.876421138978389,1.04185886194426
43,6,10,13,13,17,10.3,1,0.118107540433192,1.14609374299976,0.9,0.928651991743583,1.03761058430255,0.881954177072718,1.04536767282523
44,5,5,13,28,14,5.4,1,0.23595402032125,1.14036613523375,0.95,0.925499986422771,1.03702419779038,0.88323079319199,1.04494379061512
45,5,5,13,18,14,6.33333333333333,0.25,0.178961585881768,1.08894948765765,0.833333333333333,0.931126911025646,1.04171473898588,0.870766011995034,1.03930988166829
46,4,6,13,11,15,6.23333333333333,2.5,0.210285659470645,1.12561866275495,0.966666666666667,0.924838043074628,1.03574551512322,0.886600271766309,1.04578303077484
47,4,5,12,20,15,6.4,0.25,0.165416815830133,1.02163278970994,0.8,0.926042194236651,1.03650356936809,0.884633455257081,1.04956958169185
48,5,10,13,26,17,10.375,0.5,0.112221914253771,1.11237504925394,0.875,0.929284140394013,1.03773381133979,0.880074845397817,1.0438800696724
49,4,5,13,11,14,5.4,0.25,0.235840506114016,1.12348377453128,0.95,0.925499965383625,1.03702411224177,0.883306400061233,1.04470766687809
50,5,6,14,19,15,6.53333333333333,0.5,0.191814397270654,1.14638348050512,0.933333333333333,0.924501783008926,1.03565835075281,0.866444871540978,1.03457726688675
