Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,5,16,10,15,6.22222222222222,1,0.16657296842609,0.916325483932163,0.888888888888889,0.962550970108217,1.02176509021923,0.893347228575095,1.02362883940963
2,5,5,16,12,16,6.375,1,0.158233493204321,0.898653963870911,0.875,0.958069228524858,1.01903533370102,0.892751226135731,1.02340866633248
3,4,5,16,11,14,6.22222222222222,1,0.16657296842609,0.916325483932163,0.888888888888889,0.968153527053652,1.02569584126724,0.893347230576236,1.02362884367839
4,5,5,16,25,16,6.57142857142857,2.5,0.147425519563879,0.896026520030824,0.857142857142857,0.958611335329971,1.01907786433723,0.891969697533958,1.02294131865965
5,4,6,16,25,16,7,1.5,0.142326318943317,0.872456651372788,0.9,0.962396319484844,1.02108944847869,0.894818210553359,1.02440083824016
6,4,6,16,10,17,7.25,1.5,0.131976860342047,0.86222324737549,0.875,0.958425430035932,1.01827158949199,0.893717774560727,1.0239026753512
7,4,6,16,28,17,7.11111111111111,1.5,0.137503392895436,0.868668096259009,0.888888888888889,0.958070475838318,1.01805881177076,0.89432588232937,1.02433100264488
8,5,5,16,16,15,6.1,1,0.172099054456538,0.901793607711321,0.9,0.962204874999585,1.02154819715759,0.893907710517735,1.02411543446285
9,5,5,17,25,14,5.8,3,0.193853797042938,0.906941531623546,0.933333333333333,0.965893184180396,1.02434955122831,0.889979596578017,1.02009564594256
10,5,5,17,27,13,5.8,1,0.199486838707293,0.904866934690906,0.933333333333333,0.972180449251907,1.02869436615971,0.889942078822494,1.020095945816
11,4,5,16,11,15,6.375,0.5,0.160885057507718,0.912181650231149,0.875,0.962995260350821,1.02203604209695,0.89269107564275,1.02312678094686
12,5,5,16,26,14,6.22222222222222,1,0.165012177541919,0.901292384810756,0.888888888888889,0.968160429503397,1.02569431533428,0.893389925905567,1.02370335033396
13,4,6,16,5,14,6.66666666666667,1.5,0.164602188065952,0.879201460341163,0.933333333333333,0.972566194412755,1.02786331252138,0.896333254262119,1.02478673931416
14,4,6,16,23,15,7.66666666666667,1.5,0.116922774556077,0.839596853913442,0.833333333333333,0.969563352167348,1.02587892591947,0.891937508910224,1.02307707921035
15,4,6,15,11,18,7.5,2.5,0.116122840418003,0.825263552756564,0.833333333333333,0.956029019427335,1.0169694963333,0.89800140082888,1.02820829909546
16,4,6,16,15,15,7,1.5,0.142326318943317,0.872456651372788,0.9,0.967616186476157,1.0247142717527,0.894818212216255,1.02440083824016
