"Municipio","DRS","Minimo","Mediana","Máximo"
"VISTA ALEGRE DO ALTO","Barretos",2.07367206943664,2.37172405730225,3.03888183944059
"ILHA COMPRIDA","Registro",1.81384848837963,2.16238198057973,3.30720842619156
"LUÍS ANTÔNIO","Ribeirão Preto",1.81113031740278,2.09042109516556,3.0526179285872
"RIO DAS PEDRAS","Piracicaba",1.82777649417507,2.06152818461989,3.02273642387637
"MINEIROS DO TIETÊ","Bauru",1.73348068239289,1.93813033301306,2.4573080325375
"ITÁPOLIS","Araraquara",1.61744802602588,1.86655617984583,2.65294282432523
"NOVA GRANADA","São José do Rio Preto",1.59410149815438,1.8464379273778,2.44655204851694
"BRODOWSKI","Ribeirão Preto",1.59545527654109,1.84050796958983,2.55156160471106
"DUMONT","Ribeirão Preto",1.51078466057441,1.83294501585295,2.64668433566497
"DESCALVADO","Araraquara",1.53852834535693,1.80578649076641,2.58767911319454
"NOVO HORIZONTE","São José do Rio Preto",1.55087784150908,1.78622895517767,2.20949789991639
"JACI","São José do Rio Preto",1.49143705493377,1.74166517032739,2.22418196419206
"PRADÓPOLIS","Ribeirão Preto",1.57370731909319,1.74099377947416,2.36684289941621
"RAFARD","Piracicaba",1.5250631628953,1.73364013092878,2.39944214957373
"TUPÃ","Marília",1.51322010983855,1.68628616513851,2.03077903481454
"PRESIDENTE EPITÁCIO","Presidente Prudente",1.48061807066282,1.68463110103443,2.31534135422504
"PIRACICABA","Piracicaba",1.45528182471551,1.67499745321613,2.2440596996526
"ELIAS FAUSTO","Piracicaba",1.42437567935815,1.66779699450378,2.2616960318265
"NOVA ODESSA","Campinas",1.46138945730752,1.66011015682879,2.21890837987978
"BURI","Sorocaba",1.48221647904013,1.65670369204011,2.0960686271643
"ALUMÍNIO","Sorocaba",1.46157608411237,1.65051781846947,2.04775925113254
"ITATINGA","Bauru",1.39783825440409,1.63647728353377,1.85114780280499
"PERUÍBE","Baixada Santista",1.4051087202714,1.62843139619104,2.12874893969332
"ELDORADO","Registro",1.32305642507338,1.62285596843452,2.28394555282416
"PONTAL","Ribeirão Preto",1.40047824392351,1.61178491415588,2.15464911987996
"MAIRINQUE","Sorocaba",1.46190123756758,1.60934870281938,2.01147103240498
"PRAIA GRANDE","Baixada Santista",1.32117341785683,1.59422325484713,2.16410731987297
"TANABI","São José do Rio Preto",1.39630640981234,1.5809613428347,2.05341100589523
"SANTA BRANCA","Taubaté",1.39046060286638,1.56321327040521,1.84936172603935
"LEME","Piracicaba",1.29508792313272,1.55934143470009,2.06663436767767
"AMERICANA","Campinas",1.33188392744238,1.54853037492061,2.02063281708621
"AMÉRICO DE CAMPOS","São José do Rio Preto",1.39767652321399,1.54753718761601,1.84707556398533
"CATIGUÁ","São José do Rio Preto",1.32741061512936,1.53055638337947,1.96378498594566
"CÂNDIDO MOTA","Marília",1.34971200144927,1.52700570104213,1.83342850947574
"PEREIRA BARRETO","Araçatuba",1.32522270523246,1.52293430109615,1.99030325920666
"MONTE APRAZÍVEL","São José do Rio Preto",1.3378932356277,1.50298461746703,1.89173245854928
"ANDRADINA","Araçatuba",1.33227225612002,1.49838574040288,1.83092660738351
"ILHABELA","Taubaté",1.36065481787091,1.48020007139928,1.76896263392958
"BARRINHA","Ribeirão Preto",1.31623618935565,1.47976552939505,1.88560088956503
"TAQUARITINGA","Araraquara",1.28048832579499,1.47906493764464,1.93806628527786
"GUAPIAÇU","São José do Rio Preto",1.31857556620428,1.47290325817272,1.80722624721895
"SANTA ADÉLIA","São José do Rio Preto",1.28165735543884,1.46267986719328,1.81054593684321
"UCHOA","São José do Rio Preto",1.30111000290427,1.45209685170106,1.75358456431637
"DRACENA","Presidente Prudente",1.30255710254671,1.4500734601323,1.72654998095119
"SALES OLIVEIRA","Franca",1.23883343799961,1.44732776441842,1.78068951969642
"CAÇAPAVA","Taubaté",1.31474118555912,1.4348227061585,1.66267297092603
"PITANGUEIRAS","Ribeirão Preto",1.24584214296528,1.43016554447329,1.8567947480464
"IGUAPE","Registro",1.2145754230625,1.42007206970827,1.91558140940983
"AURIFLAMA","Araçatuba",1.28133502861445,1.41952519293379,1.70588633962955
"IPAUSSU","Marília",1.26163774263492,1.41877644533722,1.76336083402273
"GENERAL SALGADO","São José do Rio Preto",1.282736121523,1.41863347792376,1.71773363036295
"IGARAPAVA","Franca",1.25180225465262,1.41510281700983,1.70338557900881
"ARIRANHA","São José do Rio Preto",1.2371421209919,1.41243536529604,1.647960290308
"CONCHAL","Piracicaba",1.24832978128735,1.39890825400125,1.75271689783384
"ARTUR NOGUEIRA","Campinas",1.22721627934632,1.39663714109976,1.70454873905879
"TATUÍ","Sorocaba",1.245794315913,1.39468783742821,1.66134419743084
"RIBEIRÃO PRETO","Ribeirão Preto",1.19968086436696,1.38799767478883,1.7524581630847
