Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-27,2020-07-27,2020-08-22,0.137133284138729,0.148561057816956,0.199251436186026
AURIFLAMA,2020-07-27,2020-07-27,2020-08-26,0.245178865868521,0.276273190731088,0.398701127202267
IPAUSSU,2020-07-27,2020-07-27,2020-07-28,0.0936147475871052,0.101415976552697,0.110635610784761
HORTOLÂNDIA,2020-07-27,2020-08-12,2020-08-27,1.91131942147518,2.10086258159591,3.68352368176053
BARRA DO TURVO,2020-07-27,2020-08-19,2020-09-01,0.0387723170367713,0.0587118662189021,0.125770216947315
APARECIDA,2020-07-27,2020-09-02,2020-09-20,0.146731648495202,0.268115300797727,0.642694545121785
OSASCO,2020-07-27,2020-07-27,2020-08-22,9.72933683054168,10.5401148997535,11.4983071633674
BARUERI,2020-07-27,2020-07-27,2020-08-03,3.20945019493269,3.47690437784377,3.79298659401138
ÁLVARO DE CARVALHO,2020-09-08,2020-09-29,2020-10-29,0.0072480378867037,0.01538956037116,0.0408301254431116
SABINO,2020-07-27,2020-08-17,2020-09-08,0.0181488203266789,0.0199091997275563,0.0299403217608978
TARABAI,2020-07-27,2020-07-27,2020-07-31,0.0236856084153552,0.0256594091166347,0.0279920826726925
BARÃO DE ANTONINA,2020-08-23,2020-09-03,2020-09-20,9.82159245192455e-07,7.64134985908265e-06,3.00391436427617e-05
ESTRELA DO NORTE,2020-07-27,2020-07-27,2020-10-25,0.0049492316091787,0.00536166757661025,0.00584909190175664
PARANAPUÃ,2020-07-27,2020-08-16,2020-08-31,0.0369542816973973,0.0403137618517062,0.0769708905832678
RUBIÁCEA,2020-07-27,2020-08-04,2020-09-12,0.0145733787410032,0.0162986597299137,0.0254788331736292
MORRO AGUDO,2020-07-27,2020-07-27,2020-08-17,0.271429268258691,0.294048373946914,0.320780044305726
RIO GRANDE DA SERRA,2020-07-27,2020-07-27,2020-08-13,0.235600974900585,0.255373416617138,0.278437515791602
LAGOINHA,2020-08-18,2020-08-24,2020-08-31,0.0379766628228458,0.0792090292871238,0.191572760429723
PRESIDENTE BERNARDES,2020-07-27,2020-07-27,2020-09-04,0.0752990237682187,0.0815739424155701,0.0948774633780394
SALTO,2020-07-27,2020-08-19,2020-09-03,0.915491687251937,1.08536154153123,2.3268493938143
MAUÁ,2020-07-27,2020-07-27,2020-09-02,2.8467778457468,3.10036487678798,3.49032438494595
LINDÓIA,2020-07-27,2020-08-25,2020-09-11,0.0571635908036119,0.0756892208586562,0.17019663157017
VÁRZEA PAULISTA,2020-07-27,2020-07-27,2020-09-06,1.0110224322172,1.14307981359011,1.37100067837619
CABRÁLIA PAULISTA,2020-07-27,2020-07-27,2020-08-26,0.03877066671985,0.0420015556131708,0.0513366597116289
MIGUELÓPOLIS,2020-07-27,2020-08-22,2020-09-07,0.14421259720544,0.169115606420529,0.385530595650026
TUPI PAULISTA,2020-07-27,2020-09-03,2020-09-21,0.0580731267388694,0.101787138507961,0.251517019133836
IACRI,2020-09-14,2020-09-25,2020-10-11,0.0100037285609585,0.0330357270007499,0.104109745075151
ARTUR NOGUEIRA,2020-07-27,2020-07-27,2020-09-19,0.336420351526334,0.376616647090839,0.588921409763941
ARUJÁ,2020-07-27,2020-08-02,2020-09-02,1.31419424309243,1.47157760272514,2.68530006912886
GUARAREMA,2020-07-27,2020-07-27,2020-08-14,0.217280349981772,0.235387045813585,0.256785868160275
TUIUTI,2020-07-27,2020-07-27,2020-08-07,0.0215156791037687,0.0233086523624161,0.0254276207589994
BROTAS,2020-07-27,2020-09-17,2020-10-12,0.0395974261672991,0.0720633938532587,0.183339122867595
ARARAS,2020-07-27,2020-07-27,2020-08-28,1.26732863427275,1.48270973568421,2.36751780525024
SÃO JOÃO DAS DUAS PONTES,2020-07-27,2020-07-27,2020-07-27,0.00952667553113784,0.0103205651587326,0.011258798354981
ALVINLÂNDIA,2020-07-27,2020-08-26,2020-09-15,0.0152858863209863,0.0193616334266873,0.0423391037562202
INÚBIA PAULISTA,2020-07-27,2020-09-27,2020-11-09,0.00617314639885984,0.00799705970305517,0.0176265339354711
PIRANGI,2020-07-27,2020-07-27,2020-08-01,0.0912716978305781,0.0988776726497926,0.107866551981592
GABRIEL MONTEIRO,2020-07-27,2020-08-20,2020-08-31,0.0159282356451431,0.0301889305601561,0.0699740266971327
TEJUPÁ,2020-09-02,2020-09-18,2020-10-09,1.46179618725915e-06,1.21467626025027e-05,4.81513349003526e-05
