DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
0,2020-06-29,2020-06-29,2020-08-21,126.646470400718,148.104883890517,198.797592307055,Cidade de São Paulo
I,2020-06-29,2020-07-10,2020-10-17,87.7823171961945,103.421247580091,307.579365336071,Grande São Paulo
II,2020-06-29,2020-08-24,2020-10-10,2.00949045563527,5.54798562691978,32.8082328221503,Araçatuba
III,2020-06-29,2020-08-20,2020-12-23,1.22905120469169,1.56854271329841,6.62724168306806,Araraquara
IV,2020-06-29,2020-06-29,2020-09-14,21.599249610103,25.6573478579633,54.7065502168903,Baixada Santista
IX,2020-06-29,2020-08-26,2020-10-10,2.16794413875298,5.80437131563889,28.4580602138021,Marília
V,2020-06-29,2020-08-09,2020-10-14,2.48394862774865,4.35018725154734,27.8262569713131,Barretos
VI,2020-06-29,2020-08-09,2020-10-01,4.71223265835806,8.4191909788251,40.6688832805394,Bauru
VII,2020-06-29,2020-08-03,2020-10-14,27.2156233511643,39.1899573760057,171.736812512188,Campinas
VIII,2020-08-08,2020-09-03,2020-10-16,1.55336202666071,5.441112149625,41.0504653247081,Franca
X,2020-06-29,2020-08-03,2020-10-10,7.82610180663824,11.0298910916279,47.2753477794636,Piracicaba
XI,2020-07-28,2020-08-12,2020-09-09,2.84752595850966,9.38841665631841,52.5756236412078,Presidente Prudente
XII,2020-06-29,2020-08-02,2020-10-07,0.947651385168527,1.20080582939869,4.1327959450976,Registro
XIII,2020-06-29,2020-08-04,2020-10-21,8.0098128012238,12.188380384377,57.6718129245273,Ribeirão Preto
XIV,2020-07-31,2020-08-24,2020-09-28,2.51618266407014,7.16701214714499,45.2106483203847,São João da Boa Vista
XV,2020-06-29,2020-07-31,2020-09-28,7.57495190538378,10.8498181229113,43.2329380610886,São José do Rio Preto
XVI,2020-06-29,2020-08-12,2020-09-16,11.8986948256089,25.4867223322573,147.664536809085,Sorocaba
XVII,2020-06-29,2020-08-18,2020-10-21,6.80693252505421,13.0611699600873,63.3401579969545,Taubaté
