DRS,Date,Infimo,Mediana,Sup,Regiao
I,2020-07-26,14984.5714285714,14984.5714285714,14984.5714285714,Grande São Paulo
I,2020-07-27,15196.2391503402,15213.8781271543,15234.7241906618,Grande São Paulo
I,2020-07-28,15405.555128531,15433.7142954784,15479.4131491269,Grande São Paulo
I,2020-07-29,15613.222284575,15645.8628957534,15719.7146896695,Grande São Paulo
I,2020-07-30,15819.672559227,15851.7428848055,15956.5056005812,Grande São Paulo
I,2020-07-31,16010.340503146,16047.0041735443,16190.5075492357,Grande São Paulo
I,2020-08-01,14903.0341294446,16247.3487052506,17382.7811866171,Grande São Paulo
I,2020-08-02,15063.1287455677,16440.8926222139,17626.3460930533,Grande São Paulo
I,2020-08-03,15210.0783780635,16636.1436124562,17868.5386306816,Grande São Paulo
I,2020-08-04,15346.8237783413,16834.485921773,18109.709055233,Grande São Paulo
I,2020-08-05,15478.5305300399,17023.1807610741,18350.1376374048,Grande São Paulo
I,2020-08-06,15605.5227879918,17210.4102566731,18590.0420700765,Grande São Paulo
I,2020-08-07,15727.9982380666,17396.415621178,18829.5907785387,Grande São Paulo
I,2020-08-08,15846.0661963583,17581.3799581508,19068.9086563414,Grande São Paulo
I,2020-08-09,15959.7794627268,17765.436927444,19308.083050804,Grande São Paulo
I,2020-08-10,16069.1550729684,17948.6765682878,19547.1670381634,Grande São Paulo
I,2020-08-11,16174.1920161145,18131.1513651577,19786.1833288937,Grande São Paulo
I,2020-08-12,16274.8801083324,18312.8791800145,20025.1249589248,Grande São Paulo
I,2020-08-13,16371.2083266541,18493.8468824416,20263.9569563828,Grande São Paulo
I,2020-08-14,16463.1798852159,18674.01965628,20502.6248714139,Grande São Paulo
I,2020-08-15,16550.8146846091,18853.3443216915,20741.0570471386,Grande São Paulo
I,2020-08-16,16634.1516598563,19031.7533016122,20979.167826501,Grande São Paulo
I,2020-08-17,16713.2475760199,19209.1665989894,21216.8586772955,Grande São Paulo
I,2020-08-18,16788.1765446265,19378.7205589146,21454.0202812395,Grande São Paulo
I,2020-08-19,16859.0266059802,19542.1696149702,21690.531925522,Grande São Paulo
I,2020-08-20,16925.8976629945,19695.4975748621,21926.2620145853,Grande São Paulo
I,2020-08-21,16988.9044460937,19840.4903153938,22161.0748990058,Grande São Paulo
I,2020-08-22,17048.1737414815,19980.8051119622,22394.8321003921,Grande São Paulo
I,2020-08-23,17103.842518547,20116.4231872406,22644.6937512007,Grande São Paulo
I,2020-08-24,17156.0548216925,20247.3444422962,22901.6866568832,Grande São Paulo
I,2020-08-25,17204.9597157328,20373.5860581849,23158.662817862,Grande São Paulo
I,2020-08-26,17250.7081928297,20495.1803607832,23415.4835647017,Grande São Paulo
I,2020-08-27,17293.4512463886,20612.1730376776,23672.0069207052,Grande São Paulo
I,2020-08-28,17333.3409540131,20733.0007433142,23928.0918086882,Grande São Paulo
I,2020-08-29,17370.5287949963,20851.2349048699,24183.5984309941,Grande São Paulo
I,2020-08-30,17405.1646755049,20965.9055329747,24438.3893731711,Grande São Paulo
I,2020-08-31,17437.3953990012,21086.0221021547,24692.3293322778,Grande São Paulo
I,2020-09-01,17467.3638259371,21202.6711552396,24945.2855087987,Grande São Paulo
I,2020-09-02,17495.2075646105,21315.8560455358,25197.1262150028,Grande São Paulo
I,2020-09-03,17521.0583463764,21424.0381968299,25447.7201724402,Grande São Paulo
I,2020-09-04,17545.0430187947,21530.2588741192,25696.9400470831,Grande São Paulo
I,2020-09-05,17567.2830912998,21633.0713860386,25944.6625928584,Grande São Paulo
I,2020-09-06,17587.8946702162,21732.5093964986,26190.7694332181,Grande São Paulo
I,2020-09-07,17606.9880566011,21828.6128544823,26435.1466110591,Grande São Paulo
I,2020-09-08,17624.6677012562,21921.427417555,26677.6847247667,Grande São Paulo
I,2020-09-09,17641.0318867648,22011.0033521918,26918.277521292,Grande São Paulo
I,2020-09-10,17656.1727564334,22097.3947591791,27156.8210970838,Grande São Paulo
I,2020-09-11,17670.1771745341,22180.6601316884,27393.2167577098,Grande São Paulo
I,2020-09-12,17683.1267879142,22260.8617794476,27627.3709639588,Grande São Paulo
I,2020-09-13,17695.0982768819,22338.0654851407,27859.195844068,Grande São Paulo
I,2020-09-14,17706.1633813111,22412.3398193424,28088.6086434067,Grande São Paulo
I,2020-09-15,17716.3890976882,22483.7556827898,28315.5316907151,Grande São Paulo
I,2020-09-16,17725.8377047492,22552.3855022661,28539.8910660489,Grande São Paulo
I,2020-09-17,17734.5669584454,22618.3026700403,28761.6157944968,Grande São Paulo
I,2020-09-18,17742.6307118762,22681.5819235739,28980.6401516824,Grande São Paulo
I,2020-09-19,17750.0790866968,22742.2989493349,29196.903512731,Grande São Paulo
I,2020-09-20,17756.9587351988,22800.5301623418,29410.3506940161,Grande São Paulo
I,2020-09-21,17763.3129560721,22856.3522510576,29620.9313947135,Grande São Paulo
I,2020-09-22,17769.1818921931,22909.8418891335,29828.6000830787,Grande São Paulo
I,2020-09-23,17774.6026227355,22961.0752153625,30033.3148053309,Grande São Paulo
I,2020-09-24,17779.6093398003,23010.1274893993,30235.0364361824,Grande São Paulo
I,2020-09-25,17784.2337455546,23057.0734020554,30433.7305416522,Grande São Paulo
I,2020-09-26,17788.505197081,23101.9868535712,30629.3671938156,Grande São Paulo
I,2020-09-27,17792.45089669,23144.9408591556,30821.9212042172,Grande São Paulo
