Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-08-30,2020-08-30,2020-08-30,0.0955834541622447,0.107531385932525,0.132346321147723
AURIFLAMA,2020-08-30,2020-08-30,2020-08-30,0.0321138211382106,0.0361280487804887,0.0444652908067535
IPAUSSU,2020-08-30,2020-08-30,2020-08-30,0.0131316116259654,0.0147730630792111,0.0181822314821061
HORTOLÂNDIA,2020-08-30,2020-08-30,2020-08-30,0.870001285842875,0.978751446573227,1.2046171650132
BARRA DO TURVO,2020-08-30,2020-08-30,2020-08-30,0.0325515099326728,0.036620448674257,0.045071321445239
APARECIDA,2020-08-30,2020-08-30,2020-08-30,0.136326802993469,0.153367653367654,0.188760188760189
OSASCO,2020-08-30,2020-08-30,2020-08-30,2.07303673111824,2.33216632250799,2.87035855077909
BARUERI,2020-08-30,2020-08-30,2020-08-30,0.784433693796245,0.882487905520748,1.08613896064094
ÁLVARO DE CARVALHO,2020-08-30,2020-08-30,2020-08-30,0.00282268287287124,0.00317551823198015,0.0039083301316678
SABINO,2020-08-30,2020-08-30,2020-08-30,0.00208056174232762,0.00234063196011913,0.00288077779706963
TARABAI,2020-08-30,2020-08-30,2020-08-30,0.0313515459936919,0.0352704892429032,0.0434098329143429
BARÃO DE ANTONINA,2020-09-21,2020-09-23,2020-09-24,6.92742247294723e-08,5.48783552881608e-07,1.21995113710067e-06
ESTRELA DO NORTE,2020-08-30,2020-08-30,2020-08-30,0.0143080881045037,0.0160965991175667,0.0198111989139282
PARANAPUÃ,2020-08-30,2020-08-30,2020-08-30,0.0131617400801651,0.0148069575901857,0.0182239478033055
RUBIÁCEA,2020-08-30,2020-08-30,2020-08-30,0.00372063858223028,0.00418571840500907,0.00515165342154962
MORRO AGUDO,2020-08-30,2020-08-30,2020-08-30,0.146200133719635,0.164475150434591,0.202430954381033
RIO GRANDE DA SERRA,2020-08-30,2020-08-30,2020-08-30,0.121496269409157,0.136683303085299,0.168225603797293
