Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,5,11,26,16,5.85714285714286,3,0.1598714383726,0.856376304373788,0.857142857142857,0.913373464474014,1.02136541673636,0.926483983421136,1.03413090127309
2,4,5,16,22,17,6.1,1.5,0.184399992258704,0.944768106940317,0.9,0.906098102714486,1.01589137688325,0.906387150008111,1.01056674845337
3,4,5,17,5,13,7,1,0.149663696896205,0.947147112607784,0.833333333333333,0.902058998281048,1.01630077980658,0.90131915552794,1.00777400372471
4,4,5,11,22,16,6.2,3,0.138662662983869,0.814318423893592,0.8,0.912374008015562,1.02087290453744,0.924134021532782,1.03313547192165
5,4,5,11,21,17,5.6,1,0.189259167205451,0.880840173998844,0.9,0.908981835345331,1.01774293056239,0.928842808446354,1.03558990424437
6,4,5,18,6,11,6.625,1,0.169443309860158,0.972585906076556,0.875,0.914131722660911,1.02565112356804,0.899971089788714,1.00619513079074
7,4,5,17,14,15,6.5,0.5,0.170603794866653,0.956546932682899,0.875,0.909078114949671,1.01798827769897,0.902495953410006,1.00804583247335
8,4,5,20,25,16,6.66666666666667,0.5,0.177791198015629,1.00286688411932,0.888888888888889,0.908418963961218,1.01734654057467,0.896076076753871,1.00341046626984
9,4,5,12,26,13,5.7,3,0.183541032861207,0.894147801116694,0.9,0.925658219050521,1.03018472160052,0.922889470200163,1.02790574930338
10,4,5,18,10,16,6.85714285714286,2,0.158221699102328,0.972437579017729,0.857142857142857,0.902261563913936,1.01424219491315,0.899472434182624,1.00615032161424
11,4,5,19,26,13,7.33333333333333,2.5,0.145479446921525,0.987918014290527,0.833333333333333,0.921090188325974,1.02830821596899,0.896668651064564,1.00428705382296
12,4,5,16,22,15,6.1,2,0.183550067273266,0.945044716734681,0.9,0.912807031542235,1.0211726150553,0.906393386484921,1.0105651337165
13,4,5,13,23,18,6.14285714285714,1,0.163170007944086,0.886075073392438,0.857142857142857,0.90495710376213,1.01506501631377,0.915785982035552,1.02146025646883
14,4,5,13,13,15,5.88888888888889,2,0.177572887582466,0.902243928311453,0.888888888888889,0.910609881156274,1.01879176174274,0.917167206034007,1.0218028747897
