Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-08-04,2020-08-29,2020-10-15,0.137288611261995,0.171610764077494,0.449321856737122
AURIFLAMA,2020-08-04,2020-09-03,2020-10-26,0.224738924193323,0.26930888240086,0.657460438987734
IPAUSSU,2020-08-04,2020-09-24,2020-11-05,0.0890773871748156,0.170860506334164,0.582236081418667
HORTOLÂNDIA,2020-08-04,2020-09-06,2020-10-01,2.37274942998664,4.03200175421289,13.4307204285662
BARRA DO TURVO,2020-08-04,2020-09-23,2020-11-17,0.0299638457070031,0.0387105979516214,0.0819429697316387
APARECIDA,2020-08-04,2020-10-23,2020-12-16,0.171778774670983,0.430058710297617,1.50132627734611
OSASCO,2020-08-04,2020-08-04,2020-11-24,3.99993624777596,4.99992030971987,8.95466872448174
BARUERI,2020-08-04,2020-09-12,2020-10-02,3.30895284896872,12.7498240751098,46.2808873203173
ÁLVARO DE CARVALHO,2020-08-04,2020-11-22,2020-12-31,0.00278366834921284,0.0042917406197398,0.0088398939452583
SABINO,2020-08-04,2020-10-01,2020-11-08,0.0239324363849081,0.0649232251646832,0.234369671915912
TARABAI,2020-08-04,2020-10-15,2020-12-23,0.018485281755412,0.0232089037766772,0.0384865878885137
BARÃO DE ANTONINA,2020-09-24,2020-10-12,2020-11-07,0.00968923467819804,0.0715372285788649,0.276428671260796
ESTRELA DO NORTE,2020-08-04,2020-08-04,2020-08-11,0.00179718017066505,0.00207366942769045,0.00245070023272507
PARANAPUÃ,2020-08-04,2020-08-04,2020-08-18,0.0255553969839684,0.0294869965199636,0.0350901708222252
RUBIÁCEA,2020-08-04,2020-08-04,2020-08-08,0.0084547517015377,0.00975548273254351,0.0115292068657332
MORRO AGUDO,2020-08-04,2020-08-31,2020-10-26,0.210865918182991,0.263582397728738,0.480713954864569
RIO GRANDE DA SERRA,2020-08-04,2020-10-20,2020-12-31,0.272552945706586,0.472378497122232,1.29512821798099
LAGOINHA,2020-08-04,2020-10-07,2020-11-01,0.0218550177980869,0.117088138690557,0.491842528254907
PRESIDENTE BERNARDES,2020-08-04,2020-08-04,2020-11-08,0.0608473857782315,0.071316683853762,0.0834964147790274
SALTO,2020-08-04,2020-09-24,2020-10-29,1.06843953430839,2.28239958127838,7.94066475208081
MAUÁ,2020-08-04,2020-10-28,2020-12-31,2.52754860537701,4.43511830972179,11.7140851633792
LINDÓIA,2020-08-04,2020-10-15,2020-12-25,0.0458847483139986,0.0674771340779778,0.178819374800533
VÁRZEA PAULISTA,2020-08-04,2020-08-04,2020-12-24,0.662977183459113,0.828721479323889,1.6042805926657
CABRÁLIA PAULISTA,2020-08-04,2020-08-04,2020-08-08,0.0181076105981049,0.0208933968439672,0.024692196270143
MIGUELÓPOLIS,2020-08-04,2020-08-04,2020-10-13,0.131474831091363,0.151701728182342,0.197849108627663
TUPI PAULISTA,2020-08-04,2020-10-13,2020-11-25,0.0725784299691656,0.229621883261399,0.841728839014806
IACRI,2020-08-04,2020-08-04,2020-12-18,0.00111346733968519,0.00133347070924273,0.00172257196223694
ARTUR NOGUEIRA,2020-08-04,2020-10-04,2020-11-12,0.148836457659987,0.39394744222504,1.42915458439597
ARUJÁ,2020-08-04,2020-09-27,2020-11-28,0.82103756883275,1.05387315687268,2.72473004809297
GUARAREMA,2020-08-04,2020-10-13,2020-11-27,0.262004300047778,0.778898993090685,2.84203463552268
TUIUTI,2020-08-04,2020-11-03,2020-12-31,0.021368365119201,0.0572242875195999,0.159823579304712
BROTAS,2020-08-04,2020-08-04,2020-08-15,0.0204122155833182,0.0235525564422903,0.0278348394317975
ARARAS,2020-08-04,2020-08-04,2020-11-13,1.07118913910085,1.33898642387607,2.92686564574916
SÃO JOÃO DAS DUAS PONTES,2020-09-11,2020-10-11,2020-12-21,0.00294995551053834,0.0443909278509076,0.156134218611911
ALVINLÂNDIA,2020-08-04,2020-08-04,2020-10-27,0.0111346733968519,0.0139183417460649,0.0213292735296671
INÚBIA PAULISTA,2020-08-04,2020-08-04,2020-08-11,0.0011134673396852,0.00128477000732907,0.00151836455411618
PIRANGI,2020-08-04,2020-09-19,2020-11-13,0.102587236638117,0.135561118724018,0.344976514729108
GABRIEL MONTEIRO,2020-08-04,2020-08-04,2020-10-08,0.0125737332997229,0.0145081538073724,0.0171459999541672
TEJUPÁ,2020-09-28,2020-10-15,2020-11-12,0.0120987852463927,0.0921352311187558,0.361998407262057
ÁGUAS DE SÃO PEDRO,2020-08-04,2020-08-04,2020-08-09,0.0132906980348153,0.0153354208094023,0.0181236791383845
SERRANA,2020-08-04,2020-08-04,2020-09-30,0.45888951628082,0.529487903400948,0.700059104538141
VALINHOS,2020-08-04,2020-08-04,2020-11-08,1.35352494455521,1.69190618069401,2.98841675104967
ROSANA,2020-08-04,2020-11-01,2020-12-27,0.0518417356922613,0.183406284850387,0.651615000096577
GUATAPARÁ,2020-08-04,2020-11-04,2020-12-31,0.00952951457944497,0.0130016778768507,0.0292041858107828
PORANGABA,2020-08-04,2020-11-24,2020-12-31,0.00917138718605312,0.0120677919882627,0.0256848921300192
SÃO FRANCISCO,2020-08-04,2020-09-21,2020-10-17,0.0191406819515553,0.0607362289458383,0.239285510345802
SANDOVALINA,2020-08-04,2020-10-06,2020-11-14,0.0272597490496059,0.0722671850243319,0.259713605976861
RANCHARIA,2020-08-04,2020-09-18,2020-10-14,0.308267906272611,0.747883081987633,2.77451189825742
CESÁRIO LANGE,2020-08-04,2020-10-09,2020-11-04,0.0554773505449218,0.346181844063619,1.5049881367747
LARANJAL PAULISTA,2020-08-04,2020-10-03,2020-11-18,0.0965371073052337,0.210357920204933,0.690528433656752
RIBEIRÃO DO SUL,2020-08-04,2020-10-22,2020-12-07,0.0122053150696262,0.0445254457562912,0.161748989418653
MIRA ESTRELA,2020-08-04,2020-08-04,2020-10-01,0.0130018686409663,0.0162523358012079,0.0218213479193936
MORUNGABA,2020-09-08,2020-10-04,2020-10-28,0.0599568039531917,0.399585076643935,1.59189191560798
CORUMBATAÍ,2020-08-04,2020-08-30,2020-10-24,0.0532474985095144,0.0634630831162433,0.137656662994406
SANTA ERNESTINA,2020-08-04,2020-08-04,2020-08-15,0.0171300420397893,0.0197654331228338,0.0233591482360763
BARBOSA,2020-08-04,2020-09-17,2020-10-13,0.0624815441679571,0.153983831637016,0.593368666250548
COLINA,2020-08-04,2020-10-31,2020-12-30,0.0447594181275637,0.134360707272559,0.450302406207271
GUZOLÂNDIA,2020-08-04,2020-08-04,2020-08-16,0.0140912528358961,0.0165386074254708,0.0201823022628349
PARAÍSO,2020-08-04,2020-09-26,2020-11-01,0.0434729967490439,0.103928126347314,0.373449252120643
TARUMÃ,2020-08-04,2020-11-08,2020-12-31,0.0302226849343124,0.0712905098532106,0.19376021528246
ITAPECERICA DA SERRA,2020-08-04,2020-08-04,2020-11-06,1.51304917884553,1.76399347096088,2.28557571366844
QUATÁ,2020-08-04,2020-08-04,2020-09-22,0.0213094220236001,0.0266367775295002,0.0339462823926562
FRANCO DA ROCHA,2020-08-04,2020-10-15,2020-12-05,0.571203732924332,1.45860961526718,5.0713337029398
URU,2020-09-17,2020-10-19,2020-11-26,0.00231533159679076,0.0152777570917821,0.0557811562996902
ÁGUAS DE LINDÓIA,2020-09-14,2020-10-12,2020-11-09,0.0804431397937888,0.572618205382153,2.19700883645719
PIRAJUÍ,2020-08-04,2020-09-25,2020-10-21,0.094210225769161,0.435381969806528,1.6058084743138
SEVERÍNIA,2020-08-04,2020-09-08,2020-10-12,0.108724984492863,0.142789382964505,0.219369782330201
ITAJOBI,2020-08-04,2020-10-01,2020-11-18,0.0995225013082157,0.196930479539164,0.669521486847813
PEDRANÓPOLIS,2020-08-04,2020-09-24,2020-11-14,0.0182538549885489,0.0293954590635812,0.0809636135986773
BILAC,2020-08-04,2020-10-02,2020-11-23,0.0445964924916273,0.0828531306149958,0.25988762231492
SANTO ANTÔNIO DO JARDIM,2020-08-04,2020-10-06,2020-11-08,0.0196776677840038,0.10303543720188,0.386182330661384
SEBASTIANÓPOLIS DO SUL,2020-08-04,2020-08-04,2020-08-16,0.00941514625725154,0.0114151131697955,0.0139867553143538
MARINÓPOLIS,2020-08-04,2020-09-30,2020-11-11,0.0127297475589663,0.0296019882937217,0.0984682448046419
PIRACICABA,2020-08-04,2020-08-04,2020-09-05,3.42663222729982,3.95380641611519,4.87620390854477
CAJAMAR,2020-08-04,2020-10-07,2020-11-23,0.661488044665617,1.6231139648491,5.74767934870533
LINS,2020-08-04,2020-09-06,2020-09-29,0.780045151440959,1.57404371416692,5.45825603484695
NEVES PAULISTA,2020-08-04,2020-09-15,2020-11-04,0.081902165145989,0.104444583233532,0.240497255443415
TAMBAÚ,2020-08-04,2020-09-22,2020-10-29,0.36807336950353,0.806743232870609,2.58159424020315
GUAREÍ,2020-08-04,2020-10-01,2020-11-15,0.113306755618295,0.237598483515464,0.839578156192054
IPIGUÁ,2020-08-04,2020-08-04,2020-09-29,0.0560425372455446,0.070053171556931,0.0967858715940206
ARAPEÍ,2020-09-20,2020-10-24,2020-11-27,0.00804753246924395,0.051602957343257,0.203144166114257
POTIRENDABA,2020-08-04,2020-08-04,2020-09-29,0.122997770536786,0.141920504465523,0.177687803804162
CÂNDIDO MOTA,2020-08-04,2020-10-31,2020-12-31,0.0729718774400832,0.153445227569499,0.411645970478254
ITAJU,2020-08-04,2020-08-04,2020-09-04,0.0182722252399058,0.0212488029253998,0.0270043341271402
ARARAQUARA,2020-08-04,2020-10-09,2020-11-17,0.219666009544003,0.656792317044943,2.4891207556739
PORTO FERREIRA,2020-08-04,2020-09-16,2020-10-13,0.759502951207935,1.88677753300361,6.57605109422968
BERTIOGA,2020-08-04,2020-08-04,2020-11-07,0.565154091258297,0.70644261407287,1.34314499791779
SÃO PEDRO DO TURVO,2020-08-04,2020-08-04,2020-10-11,0.0929745228637138,0.116218153579642,0.173816148457833
ITATINGA,2020-08-04,2020-08-04,2020-08-17,0.160350218886804,0.185019483330928,0.218659389391097
PACAEMBU,2020-09-16,2020-10-21,2020-11-24,0.168727730528273,1.10372912642342,4.15143315591149
RIBEIRA,2020-08-04,2020-11-05,2020-12-31,0.011103557343441,0.0195291714622681,0.0488971095613664
CAIEIRAS,2020-08-04,2020-08-04,2020-09-02,0.740421818572372,0.854332867583509,1.00966611623505
CASTILHO,2020-08-04,2020-10-15,2020-12-11,0.0864057042025279,0.19469623239352,0.627002186732298
PRAIA GRANDE,2020-08-04,2020-10-02,2020-12-01,2.35126646595433,3.47569891364617,9.8766847760719
LEME,2020-08-04,2020-09-12,2020-11-17,0.888051951654745,1.06597728080285,2.22659919094227
CABREÚVA,2020-08-04,2020-09-27,2020-11-25,0.640434794926762,0.941067147903944,2.59754286606884
