Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-06,2020-08-02,2020-08-27,0.10250101461039,0.14207952725176,0.625538280015181
AURIFLAMA,2020-07-06,2020-07-06,2020-07-06,0.0802864119727018,0.0881477898116955,0.0974906431097093
IPAUSSU,2020-08-06,2020-08-14,2020-09-08,0.0997577234293607,0.172163766765461,0.889963406318969
HORTOLÂNDIA,2020-07-06,2020-07-06,2020-10-19,1.06690846512438,1.13803569613268,1.5651044635344
BARRA DO TURVO,2020-09-04,2020-09-20,2020-11-27,0.0172144628127993,0.0287503753844286,0.14987770085563
APARECIDA,2020-08-28,2020-09-11,2020-10-26,0.132561940282967,0.222696682390878,1.28842481780821
OSASCO,2020-07-06,2020-07-06,2020-10-09,8.23291368063451,8.99173212471169,9.89766462071361
BARUERI,2020-07-06,2020-07-06,2020-10-24,3.23009104898691,3.44543045225271,5.19685025411025
ÁLVARO DE CARVALHO,2020-07-06,2020-10-01,2020-11-14,0.0019801362664591,0.00307038406456939,0.0107546699195917
SABINO,2020-07-06,2020-07-09,2020-07-18,0.00094165141788416,0.000987796155597742,0.00119732885737811
TARABAI,2020-08-17,2020-08-29,2020-10-05,0.0399289400416296,0.0634385684005967,0.357888133239245
BARÃO DE ANTONINA,2020-07-06,2020-07-06,2020-07-07,0.00880920550038197,0.00967177353896104,0.010696892393321
ESTRELA DO NORTE,2020-07-06,2020-07-06,2020-07-07,0.00879699555047557,0.00965836803145963,0.0106820660255775
PARANAPUÃ,2020-08-12,2020-08-23,2020-09-26,0.023338359642429,0.041169975567462,0.205900486382854
RUBIÁCEA,2020-07-06,2020-07-06,2020-07-07,0.0379305883335599,0.0416446251078876,0.0460585715478941
MORRO AGUDO,2020-07-06,2020-07-06,2020-07-06,0.201358627283248,0.2210749928714,0.24450690455823
RIO GRANDE DA SERRA,2020-07-06,2020-07-06,2020-11-03,0.254224941724942,0.272575591993382,0.565761647701393
LAGOINHA,2020-09-02,2020-09-15,2020-11-20,8.44974313617444e-07,5.25448117287828e-06,5.33488051382078e-05
PRESIDENTE BERNARDES,2020-08-06,2020-08-15,2020-09-12,0.0992812630999627,0.164346527057835,0.849145514018709
SALTO,2020-07-06,2020-08-29,2020-11-20,0.276237566870702,0.320818709661268,1.18236172400941
MAUÁ,2020-07-06,2020-07-06,2020-10-09,2.53163587412863,2.86918732401244,3.07412927572761
LINDÓIA,2020-07-06,2020-07-06,2020-07-07,0.00690964459178167,0.00758621395806029,0.00839028271859202
VÁRZEA PAULISTA,2020-07-06,2020-07-06,2020-10-28,0.988015082143818,1.12916009387865,3.34313993876043
CABRÁLIA PAULISTA,2020-07-06,2020-08-10,2020-09-13,0.0269379058441558,0.0338075747372938,0.151801215648806
MIGUELÓPOLIS,2020-07-06,2020-08-29,2020-12-11,0.0482871273138334,0.051877362696652,0.133575883364717
TUPI PAULISTA,2020-08-31,2020-09-08,2020-10-17,0.100774110702405,0.189168315491204,1.09000561901048
IACRI,2020-07-06,2020-07-06,2020-07-07,0.00425226946966078,0.00466863752189839,0.00516347007030237
