DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-07-05,2020-07-05,2020-09-29,195.844634881845,221.957252866096,256.104522537795,Grande São Paulo
II,2020-07-05,2020-08-29,2020-09-25,2.73835659628753,4.08863154370175,8.37724068312832,Araçatuba
III,2020-07-05,2020-09-17,2020-10-06,1.30632590497361,1.63422495683712,4.14342014157023,Araraquara
IV,2020-07-05,2020-07-05,2020-07-05,18.9182171008232,21.4406460475998,24.7392069779997,Baixada Santista
IX,2020-07-05,2020-09-14,2020-10-02,2.16544556453028,5.38829961387299,15.1892283594711,Marília
V,2020-07-05,2020-09-06,2020-09-25,2.65702270336254,4.84912436930603,14.675727357782,Barretos
VI,2020-07-05,2020-09-03,2020-09-27,5.19404685830162,7.98652371996914,23.280742194255,Bauru
VII,2020-07-05,2020-08-04,2020-10-03,28.2118244283628,34.0021387914123,85.8585654379949,Campinas
VIII,2020-07-05,2020-10-07,2020-11-06,1.26621239103188,1.47338954964981,3.84632734460695,Franca
X,2020-07-05,2020-07-05,2020-09-29,8.27157192442542,8.82301005272038,10.5584415530228,Piracicaba
XI,2020-08-10,2020-09-08,2020-09-25,2.65344541937301,8.9134166333385,24.582659614758,Presidente Prudente
XII,2020-07-05,2020-09-01,2020-09-18,1.0372088440792,1.59622023072885,4.37116369822533,Registro
XIII,2020-07-05,2020-07-30,2020-09-23,9.14753231061104,10.8564119730329,21.026974388368,Ribeirão Preto
XIV,2020-07-05,2020-07-05,2020-07-16,2.12983497157823,2.34478447120034,2.7055205436927,São João da Boa Vista
XV,2020-07-05,2020-08-15,2020-09-17,8.67652941324462,11.1231364459596,26.8682230365216,São José do Rio Preto
XVI,2020-07-05,2020-09-02,2020-09-22,12.9492060023949,20.7139017667911,58.9612242855878,Sorocaba
XVII,2020-07-05,2020-09-22,2020-10-20,7.16270101278056,11.3030948043927,33.5009315819957,Taubaté
