DRS,Date,Infimo,Mediana,Sup,Regiao
I,2020-07-04,202868.571428571,202868.571428571,202868.571428571,Grande São Paulo
I,2020-07-05,207244.551394634,207249.098680126,207612.031378063,Grande São Paulo
I,2020-07-06,211536.518820412,211579.654812843,212262.731401293,Grande São Paulo
I,2020-07-07,215761.031057363,215876.689962713,216849.917779005,Grande São Paulo
I,2020-07-08,219930.096238673,220149.557550971,221387.773671077,Grande São Paulo
I,2020-07-09,224052.673086988,224403.587096555,225883.316561885,Grande São Paulo
I,2020-07-10,197515.894018722,228641.735670357,240754.405898184,Grande São Paulo
I,2020-07-11,201021.233980341,232865.299185341,245373.05187122,Grande São Paulo
I,2020-07-12,204500.700501963,237074.450259313,249951.56259559,Grande São Paulo
I,2020-07-13,207957.417898123,241268.695726212,254488.659596834,Grande São Paulo
I,2020-07-14,211394.020816196,245446.909051244,258982.1029915,Grande São Paulo
I,2020-07-15,214812.788885034,249607.520973048,263432.261934519,Grande São Paulo
I,2020-07-16,218215.819434783,253747.547536538,267863.484332896,Grande São Paulo
I,2020-07-17,221605.100233264,257868.164716218,272255.192931222,Grande São Paulo
I,2020-07-18,224982.488467853,261966.572799421,276670.076344399,Grande São Paulo
I,2020-07-19,228349.719446664,266041.013623793,281077.427369509,Grande São Paulo
I,2020-07-20,231708.442937093,270089.644949063,285470.728325761,Grande São Paulo
I,2020-07-21,235060.186407828,274110.138813031,289851.551298549,Grande São Paulo
I,2020-07-22,238406.369086568,278099.81359542,294221.332922966,Grande São Paulo
I,2020-07-23,241748.390376126,282056.394367122,298581.510042214,Grande São Paulo
I,2020-07-24,245087.646844298,285978.098492522,302933.541540924,Grande São Paulo
I,2020-07-25,248183.584312264,289863.080256509,307278.809837064,Grande São Paulo
I,2020-07-26,251203.417773036,293709.309218991,311618.59256184,Grande São Paulo
I,2020-07-27,254195.696619898,297565.272447117,315954.091837347,Grande São Paulo
I,2020-07-28,257160.978922367,301418.407593108,320286.358260412,Grande São Paulo
I,2020-07-29,260099.39821851,305356.66893811,324619.460397492,Grande São Paulo
I,2020-07-30,263011.581044187,309263.431448934,328986.061819719,Grande São Paulo
I,2020-07-31,265898.762069336,312891.307071344,333357.652001609,Grande São Paulo
I,2020-08-01,268762.074324004,316479.154649365,337735.501007593,Grande São Paulo
I,2020-08-02,271602.373256009,320167.382328832,342120.62384911,Grande São Paulo
I,2020-08-03,274420.464627263,323808.378363204,346513.930825657,Grande São Paulo
I,2020-08-04,277216.613915938,327302.568320422,350915.848338315,Grande São Paulo
I,2020-08-05,279990.683037565,330851.436212364,355326.381539275,Grande São Paulo
I,2020-08-06,282743.003644519,334368.291064034,359745.769363967,Grande São Paulo
I,2020-08-07,285474.499743273,337853.587749977,364174.62786168,Grande São Paulo
I,2020-08-08,288185.999305344,341694.389521034,368613.448938735,Grande São Paulo
I,2020-08-09,290878.062826367,345609.852882128,373062.450182441,Grande São Paulo
I,2020-08-10,293551.205218005,349531.618836408,377521.731427945,Grande São Paulo
I,2020-08-11,296205.423823405,353412.546875063,381990.893014423,Grande São Paulo
I,2020-08-12,298840.335231551,357071.366691252,386469.106187907,Grande São Paulo
I,2020-08-13,301456.006520209,360642.788378551,390955.771087768,Grande São Paulo
I,2020-08-14,304053.084088688,363978.853482815,395450.673202948,Grande São Paulo
I,2020-08-15,306285.301145006,367272.767374062,399953.475238302,Grande São Paulo
I,2020-08-16,308359.955061102,370523.535103224,404463.567047768,Grande São Paulo
I,2020-08-17,310202.993061934,373730.201774796,408980.228257155,Grande São Paulo
I,2020-08-18,311989.289975851,376891.635948979,413502.248799835,Grande São Paulo
I,2020-08-19,313719.431700439,380006.594082039,418028.007791385,Grande São Paulo
I,2020-08-20,315394.293183362,383074.099899401,422556.12861819,Grande São Paulo
I,2020-08-21,317015.057648394,386093.523536405,427085.645332196,Grande São Paulo
I,2020-08-22,318582.89810585,389064.287794146,431615.494767707,Grande São Paulo
I,2020-08-23,320098.91591197,391985.790304488,436144.369078413,Grande São Paulo
I,2020-08-24,321564.236954097,394857.495226637,440670.881697818,Grande São Paulo
I,2020-08-25,322979.841941099,397678.74345856,445193.196123132,Grande São Paulo
I,2020-08-26,324346.638284795,400448.807925537,449709.111581109,Grande São Paulo
I,2020-08-27,325665.733975304,403167.212854256,454216.704189466,Grande São Paulo
I,2020-08-28,326938.456723783,405833.801542744,458714.498134923,Grande São Paulo
I,2020-08-29,328166.105268263,408448.479522159,463200.966362484,Grande São Paulo
I,2020-08-30,329349.901201698,411011.1444234,467674.387369915,Grande São Paulo
I,2020-08-31,330491.063722144,413521.761522358,472133.009785392,Grande São Paulo
I,2020-09-01,331590.680401364,415980.201004365,476574.695154552,Grande São Paulo
I,2020-09-02,332649.763726343,418386.283936539,480997.006639367,Grande São Paulo
I,2020-09-03,333669.457148695,420740.045108205,485397.822485255,Grande São Paulo
I,2020-09-04,334651.053948695,423041.790025039,489775.50533016,Grande São Paulo
I,2020-09-05,335595.806926231,425291.875764757,494128.420023779,Grande São Paulo
I,2020-09-06,336504.891894651,427490.649831281,498454.795669936,Grande São Paulo
I,2020-09-07,337379.46540208,429638.511552024,502752.883170886,Grande São Paulo
I,2020-09-08,338220.568180266,431735.775920886,507020.617070585,Grande São Paulo
I,2020-09-09,339029.169252723,433782.711470267,511255.702626,Grande São Paulo
I,2020-09-10,339806.31942737,435779.753530888,515456.188325678,Grande São Paulo
I,2020-09-11,340553.169175715,437727.55203483,519620.626580434,Grande São Paulo
I,2020-09-12,341270.825107407,439626.78884965,523747.616961186,Grande São Paulo
I,2020-09-13,341960.322914932,441434.733737032,527835.674547045,Grande São Paulo
I,2020-09-14,342622.671605453,443138.526251028,531883.375415826,Grande São Paulo
I,2020-09-15,343258.782271055,444792.925490225,535889.042005939,Grande São Paulo
