"Municipio","DRS","Minimo","Mediana","Máximo"
"TAIÚVA","Barretos",1.12445393248709,3.26373899400672,3.97358065495019
"NOVA EUROPA","Araraquara",1.94360731156847,2.15443732304448,2.40160163668747
"LUIZIÂNIA","Araçatuba",1.93938583241023,2.11697320504889,2.36311179424257
"BERTIOGA","Baixada Santista",1.84102913350103,2.03297546676904,2.35149105343782
"MOCOCA","São João da Boa Vista",1.67522473219503,1.84680404182475,2.10785864967533
"ROSEIRA","Taubaté",1.61548418186975,1.83854621305447,2.11134301820527
"CAPIVARI","Piracicaba",1.70840537158204,1.8286651868032,2.0946148542491
"PIACATU","Araçatuba",1.60203042994829,1.76863810403052,1.94340681209829
"JABORANDI","Barretos",1.59616236380362,1.72228613021882,1.88259002806303
"DOLCINÓPOLIS","São José do Rio Preto",1.51014951626365,1.71655393097938,1.94006925143404
"SÃO JOSÉ DO RIO PARDO","São João da Boa Vista",1.47673853518788,1.62532756514448,1.84378167395289
"SÃO JOÃO DA BOA VISTA","São João da Boa Vista",1.51756124796137,1.61432354606847,1.77577638621013
"ITAPIRA","São João da Boa Vista",1.50091661107498,1.6022383678897,1.82946308045588
"SERRA AZUL","Ribeirão Preto",1.45642280614004,1.58342311623177,1.73687045739174
"CABRÁLIA PAULISTA","Bauru",1.4438895291309,1.58201277131611,1.75225820265822
"UBIRAJARA","Marília",1.4121460793802,1.56721534169973,1.73241823096764
"TORRINHA","Bauru",1.41265599508554,1.54771156540396,1.68666846800401
"PORTO FERREIRA","Araraquara",1.38989250860736,1.50779232502745,1.71963945579298
"ONDA VERDE","São José do Rio Preto",1.34113478194401,1.50316128202054,1.63430147899613
"PIRASSUNUNGA","Piracicaba",1.40890855278081,1.50255659620583,1.70312489324798
"MONTE AZUL PAULISTA","Barretos",1.40238288276561,1.49289920040961,1.63852618456634
"BOITUVA","Sorocaba",1.35272543939902,1.45078954052555,1.6284971619958
"TAQUARITINGA","Araraquara",1.32238793978074,1.4138585286403,1.56255569698683
"ITOBI","São João da Boa Vista",1.12613680651167,1.40903184090531,1.59000261010826
"PALMEIRA DOESTE","São José do Rio Preto",1.27102396391495,1.38904062904764,1.49791530443354
"MONTE ALTO","Ribeirão Preto",1.27907050941878,1.3845725852534,1.4987196635931
"GUARATINGUETÁ","Taubaté",1.27179922052897,1.35877496760713,1.53748417825135
"BATATAIS","Ribeirão Preto",1.26665131320033,1.35467323462766,1.4750739447459
"SANTA ERNESTINA","Araraquara",1.24849746309141,1.34038762836068,1.46331392558016
"GUARANTÃ","Marília",1.24214729766644,1.32573504277166,1.43694584131901
"POTIM","Taubaté",1.21004185432538,1.31467603409229,1.43201715355006
"PONTES GESTAL","São José do Rio Preto",1.06289787690314,1.31031631434482,1.43807251152814
"JAÚ","Bauru",1.22281344743859,1.31019182917954,1.49789946463696
"BORBOREMA","Araraquara",1.22814400410356,1.30232239678008,1.4362389388947
"SANTA MARIA DA SERRA","Piracicaba",1.19457387900649,1.29194098844629,1.38635011974025
"MENDONÇA","São José do Rio Preto",1.19262555373522,1.29053706709171,1.41170470116404
"NOVO HORIZONTE","São José do Rio Preto",1.16827156395406,1.28735036510992,1.41187381634664
"HOLAMBRA","Campinas",1.16294684111591,1.26417250427012,1.37459430112006
"NIPOÃ","São José do Rio Preto",1.15777257950779,1.25929391127089,1.37934719077186
"GUAPIARA","Sorocaba",1.1637426122013,1.25443593012431,1.36363247951259
"DOURADO","Araraquara",1.17481536644001,1.25430306644924,1.38294555968022
"IBITINGA","Araraquara",1.15728012997184,1.25159444107813,1.39386202269115
"ANDRADINA","Araçatuba",1.15214493856449,1.24664176990486,1.36713073230787
"ELISIÁRIO","São José do Rio Preto",1.06000535489377,1.2461911844594,1.38766070141847
"AREIÓPOLIS","Bauru",1.15675548815803,1.24543399400899,1.3504483300523
"MOGI MIRIM","São João da Boa Vista",1.14335684749378,1.24260473476354,1.37458208790831
"BEBEDOURO","Barretos",1.15705526587999,1.24046735009828,1.36727663574729
"JAGUARIÚNA","Campinas",1.13559199983787,1.23421914873782,1.37654734167889
"PITANGUEIRAS","Ribeirão Preto",1.15347144560268,1.22515614822944,1.34162970466791
"TABATINGA","Araraquara",1.14706057413697,1.22022163636717,1.32937166178787
"ALAMBARI","Sorocaba",1.14770910058621,1.21693482623024,1.31563936994352
"GUARACI","Barretos",1.13770929235292,1.21589014440668,1.33881960435826
"MIGUELÓPOLIS","Franca",1.11398446141927,1.21564171993576,1.33906151492524
"FARTURA","Bauru",1.13519945430286,1.21381780892571,1.30860507175893
"SERRANA","Ribeirão Preto",1.11469378428276,1.21368862695355,1.35084321348708
"MACATUBA","Bauru",1.12838061674377,1.20861803462154,1.3660715288736
"GUARULHOS","Grande São Paulo",1.10636752846448,1.20718870158598,1.3247793324548
"CONCHAS","Bauru",1.12635715553881,1.20673751236288,1.30391641535219
"SEVERÍNIA","Barretos",1.10657617083062,1.19414386990749,1.33687046178227
"BRAGANÇA PAULISTA","Campinas",1.09779001174392,1.19148399544901,1.31339747124904
"CAFELÂNDIA","Bauru",1.11429633729632,1.19042988200966,1.29546787638089
"ESPÍRITO SANTO DO PINHAL","São João da Boa Vista",1.09801378282729,1.18380210039848,1.28768675470361
"SÃO JOAQUIM DA BARRA","Franca",1.08139969739674,1.1767610350509,1.28824554833268
"DIVINOLÂNDIA","São João da Boa Vista",1.0729877329552,1.17010547513161,1.27173654563873
"VARGEM GRANDE DO SUL","São João da Boa Vista",1.07259612812674,1.1689775651854,1.27742216768639
"ITAPEVA","Sorocaba",1.08420168937891,1.16494664067483,1.26872728074605
"PIRAJU","Bauru",1.08586428762918,1.16285063096223,1.26181975813461
"AGUAÍ","São João da Boa Vista",1.06004637643684,1.15919750087805,1.27272652512426
