date,median_cases,min_cases,max_cases,median_deaths,min_deaths,max_deaths
2020-09-18,922149,922149,922149,33598.5714285714,33598.5714285714,33598.5714285714
2020-09-19,927680.830357143,926363.727891157,930195.298701299,33781.8152639452,33746.008997263,33839.8329046122
2020-09-20,933042.779097098,930408.92441421,937992.072056671,33963.4023086722,33894.4886542109,34067.8636242083
2020-09-21,938258.247273754,934309.344016121,945574.195335284,34140.2678253466,34043.730091554,34283.6963994584
2020-09-22,943341.535896051,938081.238282847,952963.108966337,34321.5026597868,34193.4914652715,34495.4428470048
2020-09-23,948301.350776245,941735.492988009,960172.204296263,34505.5605196262,34343.5581332114,34722.3142024263
2020-09-24,953144.815573618,844026.97160471,1001634.58737126,34689.1246075574,31113.2285967124,36066.485901524
2020-09-25,957877.098760482,847101.655596573,1008756.41509732,34859.6006842699,31199.15667208,36311.3059649544
2020-09-26,962502.208483513,850090.288567277,1015716.0020407,35031.8278813374,31277.0503497434,36569.7936342139
2020-09-27,967023.34965935,852997.036211553,1022518.09130826,35202.0614780493,31348.2147995716,36832.5092689831
2020-09-28,971443.28981815,855825.566202161,1029166.77555239,35371.7357996693,31413.7121094946,37098.9255229689
2020-09-29,975764.156355401,858578.962516072,1035665.41258486,35530.8714091808,31474.4076212841,37368.5462640314
2020-09-30,979987.442906822,861259.759273938,1042016.68753935,35686.7714086491,31531.0071667577,37640.9025019288
2020-10-01,984115.63755858,863871.006402409,1048224.08882037,35854.9785880441,31584.0871123608,37915.5481046706
2020-10-02,988009.209714033,866415.498657908,1054290.82685966,36010.7422458646,31634.1203224749,38192.0653134063
2020-10-03,991705.272138485,868895.845104782,1060219.9330599,36155.4029912345,31681.4957867824,38470.0623845291
2020-10-04,995299.187014389,871314.45603538,1066014.23882655,36312.1287059487,31726.5345397569,38749.1718471261
2020-10-05,998795.128356011,873673.61783424,1071676.47471147,36459.9186740821,31769.5024565816,39029.0485915975
2020-10-06,1002196.96331751,875975.320015732,1077209.02660318,36628.6482147874,31810.6206741466,39309.3686256753
2020-10-07,1005508.24351245,878221.219603756,1082613.88147164,36792.144826498,31850.0737162257,39589.8262925571
2020-10-08,1008732.66001334,880413.462183003,1087893.76567367,36941.0662622098,31888.0159656171,39870.1311563022
2020-10-09,1011873.70037031,882554.035562365,1093051.22620217,37087.6483993798,31924.5782219351,40150.0127196967
2020-10-10,1014934.67691888,884644.810720441,1098088.6885551,37217.6669348798,31959.8719198195,40429.218706264
2020-10-11,1017918.72112526,886687.520489067,1103008.42516634,37354.5468673956,31993.9925960403,40707.5138076303
2020-10-12,1020828.81797375,888683.813645763,1107812.62849128,37488.9898809888,32027.0226487444,40984.6782618111
2020-10-13,1023667.73247709,890635.109154363,1112503.21105261,37621.002319902,32059.0336469638,41260.5069556698
2020-10-14,1026437.99649888,892542.563551493,1117081.76039481,37761.8167341339,32090.0879710816,41534.8072837777
2020-10-15,1029142.27082651,894407.739583768,1121550.46582715,37898.9981548422,32120.2400742727,41807.3967305412
2020-10-16,1031799.5645952,896232.075920027,1125911.37331164,38033.9168427158,32149.5385858393,42078.1067773457
2020-10-17,1034456.24925723,898016.919793751,1130166.4361057,38166.5610281114,32178.0271440435,42346.7816048837
2020-10-18,1037054.2555624,899763.507685186,1134317.4914923,38296.923044794,32205.7451248064,42613.2771770341
2020-10-19,1039595.39099413,901473.009089747,1138366.32310762,38424.9987363707,32232.7282000649,42877.4601809944
2020-10-20,1042081.2718596,903146.406492877,1142314.50411253,38550.7871239545,32259.0088591529,43139.2073900086
2020-10-21,1044513.30337274,904784.467859546,1146163.36321181,38674.2895054599,32284.616650654,43398.4040355768
2020-10-22,1046893.11708666,906388.299087527,1149914.73794047,38795.5084478769,32309.5783284922,43654.941952916
2020-10-23,1049222.22558912,907958.905678122,1153570.3723692,38914.9506224863,32333.9188588373,43908.7228182766
2020-10-24,1051502.04672298,909497.22066142,1157131.9599635,39038.5533181091,32357.661527295,44159.657191901
2020-10-25,1053733.8927033,911004.088216117,1160601.12453207,39158.3599201311,32380.8280753518,44407.6638717196
2020-10-26,1055919.00083435,912480.30057942,1163979.4699423,39263.1134252797,32403.4387863384,44652.6691238192
2020-10-27,1058058.45871925,913926.499890786,1167268.45463573,39365.7984827756,32425.5126153495,44894.6062485026
2020-10-28,1060153.18846091,915343.15574516,1170469.36250573,39466.4475546843,32447.0671502669,45133.4143584122
2020-10-29,1062204.31029198,916731.026044176,1173583.90773898,39565.0923625328,32468.1185416293,45369.0369660663
2020-10-30,1064212.8568576,918090.792445637,1176613.74683919,39661.7646480154,32488.6821800657,45601.424646051
2020-10-31,1066179.79468666,919423.085071333,1179560.51120421,39756.4960213688,32508.7726632962,45830.5343283645
2020-11-01,1068106.01547859,920728.468934526,1182425.7886037,39849.317880348,32528.4038142574,46056.3288384264
2020-11-02,1069992.3622139,922007.475451197,1185211.15995954,39940.2613010963,32547.5886761696,46278.77632888
2020-11-03,1071839.5684599,923260.522048619,1187918.09758582,40029.3570048842,32566.3395605368,46497.8499720576
2020-11-04,1073648.24558914,924487.893712074,1190547.93901499,40116.6351521701,32584.667969899,46713.527025803
2020-11-05,1075419.18500769,925690.128451862,1193102.36878655,40202.1250970616,32602.5845045018,46925.7877371073
2020-11-06,1077153.12065362,926867.712406681,1195583.02529147,40285.8560417079,32620.0993947403,47134.6174886381
2020-11-07,1078850.74728035,928021.101086932,1197991.5254844,40367.8569396847,32637.2224511885,47340.0062528758
2020-11-08,1080512.71271874,929150.707416115,1200329.44810802,40448.1564556581,32653.9630629644,47541.9482410115
2020-11-09,1082139.63913142,930256.927744786,1202598.36145117,40526.7828981357,32670.3301790997,47740.4414599165
2020-11-10,1083732.07288067,931340.075003441,1204799.74236467,40603.7642111586,32686.3323361983,47935.4874719907
2020-11-11,1085290.47330987,932400.362602393,1206934.95426228,40679.1278237407,32701.9775852154,48127.0906609237
2020-11-12,1086815.4626917,933438.225750271,1209005.63036085,40742.6695794671,32717.2734054118,48315.2573629429
2020-11-13,1088307.62813906,934454.065430519,1211013.36002733,40801.8866744654,32732.2271366288,48499.9975716252
2020-11-14,1089767.53634758,935448.265760757,1212959.70846689,40861.1051075811,32746.845928586,48681.3245037142
2020-11-15,1091195.72607237,936421.182806124,1214846.20291009,40919.3324502351,32761.1367313776,48859.254320796
2020-11-16,1092592.72470298,937373.165300265,1216674.35430837,40975.8620340267,32775.1062709707,49033.8057766888
2020-11-17,1093959.00630903,938304.498483674,1218445.59364348,41030.7354452703,32788.7610627325,49205.0000248534
2020-11-18,1095294.98133022,939215.389721588,1220161.25374309,41083.9935104155,32802.1073421819,49372.8600393391
2020-11-19,1096601.20245157,940106.235493644,1221822.87314331,41135.6759352837,32815.1509844067,49537.4099263261
2020-11-20,1097878.19950909,940977.406701259,1223431.94684626,41185.8222466546,32827.8978522377,49698.676273897
2020-11-21,1099126.4911206,941829.262812113,1224989.94146239,41234.4716211559,32840.3537439157,49856.6878090793
2020-11-22,1100346.57746727,942662.141712149,1226498.28365787,41281.6627986261,32852.5243758967,50011.4751793154
2020-11-23,1101538.95311706,943476.376315949,1227958.3768189,41327.4339588179,32864.4153530922,50163.0706745021
2020-11-24,1102704.07196232,944272.247645048,1229371.55073942,41371.8226826868,32876.0321708609,50311.5080753266
2020-11-25,1103842.33787312,945049.972383153,1230739.0464239,41414.8657213464,32887.3801497041,50456.8221996056
2020-11-26,1104954.27406581,945684.537196126,1232062.25638273,41456.5987162331,32898.4643606221,50599.0483594872
2020-11-27,1106040.38603646,946085.223541394,1233342.52734857,41497.0569527008,32909.2899058558,50738.2234298767
2020-11-28,1107101.17078312,946470.024507249,1234581.17204032,41536.2752311945,32919.8618685905,50874.3855800851
2020-11-29,1108137.11025378,946839.574280098,1235779.46005756,41581.0395507483,32930.1852930432,51007.5741038055
2020-11-30,1109148.68145175,947194.481641531,1236938.63126878,41625.038676446,32940.265154735,51137.8292016533
2020-12-01,1110116.79429466,947535.308095211,1238059.85667383,41667.860227128,32950.106357698,51265.1918633641
2020-12-02,1110986.88904629,947862.560767611,1239276.04630964,41709.5325882106,32959.7136771444,51389.703514219
2020-12-03,1111834.19720264,948176.808409466,1240489.13209265,41750.0834588147,32969.0916944447,51511.40558887
2020-12-04,1112659.29434151,948478.58885504,1241666.94389751,41789.5401830685,32978.2450265727,51630.3403776055
2020-12-05,1113462.74037991,948768.415491271,1242810.48196481,41827.9296950282,32987.1782820533,51746.5508186287
2020-12-06,1114245.07371543,949046.773843427,1243920.68456516,41865.2784921157,32995.8960425182,51860.080367763
2020-12-07,1115006.82051773,949314.128705453,1244998.4646923,41901.6125948938,33004.402836395,51970.9728307048
2020-12-08,1115748.46907457,949570.908000234,1246044.60941728,41936.957535965,33012.7031350477,52079.2722741074
2020-12-09,1116417.67378889,949817.49740634,1247059.7532114,41971.3382827627,33020.8013042009,52185.0227528932
2020-12-10,1117033.41011828,950054.32814998,1248044.86142599,42004.7791387789,33028.7015485338,52288.2679784899
2020-12-11,1117715.26795843,950281.807289425,1249000.83655474,42037.3040103859,33036.4080998149,52389.0519915249
2020-12-12,1118379.09880211,950500.322720381,1249928.54447512,42068.9363693202,33043.9251790096,52487.4190041428
2020-12-13,1119025.37067896,950710.240667357,1250828.79699823,42099.6992372953,33051.2569794402,52583.4133031831
2020-12-14,1119654.53940141,950911.91118299,1251702.38167327,42129.6151594883,33058.4076436128,52677.0791238804
2020-12-15,1120267.0273368,951105.656148439,1252549.98136131,42158.7062007559,33065.3812587138,52768.4605859011
2020-12-16,1120863.21701876,951291.765146949,1253372.15245431,42187.7889106758,33072.1818153714,52857.6014861472
