DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-08-24,2020-08-24,2020-08-24,69.6729892460899,91.6450267044129,145.679886605456,Grande São Paulo
II,2020-08-24,2020-08-24,2020-08-24,2.31707828835152,3.04779088582191,4.84480005746235,Araçatuba
III,2020-08-24,2020-08-24,2020-08-24,1.63956670461101,2.15661960328738,3.42818492782308,Araraquara
IV,2020-08-24,2020-08-24,2020-08-24,8.26670156855471,10.8736842527555,17.284921461523,Baixada Santista
IX,2020-08-24,2020-08-24,2020-08-24,1.59174890842485,2.09372201189869,3.32820226307007,Marília
V,2020-08-24,2020-08-24,2020-08-24,1.95268798326066,2.56848664464845,4.0828930559087,Barretos
VI,2020-08-24,2020-08-24,2020-08-24,3.75353655401057,4.93724987904997,7.84830370384049,Bauru
VII,2020-08-24,2020-08-24,2020-08-24,19.4219313503722,25.5468214657676,40.6094928235061,Campinas
VIII,2020-08-24,2020-08-24,2020-08-24,2.01850792787698,2.65506353258331,4.22051657647015,Franca
X,2020-08-24,2020-08-24,2020-08-24,6.32346930880385,8.31763528363865,13.2217994638625,Piracicaba
XI,2020-08-24,2020-08-24,2020-08-24,2.18179805079393,2.86984874328287,4.5619413789328,Presidente Prudente
XII,2020-08-24,2020-08-24,2020-08-24,1.18435846466238,1.55785713080589,2.47638588065767,Registro
XIII,2020-08-24,2020-08-24,2020-08-24,8.32001659488162,10.9438126779081,17.3963983347529,Ribeirão Preto
XIV,2020-08-24,2020-08-24,2020-08-24,1.98817558940127,2.61516560370593,4.15709441420262,São João da Boa Vista
XV,2020-08-24,2020-08-24,2020-08-24,9.86704675026704,12.9787134541916,20.6310977505592,São José do Rio Preto
XVI,2020-08-24,2020-08-24,2020-08-24,5.47595559147476,7.20285008355751,11.4497253276289,Sorocaba
XVII,2020-08-24,2020-08-24,2020-08-24,8.0930775407885,10.6453062423768,16.921889403466,Taubaté
