Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,5,17,19,16,7,0.5,0.139557701057729,0.889057536232057,0.833333333333333,0.800048926710275,1.0162975195579,0.912267941202463,1.01890283482045
2,4,5,17,22,16,7,1.5,0.13767976145004,0.88981304179593,0.833333333333333,0.800047968801339,1.01629733641682,0.912270527672587,1.01890060286078
3,5,5,17,15,15,6.2,1,0.167831551986269,0.886909650359341,0.9,0.802099093933634,1.0182682877394,0.915597029665129,1.02018620782806
4,5,5,17,26,14,6.71428571428572,0.25,0.147702104534882,0.880960290020493,0.857142857142857,0.807236170425349,1.02199682533945,0.913585344549826,1.01932354237554
5,4,5,17,7,17,7.4,0.25,0.127821942043411,0.875380204900792,0.8,0.797561613950352,1.01485783925851,0.910810827465814,1.01842379534018
6,4,6,17,18,17,7.375,2.5,0.126708930959139,0.847648568704425,0.875,0.799395302291341,1.01517201079554,0.91527581673065,1.02008918249706
7,5,5,17,10,17,6.2,0.5,0.170005975797505,0.887249597341196,0.9,0.795424769052611,1.01393736105603,0.915595838037122,1.02018722907566
8,4,6,17,19,17,7.1,0.25,0.142229806184429,0.854521007540706,0.9,0.798924358525704,1.01508237148371,0.916383927148601,1.0205037675984
9,4,5,17,15,17,7,2,0.136759617664359,0.889434146960865,0.833333333333333,0.796830116596976,1.01471578481588,0.912271815578523,1.01889949062246
10,4,5,17,13,13,6.5,0.25,0.158154489024279,0.897336793088981,0.875,0.81148281205263,1.02526911476029,0.91417081001071,1.01957541650644
11,5,5,17,28,17,6.33333333333333,0.5,0.16348341095839,0.885943947383843,0.888888888888889,0.795655522281821,1.01411770317345,0.915063070942726,1.01999096732057
12,4,6,17,24,15,7.57142857142857,1.5,0.122024414057951,0.842516779264896,0.857142857142857,0.806981849638103,1.0207193489328,0.914498663351703,1.01989831911056
13,4,6,17,8,18,7.375,0.5,0.130156177901435,0.848193737759365,0.875,0.796393091204019,1.01397093122416,0.915270818351971,1.02009040033262
