"Municipio","DRS","Minimo","Mediana","Máximo"
"ADAMANTINA","Marília",2.39138249916433,4.76599757962671,8.60058710670642
"PRESIDENTE VENCESLAU","Presidente Prudente",2.48810110411382,4.24293753076239,7.81814734074104
"GUAIÇARA","Bauru",2.44492191525294,4.23717116197016,7.54889313259092
"JACUPIRANGA","Registro",2.04194821416035,3.7966827435194,6.52151082131373
"GUAREÍ","Sorocaba",1.83067681850646,3.3079017348721,5.61271621483366
"TAPIRAÍ","Sorocaba",1.79032698260488,3.17273827505338,5.24235762944169
"MIRANDÓPOLIS","Araçatuba",1.84035427046031,2.92558910005949,5.36777747636774
"JUQUIÁ","Registro",1.65018447210268,2.90177297510559,4.44301736521761
"ANGATUBA","Sorocaba",1.64365344902756,2.89523183546404,4.91068824114897
"ÁLVARES MACHADO","Presidente Prudente",1.67228190702997,2.81690983897579,5.04485209087782
"SOROCABA","Sorocaba",1.635057310258,2.81059079024917,4.421527503685
"SERTÃOZINHO","Ribeirão Preto",1.61191300134973,2.77495242130234,4.48457419746301
"LINS","Bauru",1.59676768031385,2.76822862718459,4.42768568447834
"NAZARÉ PAULISTA","Campinas",1.61183319754428,2.7255437188477,4.14194320432767
"SANTA FÉ DO SUL","São José do Rio Preto",1.62330383649321,2.68359992210409,4.79026058625454
"REGISTRO","Registro",1.58545781191175,2.65846268703763,4.43413401838481
"INDAIATUBA","Campinas",1.57603628072808,2.65838601326626,4.27441983418597
"JARINU","Campinas",1.53120220323133,2.56782013260991,4.06717647444734
"MOCOCA","São João da Boa Vista",1.58480988388483,2.56355960216279,4.34675677049433
"SALTO DE PIRAPORA","Sorocaba",1.54410212320052,2.52078026584771,4.20121437458518
"URÂNIA","São José do Rio Preto",1.54680494426161,2.46291858815879,4.04242253424631
"SANTA GERTRUDES","Piracicaba",1.58075935029777,2.43931477104005,3.85229020410503
"PIEDADE","Sorocaba",1.49238624326862,2.41373007002656,3.88337508368639
"JAGUARIÚNA","Campinas",1.45816833920971,2.38772348331111,3.81640413269584
"MONTE APRAZÍVEL","São José do Rio Preto",1.50598968202103,2.3872334764587,4.02354167725075
