Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-19,2020-08-01,2020-08-21,0.0737143965413551,0.141619385199893,0.636595566558533
AURIFLAMA,2020-06-30,2020-08-06,2020-09-26,0.0784522750381291,0.105345138646975,0.375391560450975
IPAUSSU,2020-08-10,2020-08-27,2020-09-27,0.0475179867668449,0.113424351796874,0.512143228406863
HORTOLÂNDIA,2020-06-30,2020-08-14,2020-09-17,1.10462580742706,1.87282117107905,7.79928970392848
BARRA DO TURVO,2020-06-30,2020-06-30,2020-07-18,0.00395087330389554,0.00436477431668458,0.00527046767038031
APARECIDA,2020-08-29,2020-09-27,2020-11-14,0.0438921053981032,0.13120120946876,0.707965915288057
OSASCO,2020-06-30,2020-06-30,2020-07-15,8.06770423276146,9.14339813046297,10.5794606080066
BARUERI,2020-06-30,2020-06-30,2020-07-23,2.67510696176669,2.97462323087582,3.5587707825585
ÁLVARO DE CARVALHO,2020-08-05,2020-08-12,2020-08-31,0.0393808923525483,0.088045634408364,0.432396452850838
SABINO,2020-06-30,2020-06-30,2020-07-03,0.00167579825126807,0.00186308635836241,0.00214971502887962
TARABAI,2020-08-12,2020-08-29,2020-09-26,0.0357401805462394,0.0850457408144332,0.40319751913991
BARÃO DE ANTONINA,2020-06-30,2020-08-07,2020-09-28,0.013723627193294,0.0179043173877368,0.0599559376985286
ESTRELA DO NORTE,2020-06-30,2020-06-30,2020-07-02,0.0166293503808861,0.0188465970983376,0.021746073575005
PARANAPUÃ,2020-08-05,2020-08-17,2020-09-13,0.0222979590179184,0.0460525791803122,0.264428091188212
RUBIÁCEA,2020-06-30,2020-07-28,2020-08-20,0.0327770729929669,0.0553688472183218,0.198532675402038
MORRO AGUDO,2020-06-30,2020-08-02,2020-08-31,0.230864299579769,0.337243976698129,1.13682262434721
RIO GRANDE DA SERRA,2020-06-30,2020-08-09,2020-10-11,0.243495077355837,0.308233924800236,1.01130573972011
LAGOINHA,2020-08-22,2020-09-12,2020-10-12,7.05065891220757e-07,1.16295625620344e-05,5.74511761206827e-05
PRESIDENTE BERNARDES,2020-08-02,2020-08-17,2020-09-11,0.0775418988579051,0.172491131010323,0.808926962434136
SALTO,2020-08-04,2020-08-22,2020-09-23,0.404007735130115,0.857802252533148,3.56314329797445
MAUÁ,2020-06-30,2020-06-30,2020-07-07,2.3351283647464,2.64647881337925,3.05362940005296
LINDÓIA,2020-08-27,2020-09-26,2020-11-21,0.0134033140366715,0.0336655186595461,0.163094064532039
VÁRZEA PAULISTA,2020-06-30,2020-08-02,2020-10-09,0.803191363010118,0.988543216012456,2.78695141811687
CABRÁLIA PAULISTA,2020-06-30,2020-08-06,2020-09-09,0.0182506418778352,0.0291428932987782,0.114011793702376
MIGUELÓPOLIS,2020-08-02,2020-08-13,2020-08-31,0.123939018635078,0.292339704827787,1.38504552465226
TUPI PAULISTA,2020-08-11,2020-08-16,2020-09-15,0.151335662397628,0.365738602460481,1.96427228782301
IACRI,2020-08-27,2020-09-26,2020-12-04,0.00733809715528594,0.0178259603800254,0.0651403574406659
ARTUR NOGUEIRA,2020-06-30,2020-09-16,2020-12-03,0.0754316496655729,0.163320026644582,0.65307165371236
ARUJÁ,2020-06-30,2020-06-30,2020-09-28,0.836305556613475,1.0292991466012,2.10723493711203
GUARAREMA,2020-06-30,2020-08-10,2020-10-04,0.285576923076924,0.357496187884474,1.04395158469244
TUIUTI,2020-06-30,2020-06-30,2020-07-02,0.00652090309101149,0.00739035683647969,0.00852733481132272
BROTAS,2020-06-30,2020-09-30,2020-12-23,0.0125092941204328,0.0174480487733798,0.0344209183493005
ARARAS,2020-06-30,2020-08-17,2020-09-25,0.389014311975313,0.607411724660873,2.51124259609702
SÃO JOÃO DAS DUAS PONTES,2020-06-30,2020-06-30,2020-07-02,0.0299653370583062,0.033960715332747,0.0391854407685543
ALVINLÂNDIA,2020-08-11,2020-09-02,2020-10-09,5.52010804152702e-07,7.90049191397597e-06,3.27589844016164e-05
INÚBIA PAULISTA,2020-08-23,2020-09-06,2020-09-24,1.54277186639545e-06,2.44073444780848e-05,0.000116794894706806
PIRANGI,2020-06-30,2020-08-04,2020-09-01,0.0710671265307505,0.115105051157914,0.4416380210243
GABRIEL MONTEIRO,2020-07-29,2020-08-15,2020-09-11,0.0155428886636069,0.0343701469292559,0.141576806468893
TEJUPÁ,2020-06-30,2020-08-17,2020-10-08,0.0134402619166265,0.0204333412590806,0.0733293977664085
ÁGUAS DE SÃO PEDRO,2020-06-30,2020-06-30,2020-10-14,0.0102194571808904,0.0116031409503345,0.0137911087765452
SERRANA,2020-06-30,2020-08-18,2020-09-25,0.421768707482993,0.689868312076895,3.12140629520763
VALINHOS,2020-06-30,2020-06-30,2020-09-15,0.361655120763901,0.413320138015887,0.58819769835938
ROSANA,2020-08-02,2020-08-13,2020-08-29,0.165082030965193,0.37485422573563,1.85957609630821
GUATAPARÁ,2020-08-09,2020-08-29,2020-09-30,0.0284329549639072,0.0558769596347605,0.316090845958261
PORANGABA,2020-08-24,2020-09-16,2020-10-26,0.0173509359050479,0.0441170490125266,0.265284493395896
SÃO FRANCISCO,2020-07-11,2020-07-13,2020-07-16,0.000319743938350589,0.000363021634799466,0.000521636412601219
SANDOVALINA,2020-08-03,2020-08-08,2020-08-31,0.0492211476884232,0.110539143321888,0.55767139925128
RANCHARIA,2020-08-24,2020-09-17,2020-11-02,0.0766792424372982,0.183601558969643,0.845935968667135
CESÁRIO LANGE,2020-08-17,2020-09-10,2020-10-25,0.0512572877497814,0.113665106403794,0.459220485077459
LARANJAL PAULISTA,2020-06-30,2020-08-14,2020-10-20,0.0652080225426817,0.0916087327140147,0.298108103263608
RIBEIRÃO DO SUL,2020-06-30,2020-06-30,2020-07-02,0.00699383989442541,0.0079263518803488,0.0091457906311717
MIRA ESTRELA,2020-08-03,2020-08-21,2020-09-23,0.0110104912603423,0.0226471450590211,0.103761999504579
MORUNGABA,2020-06-30,2020-06-30,2020-07-02,0.0147578333112366,0.0167255444194014,0.0192987050993094
CORUMBATAÍ,2020-07-26,2020-08-10,2020-09-06,0.0220873741158573,0.0459941071226557,0.196686651241029
SANTA ERNESTINA,2020-06-30,2020-08-01,2020-09-15,0.0134314313531181,0.0185990074557463,0.0553654729028525
BARBOSA,2020-06-30,2020-06-30,2020-11-08,0.00620757199677024,0.00728650712954221,0.00912893791125857
COLINA,2020-06-30,2020-08-06,2020-09-14,0.324550138269071,0.474514901447257,1.92234830927455
GUZOLÂNDIA,2020-07-23,2020-07-27,2020-08-17,0.0695609049970277,0.150451509620906,0.732418036730012
PARAÍSO,2020-06-30,2020-08-08,2020-10-22,0.0124320475771662,0.0143446702813457,0.0316830108194739
TARUMÃ,2020-08-10,2020-08-30,2020-10-07,0.0389392559547126,0.0853500248094574,0.39289506968672
ITAPECERICA DA SERRA,2020-06-30,2020-06-30,2020-08-10,1.3748723704085,1.55818868646297,1.79791002284189
QUATÁ,2020-09-08,2020-10-07,2020-12-08,0.0260085496797862,0.0601890746330072,0.297433787541443
FRANCO DA ROCHA,2020-06-30,2020-06-30,2020-08-18,1.16464494421817,1.27458633180802,1.524239445425
URU,2020-07-24,2020-07-31,2020-08-14,0.00874657197101736,0.019624578030898,0.0930132545173232
ÁGUAS DE LINDÓIA,2020-06-30,2020-08-27,2020-11-17,0.0435642087203014,0.0620058260012759,0.210379436790131
PIRAJUÍ,2020-06-30,2020-06-30,2020-07-03,0.0446201354733837,0.050569486869835,0.0583494079267326
SEVERÍNIA,2020-08-21,2020-09-10,2020-10-15,0.0512066862006559,0.108166704927234,0.702518423155627
ITAJOBI,2020-06-30,2020-06-30,2020-08-25,0.0909662017841439,0.101459143222438,0.14392106741886
PEDRANÓPOLIS,2020-06-30,2020-08-03,2020-09-16,0.0142134690287725,0.0187764627177708,0.0469232750206747
BILAC,2020-08-08,2020-08-19,2020-09-08,0.0548801797269856,0.128129167957278,0.66000506447646
SANTO ANTÔNIO DO JARDIM,2020-06-30,2020-06-30,2020-07-02,0.0116984985524162,0.0132582983594047,0.0152980365685442
SEBASTIANÓPOLIS DO SUL,2020-07-25,2020-08-07,2020-08-28,0.0195465755227134,0.0409975984999162,0.199898207659531
MARINÓPOLIS,2020-08-09,2020-08-24,2020-09-23,0.0105314420885992,0.0222098968318357,0.114026028488612
PIRACICABA,2020-06-30,2020-06-30,2020-07-10,2.27301370360428,2.57608219741817,2.97240253548252
CAJAMAR,2020-06-30,2020-06-30,2020-07-04,0.67492776886035,0.764918138041736,0.882597851586617
LINS,2020-06-30,2020-08-12,2020-09-13,0.496238294888464,0.896502940589329,3.8155606430656
NEVES PAULISTA,2020-06-30,2020-08-10,2020-10-19,0.0228038147244979,0.0283081839191304,0.0822063196155991
TAMBAÚ,2020-08-28,2020-09-21,2020-11-02,0.0636307255136748,0.148912793176134,0.736416699961836
GUAREÍ,2020-07-29,2020-08-12,2020-09-04,0.112152204666088,0.240585229899935,1.13417417502271
IPIGUÁ,2020-06-30,2020-08-07,2020-09-06,0.0263152226589845,0.0430979333168673,0.199610684616005
ARAPEÍ,2020-08-08,2020-08-19,2020-08-31,6.33202630329066e-08,9.18585888354251e-07,3.54645048528113e-06
POTIRENDABA,2020-06-30,2020-08-02,2020-09-09,0.0977886669179546,0.140120272747924,0.529694088576747
CÂNDIDO MOTA,2020-06-30,2020-09-14,2020-11-14,0.0582344219780729,0.10223506963808,0.36991832785888
ITAJU,2020-06-30,2020-06-30,2020-07-02,0.0152647831882629,0.0173000876133646,0.0199616395538822
ARARAQUARA,2020-06-30,2020-06-30,2020-07-02,0.275190486043018,0.311882550848754,0.359864481748563
PORTO FERREIRA,2020-06-30,2020-08-30,2020-11-01,0.064734018075113,0.0972628550561891,0.366825811705592
BERTIOGA,2020-06-30,2020-06-30,2020-08-27,0.554674679558255,0.682676528687084,1.60834822571771
SÃO PEDRO DO TURVO,2020-08-14,2020-09-02,2020-10-05,0.0233729462145531,0.0528024784415097,0.24738405382495
ITATINGA,2020-06-30,2020-06-30,2020-07-05,0.0265372384657494,0.0300755369278491,0.0347025426090568
PACAEMBU,2020-06-30,2020-06-30,2020-07-02,0.00949163985672019,0.0107571918376164,0.0124121444280187
RIBEIRA,2020-06-30,2020-06-30,2020-07-10,0.00681717022839621,0.00754006281476214,0.00899572361519842
CAIEIRAS,2020-06-30,2020-06-30,2020-07-04,0.894376738036989,1.01362696977525,1.16956958050991
CASTILHO,2020-08-23,2020-09-14,2020-10-26,0.0599074537616229,0.141903660337156,0.641073090235373
PRAIA GRANDE,2020-06-30,2020-06-30,2020-07-04,1.45807975656631,1.65249039077514,1.90671968166363
LEME,2020-06-30,2020-08-05,2020-09-15,0.480472197705208,0.735896285780489,2.58690901885748
CABREÚVA,2020-06-30,2020-06-30,2020-08-28,0.532313366446735,0.602554403588761,0.877524195058399
PIQUETE,2020-07-28,2020-08-06,2020-08-20,0.104639489796077,0.233918758322514,1.1492754126075
CERQUILHO,2020-08-16,2020-09-11,2020-11-01,0.339511655626328,0.687846439797427,2.78422182870068
TAUBATÉ,2020-08-07,2020-08-25,2020-09-22,0.594867775730698,1.36657465764547,6.6913122997405
CATANDUVA,2020-06-30,2020-08-02,2020-10-05,0.717102030789388,0.882587114817707,2.38280268530806
NOVA CAMPINA,2020-09-07,2020-09-28,2020-10-29,2.10973317304982e-06,3.69482709487957e-05,0.000204469280593539
VOTORANTIM,2020-07-25,2020-08-11,2020-09-12,0.661802743838891,1.32123473698345,5.25008043410867
SANTÓPOLIS DO AGUAPEÍ,2020-07-11,2020-07-13,2020-07-16,0.000486891554948743,0.000552847772107179,0.000795284118880302
TABATINGA,2020-06-30,2020-06-30,2020-07-02,0.0110275581572534,0.0124978992448872,0.0144206529748698
NOVA ALIANÇA,2020-06-30,2020-06-30,2020-09-03,0.0616864555848724,0.0744809683556996,0.162572484426303
SANTANA DE PARNAÍBA,2020-06-30,2020-06-30,2020-07-06,0.676346540783158,0.766526079554247,0.884453168716441
GUARIBA,2020-06-30,2020-06-30,2020-09-13,0.343122316482305,0.422304389516683,0.924614587693597
PIRACAIA,2020-06-30,2020-06-30,2020-11-09,0.076213054876197,0.0906152086664285,0.174929932272125
PAULO DE FARIA,2020-06-30,2020-06-30,2020-07-06,0.00187283356614414,0.00212254470829669,0.00244909004803464
MONTE ALTO,2020-08-23,2020-09-12,2020-10-17,0.166046708265292,0.388337926739595,1.98695056310122
APARECIDA DOESTE,2020-06-30,2020-06-30,2020-07-19,0.00786325354477119,0.00888220538491821,0.0103969986695402
CRUZEIRO,2020-08-26,2020-09-22,2020-11-10,0.137618308202915,0.321619917843943,1.60095295904907
PANORAMA,2020-08-11,2020-08-21,2020-09-08,0.124703728538993,0.288823097724801,1.5038796549192
GUAÍRA,2020-06-30,2020-06-30,2020-07-01,0.178308780044556,0.202083284050497,0.233173020058266
SÃO JOSÉ DOS CAMPOS,2020-06-30,2020-06-30,2020-10-06,2.58491340698716,3.14679757311489,6.65225226981113
APIAÍ,2020-08-02,2020-08-17,2020-09-11,0.136284686191138,0.295958324740008,1.35015684295873
TAIAÇU,2020-07-31,2020-08-18,2020-09-20,0.0250262800012926,0.0532097205821016,0.237931964505693
JAGUARIÚNA,2020-08-02,2020-08-23,2020-09-27,0.208486578408651,0.420444015377873,2.13475937934089
LIMEIRA,2020-06-30,2020-08-18,2020-09-29,1.40788612722676,2.25175385253677,8.69533738068481
AVAÍ,2020-07-31,2020-08-14,2020-09-04,0.023845809805534,0.0517772972798112,0.264080191811905
ARAMINA,2020-07-27,2020-08-08,2020-08-28,0.0323943138651901,0.069853534904422,0.314173483226613
RAFARD,2020-06-30,2020-08-02,2020-09-14,0.0545037716314155,0.0694732099409894,0.212378017019487
LUCIANÓPOLIS,2020-07-31,2020-08-07,2020-08-28,0.0173902240969852,0.0382909705078679,0.185025837700251
SANTA SALETE,2020-06-30,2020-06-30,2020-07-02,0.0200660739229728,0.022741550446036,0.0262402505146568
BOM JESUS DOS PERDÕES,2020-06-30,2020-06-30,2020-09-07,0.0681906280471235,0.0779321463395697,0.0887070864248436
SUZANO,2020-06-30,2020-06-30,2020-07-10,1.66622383778473,1.88063827866243,2.19790800408617
OSCAR BRESSANE,2020-07-27,2020-07-31,2020-08-13,0.0245638105296799,0.0575201351475481,0.258850465069004
ARCO-ÍRIS,2020-09-07,2020-10-05,2020-11-15,4.08983143743869e-07,6.84319135407235e-06,3.91481192653087e-05
IACANGA,2020-08-28,2020-09-12,2020-10-18,0.0348511293037954,0.077034438781749,0.448655802250146
UBATUBA,2020-06-30,2020-09-12,2020-11-14,0.254264536003081,0.45847975419901,1.79107056492825
SÃO SEBASTIÃO,2020-06-30,2020-06-30,2020-11-13,0.194695387507874,0.239625092317383,0.533513768825252
CRISTAIS PAULISTA,2020-06-30,2020-06-30,2020-10-25,0.00919254890249366,0.0105057701742785,0.0247479667070945
DESCALVADO,2020-06-30,2020-09-17,2020-12-18,0.0229093263603124,0.0327837810863278,0.0948535306424336
JÚLIO MESQUITA,2020-06-30,2020-06-30,2020-07-03,0.00853268954046937,0.00962485585470918,0.01110560290928
JABOTICABAL,2020-08-29,2020-09-26,2020-11-07,0.294069773884921,0.665427507831787,4.16454467223909
JOSÉ BONIFÁCIO,2020-06-30,2020-08-03,2020-10-07,0.119108870461113,0.146595532875216,0.371691946743677
BORÁ,2020-08-19,2020-09-02,2020-11-05,4.63894385213187e-07,7.43735953289918e-06,3.6012271551471e-05
ICÉM,2020-06-30,2020-06-30,2020-07-02,0.00454831008920719,0.00515475143443481,0.00594779011665555
CORDEIRÓPOLIS,2020-06-30,2020-06-30,2020-08-17,0.220009663169519,0.25143961505088,0.547519080834078
SÃO JOSÉ DO BARREIRO,2020-08-09,2020-08-19,2020-08-30,2.78374334875016e-07,3.98187757419974e-06,1.61452059763244e-05
PALMARES PAULISTA,2020-06-30,2020-08-20,2020-11-17,0.0226348740744231,0.0280822700437431,0.0836886753222181
ZACARIAS,2020-07-21,2020-08-03,2020-08-24,0.0174504426083002,0.0358572673492974,0.153981107800712
SÃO JOSÉ DO RIO PARDO,2020-08-16,2020-09-06,2020-10-13,0.181040610530173,0.435370410646867,1.99560665699725
SANTO ANTÔNIO DE POSSE,2020-08-07,2020-08-27,2020-09-28,0.0952510891362457,0.212016099175398,1.00730322585606
FERNANDO PRESTES,2020-08-19,2020-09-18,2020-11-22,0.00695930118614074,0.0155040236012824,0.0690884413354587
TACIBA,2020-08-14,2020-09-04,2020-10-17,0.0202857284990928,0.0470013271407478,0.203960289789869
TABAPUÃ,2020-06-30,2020-06-30,2020-07-03,0.20439727615184,0.231650246305419,0.267288745737022
SANTANA DA PONTE PENSA,2020-08-07,2020-08-25,2020-09-21,7.89793040310343e-07,1.21427759056916e-05,5.52928552234181e-05
CAJATI,2020-06-30,2020-06-30,2020-07-04,0.0926756887212399,0.105032447217405,0.121191285250852
MACATUBA,2020-06-30,2020-06-30,2020-06-30,0.284629495756532,0.322580095190737,0.372207802143158
HOLAMBRA,2020-07-26,2020-08-02,2020-08-12,0.152520335487064,0.365165733109361,1.82128356691662
JUMIRIM,2020-07-31,2020-08-12,2020-09-02,0.0220547514416648,0.0488712002370183,0.232022405571283
GUARANI DOESTE,2020-06-30,2020-06-30,2020-07-03,0.028092503492162,0.0318381706244503,0.0367363507205196
BANANAL,2020-06-30,2020-06-30,2020-07-06,0.00190594208555911,0.002160067696967,0.00249238580419269
BOCAINA,2020-06-30,2020-06-30,2020-07-02,0.0490821490207223,0.0556264355568183,0.0641843487194058
RIBEIRÃO PIRES,2020-06-30,2020-06-30,2020-07-27,0.494933840079128,0.560925018756343,0.647221175488088
TUPÃ,2020-09-02,2020-09-24,2020-11-03,0.127161795287601,0.310913103303041,1.63513148448033
SALTINHO,2020-06-30,2020-06-30,2020-09-21,0.0470714391362224,0.0562695149175625,0.106211683027572
AVANHANDAVA,2020-06-30,2020-10-13,2020-12-23,0.00952138862662503,0.0270976112097403,0.101587642833838
PIRAJU,2020-06-30,2020-06-30,2020-08-11,0.0573897137174111,0.0634019694401879,0.0746892544863069
TRABIJU,2020-07-11,2020-07-13,2020-07-16,0.000159763805486847,0.000181865630481657,0.000262454987010656
SANTA GERTRUDES,2020-07-26,2020-08-13,2020-09-12,0.117811201898392,0.20943952636811,1.03802069455215
ITAPIRA,2020-06-30,2020-09-01,2020-10-26,0.371911892243023,0.614893796494886,1.89594093507006
BENTO DE ABREU,2020-08-11,2020-09-05,2020-10-27,0.00766498883099814,0.0150979179663572,0.0627218787545369
CAJURU,2020-08-05,2020-08-21,2020-09-15,0.122843490610279,0.283209010196324,1.45264025811026
OCAUÇU,2020-06-30,2020-09-14,2020-11-15,0.0037788754221359,0.0047541497378519,0.0074751451399141
AMÉRICO BRASILIENSE,2020-06-30,2020-06-30,2020-07-07,0.0472033282097066,0.0534971053043343,0.0617274291973087
URUPÊS,2020-08-18,2020-09-05,2020-10-05,0.0417695291161528,0.0952163343442172,0.549002812582636
RIBEIRÃO CORRENTE,2020-09-02,2020-09-20,2020-10-22,1.64292926823392e-06,2.42995386730927e-05,0.00011331086661045
MONTE APRAZÍVEL,2020-07-31,2020-08-18,2020-09-16,0.0924076449832025,0.197431277962923,0.965042664173353
BASTOS,2020-08-19,2020-09-01,2020-09-28,0.09843548955268,0.235676405701319,1.21534744156219
SÃO LOURENÇO DA SERRA,2020-06-30,2020-06-30,2020-07-02,0.0845647142420067,0.0958400094742742,0.11058462631647
AMÉRICO DE CAMPOS,2020-06-30,2020-06-30,2020-07-04,0.0329083612336755,0.0372961427314989,0.0430340108440372
CAÇAPAVA,2020-08-10,2020-09-04,2020-10-17,0.251474278852562,0.570466336648451,3.06222605546927
CEDRAL,2020-06-30,2020-06-30,2020-09-25,0.0264370523935168,0.0293899067439226,0.0332275723017639
OSVALDO CRUZ,2020-09-27,2020-11-10,2020-12-23,0.0173519725385549,0.0417642678984365,0.127383463030194
OURO VERDE,2020-07-11,2020-07-13,2020-07-16,0.000835752007256357,0.000949844441865565,0.00136979240470515
VOTUPORANGA,2020-06-30,2020-06-30,2020-09-13,0.480885152284264,0.591858648965248,1.6878128699843
PAULISTÂNIA,2020-06-30,2020-06-30,2020-08-01,0.00299424593308233,0.00331675710258327,0.00407587552078495
ADAMANTINA,2020-08-08,2020-08-19,2020-09-07,0.186091101491744,0.434655008719397,2.34635583572086
JUNQUEIRÓPOLIS,2020-08-14,2020-08-28,2020-09-20,0.119788016448119,0.296383081369387,1.43688392166592
JACI,2020-06-30,2020-06-30,2020-07-07,0.0040132147845946,0.00454831008920742,0.0052480501029315
ITARIRI,2020-06-30,2020-06-30,2020-07-12,0.0184382027140959,0.0207471500676357,0.0244226993457533
GAVIÃO PEIXOTO,2020-06-30,2020-06-30,2020-10-24,0.00557261513586815,0.00636870301242074,0.0107612147093068
REGINÓPOLIS,2020-06-30,2020-08-17,2020-10-07,0.00212924155241412,0.00252478431021491,0.00427837861542346
PARIQUERA-AÇU,2020-06-30,2020-06-30,2020-07-10,0.0923075026048572,0.104615169618838,0.120709811098659
QUADRA,2020-08-12,2020-09-04,2020-10-21,2.82706539602997e-06,4.11404426631088e-05,0.000173856674511887
ANGATUBA,2020-08-06,2020-08-25,2020-09-29,0.0997443193314371,0.217313348048521,0.913520978979278
VINHEDO,2020-06-30,2020-08-09,2020-09-30,0.280721220527045,0.372844650055155,1.26612655032028
ÁGUAS DE SANTA BÁRBARA,2020-06-30,2020-06-30,2020-07-02,0.00422717072905741,0.00479079349293173,0.00552783864569046
ADOLFO,2020-06-30,2020-07-24,2020-08-27,0.0312696318632995,0.0429756770906573,0.122999606398907
ARAÇATUBA,2020-06-30,2020-08-11,2020-09-12,0.768175368306832,1.33900047850351,5.28058512114939
EMBU DAS ARTES,2020-06-30,2020-06-30,2020-07-06,1.63025602306267,1.84762349280436,2.1318732609281
TABOÃO DA SERRA,2020-06-30,2020-06-30,2020-09-19,2.87412683194083,3.50300927064511,7.31270804171993
SANTA MERCEDES,2020-08-22,2020-08-31,2020-09-24,1.95138194800492e-06,2.86521522696905e-05,0.000132197064212899
SÃO JOAQUIM DA BARRA,2020-06-30,2020-08-24,2020-10-05,0.17203198660381,0.311790813933248,1.02448124988258
PLATINA,2020-06-30,2020-09-09,2020-11-03,0.0037154774439135,0.00457289531558585,0.00705384254265595
JUQUIÁ,2020-06-30,2020-08-12,2020-09-12,0.0994882093014287,0.169753655042933,0.698490649645539
OLÍMPIA,2020-06-30,2020-09-01,2020-10-16,0.143860823017732,0.271399631648992,1.2596339024991
MERIDIANO,2020-06-30,2020-08-08,2020-09-18,0.0170926575672519,0.0255303634303646,0.105544596288896
URÂNIA,2020-06-30,2020-07-29,2020-09-05,0.124559299407271,0.180253496276409,0.651113757702653
MONTE AZUL PAULISTA,2020-07-27,2020-08-10,2020-09-01,0.111436141849501,0.242776365717909,1.13051155620507
MONÇÕES,2020-06-30,2020-07-26,2020-09-04,0.0143847724414758,0.0193921047929905,0.0523761555360629
NOVA CASTILHO,2020-06-30,2020-06-30,2020-07-03,0.00920265989122626,0.010367734282325,0.0119627703257597
ITAPEVI,2020-06-30,2020-07-30,2020-10-05,2.55333883833978,3.14257087795664,8.30415749931228
AGUDOS,2020-06-30,2020-08-08,2020-10-08,0.102303402713646,0.140720601585615,0.472505728143815
PEDREIRA,2020-06-30,2020-06-30,2020-10-30,0.030266428491504,0.0345902039902903,0.0544099252063583
QUINTANA,2020-09-09,2020-09-27,2020-11-04,1.61642799653828e-06,2.41866017516605e-05,0.000129298950463514
POÁ,2020-06-30,2020-06-30,2020-09-07,1.05638409209838,1.20729610525529,1.61207591088535
BOITUVA,2020-06-30,2020-08-13,2020-09-20,0.257893802791482,0.45403315655798,1.53923107694527
SANTA ROSA DE VITERBO,2020-06-30,2020-09-30,2020-12-23,0.0274309969644991,0.0445840096565244,0.13706107044051
JACAREÍ,2020-06-30,2020-06-30,2020-10-02,0.778227384967476,0.889402725677119,1.31483764354073
ITIRAPUÃ,2020-09-02,2020-09-21,2020-10-22,1.65229131154909e-06,2.38511733466618e-05,0.000104728766915529
PERUÍBE,2020-06-30,2020-06-30,2020-09-15,0.183905380333952,0.203171658273698,0.22634508348794
BARRA DO CHAPÉU,2020-08-19,2020-09-05,2020-10-11,0.0238214302847929,0.0549249271373327,0.232445600653016
TAQUARITUBA,2020-09-07,2020-10-12,2020-12-23,0.0242397898042277,0.0550118118105145,0.211177211400369
CÁSSIA DOS COQUEIROS,2020-06-30,2020-06-30,2020-07-02,0.00331559189740118,0.00375767081705467,0.00433577401967846
DOURADO,2020-06-30,2020-06-30,2020-07-07,0.0103551460744941,0.0117358322177599,0.0135413448666461
GUARAÇAÍ,2020-08-06,2020-08-11,2020-09-04,0.0876158996014078,0.198457828680104,1.00667121115668
MOMBUCA,2020-08-05,2020-08-23,2020-09-24,0.0139027464750806,0.0280433300649984,0.134690500177979
COLÔMBIA,2020-08-07,2020-09-01,2020-10-19,0.0158305712925373,0.0298144296320673,0.129100959239316
TAPIRATIBA,2020-08-26,2020-09-19,2020-11-06,0.033229514646808,0.0786090054995472,0.343119568407559
INDIAPORÃ,2020-06-30,2020-06-30,2020-07-08,0.00561850069843241,0.00636763412489006,0.00734727014410392
VARGEM,2020-06-30,2020-08-20,2020-11-04,0.0283945288980536,0.0362876981308902,0.110170870615464
TAQUARIVAÍ,2020-06-30,2020-09-14,2020-11-17,0.0069590380639257,0.00856496992483164,0.0110056005808057
REGISTRO,2020-06-30,2020-08-13,2020-09-19,0.173484181817637,0.279890907734544,1.22062172768493
MAIRIPORÃ,2020-08-04,2020-08-26,2020-09-30,0.839314756915414,1.63836175631783,8.73133896069152
