"Municipio","DRS","Minimo","Mediana","Máximo"
"JABORANDI","Barretos",1.83800948219949,1.94030189494337,2.02718382469849
"SÃO SEBASTIÃO DA GRAMA","São João da Boa Vista",1.60570550351065,1.67560839127584,1.70842907044923
"VERA CRUZ","Marília",1.60418780042172,1.67032288981701,1.70755564812374
"AVAÍ","Bauru",1.53629298995348,1.59443645357993,1.64278850962456
"SÃO JOÃO DA BOA VISTA","São João da Boa Vista",1.49869416737359,1.55954056213551,1.57824979997812
"MARACAÍ","Marília",1.48235774178815,1.54891134726275,1.56478865628692
"MOCOCA","São João da Boa Vista",1.46829749018468,1.52927532194108,1.54802087317584
"GETULINA","Bauru",1.45023632338119,1.51549334807008,1.55845209368144
"LIMEIRA","Piracicaba",1.47600187230969,1.50600484549584,1.57336839394193
"ROSEIRA","Taubaté",1.39812433153011,1.49664059397391,1.52824645776655
"ILHA COMPRIDA","Registro",1.42270067123805,1.49457044192615,1.52893853994165
"RIBEIRÃO PIRES","Grande São Paulo",1.41516109949541,1.45368212072945,1.52390353059777
"TAIÚVA","Barretos",1.08987674787276,1.4510324239,1.49075429015341
"PIRAJU","Bauru",1.3799036966545,1.42614226441464,1.45326279751896
"PEDREGULHO","Franca",1.36807965929961,1.41038772635916,1.415244141184
"BEBEDOURO","Barretos",1.35804589474389,1.40635946506637,1.46030318545713
"MACAUBAL","São José do Rio Preto",1.35888833875282,1.40317649505653,1.42279726869099
"PALMEIRA DOESTE","São José do Rio Preto",1.33386588067171,1.3925884339499,1.4034960191195
"ONDA VERDE","São José do Rio Preto",1.27875897740244,1.3671381342584,1.40063753793488
"MAUÁ","Grande São Paulo",1.32148337448745,1.35427129284928,1.4174446239197
"LUIZIÂNIA","Araçatuba",1.31012270283273,1.35219974272634,1.38728044797882
"SARUTAIÁ","Bauru",1.27459590300981,1.34729205733469,1.36687460571406
"CABRÁLIA PAULISTA","Bauru",1.28725291045914,1.33811567582766,1.35604860435302
"PIRATININGA","Bauru",1.29609040837804,1.33459578094473,1.34579923068528
"PARIQUERA-AÇU","Registro",1.29885442575327,1.32936793250889,1.41372960716296
