Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-23,2020-07-23,2020-07-23,0.094542789491487,0.101295845883736,0.118178486864359
AURIFLAMA,2020-07-23,2020-07-23,2020-08-02,0.198731642189586,0.212926759488842,0.248414552736983
IPAUSSU,2020-07-23,2020-07-23,2020-07-24,0.101331432592227,0.1085693920631,0.126664290740284
HORTOLÂNDIA,2020-07-23,2020-07-23,2020-07-30,1.31164772842357,1.4053368518824,1.63955966052946
BARRA DO TURVO,2020-07-23,2020-07-30,2020-08-01,0.0187349641268018,0.0205499895180203,0.023418705158502
APARECIDA,2020-07-23,2020-07-23,2020-07-23,0.0773636032400011,0.0828895749000012,0.0967045040500014
OSASCO,2020-07-23,2020-07-23,2020-07-25,8.42704543976902,9.02897725689536,10.5338067997113
BARUERI,2020-07-23,2020-07-23,2020-07-24,2.89780668251507,3.10479287412329,3.62225835314388
ÁLVARO DE CARVALHO,2020-09-09,2020-12-02,2020-12-28,0.00641396891410295,0.0380122817698481,0.081634497779854
SABINO,2020-07-23,2020-07-23,2020-07-25,0.0140714849475703,0.0150765910152537,0.0175893561844627
TARABAI,2020-07-23,2020-07-23,2020-07-24,0.0231378052203199,0.0247905055931998,0.0289222565253999
BARÃO DE ANTONINA,2020-08-23,2020-08-30,2020-11-11,2.89782994489914e-07,2.10242958884859e-06,1.38797568106995e-05
ESTRELA DO NORTE,2020-07-23,2020-07-23,2020-07-24,0.00449901768172888,0.00482037608756666,0.0056237721021611
PARANAPUÃ,2020-07-23,2020-08-28,2020-10-05,0.0221460757383178,0.0273648968006614,0.0470283901917901
RUBIÁCEA,2020-07-23,2020-07-23,2020-07-26,0.0107220924568131,0.0114879562037283,0.0134026155710164
MORRO AGUDO,2020-07-23,2020-07-23,2020-07-23,0.220171840448337,0.235898400480362,0.275214800560423
RIO GRANDE DA SERRA,2020-07-23,2020-07-23,2020-07-23,0.16961373390558,0.181729000613121,0.212017167381974
