Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-08-10,2020-08-10,2020-08-10,0.109258292526553,0.115685250910468,0.14047494753414
AURIFLAMA,2020-08-10,2020-08-10,2020-08-10,0.153973361937964,0.16303061852255,0.197965751063096
IPAUSSU,2020-08-10,2020-08-10,2020-08-10,0.0709156031184123,0.0750871091842013,0.0911772040093873
HORTOLÂNDIA,2020-08-10,2020-08-10,2020-08-10,1.96072101156847,2.07605754166073,2.52092701487375
BARRA DO TURVO,2020-08-10,2020-08-10,2020-08-10,0.0259052173811116,0.0274290536976474,0.0333067080614291
APARECIDA,2020-08-10,2020-08-10,2020-08-10,0.111399044222776,0.117951929177057,0.143227342572141
OSASCO,2020-08-10,2020-08-10,2020-08-10,3.02776761934308,3.20587159695151,3.89284408201263
BARUERI,2020-08-10,2020-08-10,2020-10-01,2.27194388432173,2.55593686986197,3.45848105847114
ÁLVARO DE CARVALHO,2020-08-10,2020-08-10,2020-08-10,0.00125885686008997,0.00133290726362478,0.0016185302486873
SABINO,2020-08-10,2020-08-10,2020-08-10,0.0151965970420624,0.0160905145151249,0.0195384819112232
TARABAI,2020-08-10,2020-08-10,2020-08-10,0.0137174990116167,0.0145244107181823,0.017636784443507
BARÃO DE ANTONINA,2020-08-10,2020-08-10,2020-08-10,0.00091703602840033,0.000970979324188584,0.001179046322229
ESTRELA DO NORTE,2020-10-01,2020-10-21,2020-11-27,0.00442420711174171,0.0137193639173759,0.034223852160429
PARANAPUÃ,2020-08-10,2020-08-10,2020-08-10,0.0195670588989554,0.0207180623635999,0.0251576471557999
RUBIÁCEA,2020-08-10,2020-08-10,2020-08-10,0.00383650657945329,0.00406218343706819,0.00493265131643995
MORRO AGUDO,2020-08-10,2020-08-10,2020-08-10,0.164531524742527,0.174209849727381,0.211540531811821
RIO GRANDE DA SERRA,2020-08-10,2020-08-10,2020-08-10,0.228156669405642,0.241577649958916,0.293344289235826
LAGOINHA,2020-08-10,2020-09-24,2020-10-15,0.0234827866889728,0.0356271825502151,0.0740803438181392
PRESIDENTE BERNARDES,2020-08-10,2020-08-10,2020-08-10,0.0401132925642731,0.0424728980092302,0.0515742332969222
SALTO,2020-08-10,2020-08-10,2020-08-10,0.706784694928789,0.748360265218718,0.908723179194158
MAUÁ,2020-08-10,2020-08-10,2020-08-10,2.06502782931355,2.18650005456729,2.65503578054597
LINDÓIA,2020-08-10,2020-08-10,2020-08-10,0.0293426487277821,0.0310686868882399,0.0377262626500055
VÁRZEA PAULISTA,2020-08-10,2020-08-10,2020-08-10,0.526938104050998,0.557934463112822,0.677491848065571
CABRÁLIA PAULISTA,2020-08-10,2020-08-10,2020-08-10,0.00471618528891598,0.00499360795296986,0.00606366680003483
MIGUELÓPOLIS,2020-08-10,2020-08-10,2020-08-10,0.0693796627737404,0.0734608194074897,0.0892024235662374
TUPI PAULISTA,2020-08-10,2020-08-10,2020-10-27,0.0626441613592266,0.0673404496933909,0.0842566109469072
IACRI,2020-10-16,2020-11-13,2020-12-31,0.00370980674270019,0.0197943112501827,0.0600932630405935
ARTUR NOGUEIRA,2020-08-10,2020-08-10,2020-08-10,0.114019933554817,0.120726988469807,0.146597057427623
ARUJÁ,2020-08-10,2020-08-10,2020-08-10,0.566388771136545,0.599705757673988,0.728214134318414
GUARAREMA,2020-08-10,2020-08-10,2020-10-17,0.177755129003643,0.199974520129096,0.228542308718968
TUIUTI,2020-08-10,2020-09-30,2020-11-02,0.0236869505887657,0.0296480349257219,0.0663968405914703
BROTAS,2020-08-10,2020-10-21,2020-12-21,0.0209454111360681,0.0257328066159102,0.0481180650891471
ARARAS,2020-08-10,2020-08-10,2020-08-10,0.574711339543363,0.608517888928269,0.738914579412892
SÃO JOÃO DAS DUAS PONTES,2020-09-06,2020-09-17,2020-10-02,0.00775070861314675,0.0183493353944639,0.0540994877858911
ALVINLÂNDIA,2020-08-10,2020-08-10,2020-10-22,0.0121442661796933,0.0129032828159241,0.0180807607295568
INÚBIA PAULISTA,2020-08-10,2020-08-10,2020-09-02,0.0011587951001928,0.00125885686009016,0.00143869355438875
PIRANGI,2020-08-10,2020-08-10,2020-08-10,0.0625212368331631,0.066198956646879,0.0803844473569244
GABRIEL MONTEIRO,2020-08-10,2020-08-10,2020-08-10,0.00733940389112808,0.00777113353178249,0.00943637643145046
TEJUPÁ,2020-08-10,2020-08-10,2020-08-10,0.000917036028400334,0.000970979324188589,0.001179046322229
ÁGUAS DE SÃO PEDRO,2020-08-10,2020-08-10,2020-08-10,0.00975291031879552,0.0103266109257835,0.0125394561241657
SERRANA,2020-08-10,2020-08-10,2020-08-10,0.377248677248677,0.399439775910363,0.485034013605443
VALINHOS,2020-08-10,2020-08-10,2020-08-10,0.977645407551947,1.03515396093736,1.25697266685251
ROSANA,2020-08-10,2020-08-10,2020-08-10,0.0355407928937341,0.0376314277698361,0.0456953051490867
GUATAPARÁ,2020-08-10,2020-10-15,2020-11-22,0.0131002312812065,0.0271312367440454,0.0718983132429303
PORANGABA,2020-08-10,2020-08-10,2020-11-26,0.00735170059742784,0.00781118188476709,0.0107042681850948
SÃO FRANCISCO,2020-08-10,2020-08-10,2020-09-28,0.0185380063313438,0.0202901893365255,0.0246769642763747
SANDOVALINA,2020-08-10,2020-08-10,2020-08-10,0.0178743168939247,0.0189257472994497,0.0229812645779032
RANCHARIA,2020-08-10,2020-08-10,2020-08-10,0.352729608220939,0.373478408704523,0.453509496284063
CESÁRIO LANGE,2020-08-10,2020-08-10,2020-08-10,0.0391763882797989,0.0414808817080221,0.0503696420740276
LARANJAL PAULISTA,2020-08-10,2020-08-10,2020-08-10,0.0708160442600274,0.074981693922382,0.0910491997628924
RIBEIRÃO DO SUL,2020-08-10,2020-08-10,2020-08-10,0.00825250608281326,0.0087379476170964,0.0106103649636171
MIRA ESTRELA,2020-08-10,2020-08-10,2020-08-10,0.0117402353393732,0.0124308374181599,0.0150945882934799
MORUNGABA,2020-08-10,2020-08-10,2020-08-10,0.0323700648663627,0.0342741863290899,0.0416186548281807
CORUMBATAÍ,2020-08-10,2020-08-10,2020-08-10,0.0557957194982257,0.0590778206451801,0.0717373536405757
SANTA ERNESTINA,2020-08-10,2020-08-10,2020-08-10,0.0137606012024944,0.0145700483320529,0.0176922015460642
BARBOSA,2020-08-10,2020-08-10,2020-09-22,0.0613841052712526,0.0652896886425203,0.0789224210630391
COLINA,2020-08-10,2020-08-10,2020-10-08,0.0336787564766841,0.0362242849899062,0.0433012583271655
GUZOLÂNDIA,2020-08-10,2020-08-10,2020-08-10,0.00917425486391021,0.00971391691472823,0.0117954705393131
PARAÍSO,2020-08-10,2020-08-10,2020-09-30,0.0425370845629467,0.047854220133315,0.061117420688857
TARUMÃ,2020-08-10,2020-08-10,2020-08-10,0.0223796775127139,0.0236961291311089,0.028773871087775
ITAPECERICA DA SERRA,2020-08-10,2020-08-10,2020-08-10,1.24784853700515,1.32125139212312,1.6043766904352
QUATÁ,2020-08-10,2020-10-13,2020-11-28,0.026421773664421,0.0342553088255015,0.0657443143428536
FRANCO DA ROCHA,2020-08-10,2020-08-10,2020-08-10,0.292256542256538,0.309448103565757,0.375758411472702
URU,2020-08-19,2020-08-23,2020-08-26,7.50657479156036e-05,0.000120824368421202,0.000155542383746488
ÁGUAS DE LINDÓIA,2020-08-10,2020-09-28,2020-10-19,0.056780735107731,0.140617004303111,0.349006612309381
PIRAJUÍ,2020-08-10,2020-08-10,2020-08-10,0.0788650984424284,0.0835042218802182,0.101397983711693
SEVERÍNIA,2020-08-10,2020-08-10,2020-10-04,0.1249870459798,0.133009055275166,0.199539945259708
ITAJOBI,2020-08-10,2020-08-10,2020-08-10,0.064266929651545,0.0680473372781068,0.0826289095519863
PEDRANÓPOLIS,2020-08-10,2020-08-10,2020-08-10,0.00918801026559657,0.00972848145769034,0.0118131560557668
BILAC,2020-08-10,2020-08-10,2020-08-10,0.0361966055539722,0.0383258176453825,0.0465384928551074
SANTO ANTÔNIO DO JARDIM,2020-08-10,2020-08-10,2020-10-25,0.0191641507770215,0.0203619102005854,0.0269801449290474
SEBASTIANÓPOLIS DO SUL,2020-08-10,2020-09-21,2020-10-23,0.0108094238418782,0.0131257289508521,0.0271085271626157
MARINÓPOLIS,2020-08-10,2020-08-10,2020-08-10,0.0117402353393733,0.0124308374181599,0.0150945882934799
PIRACICABA,2020-08-10,2020-08-10,2020-08-10,2.94168153575541,3.11472162609397,3.78216197454267
CAJAMAR,2020-08-10,2020-08-10,2020-08-10,0.4954323824469,0.524575463767306,0.636984491717442
LINS,2020-08-10,2020-08-10,2020-08-10,0.652709359605911,0.691104027818025,0.839197748064741
NEVES PAULISTA,2020-08-10,2020-08-10,2020-08-10,0.0655071102269378,0.0693604696520518,0.0842234274346343
TAMBAÚ,2020-08-10,2020-08-10,2020-09-28,0.323028768375887,0.363407364422874,0.41532270219757
GUAREÍ,2020-08-10,2020-08-10,2020-08-10,0.0796649043967204,0.0843510752435863,0.102426305652926
IPIGUÁ,2020-08-10,2020-08-10,2020-08-10,0.0479818313870037,0.0508042920568279,0.0616909260690051
ARAPEÍ,2020-08-10,2020-08-10,2020-08-10,0.00219721980715537,0.0023264680311057,0.00282499689491411
POTIRENDABA,2020-08-10,2020-08-10,2020-08-10,0.0941394855476005,0.0996771023445175,0.121036481418343
CÂNDIDO MOTA,2020-08-10,2020-08-10,2020-11-06,0.062942843004508,0.0708106983800714,0.0809265124343672
