"Municipio","DRS","Minimo","Mediana","Máximo"
"GUAREÍ","Sorocaba",2.84754658873811,3.81964195752635,5.473495003471
"GUAIÇARA","Bauru",2.52571833171766,3.28760347739603,4.23059418812831
"ADAMANTINA","Marília",2.28009630748988,2.93322647326131,4.07288986139149
"BEBEDOURO","Barretos",2.17767649005515,2.82387484373515,4.0513900676229
"MATÃO","Araraquara",2.06239183964375,2.54765283767905,3.40112870765877
"PROMISSÃO","Bauru",1.9838445406436,2.5214648274741,3.46625033795692
"JACUPIRANGA","Registro",2.00648698720331,2.45856425932677,3.12320967488783
"SANTA FÉ DO SUL","São José do Rio Preto",1.92791730141782,2.38256707429934,3.30601792049594
"SALTO DE PIRAPORA","Sorocaba",1.90121664602482,2.36165632152294,3.19398545936656
"SOROCABA","Sorocaba",1.88561073149015,2.34397457437567,3.16072972770684
"SÃO ROQUE","Sorocaba",1.85408545709154,2.31753780377584,3.16860632612982
"PRESIDENTE VENCESLAU","Presidente Prudente",1.86801831088228,2.29655647872246,3.09100383502126
"ITAPEVA","Sorocaba",1.8311436699935,2.29649989639068,3.18048233178615
"ANGATUBA","Sorocaba",1.84962818771839,2.28942709901493,3.07034055611043
"PILAR DO SUL","Sorocaba",1.82018586924787,2.28074926058062,3.13030780579385
"LINS","Bauru",1.83516090201521,2.24099263260295,3.01386308996472
"PRESIDENTE PRUDENTE","Presidente Prudente",1.79758470844631,2.23398635329229,3.06298672492939
"TIETÊ","Sorocaba",1.77529127889288,2.20436459213506,2.98442494340077
"REGISTRO","Registro",1.79881968048143,2.1885455342166,2.94639262367869
"ARTUR NOGUEIRA","Campinas",1.76364081693075,2.13442680048502,2.87597933597468
"IBIÚNA","Sorocaba",1.72107617884476,2.11246608175307,2.82678060032721
"SÃO MIGUEL ARCANJO","Sorocaba",1.71397447873709,2.10885814604945,2.86354606965431
"SANTA GERTRUDES","Piracicaba",1.76450359004725,2.09448811940083,2.56991875273727
"BAURU","Bauru",1.66325336756813,2.06620087962827,2.78401873617392
"URÂNIA","São José do Rio Preto",1.72035313109324,2.06411553511257,2.74994626959973
