Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-09,2020-07-09,2020-07-09,0.0990768057260916,0.105269106083972,0.11228704648957
AURIFLAMA,2020-07-09,2020-07-09,2020-07-09,0.0777905653462607,0.0826524756804021,0.0881626407257623
IPAUSSU,2020-07-09,2020-08-24,2020-09-24,0.0650414819865894,0.10992724277946,0.238015159187459
HORTOLÂNDIA,2020-07-09,2020-07-09,2020-07-09,1.00434554658241,1.06711714324382,1.13825828612674
BARRA DO TURVO,2020-09-05,2020-10-09,2020-12-11,0.0107957614602039,0.0253622055677551,0.0762010524339774
APARECIDA,2020-09-06,2020-10-03,2020-11-11,0.0717539683539279,0.186671932207233,0.470959172471293
OSASCO,2020-07-09,2020-07-09,2020-07-09,7.39362961930328,7.8557314705098,8.37944690187703
BARUERI,2020-07-09,2020-08-28,2020-10-09,3.30215578215254,3.90410434455177,8.59844794073376
ÁLVARO DE CARVALHO,2020-07-09,2020-07-09,2020-07-11,0.00243176029361614,0.00258374531196726,0.0027559949994318
SABINO,2020-08-15,2020-08-29,2020-09-28,0.0285480034981604,0.0754671577276054,0.21460736305958
TARABAI,2020-08-19,2020-09-10,2020-10-13,0.0302741172096286,0.0674296840725757,0.176245911377288
BARÃO DE ANTONINA,2020-07-09,2020-07-09,2020-07-09,0.00584031696911698,0.00620533677968679,0.00661902589833258
ESTRELA DO NORTE,2020-07-09,2020-07-09,2020-07-09,0.0035914024947235,0.00381586515064372,0.00407025616068663
PARANAPUÃ,2020-07-09,2020-09-19,2020-11-12,0.0092036988333089,0.0128970418614591,0.022822426117149
RUBIÁCEA,2020-07-09,2020-07-09,2020-07-09,0.0321374150272198,0.034146003466421,0.0364224036975157
MORRO AGUDO,2020-07-09,2020-07-09,2020-07-09,0.197374228205871,0.209710117468738,0.223690791966654
RIO GRANDE DA SERRA,2020-07-09,2020-07-09,2020-10-21,0.243018967334036,0.244950180935591,0.424300308535152
LAGOINHA,2020-09-09,2020-09-26,2020-10-30,1.49598468420312e-06,1.17886776049079e-05,7.06880926875943e-05
PRESIDENTE BERNARDES,2020-07-09,2020-08-26,2020-09-27,0.0727263951303538,0.141090514332298,0.370332263032116
SALTO,2020-07-09,2020-07-09,2020-11-07,0.287651193200393,0.288158246227109,0.421779540376576
MAUÁ,2020-07-09,2020-07-09,2020-11-08,2.57960728236608,2.65096195258423,4.53565591540234
LINDÓIA,2020-07-09,2020-07-09,2020-07-09,0.00584077969123123,0.00620582842193319,0.00661955031672873
VÁRZEA PAULISTA,2020-07-09,2020-07-09,2020-07-09,0.932532415207675,0.990815691158154,1.0568700705687
CABRÁLIA PAULISTA,2020-07-09,2020-07-09,2020-07-09,0.0227355196297768,0.0241564896066379,0.0257669222470804
MIGUELÓPOLIS,2020-07-09,2020-07-09,2020-07-09,0.0436328377504849,0.0463598901098901,0.0494505494505495
TUPI PAULISTA,2020-09-13,2020-10-07,2020-11-07,0.0614216821939815,0.166491473290416,0.450261665542056
IACRI,2020-07-09,2020-07-09,2020-07-09,0.00316128838170113,0.00335886890555745,0.00358279349926128
