Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,4,8,14,19,14,8.85714285714286,3,0.143172391018318,1.21498726620721,0.857142857142857,0.936253501940088,1.03066540975763,0.825915789393382,1.02968798675687
2,6,10,13,10,15,10.2,2,0.166470652599438,1.44322222197534,0.933333333333333,0.933692752568146,1.0282232414457,0.834606689143869,1.04375497394836
3,6,7,14,21,13,7.35,3,0.236465692648623,1.38561017237927,0.95,0.938141369653003,1.03347208741729,0.827282071488135,1.03186775168682
4,6,14,13,20,14,13.95,2.5,0.142100719195736,1.571748402477,0.95,0.949093385791154,1.04151035650902,0.834928637296658,1.04433185271107
5,5,15,13,17,16,14.9,1,0.130366875121243,1.52029556582356,0.95,0.934209535357854,1.02849667157287,0.834939363210612,1.04425999838895
6,4,5,14,8,11,5.45,3,0.284411270556479,1.25037976802707,0.95,0.944513884051281,1.04202911092344,0.827162554161223,1.03119643191269
7,4,6,14,7,13,6.4,0.25,0.253238943364394,1.2569117862276,0.95,0.931820882640803,1.03023525688503,0.827232272601922,1.03158295467091
8,4,6,14,17,12,6.53333333333333,2,0.226081537601724,1.25817860296789,0.933333333333333,0.942766508749498,1.03887936247919,0.826950332565009,1.03114340869972
9,4,9,13,8,15,9.2,0.5,0.181019220932196,1.31644543018761,0.95,0.930398432429085,1.02619235417387,0.834839254680378,1.0435400929849
10,5,15,14,27,16,14.9,1,0.108899207917143,1.45233806043632,0.9,0.93324592168755,1.02802253560651,0.826789736103044,1.03234241282364
11,4,5,14,8,12,5.45,0.25,0.294343543655176,1.24589475798994,0.95,0.933193205622301,1.03270976175538,0.827162554161223,1.03119785418671
12,4,6,14,21,12,6.8,0.25,0.206817210349534,1.23995651025953,0.9,0.944147783347407,1.04010735592117,0.826393441808547,1.02966681540173
13,5,14,14,15,14,14,1.5,0.107431065653202,1.38057301988025,0.875,0.948763059268477,1.04135086699441,0.826440563345858,1.03160703532019
14,6,5,14,8,13,6,3,0.242336563400752,1.33828559098813,0.888888888888889,0.926192047545201,1.02750270657178,0.826064918845855,1.0290878696212
15,6,6,14,9,13,6.4,1.5,0.273247552903245,1.35980154957264,0.95,0.931821225529488,1.03023655997236,0.827232272601922,1.03143091723872
16,6,12,14,9,14,12.4,1.5,0.109835026054938,1.2880184568133,0.8,0.947600517972318,1.04018995267659,0.825365786736582,1.0304058898785
17,4,11,14,27,15,11.3,2,0.125130651540948,1.31404678011786,0.9,0.935067447774896,1.02907115259607,0.826693664758924,1.03137847418486
18,5,10,14,12,16,10.5714285714286,0.25,0.13177194685233,1.28990466984353,0.857142857142857,0.925875897919307,1.02366015406984,0.826050583371102,1.03093984685994
19,5,13,13,9,14,13,2.5,0.13163371836713,1.4550765857733,0.933333333333333,0.9481592158607,1.04050276211276,0.834674779156336,1.0439556676388
20,5,6,14,5,12,7,0.5,0.199306087098967,1.28056418543345,0.875,0.945210801718242,1.04105737712003,0.825981889393894,1.02911662952837
21,4,14,13,5,16,13.95,3,0.126533563126268,1.43040394841494,0.95,0.932923310512716,1.02769358081715,0.834928637296658,1.04402906421208
22,4,10,13,25,13,10.15,2,0.163680451818447,1.33761362984038,0.95,0.951982069560724,1.04462150701664,0.834864281812936,1.04367030076882
23,5,5,14,9,12,6,2,0.236187144992562,1.29280563318204,0.888888888888889,0.935998503743755,1.03392664597605,0.826064918845855,1.02904915781807
24,6,10,14,20,15,10.5714285714286,0.5,0.13767739484995,1.33992624852151,0.857142857142857,0.933719203498269,1.02835813073394,0.826050583371102,1.0309630001539
25,5,15,14,15,17,14.8888888888889,3,0.103400246409713,1.43226178844534,0.888888888888889,0.926044917799493,1.02374103100028,0.8266447733234,1.03204212758787
26,4,12,14,21,14,12.2857142857143,3,0.107567191198793,1.26432638970438,0.857142857142857,0.94670167867123,1.0391010648691,0.826140446022916,1.03107225578466
27,4,14,14,23,16,14,1.5,0.101287186760175,1.33517654300065,0.875,0.93241773512072,1.02751566167177,0.826440563345858,1.03130029420062
28,4,11,14,22,15,11.375,1.5,0.119643258107053,1.27436498900966,0.875,0.935599733765622,1.02940996908743,0.826346743673865,1.03112355339666
29,5,7,14,12,12,7.46666666666667,2,0.209563045767936,1.32890088187663,0.933333333333333,0.949540634103024,1.04433795136731,0.827015566193733,1.03173722281346
30,6,12,13,7,14,12.05,0.25,0.162641830894744,1.51053481818631,0.95,0.946577398332921,1.03875172145204,0.834901822511774,1.04419877464464
31,6,7,14,14,13,7.7,3,0.192141999892097,1.35398771426496,0.9,0.939861885605137,1.03499388612152,0.826487797592951,1.03097686183472
32,4,11,13,8,15,11.1333333333333,3,0.139190157069518,1.3450176475908,0.933333333333333,0.936119468010741,1.02960865059273,0.834633512482113,1.04328643045382
33,4,14,13,7,16,13.9333333333333,1,0.119860199881108,1.42550884825606,0.933333333333333,0.933176930390546,1.02786496418469,0.834690991064066,1.0438470827727
34,4,9,14,26,15,9.5,1.5,0.146432575336694,1.27420168954662,0.9,0.929923562457633,1.02613240828457,0.82661360530549,1.03115176777242
35,4,8,13,27,15,8.25,1,0.198267901849722,1.2967194237783,0.95,0.926855565337693,1.02494147125547,0.83480797076468,1.04326069882129
36,5,11,14,8,16,11.4285714285714,2.5,0.120790464068646,1.30454695658133,0.857142857142857,0.928001963388704,1.02492804563362,0.826099599363001,1.03103083219245
37,6,12,14,7,14,12.25,1,0.126058532925264,1.40772257163935,0.875,0.946422204508499,1.03879386152238,0.826383229101862,1.03144623796199
38,6,11,14,17,15,11.3333333333333,1,0.137308640773104,1.4082857989158,0.888888888888889,0.935303720156464,1.02927961309828,0.826539345236574,1.03160764515011
39,6,12,13,8,16,12.05,2,0.158065414628123,1.51411963416051,0.95,0.929765986408938,1.02586986429503,0.834901822511774,1.04419761142634
40,5,9,14,18,15,9.33333333333333,2.5,0.170779545390585,1.37611468666229,0.933333333333333,0.929093983308443,1.02580435519211,0.827102544365365,1.03248994124416
41,6,13,14,19,14,13.125,3,0.1171754298407,1.43572612969992,0.875,0.947677020138384,1.04016969006927,0.826414101387091,1.03163683084404
42,4,12,14,27,16,12.25,3,0.111007435998122,1.29292788180683,0.875,0.929473917139775,1.02576073909956,0.826383229101862,1.03119224001989
43,5,8,14,20,14,8.3,2.5,0.202303576448898,1.35236373216853,0.95,0.933521872021578,1.02903747065366,0.827319420652795,1.03285915670943
44,5,8,14,21,14,9,0.5,0.146784661624266,1.24196183469683,0.833333333333333,0.936976819378799,1.03130348799375,0.825562436427279,1.02950559351599
45,5,6,13,27,13,7,1,0.191258280427249,1.24852476897389,0.857142857142857,0.937238166497264,1.0328794317812,0.833049764015817,1.03841079259338
46,4,11,13,5,15,11.1333333333333,0.5,0.143891356635867,1.35356927461871,0.933333333333333,0.936117892963351,1.02960837529723,0.834633512482113,1.04332225692427
47,4,9,14,11,13,9.25,0.5,0.180565790742816,1.32052305118652,0.95,0.94718533024643,1.04059972235126,0.827348470003086,1.03285453576015
48,4,13,13,7,16,13,2.5,0.123999985254063,1.39093746982664,0.933333333333333,0.931728843227848,1.02700161518227,0.834674779156336,1.04370214661156
49,6,7,13,27,13,7.3,3,0.236793235776503,1.37821923961004,0.95,0.940037702044513,1.03482660173319,0.834767748587354,1.0433373718181
50,4,11,13,8,16,11.1,2.5,0.150866247232011,1.3550165573622,0.95,0.927808671731081,1.02464330434004,0.834884758557757,1.04380560691067
