date,median_cases,min_cases,max_cases,median_deaths,min_deaths,max_deaths
2020-10-01,990448.571428572,990448.571428572,990448.571428572,35735.7142857143,35735.7142857143,35735.7142857143
2020-10-02,1030881.64285714,1030881.64285714,1030881.64285714,35856.0347227183,35825.9546134673,35946.2750504713
2020-10-03,1068947.08630952,1068556.446,1069397.50122768,36027.340357273,35948.789450152,36220.9334995728
2020-10-04,1105230.21835552,1104177.5691317,1106448.73469701,36242.2228404094,36097.5540049627,36539.9690055814
2020-10-05,1140058.25914953,1138138.6173901,1142286.71978,36494.7001893653,36267.0060845593,36889.347325983
2020-10-06,1173616.80866963,1170669.27138212,1177049.55999961,36774.4515718312,36452.9093137221,37258.80334062
2020-10-07,1206013.23731428,1201912.1275088,1582867.98750282,37092.3450120322,34376.3049383155,39542.0463775657
2020-10-08,1237332.77465083,1231965.16984342,1625778.41907354,37430.4559678692,34572.2511951633,40054.7122893817
2020-10-09,1267639.40355265,1260893.54816786,1667528.63047302,37788.8358074032,34775.3395045573,40601.6179020555
2020-10-10,1296982.86379582,1288760.70615079,1708158.27201274,38164.9858660762,34983.6499398982,41197.6794527463
2020-10-11,1325397.52175862,1315620.02281826,1747695.59938981,38556.1261134482,35195.5680015935,41834.5096116812
2020-10-12,1352918.89552092,1341516.47449501,1786170.9589591,38971.6153713621,35409.7371348505,42502.1293368678
2020-10-13,1379579.56044101,1366487.04148216,1823612.18062855,39402.8477454898,35625.020986326,43197.4140822505
2020-10-14,1405409.93315308,1390561.35423026,1860045.38800208,39847.0576655669,35840.4703142712,43917.4428251265
2020-10-15,1430440.54074151,1413781.67915827,1895497.96083871,40287.9433587409,36055.294953204,44659.4749490064
2020-10-16,1454700.76465106,1436186.19234707,1929996.72665763,40754.0084814705,36268.8492613672,45420.9755950491
2020-10-17,1478219.14590197,1457810.69698285,1963568.2820008,41223.6372654054,36480.6121214958,46199.6003488059
2020-10-18,1501023.47423592,1478688.48179426,1996239.02200084,41689.8874198763,36690.1704686374,46993.1843564112
2020-10-19,1523140.99420433,1498851.64195058,2028035.32414533,42157.4621125509,36897.2049578386,47799.7315056868
2020-10-20,1544598.13300243,1518327.81216634,2058983.05170998,42642.094093695,37101.478127645,48617.407464134
2020-10-21,1565420.48313292,1537140.02206436,2089107.37600362,43099.8088679796,37302.8223696609,49444.5255358154
2020-10-22,1585634.16808689,1555321.38809836,2118434.52841087,43556.3554996428,37501.1288150988,50279.5323468652
2020-10-23,1605264.58026529,1572902.36958607,2146989.85752053,44011.114828718,37696.3442495771,51121.0289725223
2020-10-24,1624336.35764048,1589911.8037212,2174797.58442498,44457.7607259503,37888.4612947643,51967.7606773993
2020-10-25,1642873.18436747,1606376.62583558,2201880.32042098,44889.0314377078,38077.509120088,52818.6092333026
2020-10-26,1660897.65755419,1622322.86293628,2228258.71523849,45310.1466067263,38263.543738581,53672.584392006
2020-10-27,1678430.74548549,1637772.91348719,2253950.60971478,45739.4874285017,38446.6384001877,54528.8173000928
2020-10-28,1695491.4319344,1652745.2893113,2278970.56325453,46213.9449741976,38626.8722936696,55386.5471703361
2020-10-29,1712097.44542103,1667265.58484077,2303331.10948152,46680.0732870593,38804.3189837831,56245.1064427334
2020-10-30,1728263.98845667,1681356.57547045,2327041.3672379,47112.8808205434,38979.0409602414,57103.9312020612
2020-10-31,1744003.53353551,1695038.77961056,2350107.33133255,47541.9449546109,39151.079551208,57962.5460460829
2020-11-01,1759325.64036114,1708330.02561867,2372532.32334046,47967.1862126474,39320.446959805,58820.549159947
2020-11-02,1774237.03710479,1721246.06048726,2394317.84172825,48403.4549598064,39487.1206428251,59677.5951253485
2020-11-03,1788741.61484145,1733798.30019645,2415464.18905614,48856.3158639077,39651.041151768,60533.378054637
2020-11-04,1802840.81348269,1745993.64828588,2435971.40727024,49306.3395939185,39812.1122878858,61409.2836707323
