Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-08-17,2020-08-17,2020-08-17,0.126967543685218,0.156267746074114,0.184680063542135
AURIFLAMA,2020-08-17,2020-08-17,2020-08-17,0.0957916379112032,0.117897400506097,0.139333291507205
IPAUSSU,2020-08-17,2020-08-17,2020-08-17,0.0434387099451694,0.053463027624824,0.0631835781020647
HORTOLÂNDIA,2020-08-17,2020-08-17,2020-08-17,1.21616251905463,1.49681540806725,1.76896366407948
BARRA DO TURVO,2020-08-17,2020-08-17,2020-08-17,0.0324076938412148,0.0398863924199566,0.04713846376904
APARECIDA,2020-08-17,2020-08-17,2020-08-17,0.0893300921557678,0.109944728807099,0.129934679499298
OSASCO,2020-08-17,2020-08-17,2020-08-17,3.25765940548126,4.00942696059235,4.73841368069998
BARUERI,2020-08-17,2020-08-17,2020-08-17,1.85099075867095,2.27814247221039,2.69235019443045
ÁLVARO DE CARVALHO,2020-08-17,2020-08-17,2020-08-17,0.00168843042189692,0.00207806821156575,0.0024558987954868
SABINO,2020-08-17,2020-08-17,2020-08-17,0.00450046073212906,0.00553902859338962,0.0065461247012788
TARABAI,2020-08-17,2020-08-17,2020-08-17,0.0180538484010011,0.0222201211089241,0.0262601431287286
BARÃO DE ANTONINA,2020-09-13,2020-09-19,2020-09-24,1.83666975483522e-07,1.73118124124322e-06,3.83437987319175e-06
ESTRELA DO NORTE,2020-08-17,2020-08-17,2020-10-21,0.00646372350159294,0.00795535200196054,0.00955420361893788
PARANAPUÃ,2020-08-17,2020-08-17,2020-08-17,0.0209349514184258,0.0257660940534472,0.0304508384268012
RUBIÁCEA,2020-08-17,2020-08-17,2020-08-17,0.00248944907037757,0.00306393731738778,0.0036210168296401
MORRO AGUDO,2020-08-17,2020-08-17,2020-08-17,0.231108189697146,0.284440848858027,0.336157366832213
RIO GRANDE DA SERRA,2020-08-17,2020-08-17,2020-08-17,0.2265625,0.278846153846153,0.329545454545453
LAGOINHA,2020-08-17,2020-08-17,2020-08-17,0.0211341925344133,0.0260113138885087,0.0307406436864194
PRESIDENTE BERNARDES,2020-08-17,2020-08-17,2020-08-17,0.0543844322202993,0.0669346858095992,0.0791046286840711
SALTO,2020-08-17,2020-08-17,2020-08-17,0.604980348808645,0.744591198533719,0.879971416448939
MAUÁ,2020-08-17,2020-08-17,2020-08-17,2.19014403706689,2.69556189177462,3.18566405391547
LINDÓIA,2020-08-17,2020-08-17,2020-08-17,0.0254016647491704,0.0312635873835945,0.0369478759987933
VÁRZEA PAULISTA,2020-08-17,2020-08-17,2020-08-17,0.549552603036879,0.676372434506924,0.799349240780913
CABRÁLIA PAULISTA,2020-08-17,2020-08-17,2020-08-17,0.00490959352595902,0.00604257664733418,0.00714122694684948
MIGUELÓPOLIS,2020-08-17,2020-08-17,2020-10-08,0.11797769677462,0.145203319107224,0.176281145932155
TUPI PAULISTA,2020-08-17,2020-08-17,2020-08-17,0.0588421725662254,0.0724211354661235,0.0855886146417824
IACRI,2020-10-12,2020-11-03,2020-12-10,0.0064192786934637,0.0105911701070355,0.0270090637107305
ARTUR NOGUEIRA,2020-08-17,2020-08-17,2020-08-17,0.183759230470268,0.226165206732638,0.267286153411299
ARUJÁ,2020-08-17,2020-08-17,2020-08-17,0.505918874172181,0.622669383596531,0.735881998795904
GUARAREMA,2020-08-17,2020-08-17,2020-08-17,0.186403508771928,0.229419703103915,0.271132376395535
TUIUTI,2020-08-17,2020-08-17,2020-08-17,0.0235200599529356,0.0289477660959208,0.0342109962951791
BROTAS,2020-08-17,2020-08-17,2020-08-17,0.030275826743414,0.037262555991894,0.0440375661722383
ARARAS,2020-08-17,2020-08-17,2020-08-17,0.560559006211179,0.689918776875295,0.815358554488988
SÃO JOÃO DAS DUAS PONTES,2020-08-17,2020-08-17,2020-10-07,0.0144378975299491,0.0166591125345565,0.0236449364626181
ALVINLÂNDIA,2020-08-17,2020-08-17,2020-08-17,0.0107445572302539,0.0132240704372356,0.0156284468803694
INÚBIA PAULISTA,2020-08-17,2020-08-17,2020-12-30,0.00214891144605079,0.00286521526140105,0.00507971337628832
PIRANGI,2020-08-17,2020-08-17,2020-08-17,0.0336148648648651,0.0413721413721415,0.0488943488943487
