date,median_cases,min_cases,max_cases,median_deaths,min_deaths,max_deaths
2020-07-04,312770.714285714,312770.714285714,312770.714285714,15819.5714285714,15819.5714285714,15819.5714285714
2020-07-05,320899.808082181,320891.716289372,321583.494071561,16139.8351195342,16139.8351195342,16185.5870753861
2020-07-06,329001.095005868,328946.02717779,330293.345572533,16454.1032116342,16449.2827139032,16512.4003016602
2020-07-07,337140.835087375,336952.307422597,338977.452382692,16762.6830565415,16749.0384698598,16807.1463604229
2020-07-08,345335.411464397,344949.585742053,347670.728881805,17062.5375547428,17040.209356508,17075.7989021973
2020-07-09,353599.464153512,352960.9886755,356381.717542979,17343.8401094368,17318.9431309396,17374.4620764373
2020-07-10,361941.95266268,312551.495191661,381625.567283743,17614.4420528667,16301.7382277491,18358.7829993339
2020-07-11,370367.974281466,319555.942737292,390784.379272972,17889.6369000932,16502.7270835894,18665.6546435274
2020-07-12,378879.972022222,326611.510179716,399970.110128304,18160.0016283069,16693.3676022794,18969.5822215968
2020-07-13,387478.782904458,333727.623486505,409244.004568765,18426.187786757,16875.703566006,19270.96997741
2020-07-14,396163.578701885,340912.836713029,418633.22290026,18688.7965295807,17051.3932406393,19570.2098600466
2020-07-15,404918.444403541,348175.156218924,428116.178357172,18948.3800629897,17221.7706539525,19867.6754454991
2020-07-16,413763.189758634,355522.414506678,437701.832643621,19205.4442541401,17387.5616250438,20163.718596089
2020-07-17,422684.234859154,362962.428768942,447399.226547171,19460.4543115169,17549.6967978326,20458.6761006978
2020-07-18,431677.506441236,370502.92411715,457238.015814366,19713.8405325807,17708.8843445811,20752.8773036537
2020-07-19,440737.467548654,378151.486861046,467223.625964854,19966.0013805632,17865.6416654024,21046.6442596089
2020-07-20,449857.812707225,385915.587913132,477357.762695701,20217.3054654041,18020.3725714912,21340.2897543893
2020-07-21,459058.139300446,393394.479457568,487648.894403707,20469.9894359661,18173.3884645373,21634.1186975977
2020-07-22,468458.95191332,400651.21270157,498104.341794325,20723.088290678,18324.9213320808,21928.4232189107
2020-07-23,477900.409144325,407941.952385755,508731.490278784,20976.6173497828,18475.135652655,22223.4789880718
2020-07-24,487537.830110179,415271.08425285,519537.950105089,21230.8152788816,18624.1445806086,22519.550504827
2020-07-25,497124.613642669,422642.615949981,530530.269475952,21485.8933069373,18772.0233978516,22816.896802467
2020-07-26,506438.073002455,430059.577573664,541713.443750915,21742.0361666214,18918.8151398461,23115.7687846524
2020-07-27,516036.543599309,437524.765889598,553091.600434732,21999.4020411432,19064.5342461987,23416.404517721
2020-07-28,525190.885161213,445039.323363166,564667.155809664,22258.124214141,19209.172390169,23719.0291399681
2020-07-29,534335.235271468,452603.036732206,576441.205642744,22518.3097158773,19352.6997845683,24023.8494080645
2020-07-30,544132.158077274,460216.272594185,588415.140662581,22780.0385971662,19495.0677287691,24331.0508694199
2020-07-31,554854.191710018,467880.369272482,600591.105873562,23043.3675196948,19636.2164713431,24640.805122898
2020-08-01,565748.709681372,475595.998449022,612970.721022414,23308.3339537191,19776.0820210259,24953.2781798178
2020-08-02,576799.732347549,483362.679869214,625554.520735179,23574.956665966,19914.5969021638,25268.6298258569
2020-08-03,587274.983674567,491179.738093542,638342.5332198,23843.2351470681,20051.6897896729,25587.0101980419
2020-08-04,597841.107517478,499045.032054178,651333.090408465,24113.1508263658,20187.2875256501,25908.5602597965
2020-08-05,608493.137996197,506955.450988981,664523.01565403,24384.6656268632,20321.313659887,26233.4053362861
2020-08-06,618701.82405508,514445.225140563,677909.193131832,24657.7213983702,20453.6885285695,26561.6506480816
2020-08-07,628862.368579684,521301.668629715,691489.084920226,24932.2435542695,20584.3341604221,26893.3870285151
2020-08-08,639014.634028964,527586.064206013,705259.445072875,25208.1454055618,20713.178680336,27228.6982594258
2020-08-09,649151.185619939,533751.89686648,719215.851978618,25485.3289308583,20840.1557493536,27567.6593936359
2020-08-10,659264.741608615,539797.314396407,733353.471424778,25763.6844634323,20965.2031723552,27910.332697144
2020-08-11,669347.510957525,545720.221127606,747665.927846511,26043.0919513057,21088.2635868055,28256.7683035723
2020-08-12,679391.404155022,551518.535470111,762145.614540526,26323.419649296,21209.2823221584,28606.9980804049
2020-08-13,689388.997306013,557191.108742957,776785.36409331,26604.5235624643,21328.2066073143,28961.0319776956
2020-08-14,699333.800565287,562737.814983145,791579.018648961,26886.2506203711,21444.9887228111,29318.8649116169
2020-08-15,709219.471984057,568158.656012571,806520.0775766,27168.442489885,21559.588869269,29680.4854663418
2020-08-16,719039.552476279,573453.528660084,821601.178605685,27450.9361113174,21671.9740266725,30045.8751134151
2020-08-17,728787.858720074,578622.614795821,836814.83527384,27722.5487453163,21782.1162179564,30415.0047593798
2020-08-18,738457.879318109,583665.801704538,852152.236860528,27979.908577217,21889.9925648475,30787.8359359674
2020-08-19,748042.956334905,588582.903911608,867603.528299279,28235.2736610089,21995.5831666974,31164.3148494106
2020-08-20,757537.110135926,593374.393389111,883159.428560495,28488.4790649996,22098.8701699966,31544.368827149
2020-08-21,766935.273834204,598041.4931299,898811.769917802,28739.3630855012,22199.8400055648,31927.9131163032
2020-08-22,776232.599866002,602585.468675142,914552.110413267,28987.770654177,22298.485515793,32314.8594755921
2020-08-23,785424.228049015,607007.450031784,930371.200198849,29246.4220084523,22394.8049143826,32705.1151019443
2020-08-24,794505.623937517,611308.750079566,946259.707516918,29502.5239393341,22488.8003056729,33098.5788378985
2020-08-25,803472.061163957,615490.414033082,962207.048952022,29723.5476387378,22580.4776552811,33495.1420599622
2020-08-26,812318.782515201,619553.40346926,978201.694806211,29966.714089149,22669.8450732833,33894.6825545134
2020-08-27,821041.691278289,623499.16048492,994232.753693983,30201.1314481101,22756.9120594679,34297.0609154942
2020-08-28,829637.552415148,627329.692682287,1010290.52617802,30432.2688781754,22841.691187384,34702.1271302048
2020-08-29,838103.397173627,631047.016116431,1026365.18202337,30660.0170168444,22924.1997505186,35109.7290710837
2020-08-30,846436.322465706,634653.014868926,1042446.27355768,30884.275494972,23004.4589192802,35519.7115464976
2020-08-31,854633.769262246,638149.689191293,1058523.45614291,31104.952549828,23082.4925502523,35931.9127576855
2020-09-01,862693.084361677,641538.805434984,1074585.40142772,31321.9652076111,23158.3271234146,36346.1653783783
2020-09-02,870611.652540682,644822.040256796,1090620.12136091,31535.2384609801,23231.9903786891,36762.2909218502
2020-09-03,878387.456616559,648001.40598477,1106616.47131952,31744.7047248929,23303.510703797,37180.0966328376
2020-09-04,886019.24035712,651079.322682582,1122564.6878447,31950.3045887198,23372.9183644389,37606.4794773267
2020-09-05,893506.004448628,654058.186006744,1138455.14644187,32151.9878106709,23440.2467420992,38037.9330002287
2020-09-06,900846.832717449,656940.257775143,1154277.91048305,32349.7130672164,23505.5316516427,38470.383526919
2020-09-07,908041.11245956,659727.856466401,1170023.39794172,32543.4473252615,23568.810393192,38903.5789534908
2020-09-08,915088.168466247,662423.089544823,1185681.37458548,32733.1656761893,23630.1216718978,39337.2650949588
2020-09-09,921987.366648987,665027.965169737,1201241.25687261,32918.8503917337,23689.5045346636,39771.1838015029
2020-09-10,928738.55822195,667544.709560875,1216693.47591072,33100.4902207747,23746.9978888018,40205.0720543674
2020-09-11,935508.151463973,669975.827584259,1232029.96147985,33278.0807162604,23802.6413987181,40638.6654536658
2020-09-12,941798.980668777,672323.772925771,1247242.9882505,33451.6247829752,23856.476419279,41071.7027818823
2020-09-13,948109.586353359,674590.864840974,1262324.7527761,33621.13226144,23908.5454703253,41503.926576111
2020-09-14,954274.961377411,676779.433304811,1277267.95869123,33786.6192352722,23958.8915123168,41935.0824329767
2020-09-15,960295.965529405,678891.617395759,1292064.89616082,33948.1077169944,24007.5578822927,42364.9200731034
2020-09-16,966173.464310248,680929.451316145,1306707.70620408,34105.6247492646,24054.5874953244,42793.1915752873
2020-09-17,971908.678340349,682895.099499294,1321189.58015581,34259.2017150281,24100.0224908169,43219.6504729749
2020-09-18,977503.286421909,684790.907244261,1335505.17620822,34408.874460767,24143.9048996096,43644.054744985
2020-09-19,982959.0867043,686619.152259119,1349649.57013776,34554.6836177962,24186.277361105,44066.1707419298
2020-09-20,988277.877492456,688381.982747267,1363617.86496411,34696.6741887805,24227.1827423596,44485.7734862834
2020-09-21,993461.592864319,690081.527663455,1377405.68824857,34834.8949349695,24266.6636090144,44902.6458172348
2020-09-22,998512.063890675,691719.746835301,1391008.36829328,34969.3980687335,24304.762193238,45316.5790606497
2020-09-23,1003431.08353181,693298.497241452,1404421.15732996,35100.2385100289,24341.5198161061,45727.3711855792
2020-09-24,1008220.68068401,694819.706724888,1417640.26401615,35227.4733170627,24376.9766460064,46134.8257219854
2020-09-25,1012883.20356646,696285.416253694,1430663.20411298,35351.1617509077,24411.1722076885,46538.7540841825
2020-09-26,1017421.04961179,697697.594634861,1443487.87009981,35471.3655097528,24444.1459441792,46938.9787114462
2020-09-27,1021836.57111902,699058.093353895,1456112.18213155,35588.1484036471,24475.9369565126,47335.3330123487
2020-09-28,1026132.18254284,700368.730275317,1468534.50483097,35701.5758832676,24506.5836326132,47727.6603024502
2020-09-29,1030310.17281035,701631.179197337,1480752.92889457,35811.7148090669,24536.1236469652,48115.8140592675
2020-09-30,1034372.75801166,702847.020909248,1492765.45930279,35918.6328929584,24564.5935555781,48499.6560104322
2020-10-01,1038322.29654927,704017.871381468,1504570.89348769,36022.3982790509,24592.0286421295,48879.0548989544
2020-10-02,1042161.35765755,705145.416718728,1516169.11591093,36123.0796129594,24618.4633130957,49253.8881963854
2020-10-03,1045892.50886998,706231.275648114,1527560.29357398,36220.7462506231,24643.9315423445,49624.0445338579
2020-10-04,1049518.2430322,707276.966812615,1538744.57450712,36315.4680389619,24668.4667011654,49989.4233834527
2020-10-05,1053041.06389663,708283.97215071,1549722.43610503,36407.3149866441,24692.1013045192,50349.9338910589
2020-10-06,1056463.34036063,709253.655699214,1560494.07309287,36496.3571203803,24714.8670321262,50705.4948415119
2020-10-07,1059787.34980585,710187.302739651,1571059.55743634,36582.6640927406,24736.7944488913,51056.0327946242
2020-10-08,1063015.44729984,711086.214248666,1581419.57941512,36666.3048974122,24757.9129117294,51401.4808202887
2020-10-09,1066150.12237625,711951.735395029,1591575.69555828,36747.3479580965,24778.2508766502,51741.7797590718
2020-10-10,1069193.83304178,712785.153514716,1601529.64618263,36825.8613291455,24797.8362493034,52076.8801102292
2020-10-11,1072148.95001476,713587.674348727,1611283.10124399,36901.9125665316,24816.6962761887,52406.7415915988
2020-10-12,1075017.82526476,714360.469881377,1620837.95074455,36975.5685140652,24834.8573720927,52731.3319961917
2020-10-13,1077802.67942496,715104.618523565,1630195.79164821,37046.8952310218,24852.3451507338,53050.6270126835
2020-10-14,1080505.63746775,715821.134957486,1639358.06373078,37115.9577293963,24869.1842316359,53364.6085202917
2020-10-15,1083128.8618218,716511.03965107,1648326.67079842,37200.0517825513,24885.3981849984,53673.263404971
2020-10-16,1085674.59940696,717175.381800161,1657104.18924411,37310.0187582539,24901.0097682384,53976.5845175647
2020-10-17,1088145.05226958,717815.163464373,1665693.29626329,37417.6967292306,24916.0411996182,54276.8526910042
2020-10-18,1090542.33507962,718431.322169795,1674096.55867319,37523.1192566033,24930.5140883503,54584.6212930251
2020-10-19,1092868.52997212,719024.766948831,1682316.67421187,37626.320551119,24944.4493160752,54887.5923902005
2020-10-20,1095125.59959979,719596.334093916,1690356.04574957,37727.335503518,24957.8670687396,55185.7621318748
2020-10-21,1097315.41630756,720146.809822953,1698216.89615688,37826.1984275151,24970.7867016715,55479.1295434517
2020-10-22,1099439.86680272,720676.981437353,1705901.78638004,37922.9423870702,24983.2267069593,55767.6947746502
2020-10-23,1101500.89094382,721187.655637445,1713413.79074646,38017.6003076468,24995.2048936637,56051.4615224689
2020-10-24,1103500.38079939,721679.601917536,1720756.02168724,38110.2064353258,25006.7385992672,56330.4402819293
2020-10-25,1105440.14812343,722153.539716111,1727931.45580288,38200.7960065715,25017.8446439139,56604.6476282046
2020-10-26,1107321.96813693,722610.165566283,1734943.1339403,38289.4044775463,25028.5392475916,56874.1044665138
2020-10-27,1109147.51219337,723050.120205494,1741793.81016132,38376.0675592463,25038.8380589916,57138.8359895907
2020-10-28,1110918.37145064,723474.005760977,1748486.04848023,38460.8201543782,25048.7560598019,57398.8691562476
2020-10-29,1112636.13912965,723882.423434102,1755022.65354634,38543.6957971884,25058.3075451124,57654.2311788926
2020-10-30,1114302.44235846,724275.988053293,1761406.81813672,38624.7276124253,25067.5062594815,57904.9515656467
2020-10-31,1115918.86318253,724655.285668472,1767641.73005648,38703.9495745889,25076.3655591542,58151.064870046
2020-11-01,1117486.91351216,725020.863976759,1773730.42971015,38781.3962361041,25084.8983813377,58392.6100716826
2020-11-02,1119008.07001183,725373.252807573,1779675.97593163,38857.1020810407,25093.1171852519,58629.6290862539
2020-11-03,1120483.72174109,725712.939543329,1785481.15776617,38931.1015642102,25101.0339764566,58862.1667143858
2020-11-04,1121915.18924321,726040.382152561,1791148.57571859,39003.4282167335,25108.660237928,59090.2685044284
2020-11-05,1123303.78918958,726356.036996973,1796680.99917924,39074.1141820306,25116.0069180101,59313.9794677005
2020-11-06,1124650.86044354,726660.370370259,1802081.4907433,39143.1910411944,25123.0845325224,59533.3458070181
2020-11-07,1125957.70202778,726953.826590823,1807353.08193834,39210.6908960753,25129.9032886769,59748.4172478942
2020-11-08,1127225.55368718,727236.820807726,1812498.65694528,39276.6461471162,25136.4730639035,59959.2465206028
2020-11-09,1128455.62367223,727509.754498294,1817521.0900862,39341.0889536412,25142.8033631619,60165.8881097443
2020-11-10,1129649.04783924,727772.996997773,1822423.00963087,39404.0512749134,25148.9033386428,60368.398211934
2020-11-11,1130806.904982,728026.895398677,1827206.86585135,39465.5641198348,25154.7817394479,60566.8329428595
2020-11-12,1131930.26765987,728271.795116487,1831875.22738986,39525.6571632625,25160.4469039691,60761.2472608113
2020-11-13,1133020.22350005,728508.049035315,1836430.88620833,39584.3594540272,25165.9068362251,60951.6964361735
2020-11-14,1134077.82629497,728735.993390218,1840876.59027399,39641.7003431457,25171.1693003381,61138.2380332455
2020-11-15,1135104.08081338,728955.94231822,1845410.18916621,39697.7093024298,25176.2418055739,61320.9314886424
2020-11-16,1136099.96493075,729168.199624186,1850255.33237432,39752.4154742875,25181.1315749537,61499.8370740087
2020-11-17,1137066.39753092,729373.044822768,1854990.73723635,39805.8477123379,25185.8455608376,61675.0158708057
2020-11-18,1138004.25079338,729570.740676787,1859618.18505233,39858.0339525572,25190.390407736,61846.5282781987
2020-11-19,1138914.39019504,729761.548448686,1864139.76510078,39909.0008955965,25194.772447338,62014.4331207533
2020-11-20,1139797.69191723,729945.735155757,1868558.07176709,39958.774611852,25198.9977554637,62178.7889018941
2020-11-21,1140655.0041423,730123.555255612,1872875.64643428,40007.3813341496,25203.0722240777,62339.6554925424
2020-11-22,1141487.13510237,730295.246487852,1877094.78899231,40054.847309128,25207.0015504787,62497.0937952766
2020-11-23,1142294.87072419,730461.038844003,1881217.80291276,40101.198421388,25210.7912139108,62651.1648909535
2020-11-24,1143078.94931976,730621.14395979,1885246.59605899,40146.4602317206,25214.446487715,62801.9300319001
2020-11-25,1143840.07142592,730775.760874994,1889182.81193468,40184.8898812863,25217.9724115502,62949.4494067575
2020-11-26,1144578.93132382,730925.087378166,1893028.34091737,40206.1859557905,25221.373788042,63093.7814060214
2020-11-27,1145296.23127295,731069.325772444,1896785.48737457,40226.8043402603,25224.6552252397,63234.9836927923
2020-11-28,1145992.65075924,731208.668902861,1900456.50206696,40246.7672081344,25227.8211915603,63373.1146432257
2020-11-29,1146668.83703032,731343.296960587,1904043.42500821,40266.0960696193,25230.8760078223,63508.2330829139
2020-11-30,1147325.41918518,731473.384352961,1907548.29029026,40284.8117545685,25233.8238296139,63640.3975879397
2020-12-01,1147962.98812613,731599.091596656,1910972.79320785,40302.9344359031,25236.6686566921,63769.6664935404
2020-12-02,1148582.10444046,731720.569736198,1914318.40010062,40320.4835905355,25239.4143120341,63896.096874266
2020-12-03,1149183.32327188,731837.968810061,1917586.77683301,40337.4779813021,25242.0644395082,64019.7439413337
2020-12-04,1149767.20597602,731951.442444,1920779.93059897,40353.9357228237,25244.6225355268,64140.6619568607
2020-12-05,1150334.29559256,732061.137141093,1923899.81804091,40369.8743812691,25247.091991048,64258.9054625119
2020-12-06,1150885.10930471,732167.189809515,1926948.2140717,40385.3109873161,25249.4760856066,64374.5290740653
2020-12-07,1151420.14971225,732269.733050216,1929926.88312854,40400.2620241429,25251.7779738882,64487.5869094808
2020-12-08,1151939.88888084,732368.888926916,1932837.30139992,40414.743447246,25254.0006929705,64598.1326083965
2020-12-09,1152444.77466304,732464.772370774,1935680.74862704,40428.7706549501,25256.1471463928,64706.2184902165
2020-12-10,1152935.25035551,732557.497519605,1938458.66714802,40442.3584752645,25258.2201024917,64811.8950595289
2020-12-11,1153411.76426197,732647.18138774,1941172.78235295,40455.5212181197,25260.2222180191,64915.2117852422
2020-12-12,1153874.75005684,732733.935618692,1943824.77401101,40468.2727553453,25262.1560703332,65016.2181476276
2020-12-13,1154324.62074563,732817.864560743,1946416.16656463,40480.6265317686,25264.0241528643,65114.9634783089
2020-12-14,1154761.7777057,732899.069357527,1948948.47241912,40492.5955564033,25265.8288648038,65211.4964914216
2020-12-15,1155186.59794214,732977.643134051,1951422.95989543,40504.1924187564,25267.5725166762,65305.8653093536
2020-12-16,1155599.43916758,733053.673632688,1953840.72989302,40515.4292661213,25269.2573181341,65398.1167666635
2020-12-17,1156000.65536568,733127.247976169,1956203.01678587,40526.3177936843,25270.8853767418,65488.2960031668
2020-12-18,1156390.60465609,733198.455609011,1958511.29086827,40536.8692857031,25272.4587156209,65576.4471262648
2020-12-19,1156769.63351839,733267.381917085,1960766.98241208,40547.09467949,25273.9792982006,65662.6141021198
2020-12-20,1157138.07193136,733334.106720775,1962971.38972904,40557.0045745822,25275.4490247345,65746.8406304487
2020-12-21,1157496.24064322,733398.707455938,1965125.79918776,40566.609226007,25276.8697243223,65829.1697588429
2020-12-22,1157844.44094879,733461.25543391,1967231.29110605,40575.9185574685,25278.2431592015,65909.6439110745
2020-12-23,1158182.95878295,733521.817892614,1969288.80375842,40584.9421435724,25279.5710153333,65988.3043101425
2020-12-24,1158512.07706604,733580.461587591,1971299.3856409,40593.6892021666,25280.8549014987,66065.1906422221
2020-12-25,1158832.08219002,733637.255157595,1973264.282723,40602.1686266728,25282.0963625039,66140.3416182443
2020-12-26,1159143.25130071,733692.26416568,1975184.70650061,40610.3890372463,25283.2968982773,66213.7957315152
2020-12-27,1159445.84836914,733745.549912692,1977061.75678459,40618.358788186,25284.4579611696,66285.591158971
2020-12-28,1159740.13005521,733797.17192376,1978896.52235763,40626.0859626127,25285.5809497397,66355.7654425402
2020-12-29,1160026.33747626,733847.185027171,1980689.91836327,40633.5783830178,25286.6672120682,66424.3555174626
