Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,5,7,13,6,15,7.4,2.5,0.174101405366997,1.24930391134157,0.933333333333333,0.937485824559732,1.03669369542417,0.858975762830833,1.03178660870124
2,4,8,13,19,16,8.25,0.25,0.16559309218271,1.24330240687355,0.95,0.932713943035328,1.0332789986995,0.860650292971282,1.03217607394464
3,5,7,13,8,15,7.3,1.5,0.1847291131708,1.26064779450011,0.95,0.936770034516213,1.03643450616074,0.860346936143376,1.03216626719558
4,4,7,12,25,16,7.83333333333333,0.5,0.142018652717236,1.09903521829829,0.833333333333333,0.934227457193282,1.03387164836623,0.868857036234971,1.03980346479792
5,4,7,13,14,15,7.3,0.5,0.182722361919654,1.22046077020869,0.95,0.936759120002701,1.03643309868925,0.860235719432486,1.03205852540159
6,5,10,12,20,17,10.4,1,0.10703186188979,1.11448605888219,0.8,0.938359907399608,1.03611787888021,0.869410403864791,1.04009155178186
7,4,6,13,21,14,6.35,3,0.201751509008872,1.20292750048738,0.95,0.939721675480396,1.03941029139725,0.859891432639241,1.03198674385772
8,6,6,12,15,15,7,0.25,0.168429153620065,1.15339294373582,0.833333333333333,0.937289581064488,1.03671286145613,0.867554261133166,1.03917443934259
9,5,8,13,10,16,8.16666666666667,0.25,0.182391488601326,1.29508082667336,0.966666666666667,0.932115692315577,1.03306361059821,0.862037027536238,1.03323453664457
10,5,9,12,11,17,9.6,3,0.112800540800019,1.09798787122768,0.8,0.935248761554731,1.03431829727537,0.86863465123508,1.03975678107983
11,5,10,13,22,16,10.15,1,0.14251036750523,1.34099661908503,0.95,0.940862393711482,1.03765108640184,0.861403029136709,1.03260905078639
12,5,5,12,17,14,6,2,0.195036124531228,1.15609942374042,0.857142857142857,0.93700777103388,1.03854199997122,0.86807583533575,1.03963111054469
13,5,6,13,13,14,6.35,2,0.208036663682791,1.23160325510149,0.95,0.939728617152914,1.03941125869134,0.859817830762751,1.03200291002427
14,4,6,13,8,15,6.46666666666667,0.25,0.198589406753712,1.19146489595795,0.933333333333333,0.930113975963395,1.03359889834885,0.858082975719065,1.0316525346993
15,6,5,12,26,14,6,0.5,0.202235329869703,1.18096573060212,0.857142857142857,0.93701323216934,1.03854264042734,0.868046046054329,1.03957228314114
16,6,10,13,22,16,10.15,0.5,0.147565765651457,1.36564084917432,0.95,0.940865739017748,1.03766135687037,0.861425165022512,1.03271843825634
17,6,7,12,7,16,7.83333333333333,0.5,0.149908335987443,1.15467486998041,0.833333333333333,0.934244881313226,1.03387364725405,0.86907544121879,1.03997631398444
18,4,8,13,25,16,8.16666666666667,0.5,0.177492662597353,1.25436478606053,0.966666666666667,0.932109350349892,1.03306266043065,0.862002156949054,1.03306603922389
19,6,7,12,18,16,7.83333333333333,0.5,0.149908335987443,1.15467486998041,0.833333333333333,0.934244881313226,1.03387364725405,0.86907544121879,1.03997631398444
20,6,6,13,24,14,6.35,2.5,0.212665271006629,1.25798512311302,0.95,0.939735730593517,1.03941220202492,0.859860730420207,1.03203647847249
