Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-14,2020-08-06,2020-09-28,0.0474877095953953,0.106332951416156,0.576501448417769
AURIFLAMA,2020-06-29,2020-08-14,2020-10-17,0.0822844260755213,0.165118648830032,0.952670871424438
IPAUSSU,2020-06-29,2020-08-28,2020-12-23,0.0179608254933583,0.0331396896115267,0.146609289858121
HORTOLÂNDIA,2020-06-29,2020-08-08,2020-10-22,1.08097271855661,2.0178496592461,10.8902465988122
BARRA DO TURVO,2020-06-29,2020-06-29,2020-07-12,0.00396650015784283,0.00439105265708351,0.00496219382204033
APARECIDA,2020-08-25,2020-10-10,2020-12-23,0.0347703648883819,0.131076786740099,0.967426360918552
OSASCO,2020-06-29,2020-06-29,2020-07-16,8.70925299807504,9.65858660250257,11.1917735805712
BARUERI,2020-06-29,2020-06-29,2020-09-02,2.81604806221699,3.24928622563499,4.8361261639875
ÁLVARO DE CARVALHO,2020-08-01,2020-08-08,2020-08-31,0.0297797167273477,0.106096987228614,0.670154674259957
SABINO,2020-06-29,2020-06-30,2020-07-11,0.00190028254427665,0.00210772708232765,0.00237535318034587
TARABAI,2020-08-06,2020-08-29,2020-10-12,0.0276044896901839,0.0944437911975795,0.686969958502761
BARÃO DE ANTONINA,2020-06-29,2020-08-06,2020-10-20,0.0147027312094175,0.0264992027205371,0.132717475974266
ESTRELA DO NORTE,2020-06-29,2020-06-29,2020-07-15,0.0184480877408357,0.0210763444760505,0.0245890685553922
PARANAPUÃ,2020-08-04,2020-08-21,2020-10-04,0.014112087244527,0.0553064159600573,0.36295533286415
RUBIÁCEA,2020-06-29,2020-07-30,2020-09-05,0.0326078205093798,0.0577571076299415,0.294152134333192
MORRO AGUDO,2020-06-29,2020-08-01,2020-09-19,0.237894251025407,0.353069266512939,1.77648825890486
RIO GRANDE DA SERRA,2020-06-29,2020-08-10,2020-11-19,0.257368799424874,0.386993425009941,1.70067485755621
LAGOINHA,2020-08-15,2020-09-20,2020-11-08,1.33858403093013e-06,1.50731418253417e-05,0.000244884692754304
PRESIDENTE BERNARDES,2020-07-31,2020-08-21,2020-09-28,0.0553670575794636,0.166881154032429,1.26959115706659
SALTO,2020-07-30,2020-08-21,2020-09-28,0.369606600877034,1.13592914708551,7.77921174251009
MAUÁ,2020-06-29,2020-06-29,2020-07-17,2.47229520956955,2.801775615011,3.26873821751283
LINDÓIA,2020-08-19,2020-09-26,2020-12-10,0.0159764697713207,0.0565472089458554,0.372587622022582
VÁRZEA PAULISTA,2020-06-29,2020-08-10,2020-11-14,0.86740179802068,1.36330083534302,6.05175901710715
CABRÁLIA PAULISTA,2020-06-29,2020-08-11,2020-10-10,0.0162881360938008,0.0374787948053661,0.204017514398846
MIGUELÓPOLIS,2020-07-30,2020-08-13,2020-09-09,0.0890968490187092,0.346176572877465,2.21396907020677
TUPI PAULISTA,2020-08-13,2020-08-23,2020-10-11,0.0952906857686973,0.351808712609567,2.57194699654849
IACRI,2020-06-29,2020-10-03,2020-12-23,0.00655675506928335,0.0253200390222562,0.156559138899222
ARTUR NOGUEIRA,2020-06-29,2020-09-18,2020-12-23,0.0718817833812158,0.239103565788577,1.5785967480812
ARUJÁ,2020-06-29,2020-08-01,2020-10-31,0.87018295056442,1.1019482091794,4.18640058304612
GUARAREMA,2020-06-29,2020-08-07,2020-11-10,0.304718417047184,0.456976914771971,1.98957478745578
TUIUTI,2020-06-29,2020-06-29,2020-07-16,0.00703359125561331,0.00803384637790058,0.00937282077421735
BROTAS,2020-06-29,2020-10-13,2020-12-23,0.0127978212165577,0.0316192521478753,0.17745903676872
ARARAS,2020-06-29,2020-08-11,2020-11-04,0.357882283348122,0.670000561768712,3.6202903357854
SÃO JOÃO DAS DUAS PONTES,2020-06-29,2020-06-29,2020-07-13,0.0323155153373222,0.0369320175283683,0.0430873537830963
ALVINLÂNDIA,2020-08-02,2020-09-03,2020-10-29,1.1232022757252e-06,9.64407491156231e-06,0.000129467186887931
INÚBIA PAULISTA,2020-08-18,2020-09-06,2020-10-03,2.80283433705606e-06,3.44406089918213e-05,0.00039713054345545
PIRANGI,2020-06-29,2020-08-07,2020-09-20,0.0754981951243634,0.133606034174439,0.750991288842741
GABRIEL MONTEIRO,2020-07-25,2020-08-13,2020-09-18,0.0140600057214473,0.0422621869199696,0.274590452560334
TEJUPÁ,2020-06-29,2020-08-24,2020-10-30,0.0145429786551792,0.0309083430559125,0.16886190798982
ÁGUAS DE SÃO PEDRO,2020-06-29,2020-08-11,2020-11-17,0.0105081634767678,0.0138315539392588,0.0484150860481254
SERRANA,2020-06-29,2020-08-20,2020-10-16,0.411706164910697,1.01667688418657,6.22261117646787
VALINHOS,2020-06-29,2020-07-13,2020-10-31,0.358382257012394,0.425723119066692,1.20152444756754
ROSANA,2020-08-01,2020-08-12,2020-09-08,0.125604396211408,0.473612663928171,2.71151043096172
GUATAPARÁ,2020-08-04,2020-08-30,2020-10-20,0.0212769179095834,0.0835935319748384,0.584682889156472
PORANGABA,2020-08-21,2020-09-23,2020-12-04,0.0114493863563307,0.0640127953389003,0.431270191197537
SÃO FRANCISCO,2020-07-08,2020-07-12,2020-07-22,0.000245462153403877,0.000411931321306573,0.000619369583008509
SANDOVALINA,2020-08-05,2020-08-14,2020-09-19,0.0324796836178601,0.111829256668273,0.728401902169928
RANCHARIA,2020-06-29,2020-07-12,2020-07-23,0.0278134106727195,0.0321942157155313,0.0437769322829316
CESÁRIO LANGE,2020-08-11,2020-09-09,2020-10-31,0.0465564553796591,0.151622192696856,1.11025289576599
LARANJAL PAULISTA,2020-06-29,2020-08-17,2020-12-03,0.0653086904589157,0.125204017046535,0.563631414745977
RIBEIRÃO DO SUL,2020-06-29,2020-06-29,2020-07-24,0.00747598396619713,0.00853159945345281,0.00995639633472389
MIRA ESTRELA,2020-07-27,2020-08-18,2020-10-02,0.0106219402872728,0.033178249016456,0.216386065685386
MORUNGABA,2020-06-29,2020-06-29,2020-07-07,0.0170755307109922,0.0198731989348067,0.0231853987572745
CORUMBATAÍ,2020-06-29,2020-08-19,2020-10-26,0.0145274149448402,0.0424999663933065,0.241722242070319
SANTA ERNESTINA,2020-06-29,2020-08-01,2020-10-15,0.0140326196578726,0.0226715818996814,0.0994143535073402
BARBOSA,2020-06-29,2020-10-06,2020-12-23,0.00676310351305655,0.0106633493863501,0.0715034852716032
COLINA,2020-06-29,2020-08-13,2020-09-30,0.323667377398721,0.687506395181918,3.98264800535529
GUZOLÂNDIA,2020-07-07,2020-07-12,2020-07-20,0.00119162931880967,0.00185373960201956,0.00271813419660672
PARAÍSO,2020-06-29,2020-07-11,2020-11-15,0.0115916420797002,0.013888849040686,0.0322630517348079
TARUMÃ,2020-08-05,2020-09-01,2020-10-24,0.0331534614951597,0.118750277704726,0.835705891142233
ITAPECERICA DA SERRA,2020-06-29,2020-06-29,2020-10-19,1.54889106803815,1.78718200158247,3.43791630686968
QUATÁ,2020-09-02,2020-10-11,2020-12-23,0.0197854002841562,0.0821382524415997,0.624439457396257
FRANCO DA ROCHA,2020-06-29,2020-06-29,2020-10-13,1.20252500494509,1.38752885185971,2.26836156868899
URU,2020-07-23,2020-08-01,2020-08-23,0.00638510907517365,0.0219198644895106,0.136374966475011
ÁGUAS DE LINDÓIA,2020-06-29,2020-08-20,2020-12-22,0.0427087100260621,0.0592258575916458,0.239509720924257
PIRAJUÍ,2020-06-29,2020-06-29,2020-10-23,0.0493522889040419,0.0562678643703272,0.0917156490760362
SEVERÍNIA,2020-08-18,2020-09-09,2020-10-23,0.0398245654019436,0.1640980174607,1.27787228927657
ITAJOBI,2020-06-29,2020-07-08,2020-09-15,0.0936482662754727,0.108055691856315,0.202568302355285
PEDRANÓPOLIS,2020-06-29,2020-08-08,2020-09-25,0.0160147686627437,0.0284478628927682,0.149907456032261
BILAC,2020-08-07,2020-08-18,2020-09-13,0.0415890212167636,0.155371893059144,1.09721457567042
SANTO ANTÔNIO DO JARDIM,2020-06-29,2020-06-29,2020-10-02,0.0133415008656281,0.0150954457186825,0.017611353338463
SEBASTIANÓPOLIS DO SUL,2020-07-23,2020-08-11,2020-09-14,0.0141888588035438,0.0429994858054719,0.296201404548597
MARINÓPOLIS,2020-08-05,2020-08-17,2020-09-27,0.00917246702003202,0.0322612960190123,0.211488430573709
PIRACICABA,2020-06-29,2020-06-29,2020-07-24,2.4949963099631,2.79642790793022,3.44446096489304
CAJAMAR,2020-06-29,2020-06-29,2020-07-14,0.716398965491315,0.816887194438216,0.953035060177918
LINS,2020-06-29,2020-08-15,2020-10-08,0.462839341344015,1.16175775728037,6.70274769464021
NEVES PAULISTA,2020-06-29,2020-08-15,2020-11-29,0.0234237245288454,0.0400760001160039,0.181777866692288
TAMBAÚ,2020-08-20,2020-09-15,2020-11-08,0.0626164922645369,0.235613265473106,1.75156381355563
GUAREÍ,2020-07-28,2020-08-14,2020-09-17,0.0818439805591482,0.265787267100006,1.86167386236762
IPIGUÁ,2020-06-29,2020-08-11,2020-09-28,0.0235319049738276,0.0551292940013641,0.300966781820184
ARAPEÍ,2020-08-03,2020-08-20,2020-09-15,1.30896695260674e-07,1.29723166075735e-06,1.12746414697718e-05
POTIRENDABA,2020-06-29,2020-08-08,2020-09-28,0.105566740368698,0.178750338860354,0.953861824764395
CÂNDIDO MOTA,2020-06-29,2020-09-13,2020-11-18,0.058044497160449,0.16894793902055,1.10231520464886
ITAJU,2020-06-29,2020-06-29,2020-07-14,0.0168305512414691,0.0191967318248366,0.022396187128976
ARARAQUARA,2020-06-29,2020-06-29,2020-07-18,0.290280160736861,0.331748755127842,0.387040214315816
PORTO FERREIRA,2020-06-29,2020-08-28,2020-12-16,0.0652104089983492,0.12354475183555,0.729884129905749
BERTIOGA,2020-06-29,2020-07-21,2020-09-18,0.560048823998873,0.754511496667533,2.60254628758747
SÃO PEDRO DO TURVO,2020-08-09,2020-08-31,2020-10-17,0.0184156846698672,0.0696492831904138,0.501809473227855
ITATINGA,2020-06-29,2020-06-29,2020-08-19,0.029431975332405,0.0332482632152314,0.0437120474228898
PACAEMBU,2020-06-29,2020-06-29,2020-07-06,0.0118940318706673,0.0136989346983243,0.0159820904813781
RIBEIRA,2020-06-29,2020-07-02,2020-07-16,0.00796252648316356,0.00918753055749642,0.0109223731849928
CAIEIRAS,2020-06-29,2020-06-29,2020-07-20,0.970690630632674,1.10594886230354,1.29027367268746
CASTILHO,2020-08-19,2020-09-24,2020-12-10,0.0380959240921621,0.14081015027872,1.00560701589095
PRAIA GRANDE,2020-06-29,2020-06-29,2020-07-10,1.54705131238629,1.76805864272718,2.06273508318171
