"Municipio","DRS","Minimo","Mediana","Máximo"
"MOGI MIRIM","São João da Boa Vista",4.36550207488563,5.83249289913715,6.5680027388111
"GUAREÍ","Sorocaba",1.74988949685693,2.2971855400057,2.65046037010455
"JACI","São José do Rio Preto",1.72006949400599,2.05768698893402,2.35106663359731
"PENÁPOLIS","Araçatuba",1.69633023433952,1.97040455107059,2.13471540019671
"ITAPEVI","Grande São Paulo",1.56097783180809,1.93923940730706,2.17604095492017
"TAUBATÉ","Taubaté",1.53177633692371,1.93357641388405,2.23087350824734
"ANGATUBA","Sorocaba",1.65024901533091,1.9303827759531,2.10543060556956
"CAPÃO BONITO","Sorocaba",1.61339282949249,1.88845658729775,2.07223559948656
"LIMEIRA","Piracicaba",1.50992282459225,1.83807316876914,2.04992733935672
"JUQUITIBA","Grande São Paulo",1.58185950939831,1.8336109537752,1.97333751427231
"IBIRÁ","São José do Rio Preto",1.61280698027625,1.81545351748429,1.96607923817529
"NOVA GRANADA","São José do Rio Preto",1.60989940293199,1.80863650995961,2.09395482012101
"CONCHAS","Bauru",1.61037653410611,1.76220429421324,1.91149841404142
"JANDIRA","Grande São Paulo",1.46436330826064,1.7265452412928,1.91458542318328
"CONCHAL","Piracicaba",1.53604976056012,1.72400988546747,1.83209787384064
"SERTÃOZINHO","Ribeirão Preto",1.54881883122933,1.71477905297726,1.79719920902769
"JOSÉ BONIFÁCIO","São José do Rio Preto",1.53734444036045,1.71466671716639,1.78609502238174
"GUAPIAÇU","São José do Rio Preto",1.51467568990571,1.71065516789372,1.79867021647899
"PIRANGI","São José do Rio Preto",1.52571616795455,1.70864920772275,1.82202821799134
"ARAÇOIABA DA SERRA","Sorocaba",1.47122061679176,1.70495497628853,1.82789892904163
"TIETÊ","Sorocaba",1.48268438627147,1.69001153625102,1.82300599467377
"UCHOA","São José do Rio Preto",1.50866379295818,1.68824899125482,1.85172971069268
"BURITAMA","Araçatuba",1.51041619525622,1.67838790706852,1.82099328718808
"POÁ","Grande São Paulo",1.37908094828867,1.63969694389763,1.80622689293096
"MONTE APRAZÍVEL","São José do Rio Preto",1.43594299992697,1.58939725321967,1.67528151973483
"IGARATÁ","Taubaté",1.39233852165265,1.58419651365308,1.76284777508874
"VARGEM GRANDE DO SUL","São João da Boa Vista",1.44940163997853,1.58335538383675,1.6862293943585
"ARAÇARIGUAMA","Sorocaba",1.38721309998818,1.56866827635092,1.69694281678091
"INDAIATUBA","Campinas",1.26336860444739,1.5663370800006,1.80221717406454
"SALESÓPOLIS","Grande São Paulo",1.36398204308181,1.55739151880602,1.70393575605862
"ADAMANTINA","Marília",1.4299283133126,1.54212579055116,1.63353844069084
"ARAÇATUBA","Araçatuba",1.41821046978172,1.53499869408453,1.59421253548427
"CAJATI","Registro",1.41400684593427,1.53305499861176,1.74408047329305
"SANTA GERTRUDES","Piracicaba",1.38929836611812,1.53058575709241,1.60444993578514
"COTIA","Grande São Paulo",1.27398112070289,1.51716546618549,1.70393349999496
"SALTO DE PIRAPORA","Sorocaba",1.35451312106091,1.50492589427367,1.61407531654675
"BARUERI","Grande São Paulo",1.31310520277936,1.50298127753961,1.65050394058748
"ITAQUAQUECETUBA","Grande São Paulo",1.32127909576513,1.50219601238552,1.64975819968837
"MATÃO","Araraquara",1.38835013037038,1.49034689667912,1.56651549187528
"BERTIOGA","Baixada Santista",1.23847735019183,1.48910803106037,1.65966701092619
"FERRAZ DE VASCONCELOS","Grande São Paulo",1.25373159023897,1.484002182615,1.6555447482703
"GUARARAPES","Araçatuba",1.32836411444142,1.45420353415796,1.61057897737064
"RIBEIRÃO PIRES","Grande São Paulo",1.28944514638554,1.45263843330696,1.58799555560626
"GASTÃO VIDIGAL","São José do Rio Preto",1.24705399068617,1.45144887528464,1.54758138050644
"SUZANO","Grande São Paulo",1.2881589249926,1.44854180854782,1.58616995397789
"ITARARÉ","Sorocaba",1.29769107195379,1.43651807396009,1.55556802967469
"UBATUBA","Taubaté",1.3032934776312,1.43376737252116,1.55281182911165
"SANTA FÉ DO SUL","São José do Rio Preto",1.30818397396057,1.40664538337878,1.46541507805603
"CAÇAPAVA","Taubaté",1.28448369951298,1.40620741914012,1.51304545918594
"ITU","Sorocaba",1.30667218773812,1.40525477567529,1.4846832295104
"PONTAL","Ribeirão Preto",1.30171777961567,1.40088876684523,1.45526953618756
"BIRIGUI","Araçatuba",1.2563577375024,1.38636560202734,1.5026834021215
"RIBEIRÃO PRETO","Ribeirão Preto",1.28509241112505,1.38147810160468,1.45962912903708
"BARRINHA","Ribeirão Preto",1.28675712318604,1.37795293931475,1.45403405242863
"ARTUR NOGUEIRA","Campinas",1.28722852858975,1.3714749395294,1.44819479170892
"FRANCISCO MORATO","Grande São Paulo",1.14769132154928,1.35886220934595,1.51769819173119
