DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-07-23,2020-07-23,2020-07-25,176.951374133596,189.590758000286,221.189217666993,Grande São Paulo
II,2020-07-23,2020-07-23,2020-07-30,4.87594704613588,5.22422897800277,6.09493380766998,Araçatuba
III,2020-07-23,2020-07-23,2020-07-23,1.75954325287718,1.88522491379698,2.19942906609649,Araraquara
IV,2020-07-23,2020-07-23,2020-07-23,14.787966999555,15.8442503566657,18.4849587494434,Baixada Santista
IX,2020-07-23,2020-09-17,2020-10-02,2.91152753503172,3.39678212420361,4.81465865323281,Marília
V,2020-07-23,2020-07-23,2020-07-23,2.75368742021756,2.95037937880456,3.44210927527197,Barretos
VI,2020-07-23,2020-07-23,2020-07-23,5.6134727491845,6.01443508841192,7.01684093648066,Bauru
VII,2020-07-23,2020-07-23,2020-07-23,32.3048762946946,34.6123674586017,40.3810953683685,Campinas
VIII,2020-07-23,2020-07-23,2020-07-23,1.89112211331644,2.02620226426762,2.36390264164557,Franca
X,2020-07-23,2020-07-23,2020-07-23,12.2514981789947,13.1266051917801,15.3143727237433,Piracicaba
XI,2020-07-23,2020-10-07,2020-11-06,2.75840663750914,3.92796989908533,6.37228021911659,Presidente Prudente
XII,2020-07-23,2020-07-23,2020-07-29,1.15912906051244,1.24192399340619,1.44891132564056,Registro
XIII,2020-07-23,2020-07-23,2020-07-23,12.8582017975927,13.7766447831348,16.0727522469907,Ribeirão Preto
XIV,2020-07-23,2020-07-23,2020-07-23,3.03989536852077,3.25703075198656,3.79986921065094,São João da Boa Vista
XV,2020-07-23,2020-07-23,2020-07-23,13.7653991444959,14.7486419405311,17.2067489306196,São José do Rio Preto
XVI,2020-07-23,2020-07-23,2020-07-23,11.6462419815133,12.4781164087642,14.5578024768918,Sorocaba
XVII,2020-07-23,2020-07-23,2020-07-28,9.24553977928861,9.90593547780929,11.5569247241106,Taubaté
