Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-17,2020-07-17,2020-07-17,0.0850735251293104,0.0964166618132183,0.111249994399867
AURIFLAMA,2020-07-17,2020-07-17,2020-10-21,0.104455973356488,0.120526123103641,0.249903446302348
IPAUSSU,2020-07-17,2020-07-17,2020-09-26,0.104246163367533,0.126584626946291,0.136321905942159
HORTOLÂNDIA,2020-07-17,2020-07-17,2020-07-17,1.07596117516774,1.21942266519011,1.40702615214243
BARRA DO TURVO,2020-07-17,2020-09-17,2020-10-02,0.0145862839174191,0.0561255082280787,0.303006137742987
APARECIDA,2020-07-17,2020-07-17,2020-07-17,0.0489702346426006,0.055499599261614,0.0640379991480162
OSASCO,2020-07-17,2020-07-17,2020-07-17,7.27507875940239,8.24508926065607,9.5135645315263
BARUERI,2020-07-17,2020-07-17,2020-11-03,2.95903678355973,3.59311609432251,3.99549390114271
ÁLVARO DE CARVALHO,2020-07-17,2020-07-17,2020-08-01,0.00165297573724077,0.00185763603485123,0.00200053111445531
SABINO,2020-08-13,2020-09-23,2020-11-09,0.0114911607384469,0.0432042583607155,0.164982264838838
TARABAI,2020-07-17,2020-07-17,2020-07-17,0.0201820535434434,0.0228729940159025,0.0263919161721953
BARÃO DE ANTONINA,2020-07-17,2020-07-17,2020-07-17,0.000613510998528681,0.000695312464999172,0.000802283613460583
ESTRELA DO NORTE,2020-08-14,2020-09-05,2020-09-16,0.0119519606734377,0.0659028699221244,0.232661231986031
PARANAPUÃ,2020-07-17,2020-07-17,2020-11-22,0.0106133742718638,0.0138790278939757,0.022483427718772
RUBIÁCEA,2020-07-17,2020-07-17,2020-07-17,0.0130501996905556,0.014790226315963,0.0170656457491881
MORRO AGUDO,2020-07-17,2020-07-17,2020-07-17,0.20038784744667,0.227106227106226,0.262045646661031
RIO GRANDE DA SERRA,2020-07-17,2020-07-17,2020-07-17,0.192286623387218,0.217924839838849,0.251451738275595
LAGOINHA,2020-08-12,2020-09-18,2020-11-05,1.52394573018671e-07,1.65148510132615e-06,1.28123328097758e-05
PRESIDENTE BERNARDES,2020-07-17,2020-07-17,2020-07-17,0.0628201948324082,0.0711962208100627,0.0821494855500722
SALTO,2020-07-17,2020-07-17,2020-07-17,0.408042729134193,0.462448426352086,0.533594338098562
MAUÁ,2020-07-17,2020-07-17,2020-07-17,2.05538422452912,2.32943545446634,2.68781013976886
LINDÓIA,2020-08-19,2020-09-19,2020-10-05,0.0272058704976907,0.132884087017006,0.564742277126715
VÁRZEA PAULISTA,2020-07-17,2020-07-17,2020-07-17,0.828127677390064,0.938544701042076,1.08293619351009
CABRÁLIA PAULISTA,2020-07-17,2020-07-17,2020-07-17,0.0204503666176227,0.023177082166639,0.0267427871153527
MIGUELÓPOLIS,2020-07-17,2020-07-17,2020-07-17,0.0502303330970944,0.0569277108433735,0.0656858202038926
TUPI PAULISTA,2020-09-02,2020-11-27,2020-12-29,0.0170533340540066,0.0394235830999787,0.0781474121416022
IACRI,2020-07-17,2020-07-17,2020-07-17,0.000655636247594549,0.000743054413940489,0.000857370477623641
ARTUR NOGUEIRA,2020-07-17,2020-07-17,2020-12-18,0.188845153701168,0.217898254270578,0.462645628858297
ARUJÁ,2020-07-17,2020-07-17,2020-07-17,0.701730103806227,0.79529411764706,0.917647058823526
GUARAREMA,2020-07-17,2020-07-17,2020-07-17,0.211093485756237,0.239239283857069,0.276045327527386
TUIUTI,2020-07-17,2020-09-30,2020-10-21,0.0199981371236702,0.0522081734434521,0.296362807576083
BROTAS,2020-09-02,2020-11-25,2020-12-29,0.0191366867971341,0.0395185295648048,0.190315534916545
ARARAS,2020-07-17,2020-07-17,2020-07-17,0.604401760704281,0.68498866213152,0.790371533228676
SÃO JOÃO DAS DUAS PONTES,2020-07-17,2020-07-17,2020-07-17,0.0242591411928315,0.0274936933518757,0.0317234923290874
ALVINLÂNDIA,2020-08-22,2020-09-30,2020-10-21,0.0064119934960567,0.0222917780439023,0.117208685316275
INÚBIA PAULISTA,2020-08-15,2020-09-02,2020-09-24,0.0156569794721119,0.0953887842015347,0.297622174310834
PIRANGI,2020-07-17,2020-07-17,2020-07-17,0.12710779187494,0.144055497458266,0.166217881682614
GABRIEL MONTEIRO,2020-07-17,2020-07-17,2020-07-27,0.00143018489292235,0.00161753829526412,0.00177767143220731
TEJUPÁ,2020-07-17,2020-07-17,2020-07-17,0.00184053299558604,0.00208593739499752,0.00240685084038175
ÁGUAS DE SÃO PEDRO,2020-07-17,2020-10-06,2020-11-04,0.00720672469237522,0.0118420300446722,0.0923347589104333
SERRANA,2020-07-17,2020-07-17,2020-10-28,0.498708221152539,0.575432562868315,1.12333203190227
VALINHOS,2020-07-17,2020-07-17,2020-07-17,0.58651112456208,0.664712607837025,0.766976085965798
ROSANA,2020-07-17,2020-07-17,2020-07-17,0.0073906111567539,0.00837602597765442,0.00966464535883202
GUATAPARÁ,2020-07-17,2020-07-17,2020-07-17,0.00727148507241471,0.00824101641540334,0.00950886509469616
PORANGABA,2020-07-17,2020-07-17,2020-07-17,0.0061351099852868,0.00695312464999171,0.00802283613460582
SÃO FRANCISCO,2020-07-17,2020-07-17,2020-07-17,0.00657018407305853,0.007446208616133,0.00859177917246115
SANDOVALINA,2020-07-17,2020-07-17,2020-07-17,0.000568508550519532,0.000644309690588802,0.000743434258371695
RANCHARIA,2020-07-17,2020-07-17,2020-07-17,0.0659469918602658,0.0747399241083011,0.0862383739711166
CESÁRIO LANGE,2020-07-17,2020-07-17,2020-07-17,0.022189752777988,0.0251483864817197,0.0290173690173692
LARANJAL PAULISTA,2020-07-17,2020-07-17,2020-07-17,0.103887862417523,0.117739577406526,0.135853358545992
RIBEIRÃO DO SUL,2020-08-18,2020-09-07,2020-09-21,0.0168032276304869,0.0982906449161922,0.318667493325806
MIRA ESTRELA,2020-07-17,2020-07-17,2020-10-18,0.0206202700139069,0.0237926192468154,0.0582365597792229
MORUNGABA,2020-07-17,2020-07-17,2020-07-17,0.0119481372895747,0.0135412222615179,0.0156244872248283
CORUMBATAÍ,2020-07-17,2020-09-04,2020-09-25,0.0289650316581598,0.0330689842071532,0.147649642667591
SANTA ERNESTINA,2020-07-17,2020-07-17,2020-07-17,0.0329456499885899,0.0373384033204019,0.0430827730620022
BARBOSA,2020-07-17,2020-09-29,2020-10-21,0.0171672269738857,0.0371103600651896,0.270618416299698
COLINA,2020-07-17,2020-07-17,2020-07-17,0.164279997713371,0.186183997408487,0.214827689317485
GUZOLÂNDIA,2020-07-17,2020-07-17,2020-11-09,0.0246503771932717,0.0284427429153135,0.104684970951065
PARAÍSO,2020-07-17,2020-07-17,2020-11-22,0.0203043808913743,0.0261057905624782,0.0444371873237701
TARUMÃ,2020-07-17,2020-10-01,2020-12-24,0.0213008931996274,0.0253785473174322,0.162016178672578
