"Municipio","DRS","Minimo","Mediana","Máximo"
"JUQUITIBA","Grande São Paulo",1.85435683007724,2.00126192233041,2.23926115093109
"SÃO JOÃO DAS DUAS PONTES","São José do Rio Preto",1.80920242394611,1.93964192379933,2.10945126912684
"TORRINHA","Bauru",1.77984697170825,1.9141324774202,2.07371472197352
"CAPIVARI","Piracicaba",1.63816915308334,1.76715500791212,1.91992099142012
"GUARACI","Barretos",1.50331608662387,1.61702475953528,1.74930749878621
"BORBOREMA","Araraquara",1.46576499195229,1.5746569361861,1.7039063966138
"BOM JESUS DOS PERDÕES","Campinas",1.44350118257928,1.54971628623911,1.68924011051976
"MONGAGUÁ","Baixada Santista",1.38593679167861,1.48378099253717,1.61764095603267
"PARDINHO","Bauru",1.35089404197959,1.45921699789253,1.58856681739199
"FRANCA","Franca",1.36130264850228,1.45728490778519,1.5765320875702
"TERRA ROXA","Barretos",1.34326830909873,1.44056172016065,1.55724551236841
"AGUAÍ","São João da Boa Vista",1.34301915225352,1.4384378900487,1.56153172013093
"SEVERÍNIA","Barretos",1.34871278506983,1.43387147668266,1.55981647364993
"ITAPIRA","São João da Boa Vista",1.32328653415731,1.41780831840403,1.53319499302193
"MERIDIANO","São José do Rio Preto",1.31818122716965,1.41492820488029,1.54357526059745
"INDAIATUBA","Campinas",1.31838066742636,1.41070745043228,1.52761583414927
"ELISIÁRIO","São José do Rio Preto",1.31889720014146,1.4105614434637,1.5299490917348
"ITAJU","Bauru",1.31441308710263,1.40478613939327,1.52331561441422
"PIRAPOZINHO","Presidente Prudente",1.3091676119288,1.40461295355434,1.5199782963777
"PEDREIRA","Campinas",1.30483736018665,1.39645170374032,1.51368635853838
"FERNANDO PRESTES","São José do Rio Preto",1.3002028381288,1.39437046640874,1.50887561563352
"PILAR DO SUL","Sorocaba",1.27229127024435,1.36927373082645,1.48019247707109
"CABREÚVA","Campinas",1.27598981108578,1.36684182450625,1.47576022273523
"UBATUBA","Taubaté",1.26646169880487,1.35606604197612,1.46714085930629
"ARAMINA","Franca",1.26027364902366,1.35331557157575,1.46186472376386
"OLÍMPIA","Barretos",1.25733352925453,1.35255133389751,1.49061423446685
"PONTES GESTAL","São José do Rio Preto",1.25678322427044,1.35243426110366,1.49515755089227
"GUARUJÁ","Baixada Santista",1.25602585628952,1.34895306435076,1.45713555074692
"BRAGANÇA PAULISTA","Campinas",1.26061243658032,1.34856012843584,1.45842751237647
"CATANDUVA","São José do Rio Preto",1.26153706299005,1.34444966148656,1.46615495734392
"CAJOBI","Barretos",1.23919841341368,1.32978004072854,1.43586366007535
"ADOLFO","São José do Rio Preto",1.22909437049937,1.32767930974246,1.45082588816997
"SÃO JOSÉ DO RIO PARDO","São João da Boa Vista",1.23042666190261,1.3197393767135,1.42931457010653
"BERNARDINO DE CAMPOS","Marília",1.21934931435238,1.3161684044224,1.42355280875134
"PARANAPANEMA","Bauru",1.22088485247572,1.31034826968022,1.41586435092789
"BOFETE","Bauru",1.20918189191349,1.29738610350043,1.40286869969195
"SANTO ANTÔNIO DE POSSE","Campinas",1.21371228483166,1.2938825426178,1.41126333174562
"SANTA ISABEL","Grande São Paulo",1.20541186675054,1.29345087620849,1.39655598898216
"JAGUARIÚNA","Campinas",1.21209897693334,1.28589221645919,1.40158578759621
