Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-10-09,2020-10-22,2020-10-31,0.042159641095922,0.0892321369125084,0.157695221744386
AURIFLAMA,2020-11-08,2020-11-23,2020-12-05,0.217171302193115,0.551522512233669,1.1411639190129
IPAUSSU,2020-10-06,2020-10-13,2020-10-17,0.0259850161524495,0.0476806579745273,0.0781714623212881
HORTOLÂNDIA,2020-10-08,2020-10-15,2020-10-20,0.735732999869924,1.38156477823928,2.30523939039503
BARRA DO TURVO,2020-11-09,2020-11-18,2020-12-01,0.149692645759194,0.355643781573038,0.707400173486878
APARECIDA,2020-10-07,2020-10-16,2020-10-21,0.00952341531536227,0.0181380673338971,0.0311383046650047
OSASCO,2020-10-08,2020-10-16,2020-10-22,2.14226455702544,4.04753711549233,6.81489500537919
BARUERI,2020-10-09,2020-10-18,2020-10-25,1.85857116443043,3.65617941020659,6.20943093325229
ÁLVARO DE CARVALHO,2020-10-07,2020-10-17,2020-10-24,0.00559390369148094,0.0108548220570905,0.0185677438738283
SABINO,2020-11-15,2020-11-25,2020-12-09,0.776766962545814,1.88198174402518,3.29741299814866
TARABAI,2020-10-10,2020-10-19,2020-10-25,0.095025191388344,0.192378573748957,0.329746505440513
BARÃO DE ANTONINA,2020-10-05,2020-10-08,2020-10-11,0.00193328642741616,0.00318111863520188,0.00486142838550135
ESTRELA DO NORTE,2020-10-07,2020-10-14,2020-10-19,0.0102063848636401,0.0191607746601808,0.0317560657300829
PARANAPUÃ,2020-10-11,2020-10-25,2020-11-04,0.0386429900266942,0.0809239179973207,0.149428912094612
RUBIÁCEA,2020-10-24,2020-11-16,2020-11-30,1.27308619101027e-06,9.74033927752559e-06,3.96096822151777e-05
MORRO AGUDO,2020-10-08,2020-10-18,2020-10-25,0.231759298162977,0.452986486973019,0.769631064599068
RIO GRANDE DA SERRA,2020-10-07,2020-10-15,2020-10-20,0.158210198238113,0.295260798515363,0.488188455627018
LAGOINHA,2020-10-13,2020-11-03,2020-11-25,0.0115853371185813,0.0260702971825945,0.0559559125643405
PRESIDENTE BERNARDES,2020-10-13,2020-10-28,2020-11-05,0.14874798759468,0.31594777605863,0.595463535447053
SALTO,2020-10-08,2020-10-18,2020-10-25,0.781155545555308,1.54341531260793,2.63377019211768
MAUÁ,2020-10-10,2020-10-23,2020-11-01,2.7745962128518,5.81935101584679,10.2401178109591
LINDÓIA,2020-10-07,2020-10-15,2020-10-20,0.00522259573184769,0.00976191202751142,0.0162590127985545
VÁRZEA PAULISTA,2020-10-07,2020-10-16,2020-10-22,0.117335869048944,0.223923432470599,0.37923090655049
CABRÁLIA PAULISTA,2020-10-06,2020-10-12,2020-10-16,0.00674305635249316,0.0121894112261558,0.0202143534967915
MIGUELÓPOLIS,2020-10-10,2020-10-23,2020-10-31,0.166316982762683,0.350014504871798,0.613108352982309
TUPI PAULISTA,2020-10-10,2020-10-23,2020-11-01,0.0955162864585524,0.200999117626107,0.35735816561915
IACRI,2020-10-06,2020-10-12,2020-10-16,0.00854358596204077,0.0153610478566866,0.0251270109381004
ARTUR NOGUEIRA,2020-10-10,2020-10-23,2020-11-01,0.364129490802632,0.770268905799117,1.36540963258911
ARUJÁ,2020-10-13,2020-11-01,2020-11-13,0.652475088797274,1.3994093247416,2.76058259405301
GUARAREMA,2020-10-07,2020-10-15,2020-10-20,0.110583467757195,0.208528266779579,0.35208580429633
TUIUTI,2020-10-09,2020-10-19,2020-10-27,0.0225651620643724,0.044971287864913,0.0775484742130952
BROTAS,2020-10-07,2020-10-17,2020-10-23,0.014531180604858,0.0279509292443025,0.0488013055883139
ARARAS,2020-10-09,2020-10-19,2020-10-26,0.70725146487473,1.44197855948615,2.48155735248773
SÃO JOÃO DAS DUAS PONTES,2020-10-14,2020-11-19,2020-12-31,0.00514040783628067,0.0176580004662388,0.0797233496048007
ALVINLÂNDIA,2020-10-05,2020-10-08,2020-10-11,0.000555823809260837,0.000914612764345161,0.00140410398399944
INÚBIA PAULISTA,2020-10-18,2020-11-15,2020-11-28,0.0196348199310927,0.0496191508976898,0.107675787861532
PIRANGI,2020-10-09,2020-10-20,2020-10-28,0.120186786554877,0.241680165532392,0.411357028339175
GABRIEL MONTEIRO,2020-10-06,2020-10-18,2020-10-30,0.0013329133452924,0.00271313371476012,0.00476506377977337
TEJUPÁ,2020-10-23,2020-12-25,2020-12-31,0.00621480464888261,0.0307187774021008,0.0975571364682066
ÁGUAS DE SÃO PEDRO,2020-10-10,2020-10-20,2020-10-27,0.00896497050831857,0.0179146914675896,0.0312130657411147
SERRANA,2020-10-08,2020-10-21,2020-10-29,0.276123913689389,0.575359082931183,0.992877714748971
VALINHOS,2020-10-08,2020-10-17,2020-10-24,0.611835606096946,1.17860704630458,1.99741872852921
ROSANA,2020-10-10,2020-10-24,2020-11-04,0.0762098295470208,0.160308945928524,0.294533176861364
GUATAPARÁ,2020-10-08,2020-10-17,2020-10-23,0.0631189439113369,0.121265848901927,0.208136744912027
PORANGABA,2020-10-07,2020-10-15,2020-10-20,0.0017042336459281,0.00319360885185215,0.00554271583416714
SÃO FRANCISCO,2020-10-05,2020-10-09,2020-10-12,0.0064095686136314,0.0108511634098174,0.017181041830046
SANDOVALINA,2020-10-06,2020-10-13,2020-10-17,0.00914983641385914,0.0167972448640535,0.0274075571078603
RANCHARIA,2020-10-07,2020-10-13,2020-10-17,0.0307934443794924,0.0568807549063806,0.0932900529866085
CESÁRIO LANGE,2020-10-07,2020-10-14,2020-10-20,0.0262909598802308,0.0495060959957847,0.0833597199912965
LARANJAL PAULISTA,2020-10-07,2020-10-14,2020-10-19,0.0285077888376675,0.0537653302616588,0.0897237439869238
RIBEIRÃO DO SUL,2020-10-10,2020-10-24,2020-11-05,0.00878730755660295,0.018270429571797,0.0343696844119044
MIRA ESTRELA,2020-10-08,2020-10-18,2020-10-25,0.00646687510057031,0.0125878233328756,0.0216053839330448
MORUNGABA,2020-10-10,2020-10-22,2020-10-31,0.0477715190577261,0.0989842154333733,0.174051365854069
CORUMBATAÍ,2020-10-28,2020-11-14,2020-11-24,0.026487431089488,0.0649289240190831,0.133591538914311
SANTA ERNESTINA,2020-10-05,2020-10-10,2020-10-13,0.00826437387613321,0.0144417408055746,0.022949297656699
BARBOSA,2020-10-09,2020-10-15,2020-10-19,0.0047442963420854,0.00874546581967528,0.0146042771846324
COLINA,2020-10-07,2020-10-17,2020-10-23,0.0553104025290399,0.106964265634435,0.185455835906705
GUZOLÂNDIA,2020-10-12,2020-11-06,2020-12-03,0.00743866359851575,0.0172392990352255,0.037903642378208
PARAÍSO,2020-10-05,2020-10-11,2020-10-15,0.0191887207101304,0.0343692344644957,0.0554294325863136
TARUMÃ,2020-10-09,2020-10-21,2020-10-28,0.208628579204706,0.428240772048753,0.734627969013356
ITAPECERICA DA SERRA,2020-10-09,2020-10-20,2020-10-28,0.359818339185239,0.72765194659975,1.25227434765122
QUATÁ,2020-10-06,2020-10-12,2020-10-16,0.0273998845574752,0.0495064833305943,0.081434201073824
FRANCO DA ROCHA,2020-10-08,2020-10-15,2020-10-20,0.443876215274599,0.829789465979417,1.36855785242945
URU,2020-10-31,2020-11-10,2020-11-23,0.0169150263019722,0.044110402191101,0.0860936979543228
ÁGUAS DE LINDÓIA,2020-10-08,2020-10-17,2020-10-23,0.0150596864829948,0.028680531417367,0.0485130384736126
PIRAJUÍ,2020-10-10,2020-10-23,2020-11-02,0.0749147751502353,0.15798472624461,0.282238078683685
SEVERÍNIA,2020-10-07,2020-10-13,2020-10-18,0.245637766483988,0.455184028309395,0.743087672976586
ITAJOBI,2020-10-08,2020-10-17,2020-10-24,0.0880971505874548,0.172033470853029,0.295762541390713
PEDRANÓPOLIS,2020-10-06,2020-10-13,2020-10-18,0.00390368475778713,0.00717624047874288,0.0119397570285797
BILAC,2020-10-09,2020-10-21,2020-10-30,0.0151791907221024,0.0315086456503988,0.0551788250225007
SANTO ANTÔNIO DO JARDIM,2020-11-24,2020-12-08,2020-12-30,0.07765320525173,0.216865605820566,0.405068636006746
SEBASTIANÓPOLIS DO SUL,2020-10-10,2020-10-22,2020-10-30,0.0313615469811498,0.0654310830831137,0.114160696630655
MARINÓPOLIS,2020-10-08,2020-10-17,2020-10-22,0.0354361055882971,0.0683032737243307,0.117393178169336
