DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-07-06,2020-07-06,2020-07-07,197.193379871074,216.501898316781,239.44910412916,Grande São Paulo
II,2020-07-06,2020-07-27,2020-10-20,2.74388216747062,3.13586533425217,9.11929535826471,Araçatuba
III,2020-07-06,2020-07-06,2020-10-19,1.2351279053088,1.41157474892432,3.19975201248485,Araraquara
IV,2020-07-06,2020-07-06,2020-07-06,18.7932678935626,20.6334420414739,22.8203967278976,Baixada Santista
IX,2020-07-06,2020-09-02,2020-09-30,2.1810635358329,3.04881566261653,12.5458029066045,Marília
V,2020-07-06,2020-07-06,2020-10-07,2.47759950624086,2.83154229284672,9.53719078756353,Barretos
VI,2020-07-06,2020-07-06,2020-10-01,4.86656960658692,5.56179383609941,14.3693324811258,Bauru
VII,2020-07-06,2020-07-06,2020-10-23,28.6125976128714,30.5201041203961,56.8716892214707,Campinas
VIII,2020-07-06,2020-07-06,2020-11-15,1.2087825759721,1.2893680810369,1.85370206982142,Franca
X,2020-07-06,2020-07-06,2020-10-10,8.01106782574965,9.07921020251624,9.89005653628647,Piracicaba
XI,2020-08-14,2020-08-28,2020-10-07,2.78168415459362,4.25716578733154,20.3077722175942,Presidente Prudente
XII,2020-07-06,2020-07-06,2020-10-05,0.984313788025112,1.12493004345725,3.24854109657048,Registro
XIII,2020-07-06,2020-07-06,2020-10-01,9.43200623261561,10.7794356944179,21.2836324778364,Ribeirão Preto
XIV,2020-07-06,2020-08-07,2020-09-21,2.33574282053219,4.2676255602578,11.0741954140552,São João da Boa Vista
XV,2020-07-06,2020-07-06,2020-09-24,8.60174317201603,9.8305636251614,20.121387799996,São José do Rio Preto
XVI,2020-07-06,2020-07-06,2020-10-14,12.2769604044997,14.030811890857,39.5584798183977,Sorocaba
XVII,2020-07-06,2020-08-01,2020-11-11,6.83550543581586,7.82039651250437,22.8837322254058,Taubaté
