Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,5,5,13,23,13,6,2.5,0.175595033399812,1.04269986449233,0.875,0.899265379464677,1.04703245362799,0.842533190677567,1.02980899177408
2,5,5,13,25,13,5.53333333333333,0.5,0.209189871164528,1.07231578223351,0.933333333333333,0.896118776541347,1.04440522886012,0.848498590514043,1.03145153625942
3,4,7,14,15,14,7.23333333333333,3,0.167941818727243,1.07239784287965,0.966666666666667,0.899040544241741,1.04510445987149,0.837802355895136,1.02472588601082
4,6,7,14,18,14,7.23333333333333,0.5,0.174859206649587,1.03028884873025,0.966666666666667,0.898994657942312,1.04510506405741,0.837295224169116,1.0248013013986
5,6,6,13,13,15,7.16666666666667,3,0.131249296368929,0.951263734667455,0.833333333333333,0.890421592777853,1.03741625416183,0.840450341135979,1.0297124267101
6,4,8,13,9,15,8.55555555555556,2.5,0.119038879492553,0.998425094406837,0.888888888888889,0.899271568090961,1.04435102047835,0.847557022741053,1.03117088235207
7,4,8,13,6,15,8.55555555555556,1,0.122097499466151,0.997005865782508,0.888888888888889,0.899272302594823,1.04435111222927,0.847610010125167,1.03117734709569
8,4,8,13,23,15,8.625,1,0.118936675867985,0.983824260496101,0.875,0.899770076462996,1.04458148754584,0.846494180013193,1.03088028847794
9,6,6,13,9,15,7.16666666666667,1.5,0.133956527318024,0.950484769273269,0.833333333333333,0.890422115084959,1.03741625416183,0.840488209340074,1.02971847390143
10,5,8,13,7,15,8.25,3,0.135738733257464,1.05279785106668,0.95,0.897111882604453,1.04334974228856,0.852405890611801,1.03276436506223
11,4,6,13,10,14,7.16666666666667,1.5,0.138148584604799,0.981847842411383,0.833333333333333,0.899907039819213,1.0456804657758,0.84056224738844,1.02942451548271
12,4,8,13,17,16,8.16666666666667,2.5,0.14947444832239,1.06726929494308,0.966666666666667,0.887924582729956,1.03427256948389,0.854635943713092,1.03316525385904
13,5,5,13,8,14,6.33333333333333,0.25,0.165653774585008,1.01756545485126,0.833333333333333,0.891356073826068,1.04034115168866,0.838575022647935,1.02871205253445
14,6,7,14,10,14,7.23333333333333,2.5,0.169800337042409,1.03100275276997,0.966666666666667,0.898993816715962,1.04510496246639,0.837266837084761,1.02479522035057
15,4,6,13,22,15,6.7,2.5,0.157321226385987,1.03636485953142,0.9,0.887540700508879,1.03666141000315,0.846578318296359,1.03075269881139
16,5,8,13,6,16,8.625,2.5,0.114727049829012,0.971067562457111,0.875,0.890891852521323,1.03689309422436,0.846387728541004,1.03109184732443
17,4,5,13,8,13,5.4,0.5,0.221789751272873,1.07665474101996,0.95,0.895286724841607,1.04415302605251,0.85098641875968,1.03181210172966
