Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
18,5,5,13,12,13,5.88888888888889,1.5,0.184908922302495,1.05255010557823,0.888888888888889,0.898501645729272,1.0462188233358,0.843948886034486,1.03029202947066
19,4,6,13,9,15,7.16666666666667,0.25,0.1415290097038,0.980850212048971,0.833333333333333,0.890448496655692,1.03741625416183,0.840609029514352,1.02943209304814
20,4,8,13,7,16,9,0.5,0.102578527903768,0.908451617284762,0.8,0.893484505506633,1.04045127941398,0.840631549216527,1.02925802965383
21,4,10,14,8,16,10.2,0.25,0.115111180988493,1.0601676674324,0.95,0.893859690975705,1.04083617428191,0.836885625157213,1.02476741789598
22,6,7,13,28,15,7.2,1.5,0.171982793204318,1.02704037941157,0.966666666666667,0.891339033594719,1.03750767925259,0.853816669459239,1.03332126190397
23,5,5,13,23,13,6,3,0.174142540713358,1.04121896010673,0.875,0.899265074570792,1.0470323880799,0.842515302081747,1.02980899177408
24,6,6,13,26,15,7.4,1.5,0.124186232527135,0.921587983651981,0.8,0.891924255325137,1.03838724854794,0.837635589562426,1.02827527221391
25,4,8,13,24,16,9,1,0.102078543247657,0.908568163778217,0.8,0.893484306635607,1.04045109500272,0.840616322783515,1.02925572802695
26,4,8,13,23,16,8.625,3,0.113906142501581,0.985685461635094,0.875,0.890907660752045,1.0368645701708,0.846425468896832,1.03088028847794
27,5,5,13,28,13,6,0.25,0.181766332277008,1.04398263367269,0.875,0.899266772776247,1.04703275258661,0.842615305386915,1.02980899177408
28,6,6,13,15,15,7,3,0.138120586486187,0.97284261496922,0.857142857142857,0.889367146994693,1.03714579136899,0.842534491066256,1.03006375090595
29,5,5,13,15,13,5.53333333333333,3,0.201932887567328,1.07188316760474,0.933333333333333,0.89611702819384,1.04440522886012,0.848424969962397,1.03143939826558
30,6,5,13,26,13,5.53333333333333,1.5,0.205878403023989,1.05032969511294,0.933333333333333,0.896100584221786,1.04440522886012,0.84833788611481,1.03163955364082
31,4,6,13,7,14,6.23333333333333,0.5,0.202476004969095,1.071869230561,0.966666666666667,0.893872131882712,1.04079490312868,0.854124857689995,1.03273350463223
32,4,6,13,10,14,6.7,0.5,0.162794629114171,1.0372519711473,0.9,0.896794903067103,1.04409568342428,0.84666274009846,1.03075269881139
33,4,8,13,10,15,8.625,1,0.118936675867985,0.983824260496101,0.875,0.899770076462996,1.04458148754584,0.846494180013193,1.03088028847794
34,5,6,13,5,15,7.16666666666667,3,0.134414791807726,0.97630511693248,0.833333333333333,0.890431984655424,1.03741625416183,0.840471766371101,1.0295909615701
35,6,7,13,21,15,7.2,0.5,0.175211616853756,1.02694796318981,0.966666666666667,0.891339459252669,1.03750767925259,0.8538320666867,1.03332689747287
36,4,10,14,19,16,10.1333333333333,3,0.120943753592223,1.07915716687981,0.966666666666667,0.893416200445333,1.0401888464498,0.838367718203247,1.02477999860324
37,4,9,14,10,15,9.16666666666667,3,0.133141062992418,1.07205771440777,0.966666666666667,0.898986641744798,1.0441758044583,0.838216483156602,1.02476596941261
38,4,8,13,10,16,8.16666666666667,3,0.147974804623221,1.06725760792434,0.966666666666667,0.88792431222785,1.03427256948389,0.854625653743878,1.03315919638351
39,4,5,13,9,13,5.53333333333333,2.5,0.2025192461249,1.07662146266183,0.933333333333333,0.896142426005076,1.04440522886012,0.848763191076441,1.03116220777305
40,5,7,13,11,16,8,2.5,0.117932016249404,0.942954728711888,0.833333333333333,0.887842496758949,1.03436177630047,0.841973105423547,1.02998671645242
41,4,6,13,19,14,7,1,0.14655446895327,1.00365137360973,0.857142857142857,0.898780013767108,1.04504334056874,0.84270883742223,1.02991099557092
42,6,7,14,5,14,7.23333333333333,2.5,0.169800337042409,1.03100275276997,0.966666666666667,0.898993816715962,1.04510496246639,0.837266837084761,1.02479522035057
43,5,5,13,28,14,5.88888888888889,2.5,0.181561973310643,1.05246826342637,0.888888888888889,0.888468298757891,1.03873507355529,0.843911699426644,1.03028056562416
44,5,6,13,6,14,6.46666666666667,0.5,0.174940788927491,1.05736991187457,0.933333333333333,0.895271913510935,1.04269296443123,0.84963845623614,1.03212814577354
45,4,5,13,5,14,6.33333333333333,3,0.1600971329782,1.02200043590628,0.833333333333333,0.891370302940464,1.04034115168866,0.838526741304141,1.02851789076016
46,4,5,13,11,14,6.33333333333333,0.5,0.165724280975539,1.02212992570447,0.833333333333333,0.891371964532203,1.04034115168866,0.838628657177638,1.02853497950351
47,4,6,13,26,14,7,0.25,0.14892760618673,1.00382680803377,0.857142857142857,0.898780477423192,1.04504340768517,0.842738380698168,1.02991099557092
48,4,7,13,20,15,7.66666666666667,0.25,0.138698461851507,1.00889424992727,0.888888888888889,0.894312072205142,1.04143809195996,0.846766587952807,1.03082221212046
49,4,9,14,7,15,9.16666666666667,0.25,0.138660866946607,1.07153465969893,0.966666666666667,0.898988001722702,1.04417595647292,0.838266188691237,1.02476596941261
50,4,8,13,21,16,8.625,0.5,0.120207032011401,0.983355081019455,0.875,0.890908780978673,1.03686560456593,0.84651166360843,1.03088028847794
