DRS,Date,Infimo,Mediana,Sup,Regiao
I,2020-07-09,218886.285714286,218886.285714286,218886.285714286,Grande São Paulo
I,2020-07-10,222806.706014455,223104.29685153,223109.362249116,Grande São Paulo
I,2020-07-11,226668.592055568,227218.861423654,227279.840591547,Grande São Paulo
I,2020-07-12,230491.682912274,231260.267369202,231416.900604753,Grande São Paulo
I,2020-07-13,234287.141851207,235248.047191615,235531.65439522,Grande São Paulo
I,2020-07-14,238057.341614775,239192.096931572,239629.941674592,Grande São Paulo
I,2020-07-15,201996.499704876,243097.133594501,251864.029390788,Grande São Paulo
I,2020-07-16,205097.232584417,246966.807095884,256076.715771852,Grande São Paulo
I,2020-07-17,208169.320723188,250803.071210931,260283.385118333,Grande São Paulo
I,2020-07-18,211060.210425222,254607.010019117,264479.944608891,Grande São Paulo
I,2020-07-19,213890.045686332,258378.837325158,268664.61314507,Grande São Paulo
I,2020-07-20,216675.767815337,262118.434660022,272835.136162275,Grande São Paulo
I,2020-07-21,219418.132657408,265824.692663688,276988.849835931,Grande São Paulo
I,2020-07-22,222117.382092901,269495.98269003,281122.839221713,Grande São Paulo
I,2020-07-23,224774.53292671,273132.169814147,285234.275551068,Grande São Paulo
I,2020-07-24,227390.484196997,276733.038438331,289320.287364113,Grande São Paulo
I,2020-07-25,229966.127027971,280298.450927726,293378.017054671,Grande São Paulo
I,2020-07-26,232502.141106719,283827.990692583,297404.605084322,Grande São Paulo
I,2020-07-27,234999.166607486,287321.244832067,301397.244930792,Grande São Paulo
I,2020-07-28,237457.376876171,290777.08090902,305353.110671647,Grande São Paulo
I,2020-07-29,239876.688974776,294194.012825403,309269.408957363,Grande São Paulo
I,2020-07-30,242257.826052028,297517.735267016,313221.546371195,Grande São Paulo
I,2020-07-31,244601.485355728,300768.332717953,317163.38582349,Grande São Paulo
I,2020-08-01,246908.408362336,304178.481636038,321079.470968726,Grande São Paulo
I,2020-08-02,249179.180095572,307471.218646709,324968.749428637,Grande São Paulo
I,2020-08-03,251414.370211911,310692.221999551,328830.182364014,Grande São Paulo
I,2020-08-04,253614.145677051,313913.311655571,332662.346350505,Grande São Paulo
I,2020-08-05,255778.457095759,317140.319881806,336463.614394385,Grande São Paulo
I,2020-08-06,257907.971854309,320178.972050307,340233.120618993,Grande São Paulo
I,2020-08-07,260003.336921812,323165.772712916,343970.020880157,Grande São Paulo
I,2020-08-08,262000.224488484,326181.209953357,347673.556053179,Grande São Paulo
I,2020-08-09,263679.768370897,329164.582072211,351342.862686036,Grande São Paulo
I,2020-08-10,265293.908524493,332099.665407572,354977.100682583,Grande São Paulo
I,2020-08-11,266843.713584625,335025.835545207,358575.092721137,Grande São Paulo
I,2020-08-12,268330.206886655,337940.812734341,362135.492044561,Grande São Paulo
I,2020-08-13,269755.068591416,340817.260021012,365657.647436314,Grande São Paulo
I,2020-08-14,271120.02798035,343655.304109706,369140.938272046,Grande São Paulo
I,2020-08-15,272426.892666825,346455.15675192,372584.831302373,Grande São Paulo
I,2020-08-16,273677.406013065,349216.866389468,375988.707339844,Grande São Paulo
I,2020-08-17,274873.33081739,351940.489056083,379351.975866639,Grande São Paulo
I,2020-08-18,276016.226676522,354625.622143424,382673.753543515,Grande São Paulo
I,2020-08-19,277107.565078673,357271.635379535,385953.017237103,Grande São Paulo
I,2020-08-20,278149.219787339,359927.933305378,389189.368869849,Grande São Paulo
I,2020-08-21,279143.046607108,362644.737757527,392382.44586075,Grande São Paulo
I,2020-08-22,280090.906429054,365331.659085662,395531.971185919,Grande São Paulo
I,2020-08-23,280994.566293485,367988.792309203,398933.169838668,Grande São Paulo
I,2020-08-24,281855.760820676,370616.231403131,402342.479883642,Grande São Paulo
I,2020-08-25,282676.04091644,373213.76809489,405730.62474619,Grande São Paulo
I,2020-08-26,283456.85817722,375698.918696777,409097.301117571,Grande São Paulo
I,2020-08-27,284199.903137923,377755.336264632,412442.283413168,Grande São Paulo
I,2020-08-28,284906.819662434,379588.117949628,415765.341337908,Grande São Paulo
I,2020-08-29,285579.223619927,381488.446098877,419066.248059437,Grande São Paulo
I,2020-08-30,286218.635482566,383498.228136673,422344.757246779,Grande São Paulo
I,2020-08-31,286826.52522048,385762.78300272,425600.618327422,Grande São Paulo
I,2020-09-01,287404.210707629,388063.212211814,428833.533554945,Grande São Paulo
I,2020-09-02,287952.919201462,390333.707343244,432043.179714357,Grande São Paulo
I,2020-09-03,288474.018403521,392574.561560751,435229.308793156,Grande São Paulo
I,2020-09-04,288968.824186553,394786.065496709,438391.670827705,Grande São Paulo
I,2020-09-05,289438.615440209,396968.561394583,441530.021986845,Grande São Paulo
I,2020-09-06,289884.588420801,399122.280795565,444644.102917494,Grande São Paulo
I,2020-09-07,290307.889175422,401247.448498049,447733.653432141,Grande São Paulo
I,2020-09-08,290709.545598688,403343.989972988,450798.372523916,Grande São Paulo
I,2020-09-09,291090.511792722,405411.678325567,453837.939418652,Grande São Paulo
I,2020-09-10,291451.824754466,407450.816003484,456852.107801023,Grande São Paulo
I,2020-09-11,291794.475545364,409444.296385485,459840.633863509,Grande São Paulo
I,2020-09-12,292119.420743425,411062.706983751,462803.284103556,Grande São Paulo
I,2020-09-13,292427.551487748,412601.498484579,465739.814938974,Grande São Paulo
I,2020-09-14,292719.716599398,413787.808493082,468649.986575541,Grande São Paulo
I,2020-09-15,292996.67711797,414933.607739126,471533.525890473,Grande São Paulo
I,2020-09-16,293259.13802441,416039.95926127,474390.146462941,Grande São Paulo
I,2020-09-17,293507.853925435,417107.991267428,477219.63606934,Grande São Paulo
I,2020-09-18,293743.542887522,418138.821303647,480021.789787502,Grande São Paulo
I,2020-09-19,293966.895031861,419133.560532559,482796.417242339,Grande São Paulo
I,2020-09-20,294178.55144307,420093.291073666,485543.323399145,Grande São Paulo
I,2020-09-21,294379.120477973,421019.07699831,488262.321344271,Grande São Paulo
I,2020-09-22,294569.147251756,421911.930136452,490953.197925991,Grande São Paulo
I,2020-09-23,294749.136165232,422772.825869993,493615.732431687,Grande São Paulo
I,2020-09-24,294919.621916798,423602.777497537,496249.777086392,Grande São Paulo
I,2020-09-25,295081.111880144,424566.588876538,498855.195123428,Grande São Paulo
I,2020-09-26,295234.09241873,425551.716966177,501431.867294348,Grande São Paulo
I,2020-09-27,295379.014427654,426509.113411881,503979.673812047,Grande São Paulo
I,2020-09-28,295516.304744554,427623.813730982,506498.505888738,Grande São Paulo
I,2020-09-29,295646.345584518,428736.177211042,508988.234080076,Grande São Paulo
I,2020-09-30,295769.490463058,429822.342011412,511448.725412951,Grande São Paulo
I,2020-10-01,295886.111783992,430882.894948318,513879.916771976,Grande São Paulo
I,2020-10-02,295996.562278655,431799.97557218,516281.757926252,Grande São Paulo
I,2020-10-03,296101.179575742,432645.941963787,518654.217243817,Grande São Paulo
I,2020-10-04,296200.276228955,433468.349408388,520997.264831569,Grande São Paulo
I,2020-10-05,296294.147658464,434153.99230612,523310.882802078,Grande São Paulo
I,2020-10-06,296383.058229174,434772.107795026,525595.036311216,Grande São Paulo
I,2020-10-07,296467.252478579,435368.986705563,527849.689072264,Grande São Paulo
I,2020-10-08,296546.986947638,435947.724033959,530074.869690215,Grande São Paulo
I,2020-10-09,296622.504349241,436653.787690888,532270.619654458,Grande São Paulo
I,2020-10-10,296694.036843628,437339.45827878,534436.998290205,Grande São Paulo
I,2020-10-11,296761.799120696,438018.799550607,536574.067173795,Grande São Paulo
I,2020-10-12,296825.993910624,438808.574306544,538681.899189202,Grande São Paulo
I,2020-10-13,296886.802518304,439578.25131105,540760.552251518,Grande São Paulo
I,2020-10-14,296944.392736591,440328.221538964,542810.08323697,Grande São Paulo
I,2020-10-15,296998.940107787,441058.932609808,544830.607484706,Grande São Paulo
I,2020-10-16,297050.610600459,441770.825316458,546822.251726896,Grande São Paulo
I,2020-10-17,297099.562944254,442464.339280349,548785.158362272,Grande São Paulo
I,2020-10-18,297145.943806511,443139.895655624,550719.471218837,Grande São Paulo
I,2020-10-19,297189.891612119,443797.90815296,552625.343512358,Grande São Paulo
I,2020-10-20,297231.530081122,444438.755114297,554502.914221159,Grande São Paulo
I,2020-10-21,297270.973811497,445062.795750294,556352.320521493,Grande São Paulo
I,2020-10-22,297308.342463942,445670.43416074,558173.750807064,Grande São Paulo
I,2020-10-23,297343.74913301,446262.067075961,559967.402455619,Grande São Paulo
I,2020-10-24,297377.302007551,446838.088655349,561733.485531007,Grande São Paulo
I,2020-10-25,297409.100991955,447398.876152726,563472.20993449,Grande São Paulo
I,2020-10-26,297439.24035511,447944.799098277,565183.79239776,Grande São Paulo
I,2020-10-27,297467.804301074,448476.196361689,566868.435431457,Grande São Paulo
I,2020-10-28,297494.870916159,448983.202189769,568526.338385682,Grande São Paulo
I,2020-10-29,297520.521621104,449439.172516115,570157.744428167,Grande São Paulo
I,2020-10-30,297544.833358388,449937.169822023,571762.902960563,Grande São Paulo
I,2020-10-31,297567.879772983,450422.920987178,573342.072851969,Grande São Paulo
I,2020-11-01,297589.728835438,450896.738227242,574895.5109758,Grande São Paulo
I,2020-11-02,297610.444681603,451378.55377248,576423.478365806,Grande São Paulo
I,2020-11-03,297630.084565416,451817.742324432,577926.221612098,Grande São Paulo
I,2020-11-04,297648.701657852,452245.015863412,579403.982673673,Grande São Paulo
I,2020-11-05,297666.351336655,452660.684895735,580857.040305678,Grande São Paulo
I,2020-11-06,297683.085934454,453065.052857683,582285.676857453,Grande São Paulo
I,2020-11-07,297698.955579699,453458.41954903,583690.181122262,Grande São Paulo
I,2020-11-08,297714.006517769,453841.071390966,585070.838210858,Grande São Paulo
I,2020-11-09,297728.282391628,454213.287750639,586427.934981456,Grande São Paulo
I,2020-11-10,297741.822137854,454575.325586173,587761.743714053,Grande São Paulo
I,2020-11-11,297754.661978546,454982.414877743,589072.53079559,Grande São Paulo
I,2020-11-12,297766.839599239,455380.506274476,590360.593103568,Grande São Paulo
I,2020-11-13,297778.390617376,455768.643403729,591626.228855712,Grande São Paulo
I,2020-11-14,297789.349182859,456147.073330529,592869.740138542,Grande São Paulo
I,2020-11-15,297799.746787537,456516.030676718,594091.424031818,Grande São Paulo
I,2020-11-16,297809.613159292,456875.744392422,595291.57740286,Grande São Paulo
I,2020-11-17,297818.974804158,457226.420893476,596470.482660676,Grande São Paulo
I,2020-11-18,297827.856429588,457568.254422681,597628.415423867,Grande São Paulo
I,2020-11-19,297836.283713111,457901.46539919,598765.676362566,Grande São Paulo
I,2020-11-20,297844.280927672,458226.269148598,599882.565732825,Grande São Paulo
I,2020-11-21,297851.871372032,458542.879093822,600979.385628128,Grande São Paulo
I,2020-11-22,297859.076523289,458851.497779976,602056.432245451,Grande São Paulo
I,2020-11-23,297865.916663209,459152.322604598,603114.000117081,Grande São Paulo
I,2020-11-24,297872.40986443,459445.53166571,604152.369732705,Grande São Paulo
I,2020-11-25,297878.573011849,459731.29257966,605171.81429034,Grande São Paulo
I,2020-11-26,297884.423631658,460009.794585528,606172.627479389,Grande São Paulo
I,2020-11-27,297889.978295227,460281.22234083,607155.101320692,Grande São Paulo
I,2020-11-28,297895.252928837,460545.758652886,608119.528172465,Grande São Paulo
I,2020-11-29,297900.262208037,460803.576906307,609066.19401849,Grande São Paulo
I,2020-11-30,297905.019998066,461054.84590396,609995.382198291,Grande São Paulo
I,2020-12-01,297909.538646354,461299.718001667,610907.362685772,Grande São Paulo
I,2020-12-02,297913.829718835,461538.336598177,611802.398015539,Grande São Paulo
I,2020-12-03,297917.905203266,461770.862973751,612680.767462162,Grande São Paulo
I,2020-12-04,297921.7764373,461997.454358653,613542.747814101,Grande São Paulo
I,2020-12-05,297925.454332417,462218.266266118,614388.615158176,Grande São Paulo
I,2020-12-06,297928.948939385,462433.446109514,615218.639070309,Grande São Paulo
I,2020-12-07,297932.269759227,462643.137286413,616033.08589682,Grande São Paulo
I,2020-12-08,297935.425247694,462847.469237055,616832.209488244,Grande São Paulo
I,2020-12-09,297938.423348565,463061.876629156,617616.25638707,Grande São Paulo
I,2020-12-10,297941.272280965,463273.187181901,618385.486825394,Grande São Paulo
I,2020-12-11,297943.97982047,463479.249433018,619140.158081277,Grande São Paulo
I,2020-12-12,297946.553461805,463680.20759741,619880.526062084,Grande São Paulo
I,2020-12-13,297949.0001058,463876.238002518,620606.840284528,Grande São Paulo
I,2020-12-14,297951.326279928,464119.710252184,621319.346754429,Grande São Paulo
I,2020-12-15,297953.537789949,464331.986124894,622018.279970101,Grande São Paulo
I,2020-12-16,297955.640108047,464539.417581464,622703.867451773,Grande São Paulo
I,2020-12-17,297957.638884172,464742.123754069,623376.347944155,Grande São Paulo
I,2020-12-18,297959.539464919,464940.220125818,624035.95703168,Grande São Paulo
I,2020-12-19,297961.34701233,465133.822787168,624682.928539191,Grande São Paulo
I,2020-12-20,297963.066277448,465323.037276563,625317.490197806,Grande São Paulo
I,2020-12-21,297964.701757442,465507.965916655,625939.866166482,Grande São Paulo
I,2020-12-22,297966.2574498,465688.690410082,626550.270137638,Grande São Paulo
I,2020-12-23,297967.737136181,465865.283517988,627148.909282899,Grande São Paulo
I,2020-12-24,297969.144711269,466037.847401867,627736.00001037,Grande São Paulo
I,2020-12-25,297970.483861686,466206.481076916,628311.755546494,Grande São Paulo
I,2020-12-26,297971.758153228,466371.283994241,628876.387171552,Grande São Paulo
I,2020-12-27,297972.970866345,466532.34669506,629430.100478942,Grande São Paulo
I,2020-12-28,297974.125108642,466689.756943438,629973.09757847,Grande São Paulo
II,2020-07-09,2759.28571428571,2759.28571428571,2759.28571428571,Araçatuba
II,2020-07-10,2866.48595797388,2875.02343493706,2875.46039149472,Araçatuba
II,2020-07-11,2977.32255909393,2993.21155008824,2994.22191495894,Araçatuba
II,2020-07-12,3092.13480878005,3114.36820481623,3118.25727639758,Araçatuba
II,2020-07-13,3211.02770734397,3238.83327464251,3247.18326011018,Araçatuba
II,2020-07-14,3333.62574510037,3367.00910426693,3381.23623630175,Araçatuba
II,2020-07-15,2890.34467612016,3498.98980379007,3638.30188252571,Araçatuba
II,2020-07-16,2996.82729397074,3634.99987826338,3787.88279719966,Araçatuba
II,2020-07-17,3100.68758295309,3775.19596853546,3943.11800398216,Araçatuba
II,2020-07-18,3206.21570463994,3919.71729330908,4104.04841428756,Araçatuba
II,2020-07-19,3313.46317486794,4068.64131918147,4270.68704867364,Araçatuba
II,2020-07-20,3422.47427557228,4221.47618275741,4443.02612791361,Araçatuba
II,2020-07-21,3533.27449997892,4378.61896916585,4622.76786275816,Araçatuba
II,2020-07-22,3645.87749438414,4540.06532494573,4809.15522057897,Araçatuba
II,2020-07-23,3760.31364654591,4705.83264935729,5001.92767953061,Araçatuba
II,2020-07-24,3876.60950551592,4873.76404907608,5201.07398750453,Araçatuba
II,2020-07-25,3994.78966954964,5050.31357231863,5406.55696183335,Araçatuba
II,2020-07-26,4114.87007694829,5228.96911154897,5618.30547346132,Araçatuba
II,2020-07-27,4236.86609622207,5411.83174652545,5836.22497957395,Araçatuba
II,2020-07-28,4360.77661020352,5598.80533259078,6060.17902178532,Araçatuba
II,2020-07-29,4486.58919327629,5787.471528598,6289.99466782357,Araçatuba
II,2020-07-30,4614.30871488669,5971.33436608263,6536.02873922456,Araçatuba
II,2020-07-31,4743.93501536567,6156.49627477752,6798.21836245309,Araçatuba
II,2020-08-01,4875.46430114627,6341.40374802342,7070.52529073974,Araçatuba
II,2020-08-02,5006.15710799027,6529.47307318891,7352.8429234321,Araçatuba
II,2020-08-03,5117.80880161098,6721.50397522044,7644.86039331389,Araçatuba
II,2020-08-04,5227.39874620299,6913.89924501541,7946.07795037541,Araçatuba
II,2020-08-05,5334.77814345775,7116.85517397219,8255.86405735215,Araçatuba
II,2020-08-06,5439.83190089453,7324.35742742079,8573.53693858575,Araçatuba
II,2020-08-07,5542.45739012329,7533.97880478026,8898.43079478453,Araçatuba
II,2020-08-08,5642.56892479934,7745.52309171954,9229.94369699022,Araçatuba
II,2020-08-09,5740.09226869492,7958.77668036732,9567.55569854855,Araçatuba
II,2020-08-10,5834.97335751897,8174.55242083295,9910.82939815042,Araçatuba
II,2020-08-11,5927.16605899483,8405.36418792305,10259.3945669786,Araçatuba
II,2020-08-12,6016.63842846073,8642.524697538,10612.9338053742,Araçatuba
II,2020-08-13,6103.38893780252,8847.0390024936,10971.1729663551,Araçatuba
II,2020-08-14,6187.42968893356,9038.48643292371,11333.8632484109,Araçatuba
II,2020-08-15,6268.78662642438,9240.83489850361,11700.7715233767,Araçatuba
II,2020-08-16,6347.49243556686,9446.09577942712,12071.6704881857,Araçatuba
II,2020-08-17,6423.59036332378,9654.88893667641,12446.3347428566,Araçatuba
II,2020-08-18,6497.12326282167,9889.19378923072,12824.5332082665,Araçatuba
II,2020-08-19,6568.13725558749,10138.0721842123,13206.0278453433,Araçatuba
II,2020-08-20,6636.69161246488,10388.9359718884,13590.5778300914,Araçatuba
II,2020-08-21,6702.84773479529,10639.6127279347,13977.9343413139,Araçatuba
II,2020-08-22,6766.66932273762,10863.3693400927,14367.8414630767,Araçatuba
II,2020-08-23,6828.2180724053,11063.5289417867,14760.0348163753,Araçatuba
II,2020-08-24,6887.55731427975,11234.7092815416,15154.2448031434,Araçatuba
II,2020-08-25,6944.74498168341,11402.5827825182,15550.1944475094,Araçatuba
II,2020-08-26,6999.83730716058,11567.1056908882,15947.6022545238,Araçatuba
II,2020-08-27,7052.8960042315,11728.2429875484,16346.1892310476,Araçatuba
II,2020-08-28,7103.98170800043,11885.9648136252,16745.6761783182,Araçatuba
II,2020-08-29,7153.15438218218,12040.2464991046,17145.7859827928,Araçatuba
II,2020-08-30,7200.47087981014,12191.067063272,17546.2430472159,Araçatuba
II,2020-08-31,7245.98794926913,12338.4106315281,17946.776800445,Araçatuba
II,2020-09-01,7289.75746581622,12482.2638935221,18347.1194900622,Araçatuba
II,2020-09-02,7331.82949214296,12622.6173940136,18747.0084143322,Araçatuba
II,2020-09-03,7372.2572797014,12762.767340148,19146.191626919,Araçatuba
II,2020-09-04,7411.09302565269,12928.9062980592,19544.4245409119,Araçatuba
II,2020-09-05,7448.38809934134,13111.7518287984,19941.4708830716,Araçatuba
II,2020-09-06,7484.19147545884,13292.4059444473,20337.1010230899,Araçatuba
II,2020-09-07,7518.55191052996,13470.8520417653,20731.0940510962,Araçatuba
II,2020-09-08,7551.51449878132,13647.07171835,21123.234630297,Araçatuba
II,2020-09-09,7583.12299624988,13821.0469159449,21513.3140287107,Araçatuba
II,2020-09-10,7613.42323528704,13992.7674688525,21901.1342454748,Araçatuba
II,2020-09-11,7642.46021392545,14162.2247937116,22286.5042353631,Araçatuba
II,2020-09-12,7670.27816266002,14329.4128271111,22669.2400120014,Araçatuba
II,2020-09-13,7696.91947045185,14496.3527526682,23049.1627260981,Araçatuba
II,2020-09-14,7722.42620045446,14664.9207456994,23426.1001413643,Araçatuba
II,2020-09-15,7746.83756286521,14831.3037790153,23799.8836417721,Araçatuba
II,2020-09-16,7770.19164447685,14995.4949870097,24170.3491289612,Araçatuba
II,2020-09-17,7792.52774588489,15157.4937556258,24537.3406032581,Araçatuba
II,2020-09-18,7813.88434362923,15295.5392717209,24900.7070949857,Araçatuba
II,2020-09-19,7834.29908968687,15429.5006315713,25260.3028928379,Araçatuba
II,2020-09-20,7853.80807139826,15554.2844796753,25615.9862545266,Araçatuba
II,2020-09-21,7872.44686584065,15693.9368836283,25967.6209901187,Araçatuba
II,2020-09-22,7890.24870151789,15829.2392944289,26315.0742353843,Araçatuba
II,2020-09-23,7907.24574529819,15946.4473389897,26658.2176499522,Araçatuba
II,2020-09-24,7923.47072061563,16060.9916166646,26996.9307678768,Araçatuba
II,2020-09-25,7938.95548150261,16172.9050070063,27331.0987884551,Araçatuba
II,2020-09-26,7953.7310015117,16282.2222480836,27660.6129974759,Araçatuba
II,2020-09-27,7967.82687558372,16388.9791210152,27985.37000626,Araçatuba
II,2020-09-28,7981.27206068762,16514.7227284735,28305.2732755267,Araçatuba
II,2020-09-29,7994.09355892557,16658.6058333053,28620.2313868687,Araçatuba
II,2020-09-30,8006.31737695445,16800.4807850342,28930.1592087132,Araçatuba
II,2020-10-01,8017.96966037981,16940.3448722128,29234.9807035317,Araçatuba
