"Municipio","DRS","Minimo","Mediana","Máximo"
"MOGI MIRIM","São João da Boa Vista",2.64073791362324,3.42120960542896,4.52822814233498
"BARUERI","Grande São Paulo",2.46830891851033,3.11372001549803,3.89509337307255
"SÃO JOÃO DAS DUAS PONTES","São José do Rio Preto",1.99840847137316,3.08661055987681,5.1133716455371
"SÃO LOURENÇO DA SERRA","Grande São Paulo",2.23093842836715,3.03598386979857,3.97647405652028
"IPEÚNA","Piracicaba",1.98945974316866,2.67777156408576,3.44291652768009
"AVANHANDAVA","Araçatuba",2.02938510448201,2.65882215010841,3.39867137420001
"MORUNGABA","Campinas",2.05933132692001,2.65231887168283,3.4560940212053
"GARÇA","Marília",2.02778710098415,2.59464000628744,3.214111184861
"HORTOLÂNDIA","Campinas",2.17431996968003,2.57870438512279,3.26853577347987
"LINS","Bauru",1.96669658231661,2.56989323401644,3.10101693664545
"PINDORAMA","São José do Rio Preto",1.95998653749393,2.55882956481555,3.29151337982968
"BIRITIBA-MIRIM","Grande São Paulo",1.95369629885402,2.53411896263633,3.23549611198129
"TABAPUÃ","São José do Rio Preto",1.93745804508404,2.53082044127791,3.25536402246164
"ÁGUAS DE LINDÓIA","Campinas",1.97131283463178,2.48693043208851,3.05816165208434
"GUARUJÁ","Baixada Santista",2.06819066578865,2.46915848669256,3.07359305252594
"CASA BRANCA","São João da Boa Vista",2.0171234295991,2.46636869917344,2.97811256845146
"PIRAJUÍ","Bauru",1.93095834003557,2.42810518895745,2.96862052014397
"GUAPIAÇU","São José do Rio Preto",1.53083578335016,2.35145485117487,2.96942593016923
"PORTO FERREIRA","Araraquara",1.92595043043453,2.3445846086373,2.85124373131903
"FRANCA","Franca",2.02797115158614,2.33002220110346,2.78730073545297
"GAVIÃO PEIXOTO","Araraquara",1.86771434030691,2.29867419761399,2.8884714830999
"CACHOEIRA PAULISTA","Taubaté",1.85961002409774,2.24165044306459,2.6966672686439
"CESÁRIO LANGE","Sorocaba",1.78656243210715,2.23998908193559,2.92597584880151
"RANCHARIA","Presidente Prudente",1.80602785595861,2.23909063551141,2.78148088627045
"ROSEIRA","Taubaté",1.80522086121376,2.21256155364463,2.76532444374091
"MINEIROS DO TIETÊ","Bauru",1.76854861598419,2.17179057925269,2.67590974080164
"BARBOSA","Araçatuba",1.59264613275827,2.16819517144053,2.66436605407953
"ITATIBA","Campinas",1.73706454938316,2.11996458500719,2.55556826765658
"PEDREIRA","Campinas",1.74499893352711,2.11371320251923,2.54619373696973
"TRÊS FRONTEIRAS","São José do Rio Preto",1.31939209693136,2.10953340664444,2.54712914509222
"PACAEMBU","Marília",1.7154782397689,2.10201948803345,2.53838238963716
"SANTA RITA DO PASSA QUATRO","Ribeirão Preto",1.65245271694709,2.0807289566885,2.62366413014707
