DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-08-28,2020-08-28,2020-08-28,82.8561336489111,93.2131503550227,114.723877360033,Grande São Paulo
II,2020-08-28,2020-08-28,2020-08-28,2.77348708393703,3.12017296942918,3.84021288545131,Araçatuba
III,2020-08-28,2020-08-28,2020-08-28,2.12951076999059,2.3956996162394,2.94855337383311,Araraquara
IV,2020-08-28,2020-08-28,2020-08-28,8.60322049240858,9.67862305395943,11.9121514510268,Baixada Santista
IX,2020-08-28,2020-08-28,2020-08-28,1.99678798296387,2.24638648083439,2.76478336102696,Marília
V,2020-08-28,2020-08-28,2020-08-28,2.3963465162762,2.6958898308107,3.31801825330552,Barretos
VI,2020-08-28,2020-08-28,2020-08-28,4.9246703193034,5.54025410921622,6.81877428826624,Bauru
VII,2020-08-28,2020-08-28,2020-08-28,22.2297262819466,25.0084420671892,30.7796210057709,Campinas
VIII,2020-08-28,2020-08-28,2020-08-28,2.52926873381736,2.84542732554451,3.50206440067018,Franca
X,2020-08-28,2020-08-28,2020-08-28,7.90645437657065,8.89476117364222,10.9473983675596,Piracicaba
XI,2020-08-28,2020-08-28,2020-08-28,2.67742872448409,3.01210731504463,3.70720900313194,Presidente Prudente
XII,2020-08-28,2020-08-28,2020-08-28,1.38801274530303,1.56151433846588,1.92186380118878,Registro
XIII,2020-08-28,2020-08-28,2020-08-28,10.0316131363267,11.285564778368,13.8899258810679,Ribeirão Preto
XIV,2020-08-28,2020-08-28,2020-08-28,2.6374342709743,2.96711355484615,3.65183206750294,São João da Boa Vista
XV,2020-08-28,2020-08-28,2020-08-28,11.7700903487533,13.2413516423474,16.2970481751969,São José do Rio Preto
XVI,2020-08-28,2020-08-28,2020-08-28,6.63767250981675,7.46738157354366,9.19062347513079,Sorocaba
XVII,2020-08-28,2020-08-28,2020-08-28,9.82426964908495,11.0523033552212,13.6028348987338,Taubaté
