Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-05,2020-08-01,2020-08-12,0.10928102903559,0.172725841882813,0.411160432415041
AURIFLAMA,2020-07-05,2020-07-05,2020-07-05,0.0857599065998214,0.0857599065998214,0.0980113218283674
IPAUSSU,2020-08-07,2020-08-14,2020-08-29,0.0952606432009055,0.19825407492875,0.517912485851365
HORTOLÂNDIA,2020-07-05,2020-08-18,2020-09-22,1.12481155352333,1.41744842070298,2.55765227323431
BARRA DO TURVO,2020-09-05,2020-09-17,2020-10-26,0.0203050257167787,0.056828617865577,0.133086064925472
APARECIDA,2020-08-28,2020-09-07,2020-10-02,0.137232398530623,0.353681262685376,0.926616871161542
OSASCO,2020-07-05,2020-08-13,2020-09-17,8.59959119692184,10.6494399773409,20.9543532705579
BARUERI,2020-07-05,2020-08-13,2020-09-20,3.15402165115339,3.61508999673242,5.48880339574441
ÁLVARO DE CARVALHO,2020-10-01,2020-10-29,2020-12-29,0.00306793191304688,0.011958082695585,0.0270048811339043
SABINO,2020-07-05,2020-07-15,2020-07-17,0.000746839914281816,0.00091165265744042,0.00101044934685168
TARABAI,2020-08-25,2020-09-10,2020-10-11,0.0194682353993385,0.0552979318079192,0.121882339488152
BARÃO DE ANTONINA,2020-07-05,2020-07-05,2020-07-05,0.0101626077726334,0.0101626077726334,0.0116144088830096
ESTRELA DO NORTE,2020-07-05,2020-07-05,2020-07-05,0.0115896169380772,0.0115896169380772,0.0132452765006597
PARANAPUÃ,2020-08-12,2020-08-20,2020-09-05,0.0255096843064453,0.0571174818424184,0.149159499421208
RUBIÁCEA,2020-07-05,2020-07-05,2020-07-05,0.0404977336721379,0.0404977336721379,0.046283124196729
MORRO AGUDO,2020-07-05,2020-07-05,2020-07-05,0.210749866571784,0.210749866571784,0.240856990367753
RIO GRANDE DA SERRA,2020-07-05,2020-08-18,2020-09-26,0.2652328552829,0.307351992755406,0.506036331404488
