"Municipio","DRS","Minimo","Mediana","Máximo"
"SANTA MARIA DA SERRA","Piracicaba",1.89913679430695,2.18121000087815,2.57160235315888
"TUPI PAULISTA","Presidente Prudente",1.83185693528714,2.10696591256028,2.55996525292534
"CAJURU","Ribeirão Preto",1.66749150782742,1.84356463363999,2.08105814488262
"IRACEMÁPOLIS","Piracicaba",-0.666831340039112,1.81033776654736,2.02572094918148
"TAMBAÚ","São João da Boa Vista",1.60043076834553,1.7778252518432,1.99700238746167
"DRACENA","Presidente Prudente",1.45105862499852,1.62464602067696,1.85325264178268
"ELIAS FAUSTO","Piracicaba",1.40733713766835,1.60014089090035,1.83266607783515
"PRESIDENTE EPITÁCIO","Presidente Prudente",1.34941408594537,1.47880099791779,1.62362638719406
"SERTÃOZINHO","Ribeirão Preto",0.974175437953582,1.3790139727212,1.5579821226032
"BAURU","Bauru",1.24655170121995,1.36574609433412,1.54884092809494
"MIGUELÓPOLIS","Franca",1.13953189076073,1.33145243669934,1.58059859111201
"VARGEM GRANDE DO SUL","São João da Boa Vista",1.1492521711619,1.30287348367518,1.45774273540402
"JUNQUEIRÓPOLIS","Presidente Prudente",1.15035096259229,1.27841137256195,1.44540265128549
"CRAVINHOS","Ribeirão Preto",1.17690312214353,1.25965936295876,1.38336118575863
"ITÁPOLIS","Araraquara",0.839414649181949,1.2562282260053,1.64740657945622
"NEVES PAULISTA","São José do Rio Preto",1.06635988512946,1.25278031045182,1.43506389964211
"PONTAL","Ribeirão Preto",0.642813016220408,1.25236385624961,1.38193715012523
"RIOLÂNDIA","São José do Rio Preto",0.9613058783733,1.24031681603499,1.32937204665964
"SALTINHO","Piracicaba",1.11234341246031,1.23055167385293,1.32157636760906
"NOVA ALIANÇA","São José do Rio Preto",1.06015764930228,1.22912868687556,1.38079847831397
"MONTE ALTO","Ribeirão Preto",1.10235712224152,1.21744539515258,1.39260244831343
"ALTINÓPOLIS","Ribeirão Preto",1.08411594501441,1.19633179167307,1.32874857961745
"ARARAS","Piracicaba",1.01323089161854,1.18404212766631,1.36037595474137
"ENGENHEIRO COELHO","Piracicaba",1.01848797420992,1.17809375999995,1.32499483175275
"RIO DAS PEDRAS","Piracicaba",1.09742975094531,1.17259032183355,1.24228035880225
"TUPÃ","Marília",1.02556503383062,1.16605165406775,1.30722077809297
"SÃO JOSÉ DO RIO PRETO","São José do Rio Preto",0.58535456552403,1.15297551443452,1.21793440759955
"ANDRADINA","Araçatuba",0.899121425736041,1.14441712184788,1.32217602794184
"ITAPECERICA DA SERRA","Grande São Paulo",1.02871468737851,1.13912541299292,1.29315064694346
"CAMPO LIMPO PAULISTA","Campinas",0.82204966248572,1.13432975208767,1.42593043891573
"UBIRAJARA","Marília",1.02848021816337,1.12572049149076,1.18813006120644
"BRODOWSKI","Ribeirão Preto",1.00077022598472,1.11712542616253,1.2334433701358
"PIRASSUNUNGA","Piracicaba",0.97846505809685,1.11385040936717,1.3235798445796
"UBARANA","São José do Rio Preto",0.664410796238943,1.10797744573113,1.2652913622284
"SÃO JOÃO DA BOA VISTA","São João da Boa Vista",0.976353985753454,1.10596321937271,1.25372536343468
"SÃO CARLOS","Araraquara",0.994498566033756,1.09651481286516,1.24121508272726
"MARÍLIA","Marília",0.989623413123111,1.09190293544195,1.22225332857087
"CORDEIRÓPOLIS","Piracicaba",-0.0471798633971421,1.09147331301252,1.15865545000557
"IPIGUÁ","São José do Rio Preto",0.913317565036922,1.08840977608538,1.22200664089515
"PITANGUEIRAS","Ribeirão Preto",0.994140179816031,1.08399581895503,1.24522145327726
"DUMONT","Ribeirão Preto",0.797774981926124,1.07196295542265,1.19115761544023
"ORINDIÚVA","São José do Rio Preto",0.947945646855832,1.06337141135116,1.21223677639622
"OLÍMPIA","Barretos",0.870200640811792,1.06206137979927,1.21702759257344
"ASSIS","Marília",0.936080945960285,1.0478001398802,1.13776876666019
"PIRACICABA","Piracicaba",0.942498442186595,1.04694862845497,1.14127133031211
"PRESIDENTE VENCESLAU","Presidente Prudente",0.936742564891837,1.04532135490744,1.13643575573064
"TABATINGA","Araraquara",0.785973907199408,1.04333094333483,1.22935304879773
"LUÍS ANTÔNIO","Ribeirão Preto",0.940405385242761,1.0374259432988,1.12231656392223
"VINHEDO","Campinas",0.929336735176238,1.02957109948223,1.1716989313812
"SERRANA","Ribeirão Preto",0.906980919834197,1.01720898481701,1.10791860877268
"SALES OLIVEIRA","Franca",0.810953802624891,1.01515621589993,1.24248907420825
"JAÚ","Bauru",0.881678038295436,1.01466027449112,1.18416069486664
"BARRINHA","Ribeirão Preto",0.924367501027165,1.01317795054671,1.10832763357541
"PRADÓPOLIS","Ribeirão Preto",0.900459444294661,1.0110599335161,1.12451353470535
"CAIEIRAS","Grande São Paulo",0.857735358291027,1.01050942483425,1.13612436875227
"ITIRAPINA","Piracicaba",0.876111218985031,1.0067676545891,1.19806407484041
"SÃO JOAQUIM DA BARRA","Franca",0.89302025371123,1.00668254114577,1.12627708107244
"NOVA GRANADA","São José do Rio Preto",0.881665202059163,1.0059944601296,1.08825298715594
"SEVERÍNIA","Barretos",0.928088885251476,1.00499464593872,1.05177433593905
"ORLÂNDIA","Franca",0.909053429004194,1.00246865176897,1.10687944835243
"GENERAL SALGADO","São José do Rio Preto",0.871716238674048,0.999600998490698,1.14367138317374
"SÃO PEDRO","Piracicaba",0.901981837682949,0.994442009315811,1.1117495537365
"SANTA ADÉLIA","São José do Rio Preto",0.779967610608903,0.991516541489029,1.34970827972043
"JARDINÓPOLIS","Ribeirão Preto",0.875783335744007,0.981131422947661,1.11850160959307
"PARAGUAÇU PAULISTA","Marília",0.891292893400831,0.973846201757053,1.07576128210018
"CEDRAL","São José do Rio Preto",0.855069253662751,0.973804291845179,1.08877717575547
"MIRASSOL","São José do Rio Preto",0.855355691959748,0.972155121112169,1.10033079928126
"RAFARD","Piracicaba",0.878326356131902,0.965562557172591,1.03616118092941
"ITAPIRA","São João da Boa Vista",0.88539457143101,0.960522538607824,1.01037833516162
"BÁLSAMO","São José do Rio Preto",0.68584860947832,0.952799665275434,1.2385465830916
"LEME","Piracicaba",0.79266148730698,0.948461232087124,1.13396304297413
"EMBU DAS ARTES","Grande São Paulo",0.858328738853541,0.947606360782385,1.06742659601478
"SANTA CRUZ DAS PALMEIRAS","São João da Boa Vista",-0.310738457586446,0.945769530584416,0.990216992680726
"OUROESTE","São José do Rio Preto",0.854520367972558,0.939899539196781,1.02004094608485
"BATATAIS","Ribeirão Preto",0.837526336629716,0.931729721397302,1.07281099040532
"CÂNDIDO MOTA","Marília",0.839462719126883,0.922860275895576,1.02835496742914
"PRESIDENTE PRUDENTE","Presidente Prudente",0.843682173395949,0.92258861583305,0.977806446774846
"AGUAÍ","São João da Boa Vista",0.841092253191753,0.920123925987159,1.00357171537313
"POTIRENDABA","São José do Rio Preto",0.518924501611249,0.919195467123977,1.03126122769522
"ITANHAÉM","Baixada Santista",0.828482744229182,0.917033340922922,0.988183898089881
"SANTA CRUZ DO RIO PARDO","Marília",0.80698091834543,0.9169317230503,1.0190128245433
