date,median_cases,min_cases,max_cases,median_deaths,min_deaths,max_deaths
2020-07-26,482484.428571429,482484.428571429,482484.428571429,21618.4285714286,21618.4285714286,21618.4285714286
2020-07-27,494147.887788124,494145.321314266,494151.095880447,22028.6905060076,21997.1318956553,22065.9870455148
2020-07-28,506102.34593362,506061.818039876,506134.515219075,22421.4286999409,22371.0630283301,22503.1889189112
2020-07-29,518289.493802979,518181.5601211,518373.212459028,22800.254386849,22741.8681683259,22932.3987696199
2020-07-30,530664.384314716,530362.297414248,530836.205936274,23167.985225472,23110.595870632,23355.5265094043
2020-07-31,543178.582510886,542466.157469139,543523.748256266,23517.0381840063,23451.3499354714,23774.1344217171
2020-08-01,555828.249330042,362902.832199298,578059.42607847,23875.6109265229,21882.8598151116,25604.2399950945
2020-08-02,568548.384092731,370609.331043386,591718.168007985,24222.8016901984,22169.6070679245,26041.6069016737
2020-08-03,581343.232046959,378148.051821081,605597.849416675,24573.4884729149,22432.6137365877,26477.6018087695
2020-08-04,594160.109536469,385486.129367135,619688.894318081,24932.74939841,22677.9504084356,26912.9873954876
2020-08-05,606975.088705048,392596.816484951,633981.28547879,25274.3456837712,22914.5564411577,27348.380355857
2020-08-06,619708.672580806,399461.957410687,648466.692300912,25614.4187854185,23143.0289304503,27784.2678174077
2020-08-07,632352.201147769,406067.937440723,663136.291910904,25953.4510681619,23363.740849227,28221.0328687821
2020-08-08,644898.549750266,412405.694060237,677981.202412237,26291.8083266364,23576.9080795722,28658.9663362791
2020-08-09,657325.700610014,418469.203676607,692991.628565978,26629.7567028791,23782.6445932131,29098.278851347
2020-08-10,669569.362670501,424255.638607117,708157.269223515,26967.4742661879,23980.9983469517,29539.1077436858
2020-08-11,681607.485550297,429763.736339641,723466.062571197,27305.0629277893,24171.9818252435,29981.5249907518
2020-08-12,693456.784607689,434994.15112253,738904.671851536,27642.5543697449,24355.5870306812,30425.5389456267
2020-08-13,705103.137478118,439951.351989864,754461.17544881,27979.9174284538,24531.800046298,30871.0981125947
2020-08-14,716533.951555935,444641.229159651,770123.130258987,28317.0748209065,24700.6257936132,31318.1064459574
2020-08-15,727738.384438222,449071.196025444,785878.126781145,28653.909581502,24862.0926671653,31766.4278082445
2020-08-16,738706.779637818,453249.357611326,801713.061802259,28990.2727022591,25016.2571299118,32215.8922287674
2020-08-17,749430.859366286,457184.637212176,817614.605038418,29320.9644505552,25163.2024034258,32666.2983789237
2020-08-18,759902.995695844,460885.913773708,833568.069861718,29637.0769338814,25303.0383880093,33117.4178193134
2020-08-19,770116.440610414,464362.257013435,849557.944603961,29941.5869308119,25435.8963234357,33568.994127037
2020-08-20,780066.545779264,467623.992768045,865570.401153112,30228.3531253906,25561.9260131485,34020.7444237288
2020-08-21,789749.699420053,470681.463997852,881591.522531012,30507.6699353439,25681.3008439311,34472.3714482663
2020-08-22,799163.478459065,473545.139361371,897607.828422648,30779.4046060179,25794.2137071513,34925.4426762222
2020-08-23,808306.236885849,476225.196024555,913605.607978041,31043.4573001718,25900.8744324978,35423.6606640653
2020-08-24,817177.231741841,478731.642251287,929571.345478509,31299.7588853985,26001.5051184545,35923.9786499261
2020-08-25,825776.105060876,481073.899998649,945490.694989197,31548.2692643083,26096.3371684778,36426.1000976224
2020-08-26,834103.035359352,483260.988527219,961348.969189429,31788.9742285165,26185.6063023841,36929.7166154687
2020-08-27,842159.56474173,485302.144649392,977133.339539734,32021.8830355629,26269.5496568863,37434.5073645034
2020-08-28,849947.863198935,487206.207667927,992831.243660045,32247.0287625934,26348.4075948912,37940.1466510319
2020-08-29,857470.828729495,488981.727821167,1008430.830882,32464.4662641027,26422.4210673647,38446.3049410963
2020-08-30,864731.792084539,490636.771270846,1023920.34961571,32674.27061111,26491.8301458523,38952.6513034375
2020-08-31,871734.596413158,492179.024467932,1039288.50202536,32886.9316839068,26556.8715895286,39458.8534302924
2020-09-01,878483.236612206,493615.598422285,1054523.53898999,33098.516764139,26617.7775246735,39964.5789061046
2020-09-02,884981.955768958,494953.161517149,1069613.68207296,33303.3270254708,26674.7731512831,40469.4931056002
2020-09-03,891235.796580741,496198.299154762,1084548.98947154,33502.2880467256,26728.0756856417,40973.2586567643
2020-09-04,897250.097798763,497357.204236257,1099319.98300894,33709.3518683889,26777.8958751443,41475.5419633943
2020-09-05,903030.557619342,498435.759755295,1113918.02151161,33910.1762889959,26824.4371487653,41976.0139865052
2020-09-06,908583.022979463,499439.444337812,1128334.7675301,34096.8215380847,26867.8954263933,42474.3522495867
2020-09-07,913913.537314487,500373.405659494,1142562.47895549,34284.8985400833,26908.4583524399,42970.2407194845
2020-09-08,919028.092248469,501242.365606358,1156593.24020431,34466.8586569504,26946.3051220302,43463.3707449341
2020-09-09,923932.689006699,502050.7081334,1170419.30865147,34642.7668366334,26981.60574779,43953.4391172484
