Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,5,9,13,14,16,9.13333333333333,1.5,0.174070479422882,1.4222518548826,0.966666666666667,0.932608801490373,1.03429810141024,0.872412169530589,1.03470228591493
2,6,9,12,26,16,9.42857142857143,0.25,0.144697514490671,1.33551937052337,0.857142857142857,0.938578861817785,1.03872754675143,0.882987765368694,1.04392820270476
3,5,5,12,23,14,5.46666666666667,3,0.236413060891125,1.25113456747239,0.933333333333333,0.928734590017774,1.03505318923402,0.885877388082265,1.04499964029971
4,4,10,13,7,16,10.3333333333333,1,0.125498422471875,1.28477155528136,0.888888888888889,0.938600938954394,1.03880085985157,0.865781611734978,1.03266487578891
5,4,8,12,14,16,8.5,0.25,0.145303311677475,1.20937279872256,0.875,0.933688075245751,1.03513492860006,0.882736151906491,1.04368119984218
6,6,6,12,6,15,6.66666666666667,1.5,0.196573010697089,1.28412387771083,0.888888888888889,0.930581453190548,1.03435954910605,0.882623211581185,1.04368428960425
7,4,8,12,11,16,8.57142857142857,2,0.13815569276504,1.18502610357434,0.857142857142857,0.934342691887434,1.03562402396294,0.880972234509549,1.04292557413167
8,4,9,12,19,16,9.42857142857143,1.5,0.127515439236468,1.20560060034128,0.857142857142857,0.938519993584953,1.0387151959425,0.881939821805114,1.04330313451606
9,6,7,13,25,15,7.4,1,0.194835283354847,1.37436132699053,0.933333333333333,0.933479967311837,1.03530572237301,0.868580722616719,1.03365819026858
10,5,5,12,20,14,5.7,2,0.222044618880042,1.23801976764569,0.9,0.930562549391458,1.03583990266446,0.881787333054583,1.04311475967044
11,5,9,13,11,16,9.4,2,0.14379091174931,1.33808962491293,0.9,0.934794704171882,1.03594362648524,0.866680626591176,1.03284500975636
12,4,8,12,26,16,8.57142857142857,2,0.13815569276504,1.18502610357434,0.857142857142857,0.934342691887434,1.03562402396294,0.880972234509549,1.04292557413167
13,4,5,12,11,14,5.77777777777778,0.25,0.212858703723715,1.18913190375967,0.888888888888889,0.931136462564481,1.03625673118795,0.879982474756975,1.04213661939833
14,5,7,13,20,15,7.15,0.25,0.230827546789929,1.34289441437319,0.975,0.931738729909667,1.03468724046677,0.872058389068054,1.03469890461158
15,5,5,12,20,14,5.46666666666667,1,0.243947560870438,1.25726502234189,0.933333333333333,0.928737232671868,1.03505318923402,0.885875547886049,1.04507423218716
16,4,7,13,17,15,7.3,2.5,0.183642685732576,1.2818725096557,0.95,0.932713980126177,1.03505222423994,0.869366835166275,1.03344314339306
17,6,9,13,6,16,9.26666666666667,1,0.16292917033493,1.4505266377762,0.933333333333333,0.933723091036337,1.03511996164971,0.869982529865063,1.03426972466736
18,4,10,13,6,16,10.2,2.5,0.134922217603375,1.35200436280248,0.933333333333333,0.937259173875215,1.03777539177083,0.869508256914494,1.03355781168774
19,5,10,13,8,16,10.1,1.5,0.160692875528927,1.4594404726587,0.966666666666667,0.936297989679029,1.03702743613465,0.872789044628852,1.03468813530514
20,5,5,12,15,14,6,0.5,0.206139906725687,1.21407956657151,0.857142857142857,0.932979351019056,1.03709563323236,0.876629767287157,1.04120562418132
