Model,Te,Ti,Ts,Tsr,Td,meanTi,s,MedianBeta,MedianRt,MedianAssymptomatic,cinfD,csupD,cinfI,csupI
1,5,7,10,23,10,7.33333333333333,3,0.182416204191959,1.25943940908716,0.888888888888889,0.874600523296576,1.04416157416948,0.789948456906707,1.04379919507474
2,5,6,12,23,10,6.4,2.5,0.236392283369116,1.29982238402026,0.933333333333333,0.864747640943295,1.03785578764596,0.765722348746155,1.01838249018626
3,4,6,11,6,9,7,2,0.167063286738537,1.1419971113122,0.8,0.881897462696989,1.05410033071696,0.766576577406834,1.02340966908293
4,6,5,11,25,10,6.2,1,0.203570376343848,1.21745245691193,0.8,0.864890457506021,1.03796679444173,0.764604737910889,1.02340966908293
5,4,5,9,18,11,5.8,0.5,0.199104752851112,1.10692875379192,0.8,0.860238536972301,1.03386057120494,0.79860489322738,1.05564919925312
6,5,5,12,26,10,5.35,3,0.299018212910068,1.28926158454454,0.95,0.857985917933935,1.03339224629956,0.767709600998392,1.0185715957733
7,4,6,12,27,11,6.3,3,0.244728847057203,1.28051160313635,0.95,0.855703324981298,1.03068375588638,0.767853926495617,1.01870046029788
8,4,7,11,18,11,7.26666666666667,0.5,0.206261390769392,1.27754400490365,0.933333333333333,0.862084090989524,1.03499123778556,0.779438115191221,1.02960379058375
9,4,8,12,19,10,8.2,2,0.196596990465219,1.32063648940837,0.95,0.872867539024592,1.04287100262919,0.768473064048315,1.01897351303999
10,4,7,11,5,9,7.8,3,0.147617612654225,1.14200411491295,0.8,0.886798968742278,1.06036711531522,0.767457543000799,1.02454526445062
11,4,6,9,21,9,6.6,2.5,0.169815779146496,1.10006893681171,0.8,0.886900911898918,1.06082301636559,0.800166271595595,1.05720485338407
12,4,5,11,14,8,5.6,0.5,0.246791633791936,1.24268312945864,0.9,0.884084696406836,1.06280512462156,0.775103079692519,1.02707505707078
13,5,5,10,26,11,6,0.5,0.201868842750206,1.15980898938866,0.8,0.858056626652587,1.03234112387491,0.779801533917564,1.03649690133702
14,4,5,10,28,11,5.33333333333333,2,0.270083390574764,1.24405089789825,0.933333333333333,0.853763617501711,1.02945025259373,0.796647375741687,1.04424814380304
15,5,5,10,19,10,6,0.5,0.201868842750206,1.15980898938866,0.8,0.866849804844206,1.0392693191102,0.779801548194731,1.03649690548851
16,4,9,11,6,11,9.1,0.5,0.182323898104081,1.33633173334697,0.95,0.867982431324703,1.03873896640328,0.781935120710634,1.03101306416896
17,5,5,11,13,9,5.66666666666667,0.5,0.246474388224789,1.25736637072591,0.888888888888889,0.871856712909846,1.04403814460304,0.773300876760311,1.0270441650857
18,4,7,10,15,10,7.3,1.5,0.186418939137305,1.23847746149101,0.9,0.874309785363368,1.04397044190196,0.791658218296268,1.04411629590999
19,5,6,10,12,10,6.5,3,0.199965106017452,1.23693954006194,0.875,0.870291860726652,1.04146767737962,0.788246541782657,1.04220233504897
20,5,6,12,26,11,6.6,3,0.210485965277924,1.28809576247026,0.9,0.857088217664413,1.03160850338458,0.761703707626982,1.01760256446864
21,4,5,9,9,10,5.66666666666667,1.5,0.210588022181665,1.14470139922598,0.833333333333333,0.868018914707508,1.04009609989543,0.802438904529535,1.05767268240294
22,5,6,10,8,9,6.2,3,0.25480272788467,1.29467973708776,0.95,0.878806579524929,1.05098000414934,0.799151951599087,1.04628669636439
23,5,8,10,5,11,8.13333333333333,2,0.189143928205782,1.32221051246996,0.933333333333333,0.867459286392412,1.03851118709807,0.79528146754213,1.04636934517
24,4,8,12,22,11,8.2,0.5,0.199002301932906,1.3200704738471,0.95,0.863533915101785,1.03590573157057,0.768263516340662,1.01899833363142
25,4,5,10,26,11,5.625,0.25,0.232907222877159,1.20470126004613,0.875,0.855599122455539,1.03067913102265,0.78800112809962,1.04111217021698
26,4,7,11,28,11,7.5,1,0.175923191838633,1.22249501882306,0.875,0.86359792893454,1.03596743937425,0.773184940079388,1.02729935972963
27,6,5,10,16,9,5.33333333333333,3,0.285421384622453,1.30087074323606,0.933333333333333,0.872295386767837,1.04472683303989,0.796313935887582,1.0446591046409
28,4,6,10,25,11,6.66666666666667,1.5,0.181302746862426,1.15682279854735,0.833333333333333,0.862438086740688,1.03525478349071,0.784602458531155,1.04021375798425
29,5,6,10,21,11,6.8,1,0.175215384764137,1.14670272285089,0.8,0.863420928104869,1.03591176681098,0.780928799747332,1.03817341084362
30,4,5,10,28,8,5.5,3,0.240570868625286,1.22982395481994,0.9,0.886508847403394,1.06513754490085,0.791553707763762,1.04245039582934
31,6,6,10,14,11,6.26666666666667,1.5,0.248008317944377,1.30892981826748,0.933333333333333,0.859506407203298,1.03336932879165,0.795490630828279,1.04550016360509
32,5,5,10,21,10,5.71428571428572,2.5,0.22350362644829,1.22009833673858,0.857142857142857,0.864757937625904,1.03796314497936,0.785792692352256,1.0403372977545
33,5,5,10,21,10,5.71428571428572,1.5,0.226017977401965,1.21952349429788,0.857142857142857,0.86475912450771,1.03796377218599,0.785646163204817,1.04035656712121
34,4,10,12,18,12,10.25,1,0.134087114094208,1.2867119226471,0.875,0.86181763394642,1.03357777444449,0.760622412283993,1.01782531502874
35,4,5,11,16,10,6.2,3,0.18977914399929,1.16209080336716,0.8,0.864920330274961,1.03796432229149,0.765690226465552,1.02297491013993
