date,median_cases,min_cases,max_cases,median_deaths,min_deaths,max_deaths
2020-08-06,596555.285714286,596555.285714286,596555.285714286,24348.1428571429,24348.1428571429,24348.1428571429
2020-08-07,607630.499704346,607625.871107576,608483.626061728,24680.4002904078,24621.766625714,24771.0159540255
2020-08-08,618601.982328446,618469.360041961,620355.631075195,25000.5597190651,24898.2456668997,25142.5541811274
2020-08-09,629589.697504334,629224.040757813,632297.607687982,25309.5131227835,25177.2710824851,25472.3964499112
2020-08-10,640666.698313533,639986.375649584,644388.382338897,25595.8817823821,25458.7238603384,25768.689875831
2020-08-11,651871.726986195,650775.42840785,656672.834101409,25869.4729184498,25742.617511324,26071.1456541387
2020-08-12,663226.232991215,546089.798477331,698845.3840468,26162.5021187125,24097.9638890681,27578.0049883696
2020-08-13,674712.043413852,555136.919738942,712159.716940277,26448.2468553907,24290.4598782859,27918.1803909508
2020-08-14,686432.767850734,564284.674109726,725740.408784521,26733.9535485102,24470.4107530382,28278.0287272165
2020-08-15,698380.314869914,573544.344624701,739645.095341494,26998.0049075772,24641.9371669741,28646.6622885813
2020-08-16,710548.228726641,582924.26674384,753859.578138336,27261.5974575472,24806.852614457,29019.4079803134
2020-08-17,722904.166628388,592430.840368658,768388.002094283,27520.548947716,24966.6472719235,29396.6728161103
2020-08-18,735600.025816282,602068.913570898,783232.557437008,27814.891925912,25122.5412318334,29778.8530723901
2020-08-19,748506.164589448,611681.205273233,798392.467643545,28105.2525064655,25275.5248141611,30166.3260980949
2020-08-20,761696.037556232,621052.827412747,813865.953294158,28392.430917063,25426.3907818756,30559.4424847244
2020-08-21,775142.880689124,629898.71649787,829649.433263435,28678.134091033,25575.7787149912,30958.5282596305
2020-08-22,788945.257121561,638593.496047706,845737.805768636,28956.5173933757,25724.200174325,31363.8821565587
2020-08-23,802819.410945632,647122.095017191,862124.333714935,29244.5560306757,25872.0610721233,31775.774123187
2020-08-24,816345.842161574,655471.324653793,878800.885773639,29535.3171827147,26019.6780598892,32194.4430867384
2020-08-25,830332.572198477,663628.215313412,895757.507696644,29829.1019901105,26167.2939132559,32620.0959482376
2020-08-26,844701.063795398,671579.706649074,912982.286735459,30126.1804140436,26315.0852989564,33052.9042052616
2020-08-27,859268.797200353,679317.806199205,930463.057668686,30426.790442947,26463.1674924602,33492.999752827
2020-08-28,874030.622752948,686835.740976891,948186.475964035,30731.1424345516,26611.6154183919,33940.4798371209
2020-08-29,888981.15928432,694128.34648794,966138.236713618,31039.4199423545,26760.4695457261,34395.4065678663
