Municipio,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo
GUAIÇARA,2020-07-25,2020-07-25,2020-09-23,0.115595020792446,0.132429401798961,0.213578125936172
AURIFLAMA,2020-07-25,2020-07-25,2020-09-27,0.238175665416035,0.26031746031746,0.432217104174015
IPAUSSU,2020-07-25,2020-07-25,2020-07-27,0.0963224937205932,0.103731916314485,0.112376242674025
HORTOLÂNDIA,2020-07-25,2020-07-25,2020-08-11,1.52402517913269,1.6152474009727,1.74985135105376
BARRA DO TURVO,2020-07-25,2020-07-25,2020-08-14,0.0267872116409122,0.0287415619242093,0.0327001646841563
APARECIDA,2020-07-25,2020-07-25,2020-08-07,0.0978912452709543,0.105421341061028,0.114206452816113
OSASCO,2020-07-25,2020-07-25,2020-08-06,9.12688163498228,9.82894945305782,10.648028574146
BARUERI,2020-07-25,2020-07-25,2020-07-29,3.01382055453246,3.24565290488113,3.51612398028789
ÁLVARO DE CARVALHO,2020-09-09,2020-10-24,2020-12-29,0.00653180395811237,0.0146332375203067,0.0500360637629891
SABINO,2020-07-25,2020-07-25,2020-08-11,0.0154993627757583,0.0167909763404048,0.0188215758596222
TARABAI,2020-07-25,2020-07-25,2020-07-28,0.0238792257166729,0.0257160892333399,0.0278590966694516
BARÃO DE ANTONINA,2020-08-24,2020-09-12,2020-10-11,1.10092224333729e-06,9.10972646979983e-06,5.7804215989618e-05
ESTRELA DO NORTE,2020-07-25,2020-07-25,2020-07-28,0.00470857971878056,0.00507077815868676,0.00549334300524399
PARANAPUÃ,2020-07-25,2020-08-25,2020-10-09,0.0294091367518028,0.0389645104708244,0.104070587178811
RUBIÁCEA,2020-07-25,2020-07-25,2020-08-21,0.0125317855374409,0.0132499796207602,0.0144601528010045
MORRO AGUDO,2020-07-25,2020-07-25,2020-07-26,0.246155302134103,0.265090325375187,0.287181185823121
RIO GRANDE DA SERRA,2020-07-25,2020-07-25,2020-08-03,0.187432391274362,0.200035258858788,0.216704863763688
LAGOINHA,2020-08-13,2020-09-13,2020-12-07,0.00622861000253272,0.0565396882314043,0.255122493692865
PRESIDENTE BERNARDES,2020-07-25,2020-07-25,2020-07-25,0.0699560415361684,0.0753372755004891,0.0816153817921965
SALTO,2020-07-25,2020-07-25,2020-10-12,0.78211873112723,0.847295292054501,1.57336946495873
MAUÁ,2020-07-25,2020-07-25,2020-07-31,2.34366895426712,2.52395118151841,2.73428044664496
LINDÓIA,2020-07-25,2020-08-13,2020-10-12,0.0437566599786881,0.0474030483102454,0.112938524287902
VÁRZEA PAULISTA,2020-07-25,2020-07-25,2020-07-30,0.894032136064212,0.962803838838383,1.04303749207492
CABRÁLIA PAULISTA,2020-07-25,2020-07-25,2020-08-31,0.0362600581806622,0.0377375546307717,0.0422872381618336
MIGUELÓPOLIS,2020-07-25,2020-09-06,2020-10-26,0.116791292989704,0.171548363841934,0.511340492812447
TUPI PAULISTA,2020-07-25,2020-09-23,2020-12-10,0.045123888971647,0.0737548655549216,0.236457515686471
IACRI,2020-09-19,2020-10-21,2020-12-18,0.00975101710220622,0.0316531973332832,0.155121297884305
ARTUR NOGUEIRA,2020-07-25,2020-07-25,2020-08-09,0.266402576083185,0.286895081935738,0.310803005430383
ARUJÁ,2020-07-25,2020-07-25,2020-10-08,1.1602985915201,1.25699014081344,2.05373741793184
GUARAREMA,2020-07-25,2020-07-25,2020-08-01,0.19971870604782,0.215081683436114,0.233005157055789
TUIUTI,2020-07-25,2020-07-25,2020-07-29,0.0210822182511873,0.0227039273474325,0.0245959212930519
BROTAS,2020-07-25,2020-09-20,2020-12-29,0.0327452691848408,0.0405822084722627,0.108683331674744
ARARAS,2020-07-25,2020-08-10,2020-10-05,1.15123781300438,1.24717429742141,3.02430308684413
SÃO JOÃO DAS DUAS PONTES,2020-07-25,2020-07-25,2020-07-25,0.0151068210062453,0.0162688841605718,0.017624624507286
ALVINLÂNDIA,2020-07-25,2020-09-07,2020-10-29,0.013485149120883,0.0206939352156538,0.0600164429463401
INÚBIA PAULISTA,2020-07-25,2020-09-14,2020-12-28,0.00553236887010587,0.00600941173861733,0.0157170479806494
PIRANGI,2020-07-25,2020-07-25,2020-07-29,0.0857021576315837,0.0922946312955517,0.0999858505701807
GABRIEL MONTEIRO,2020-08-11,2020-08-30,2020-09-29,0.0151670390339151,0.0429584047631448,0.142841489860224
TEJUPÁ,2020-07-25,2020-07-25,2020-07-26,0.000228448657692592,0.000246021631361253,0.00026652343397469
ÁGUAS DE SÃO PEDRO,2020-07-25,2020-08-26,2020-11-02,0.0148559049172034,0.0175070833947474,0.0413172541942788
SERRANA,2020-07-25,2020-07-25,2020-09-08,0.605424976585486,0.612746985017886,0.743831563239979
VALINHOS,2020-07-25,2020-07-25,2020-09-21,0.999030554252997,1.09526136092644,1.331204552363
ROSANA,2020-08-25,2020-09-15,2020-10-25,0.0652692884722266,0.219606060943759,0.859878885839507
GUATAPARÁ,2020-07-25,2020-09-07,2020-12-07,0.0125043725684254,0.0142746931914258,0.042359496900513
PORANGABA,2020-07-25,2020-07-25,2020-08-01,0.0100517409384736,0.0108249517798946,0.0117270310948858
SÃO FRANCISCO,2020-07-25,2020-08-04,2020-08-13,0.00625726313868145,0.00677870173357157,0.00857156681851143
SANDOVALINA,2020-08-14,2020-08-27,2020-09-19,0.0319280736939668,0.105935487891303,0.378554176317538
RANCHARIA,2020-07-25,2020-09-06,2020-11-03,0.12830879733677,0.16171734418243,0.430421677661432
CESÁRIO LANGE,2020-07-25,2020-07-25,2020-08-07,0.0261403503855067,0.0273693160665696,0.0296500924054501
LARANJAL PAULISTA,2020-07-25,2020-07-25,2020-07-27,0.100288960727043,0.108003496167585,0.117003787514884
RIBEIRÃO DO SUL,2020-08-24,2020-09-23,2020-11-19,0.0108514778093317,0.0265981666413248,0.106940009222526
MIRA ESTRELA,2020-07-25,2020-07-25,2020-07-26,0.0194645578349697,0.0209618315145828,0.0227086508074648
MORUNGABA,2020-07-25,2020-07-25,2020-08-02,0.0157158354236122,0.0169247458408135,0.0183351413275479
CORUMBATAÍ,2020-07-25,2020-07-25,2020-07-25,0.0407712057172138,0.0439074523108456,0.0475664066700827
SANTA ERNESTINA,2020-07-25,2020-07-25,2020-07-27,0.02469472903821,0.0265943235796108,0.028810517211245
BARBOSA,2020-07-25,2020-08-05,2020-10-27,0.0414512906238428,0.0449055648424964,0.0932445743142969
COLINA,2020-07-25,2020-07-25,2020-07-27,0.137212331741207,0.14776712649053,0.160081053698075
