DRS,TMinimo,TMediana,TMaximo,MMinimo,MMediana,MMaximo,Regiao
I,2020-08-04,2020-09-29,2020-11-23,159.569311325818,234.412815338374,640.4144488069,Grande São Paulo
II,2020-08-04,2020-09-16,2020-11-04,6.08619268053508,7.62716386057571,19.1078299787878,Araçatuba
III,2020-08-04,2020-09-25,2020-10-31,2.58393171814076,5.42606680728383,16.9236714630904,Araraquara
IV,2020-08-04,2020-09-23,2020-10-22,16.7108899726329,25.8216290101568,80.3605798142335,Baixada Santista
IX,2020-08-04,2020-10-09,2020-11-16,3.24243796350768,7.78036742501303,23.6324787938306,Marília
V,2020-08-04,2020-09-23,2020-11-06,3.18266761169016,4.52078555465889,12.613333640467,Barretos
VI,2020-08-04,2020-09-26,2020-11-08,7.98225366631931,12.4026827374492,36.9926039825509,Bauru
VII,2020-08-04,2020-09-24,2020-11-08,42.5555476096142,60.660101598879,170.05287405916,Campinas
VIII,2020-08-04,2020-10-08,2020-11-09,3.12641857664681,12.853552910691,46.9016298752131,Franca
X,2020-08-04,2020-09-25,2020-11-12,15.1992317613161,21.2626356781541,60.9628600748038,Piracicaba
XI,2020-08-04,2020-10-08,2020-11-22,3.4781570544161,7.66732356292997,22.554770037787,Presidente Prudente
XII,2020-08-04,2020-09-22,2020-11-03,1.71792356887792,2.4335421670568,7.06558083187883,Registro
XIII,2020-08-04,2020-09-07,2020-11-26,14.4268091211616,17.9178771539004,42.2411661165634,Ribeirão Preto
XIV,2020-08-04,2020-09-12,2020-09-30,4.68734632724534,9.05053929998238,27.7114060341339,São João da Boa Vista
XV,2020-08-04,2020-09-06,2020-10-19,17.4699584489688,21.0945827946236,52.7472029128408,São José do Rio Preto
XVI,2020-08-04,2020-10-01,2020-11-17,13.2003457847869,19.6137255743962,54.5825584052573,Sorocaba
XVII,2020-08-04,2020-10-10,2020-11-25,15.5638126234771,36.1978359510003,122.301888317672,Taubaté
